| date | open | last | high | low | volume | amount | exchange |
| 2020-09-11 | 88.352 | 86.713 | 88.858 | 85.349 | 0 | 0 | 0.00 |
| 2020-09-04 | 87.614 | 88.815 | 90.265 | 84.971 | 0 | 0 | 0.00 |
| 2020-08-28 | 84.465 | 88.172 | 88.583 | 83.582 | 0 | 0 | 0.00 |
| 2020-08-21 | 87.082 | 83.496 | 87.511 | 83.05 | 0 | 0 | 0.00 |
| 2020-08-14 | 85.889 | 87.863 | 91.312 | 85.824 | 0 | 0 | 0.00 |
| 2020-08-07 | 83.238 | 85.263 | 85.357 | 81.531 | 0 | 0 | 0.00 |
| 2020-07-31 | 83.659 | 82.912 | 85.546 | 81.72 | 0 | 0 | 0.00 |
| 2020-07-24 | 83.59 | 84.319 | 85.907 | 83.444 | 0 | 0 | 0.00 |
| 2020-07-17 | 84.705 | 84.216 | 86.902 | 82.556 | 0 | 0 | 0.00 |
| 2020-07-10 | 81.016 | 82.595 | 83.084 | 77.881 | 0 | 0 | 0.00 |
| 2020-07-02 | 79.355 | 79.498 | 81.471 | 78.319 | 0 | 0 | 0.00 |
| 2020-06-26 | 82.626 | 78.667 | 84.937 | 78.166 | 0 | 0 | 0.00 |
| 2020-06-19 | 81.921 | 83.102 | 89.789 | 81.454 | 0 | 0 | 0.00 |
| 2020-06-12 | 96.356 | 84.852 | 97.019 | 82.023 | 0 | 0 | 0.00 |
| 2020-06-05 | 83.051 | 94.504 | 98.361 | 82.737 | 0 | 0 | 0.00 |
| 2020-05-29 | 78.922 | 82.677 | 87.469 | 78.684 | 0 | 0 | 0.00 |
| 2020-05-22 | 75.354 | 76.016 | 78.493 | 74.665 | 0 | 0 | 0.00 |
| 2020-05-15 | 77.41 | 72.983 | 77.41 | 70.009 | 0 | 0 | 0.00 |
| 2020-05-08 | 78.183 | 78.761 | 80.044 | 76.408 | 0 | 0 | 0.00 |
| 2020-05-01 | 78.115 | 79.228 | 84.496 | 77.779 | 0 | 0 | 0.00 |
| 2020-04-24 | 78.565 | 77.07 | 80.468 | 75.048 | 0 | 0 | 0.00 |
| 2020-04-17 | 87.605 | 80.868 | 87.605 | 73.96 | 0 | 0 | 0.00 |
| 2020-04-09 | 75.608 | 87.308 | 88.693 | 74.512 | 0 | 0 | 0.00 |
| 2020-04-03 | 76.225 | 71.411 | 79.185 | 69.759 | 0 | 0 | 0.00 |
| 2020-03-27 | 69.524 | 76.629 | 82.885 | 65.664 | 0 | 0 | 0.00 |
| 2020-03-20 | 71.643 | 70.213 | 81.935 | 64.672 | 0 | 0 | 0.00 |
| 2020-03-13 | 81.203 | 87.375 | 87.443 | 72.584 | 0 | 0 | 0.00 |
| 2020-03-06 | 98.071 | 90.882 | 103.383 | 88.309 | 0 | 0 | 0.00 |
| 2020-02-28 | 110.525 | 97.634 | 112.005 | 94.733 | 0 | 0 | 0.00 |
| 2020-02-21 | 115.486 | 114.199 | 116.369 | 113.454 | 0 | 0 | 0.00 |
| 2020-02-14 | 115.158 | 115.587 | 117.121 | 114.696 | 0 | 0 | 0.00 |
| 2020-02-07 | 111.551 | 115.343 | 116.285 | 111.551 | 0 | 0 | 0.00 |
| 2020-01-31 | 109.541 | 111.298 | 114.468 | 109.07 | 0 | 0 | 0.00 |
| 2020-01-24 | 115.36 | 111.963 | 116.1 | 111.265 | 0 | 0 | 0.00 |
| 2020-01-17 | 114.519 | 116.209 | 118.362 | 114.153 | 0 | 0 | 0.00 |
| 2020-01-10 | 114.83 | 114.418 | 116.268 | 114.023 | 0 | 0 | 0.00 |
| 2020-01-03 | 116.886 | 116.327 | 117.888 | 115.267 | 0 | 0 | 0.00 |
| 2019-12-27 | 114.964 | 116.251 | 116.777 | 114.363 | 0 | 0 | 0.00 |
| 2019-12-20 | 115.616 | 114.663 | 116.151 | 114.379 | 0 | 0 | 0.00 |
| 2019-12-13 | 112.483 | 114.304 | 115.992 | 111.021 | 0 | 0 | 0.00 |
| 2019-12-06 | 110.544 | 112.825 | 113.444 | 107.432 | 0 | 0 | 0.00 |
| 2019-11-29 | 109.659 | 110.085 | 110.645 | 108.913 | 0 | 0 | 0.00 |
| 2019-11-22 | 108.247 | 109.274 | 109.659 | 107.729 | 0 | 0 | 0.00 |
| 2019-11-15 | 108.28 | 108.222 | 109.132 | 106.459 | 0 | 0 | 0.00 |
| 2019-11-08 | 107.846 | 108.932 | 109.692 | 107.411 | 0 | 0 | 0.00 |
| 2019-11-01 | 105.749 | 106.776 | 106.931 | 103.484 | 0 | 0 | 0.00 |
| 2019-10-25 | 101.972 | 105.297 | 105.815 | 101.922 | 0 | 0 | 0.00 |
| 2019-10-18 | 96.792 | 100.727 | 101.588 | 96.633 | 0 | 0 | 0.00 |
| 2019-10-11 | 95.405 | 97.034 | 98.58 | 93.291 | 0 | 0 | 0.00 |
| 2019-10-04 | 98.108 | 95.764 | 98.638 | 92.339 | 0 | 0 | 0.00 |
| 2019-09-27 | 97.627 | 97.577 | 98.854 | 96.939 | 0 | 0 | 0.00 |
| 2019-09-20 | 98.556 | 98.556 | 99.749 | 97.18 | 0 | 0 | 0.00 |
| 2019-09-13 | 94.254 | 99.658 | 99.799 | 94.162 | 0 | 0 | 0.00 |
| 2019-09-06 | 90.333 | 93.342 | 94.262 | 88.954 | 0 | 0 | 0.00 |
| 2019-08-30 | 88.377 | 91.062 | 91.643 | 86.901 | 0 | 0 | 0.00 |
| 2019-08-23 | 90.872 | 87.879 | 90.971 | 87.125 | 0 | 0 | 0.00 |
| 2019-08-16 | 89.885 | 89.289 | 91.452 | 86.487 | 0 | 0 | 0.00 |
| 2019-08-09 | 91.833 | 90.963 | 91.991 | 87.813 | 0 | 0 | 0.00 |
| 2019-08-02 | 96.533 | 93.607 | 97.13 | 92.339 | 0 | 0 | 0.00 |
| 2019-07-26 | 93.59 | 96.334 | 97.18 | 93.474 | 0 | 0 | 0.00 |
| 2019-07-19 | 95.77 | 94.113 | 95.795 | 93.599 | 0 | 0 | 0.00 |
| 2019-07-12 | 93.632 | 95.572 | 95.613 | 92.961 | 0 | 0 | 0.00 |
| 2019-07-05 | 93.199 | 94.071 | 94.718 | 93.052 | 0 | 0 | 0.00 |
| 2019-06-28 | 89.948 | 92.022 | 92.54 | 88.622 | 0 | 0 | 0.00 |
| 2019-06-21 | 90.293 | 90.079 | 91.915 | 89.701 | 0 | 0 | 0.00 |
| 2019-06-14 | 91.157 | 90.392 | 91.832 | 89.413 | 0 | 0 | 0.00 |
| 2019-06-07 | 87.083 | 89.849 | 91.256 | 86.672 | 0 | 0 | 0.00 |
| 2019-05-31 | 89.882 | 87.215 | 90.4 | 86.293 | 0 | 0 | 0.00 |
| 2019-05-24 | 91.018 | 90.301 | 92.121 | 88.482 | 0 | 0 | 0.00 |
| 2019-05-17 | 90.606 | 91.174 | 92.326 | 89.396 | 0 | 0 | 0.00 |
| 2019-05-10 | 93.981 | 92.606 | 95.042 | 90.985 | 0 | 0 | 0.00 |
| 2019-05-03 | 94.326 | 95.577 | 96.429 | 94.199 | 0 | 0 | 0.00 |
| 2019-04-26 | 92.87 | 94.219 | 94.31 | 92.598 | 0 | 0 | 0.00 |
| 2019-04-18 | 91.297 | 93.388 | 94.61 | 89.816 | 0 | 0 | 0.00 |
| 2019-04-12 | 86.515 | 91.536 | 92.063 | 85.807 | 0 | 0 | 0.00 |
| 2019-04-05 | 83.44 | 86.68 | 87.338 | 83.415 | 0 | 0 | 0.00 |
| 2019-03-29 | 81.349 | 82.688 | 83.309 | 80.124 | 0 | 0 | 0.00 |
| 2019-03-22 | 87.034 | 81.488 | 88.545 | 81.292 | 0 | 0 | 0.00 |
| 2019-03-15 | 84.935 | 87.034 | 87.238 | 84.673 | 0 | 0 | 0.00 |
| 2019-03-08 | 85.703 | 84.142 | 86.516 | 83.309 | 0 | 0 | 0.00 |
| 2019-03-01 | 86.381 | 85.302 | 87.622 | 84.902 | 0 | 0 | 0.00 |
| 2019-02-22 | 85.694 | 85.768 | 86.658 | 84.796 | 0 | 0 | 0.00 |
| 2019-02-15 | 83.121 | 86.217 | 86.34 | 82.314 | 0 | 0 | 0.00 |
| 2019-02-08 | 84.78 | 82.795 | 85.458 | 81.733 | 0 | 0 | 0.00 |
| 2019-02-01 | 84.044 | 84.853 | 85.964 | 83.799 | 0 | 0 | 0.00 |
| 2019-01-25 | 84.2 | 84.453 | 85.204 | 83.268 | 0 | 0 | 0.00 |
| 2019-01-18 | 80.761 | 85.433 | 85.686 | 80.54 | 0 | 0 | 0.00 |
| 2019-01-11 | 82.035 | 81.61 | 83.17 | 80.826 | 0 | 0 | 0.00 |
| 2019-01-04 | 79.069 | 82.247 | 82.443 | 77.733 | 0 | 0 | 0.00 |
| 2018-12-28 | 75.261 | 78.454 | 79.661 | 73.819 | 0 | 0 | 0.00 |
| 2018-12-21 | 80.836 | 76.298 | 81.743 | 75.906 | 0 | 0 | 0.00 |
| 2018-12-14 | 83.347 | 81.257 | 83.987 | 80.439 | 0 | 0 | 0.00 |
| 2018-12-07 | 91.053 | 83.688 | 91.466 | 83.355 | 0 | 0 | 0.00 |
| 2018-11-30 | 87.277 | 90.088 | 90.259 | 87.058 | 0 | 0 | 0.00 |
| 2018-11-23 | 89.092 | 86.41 | 90.097 | 85.932 | 0 | 0 | 0.00 |
| 2018-11-16 | 90.275 | 89.116 | 90.696 | 85.87 | 0 | 0 | 0.00 |
| 2018-11-09 | 87.998 | 90.169 | 91.494 | 87.309 | 0 | 0 | 0.00 |
| 2018-11-02 | 84.636 | 87.812 | 89.781 | 84.02 | 0 | 0 | 0.00 |
| 2018-10-26 | 87.625 | 83.793 | 87.779 | 83.234 | 0 | 0 | 0.00 |
| 2018-10-19 | 86.856 | 87.431 | 89.772 | 86.143 | 0 | 0 | 0.00 |
| 2018-10-12 | 92.568 | 86.653 | 93.807 | 85.559 | 0 | 0 | 0.00 |
| 2018-10-05 | 91.212 | 92.867 | 94.642 | 90.764 | 0 | 0 | 0.00 |
| 2018-09-28 | 94.744 | 90.785 | 95.307 | 90.528 | 0 | 0 | 0.00 |
| 2018-09-21 | 91.55 | 94.816 | 95.934 | 91.155 | 0 | 0 | 0.00 |
| 2018-09-14 | 92.403 | 91.316 | 92.499 | 90.649 | 0 | 0 | 0.00 |
| 2018-09-07 | 91.992 | 91.976 | 93.086 | 91.316 | 0 | 0 | 0.00 |
| 2018-08-31 | 92.7 | 92.185 | 94.358 | 91.573 | 0 | 0 | 0.00 |
| 2018-08-24 | 92.193 | 92.266 | 93.637 | 91.807 | 0 | 0 | 0.00 |
| 2018-08-17 | 92.974 | 92.338 | 93.23 | 90.89 | 0 | 0 | 0.00 |
| 2018-08-10 | 93.963 | 93.111 | 95.17 | 92.269 | 0 | 0 | 0.00 |
| 2018-08-03 | 93.553 | 94.205 | 94.623 | 91.984 | 0 | 0 | 0.00 |
| 2018-07-27 | 89.353 | 93.352 | 93.569 | 89.249 | 0 | 0 | 0.00 |
| 2018-07-20 | 86.127 | 89.53 | 90.206 | 86.071 | 0 | 0 | 0.00 |
| 2018-07-13 | 84.244 | 85.572 | 87.213 | 84.244 | 0 | 0 | 0.00 |
| 2018-07-06 | 82.997 | 83.721 | 84.642 | 82.225 | 0 | 0 | 0.00 |
| 2018-06-29 | 84.55 | 83.381 | 85.542 | 82.509 | 0 | 0 | 0.00 |
| 2018-06-22 | 85.83 | 84.622 | 86.934 | 84.43 | 0 | 0 | 0.00 |
| 2018-06-15 | 88.919 | 86.342 | 89.551 | 85.038 | 0 | 0 | 0.00 |
| 2018-06-08 | 87.214 | 88.911 | 89.223 | 85.678 | 0 | 0 | 0.00 |
| 2018-06-01 | 87.366 | 86.742 | 87.382 | 83.985 | 0 | 0 | 0.00 |
| 2018-05-25 | 89.663 | 88.551 | 91.451 | 88.115 | 0 | 0 | 0.00 |
| 2018-05-18 | 91.311 | 88.927 | 91.783 | 88.695 | 0 | 0 | 0.00 |
| 2018-05-11 | 87.03 | 91.111 | 91.807 | 86.71 | 0 | 0 | 0.00 |
| 2018-05-04 | 87.822 | 86.766 | 88.263 | 84.166 | 0 | 0 | 0.00 |
| 2018-04-27 | 89.279 | 87.542 | 90.343 | 86.902 | 0 | 0 | 0.00 |
| 2018-04-20 | 88.775 | 89.199 | 90.215 | 87.134 | 0 | 0 | 0.00 |
| 2018-04-13 | 88.03 | 88.263 | 92.144 | 87.262 | 0 | 0 | 0.00 |
| 2018-04-06 | 87.551 | 87.294 | 90.287 | 84.461 | 0 | 0 | 0.00 |
| 2018-03-29 | 86.937 | 87.558 | 88.928 | 84.915 | 0 | 0 | 0.00 |
| 2018-03-23 | 91.643 | 85.202 | 92.861 | 85.003 | 0 | 0 | 0.00 |
| 2018-03-16 | 93.952 | 91.914 | 94.549 | 91.245 | 0 | 0 | 0.00 |
| 2018-03-09 | 89.215 | 93.984 | 94.016 | 89.087 | 0 | 0 | 0.00 |
| 2018-03-02 | 94.063 | 90.226 | 95.011 | 88.474 | 0 | 0 | 0.00 |
| 2018-02-23 | 91.285 | 93.403 | 93.514 | 90.743 | 0 | 0 | 0.00 |
| 2018-02-16 | 88.514 | 91.309 | 92.415 | 87.638 | 0 | 0 | 0.00 |
| 2018-02-09 | 89.971 | 87.614 | 91.237 | 82.789 | 0 | 0 | 0.00 |
| 2018-02-02 | 92.376 | 90.99 | 93.437 | 90.839 | 0 | 0 | 0.00 |
| 2018-01-26 | 89.7 | 92.614 | 92.614 | 89.573 | 0 | 0 | 0.00 |
| 2018-01-19 | 88.785 | 89.979 | 91.038 | 88.434 | 0 | 0 | 0.00 |
| 2018-01-12 | 86.109 | 89.708 | 89.852 | 85.751 | 0 | 0 | 0.00 |
| 2018-01-05 | 85.25 | 86.261 | 87.606 | 84.597 | 0 | 0 | 0.00 |
| 2017-12-29 | 84.909 | 84.703 | 85.765 | 84.276 | 0 | 0 | 0.00 |
| 2017-12-22 | 84.901 | 85.107 | 85.907 | 84.03 | 0 | 0 | 0.00 |
| 2017-12-15 | 83.737 | 84.07 | 85.044 | 82.882 | 0 | 0 | 0.00 |
| 2017-12-08 | 85.329 | 83.903 | 85.86 | 82.161 | 0 | 0 | 0.00 |
| 2017-12-01 | 77.868 | 83 | 84.481 | 77.567 | 0 | 0 | 0.00 |
| 2017-11-24 | 77.979 | 77.876 | 78.85 | 77.432 | 0 | 0 | 0.00 |
| 2017-11-17 | 76.585 | 77.733 | 78.462 | 75.998 | 0 | 0 | 0.00 |
| 2017-11-10 | 80.268 | 77.234 | 80.543 | 76.68 | 0 | 0 | 0.00 |
| 2017-11-03 | 80.101 | 80.323 | 80.735 | 79.333 | 0 | 0 | 0.00 |
| 2017-10-27 | 78.818 | 80.608 | 81.123 | 78.604 | 0 | 0 | 0.00 |
| 2017-10-20 | 76.307 | 78.818 | 79.119 | 76.307 | 0 | 0 | 0.00 |
| 2017-10-13 | 76.798 | 75.927 | 77.226 | 75.214 | 0 | 0 | 0.00 |
| 2017-10-06 | 75.416 | 76.767 | 77.337 | 75.172 | 0 | 0 | 0.00 |
| 2017-09-29 | 74.424 | 75.211 | 75.503 | 73.503 | 0 | 0 | 0.00 |
| 2017-09-22 | 72.392 | 74.676 | 75.101 | 72.329 | 0 | 0 | 0.00 |
| 2017-09-15 | 70.392 | 72.148 | 72.219 | 70.045 | 0 | 0 | 0.00 |
| 2017-09-08 | 71.675 | 69.628 | 71.742 | 69.36 | 0 | 0 | 0.00 |
| 2017-09-01 | 72.573 | 72.211 | 72.731 | 71.116 | 0 | 0 | 0.00 |
| 2017-08-25 | 71.542 | 72.361 | 72.825 | 70.998 | 0 | 0 | 0.00 |
| 2017-08-18 | 72.739 | 71.455 | 73.676 | 71.022 | 0 | 0 | 0.00 |
| 2017-08-11 | 73.936 | 71.99 | 74.982 | 71.849 | 0 | 0 | 0.00 |
| 2017-08-04 | 72.061 | 73.754 | 74.337 | 72.053 | 0 | 0 | 0.00 |
| 2017-07-28 | 71.628 | 71.88 | 73.644 | 71.585 | 0 | 0 | 0.00 |
| 2017-07-21 | 72.305 | 71.573 | 72.439 | 71.124 | 0 | 0 | 0.00 |
| 2017-07-14 | 73.628 | 72.644 | 73.77 | 71.329 | 0 | 0 | 0.00 |
| 2017-07-07 | 72.101 | 73.904 | 74.424 | 71.983 | 0 | 0 | 0.00 |
| 2017-06-30 | 68.141 | 71.579 | 72.558 | 67.832 | 0 | 0 | 0.00 |
| 2017-06-23 | 68.11 | 68.023 | 69.096 | 67.828 | 0 | 0 | 0.00 |
| 2017-06-16 | 68.384 | 67.491 | 68.799 | 67.209 | 0 | 0 | 0.00 |
| 2017-06-09 | 64.719 | 68.102 | 68.172 | 64.319 | 0 | 0 | 0.00 |
| 2017-06-02 | 66.669 | 64.719 | 66.684 | 63.932 | 0 | 0 | 0.00 |
| 2017-05-26 | 66.708 | 66.849 | 67.413 | 65.948 | 0 | 0 | 0.00 |
| 2017-05-19 | 68.211 | 66.394 | 68.987 | 65.282 | 0 | 0 | 0.00 |
| 2017-05-12 | 68.164 | 68.07 | 68.791 | 67.616 | 0 | 0 | 0.00 |
| 2017-05-05 | 68.415 | 68.133 | 68.713 | 67.366 | 0 | 0 | 0.00 |
| 2017-04-28 | 67.781 | 68.133 | 69.801 | 67.679 | 0 | 0 | 0.00 |
| 2017-04-21 | 66.128 | 66.191 | 67.413 | 66.066 | 0 | 0 | 0.00 |
| 2017-04-13 | 67.413 | 66.097 | 68.125 | 66.097 | 0 | 0 | 0.00 |
| 2017-04-07 | 68.516 | 67.491 | 69.339 | 66.763 | 0 | 0 | 0.00 |
| 2017-03-31 | 66.6 | 68.399 | 69.66 | 66.366 | 0 | 0 | 0.00 |
| 2017-03-24 | 70.291 | 67.971 | 70.992 | 66.974 | 0 | 0 | 0.00 |
| 2017-03-17 | 71.101 | 70.61 | 72.266 | 70.587 | 0 | 0 | 0.00 |
| 2017-03-10 | 71.833 | 71.077 | 72.301 | 70.493 | 0 | 0 | 0.00 |
| 2017-03-03 | 70.33 | 72.261 | 73.18 | 69.758 | 0 | 0 | 0.00 |
| 2017-02-24 | 70.478 | 70.338 | 71.124 | 69.87 | 0 | 0 | 0.00 |
| 2017-02-17 | 68.087 | 70.26 | 70.891 | 68.08 | 0 | 0 | 0.00 |
| 2017-02-10 | 67.581 | 67.745 | 68.118 | 66.475 | 0 | 0 | 0.00 |
| 2017-02-03 | 67.114 | 67.885 | 67.986 | 65.479 | 0 | 0 | 0.00 |
| 2017-01-27 | 64.864 | 67.69 | 67.729 | 64.79 | 0 | 0 | 0.00 |
| 2017-01-20 | 66.133 | 65.152 | 66.359 | 64.653 | 0 | 0 | 0.00 |
| 2017-01-13 | 66.756 | 67.511 | 68.656 | 66.592 | 0 | 0 | 0.00 |
| 2017-01-06 | 67.635 | 67.059 | 67.961 | 66.389 | 0 | 0 | 0.00 |
| 2016-12-30 | 67.411 | 66.822 | 67.674 | 65.854 | 0 | 0 | 0.00 |
| 2016-12-23 | 65.668 | 67.411 | 67.504 | 65.196 | 0 | 0 | 0.00 |
| 2016-12-16 | 66.102 | 65.777 | 66.977 | 64.863 | 0 | 0 | 0.00 |
| 2016-12-09 | 63.732 | 66.203 | 66.21 | 63.725 | 0 | 0 | 0.00 |
| 2016-12-02 | 60.542 | 63.19 | 63.716 | 60.418 | 0 | 0 | 0.00 |
| 2016-11-25 | 60.403 | 61.045 | 61.525 | 59.853 | 0 | 0 | 0.00 |
| 2016-11-18 | 59.822 | 60.178 | 62.292 | 59.535 | 0 | 0 | 0.00 |
| 2016-11-11 | 53.495 | 59.388 | 59.822 | 53.433 | 0 | 0 | 0.00 |
| 2016-11-04 | 53.766 | 52.473 | 54.037 | 52.38 | 0 | 0 | 0.00 |
| 2016-10-28 | 53.41 | 53.518 | 54.029 | 52.945 | 0 | 0 | 0.00 |
| 2016-10-21 | 52.209 | 53.038 | 53.185 | 51.679 | 0 | 0 | 0.00 |
| 2016-10-14 | 52.922 | 52.287 | 53.479 | 51.745 | 0 | 0 | 0.00 |
| 2016-10-07 | 51.011 | 52.744 | 52.798 | 50.942 | 0 | 0 | 0.00 |
| 2016-09-30 | 51.203 | 51.196 | 51.672 | 50.058 | 0 | 0 | 0.00 |
| 2016-09-23 | 50.857 | 51.703 | 52.203 | 50.627 | 0 | 0 | 0.00 |
| 2016-09-16 | 50.85 | 50.604 | 51.741 | 50.311 | 0 | 0 | 0.00 |
| 2016-09-09 | 51.895 | 51.242 | 52.034 | 51.234 | 0 | 0 | 0.00 |
| 2016-09-02 | 51.119 | 51.887 | 52.103 | 51.096 | 0 | 0 | 0.00 |
| 2016-08-26 | 50.55 | 50.911 | 51.418 | 50.288 | 0 | 0 | 0.00 |
| 2016-08-19 | 50.404 | 50.634 | 50.734 | 50.142 | 0 | 0 | 0.00 |
| 2016-08-12 | 50.796 | 50.219 | 51.115 | 49.865 | 0 | 0 | 0.00 |
| 2016-08-05 | 49.32 | 50.973 | 51.026 | 48.728 | 0 | 0 | 0.00 |
| 2016-07-29 | 49.189 | 49.181 | 49.731 | 48.954 | 0 | 0 | 0.00 |
| 2016-07-22 | 49.304 | 49.235 | 49.512 | 48.789 | 0 | 0 | 0.00 |
| 2016-07-15 | 47.99 | 49.343 | 49.958 | 47.774 | 0 | 0 | 0.00 |
| 2016-07-08 | 46.475 | 47.536 | 47.797 | 45.176 | 0 | 0 | 0.00 |
| 2016-07-01 | 44.79 | 47.098 | 47.676 | 44.095 | 0 | 0 | 0.00 |
| 2016-06-24 | 48.406 | 45.469 | 48.94 | 45.27 | 0 | 0 | 0.00 |
| 2016-06-17 | 48.429 | 47.513 | 49.085 | 46.46 | 0 | 0 | 0.00 |
| 2016-06-10 | 49.314 | 48.703 | 50.168 | 48.505 | 0 | 0 | 0.00 |
| 2016-06-03 | 50.145 | 49.314 | 50.29 | 48.482 | 0 | 0 | 0.00 |
| 2016-05-27 | 48.406 | 49.916 | 50.504 | 48.185 | 0 | 0 | 0.00 |
| 2016-05-20 | 46.697 | 48.452 | 48.993 | 46.537 | 0 | 0 | 0.00 |
| 2016-05-13 | 46.819 | 46.689 | 47.757 | 46.552 | 0 | 0 | 0.00 |
| 2016-05-06 | 48.589 | 46.994 | 48.825 | 46.224 | 0 | 0 | 0.00 |
| 2016-04-29 | 48.52 | 48.215 | 49.314 | 47.834 | 0 | 0 | 0.00 |
| 2016-04-22 | 47.025 | 48.803 | 49.329 | 46.941 | 0 | 0 | 0.00 |
| 2016-04-15 | 44.179 | 47.2 | 47.99 | 44.179 | 0 | 0 | 0.00 |
| 2016-04-08 | 45.347 | 44.05 | 45.442 | 43.535 | 0 | 0 | 0.00 |
| 2016-04-01 | 45.084 | 45.341 | 45.612 | 44.326 | 0 | 0 | 0.00 |
| 2016-03-24 | 45.606 | 45.046 | 46.06 | 44.584 | 0 | 0 | 0.00 |
| 2016-03-18 | 44.796 | 45.803 | 46.174 | 43.917 | 0 | 0 | 0.00 |
| 2016-03-11 | 45.091 | 44.94 | 45.478 | 43.781 | 0 | 0 | 0.00 |
| 2016-03-04 | 43.478 | 45.478 | 45.856 | 42.63 | 0 | 0 | 0.00 |
| 2016-02-26 | 44.311 | 43.577 | 44.591 | 41.142 | 0 | 0 | 0.00 |
