date,可口可乐,宝洁
2015-01-02,29.3902645111084,65.07000732421875
2015-01-09,30.010986328125,64.93331909179688
2015-01-16,29.662254333496094,65.65277099609375
2015-01-23,30.20627784729004,65.2719497680664
2015-01-30,28.7137393951416,61.07651138305664
2015-02-06,28.90902328491211,62.032989501953125
2015-02-13,29.285642623901367,62.24312973022461
2015-02-20,29.27169418334961,61.49677276611328
2015-02-27,30.199298858642578,61.68516540527344
2015-03-06,28.957849502563477,59.89543533325195
2015-03-13,28.06592559814453,59.29400634765625
2015-03-20,28.586320877075195,61.402591705322266
2015-03-27,28.185487747192383,59.64181137084961
2015-04-02,28.607404708862305,59.72877883911133
2015-04-10,28.748071670532227,60.3953857421875
2015-04-17,28.340187072753906,59.80120849609375
2015-04-24,28.75509262084961,59.16468048095703
2015-05-01,28.7691593170166,58.646080017089844
2015-05-08,28.818391799926758,59.13548278808594
2015-05-15,29.198131561279297,59.201194763183594
2015-05-22,28.980133056640625,58.3977165222168
2015-05-29,28.804323196411133,57.25826644897461
2015-06-05,28.19954490661621,56.55704879760742
2015-06-12,28.33292579650879,57.60885238647461
2015-06-19,28.644899368286133,58.82865905761719
2015-06-26,28.361291885375977,57.95216751098633
2015-07-02,27.999685287475586,58.38312530517578
2015-07-10,28.63780975341797,59.12816619873047
2015-07-17,29.24757194519043,60.070404052734375
2015-07-24,28.67326545715332,59.12628936767578
2015-07-31,29.12704086303711,56.48257827758789
2015-08-07,29.616281509399414,55.58417892456055
2015-08-14,29.24757194519043,55.687286376953125
2015-08-21,28.028043746948242,52.90364074707031
2015-08-28,27.971323013305664,52.43970489501953
2015-09-04,27.311927795410156,50.63550567626953
2015-09-11,27.269624710083008,50.38512420654297
2015-09-18,27.87752342224121,51.50447463989258
2015-09-25,28.33523178100586,53.51486587524414
2015-10-02,28.885908126831055,53.33075714111328
2015-10-09,30.051654815673828,54.847755432128906
2015-10-16,30.051654815673828,55.157039642333984
2015-10-23,30.602336883544922,57.23543930053711
2015-10-30,30.28765869140625,56.752464294433594
2015-11-06,30.00874137878418,56.15061569213867
2015-11-13,29.593948364257812,54.954349517822266
2015-11-20,30.344867706298828,56.33637619018555
2015-11-27,31.096473693847656,56.247188568115234
2015-12-04,31.19734764099121,57.82985305786133
2015-12-11,30.4622859954834,57.79269790649414
2015-12-18,30.62803840637207,58.05276107788086
2015-12-24,31.37751579284668,59.28620529174805
2015-12-31,30.95954704284668,59.00384521484375
2016-01-08,29.91457748413086,56.447837829589844
2016-01-15,29.907373428344727,55.712242126464844
2016-01-22,30.310958862304688,57.981632232666016
2016-01-29,30.93071746826172,61.226985931396484
2016-02-05,30.584800720214844,60.85972213745117
2016-02-12,31.067644119262695,60.70233917236328
2016-02-19,31.54326629638672,61.301944732666016
2016-02-26,31.08926010131836,60.78478240966797
2016-03-04,31.78829574584961,62.57607650756836
2016-03-11,32.82785415649414,61.27195358276367
2016-03-18,33.11835479736328,62.32128143310547
2016-03-24,33.10383605957031,62.12638854980469
2016-04-01,34.011688232421875,62.60609436035156
2016-04-08,34.04073715209961,62.358734130859375
2016-04-15,33.48149871826172,62.189476013183594
2016-04-22,32.3484992980957,61.16935348510742
2016-04-29,32.53733444213867,60.54218292236328
2016-05-06,32.91500473022461,62.061031341552734
2016-05-13,32.9367790222168,61.38094711303711
2016-05-20,31.91999626159668,60.466590881347656
2016-05-27,32.52281188964844,61.532066345214844
2016-06-03,32.71164321899414,62.31792449951172
2016-06-10,33.4016227722168,62.86955642700195
2016-06-17,32.77953338623047,62.816654205322266
2016-06-24,32.150150299072266,62.15926742553711
2016-07-01,33.02104568481445,64.06348419189453
2016-07-08,33.211334228515625,64.81156158447266
2016-07-15,33.39429473876953,64.99292755126953
2016-07-22,33.54066467285156,65.2813720703125
2016-07-29,31.930593490600586,65.182373046875
2016-08-05,31.820798873901367,65.3270492553711
2016-08-12,32.22332763671875,66.28663635253906
2016-08-19,32.14281463623047,66.49224090576172
2016-08-26,31.703725814819336,66.6978759765625
2016-09-02,31.952537536621094,67.1700439453125
2016-09-09,30.93528175354004,65.6773681640625
2016-09-16,31.092092514038086,67.0558090209961
2016-09-23,31.534793853759766,66.8349609375
2016-09-30,31.224899291992188,68.35047149658203
2016-10-07,30.789588928222656,68.54085540771484
2016-10-14,30.74531364440918,67.34522247314453
2016-10-21,31.084720611572266,64.7186279296875
2016-10-28,31.158506393432617,66.64493560791016
2016-11-04,30.760066986083984,65.29423522949219
2016-11-11,30.273107528686523,64.14306640625
2016-11-18,30.184566497802734,62.930503845214844
2016-11-25,30.64201545715332,64.05096435546875
2016-12-02,30.030515670776367,63.23747634887695
2016-12-09,31.250776290893555,64.74935913085938
2016-12-16,31.05732536315918,64.98725128173828
2016-12-23,30.95315933227539,65.20213317871094
2016-12-30,30.84898567199707,64.52678680419922
2017-01-06,31.05732536315918,65.25585174560547
2017-01-13,30.41743278503418,64.47306060791016
2017-01-20,30.74481964111328,67.64495849609375
2017-01-27,30.84154510498047,67.08028411865234
