,band3 wc0.0,band3 wc0.5,band3 wc1.0,band4 wc0.0,band4 wc0.5,band4 wc1.0,band5 wc0.0,band5 wc0.5,band5 wc1.0,band6 wc0.0,band6 wc0.5,band6 wc1.0,最优 逐周无前视,SPY_buyhold
2016-12-19,9860.445991318138,9860.445991318138,9860.445991318138,9860.445991318138,9860.445991318138,9860.445991318138,9859.198028169409,9859.198028169409,9859.198028169409,9859.198028169409,9859.198028169409,9859.198028169409,9860.445991318138,10459.024337712686
2016-12-27,9856.837026294697,9856.837026294697,9856.837026294697,9856.837026294697,9856.837026294697,9856.837026294697,9856.858415366603,9856.858415366603,9856.858415366603,9856.858415366603,9856.858415366603,9856.858415366603,9856.837026294697,10357.958216670257
2017-01-03,9891.044733827199,9891.044733827199,9891.044733827199,9903.172057256525,9903.172057256525,9903.172057256525,9903.193546874205,9903.193546874205,9903.193546874205,9903.193546874205,9903.193546874205,9903.193546874205,9903.172057256525,10528.483738961879
2017-01-09,9836.91240236265,9836.91240236265,9836.91240236265,9848.973354613872,9848.973354613872,9848.973354613872,9830.51845398461,9830.51845398461,9830.51845398461,9830.51845398461,9830.51845398461,9830.51845398461,9848.973354613872,10521.10704286022
2017-01-17,9840.292518213244,9840.292518213244,9840.292518213244,9852.357614794944,9852.357614794944,9852.357614794944,9831.55442924409,9831.55442924409,9831.55442924409,9831.55442924409,9831.55442924409,9831.55442924409,9852.357614794944,10506.73056213655
2017-01-23,9805.76177115806,9805.76177115806,9805.76177115806,9812.253975071837,9812.253975071837,9812.253975071837,9791.535468081287,9791.535468081287,9791.535468081287,9791.535468081287,9791.535468081287,9791.535468081287,9812.253975071837,10610.05815205686
2017-01-30,9829.805973771916,9829.805973771916,9829.805973771916,9836.314096884013,9836.314096884013,9836.314096884013,9820.976963542626,9820.976963542626,9820.976963542626,9820.976963542626,9820.976963542626,9820.976963542626,9836.314096884013,10627.180702132242
2017-02-06,9806.69269599799,9806.69269599799,9806.69269599799,9813.185516258975,9813.185516258975,9813.185516258975,9783.036065776329,9783.036065776329,9783.036065776329,9783.036065776329,9783.036065776329,9783.036065776329,9813.185516258975,10727.76222270084
2017-02-13,9866.034410710745,9866.034410710745,9866.034410710745,9872.566519965436,9872.566519965436,9872.566519965436,9859.243829778788,9859.243829778788,9859.243829778788,9859.243829778788,9859.243829778788,9859.243829778788,9872.566519965436,10893.657118242516
2017-02-21,9909.591066450856,9909.591066450856,9909.591066450856,9916.152013719102,9916.152013719102,9916.152013719102,9902.770506402305,9902.770506402305,9902.770506402305,9902.770506402305,9902.770506402305,9902.770506402305,9916.152013719102,10970.116304113719
2017-02-27,9947.134892494136,9947.134892494136,9947.134892494136,9953.720696798486,9953.720696798486,9953.720696798486,9940.288491831348,9940.288491831348,9940.288491831348,9940.288491831348,9940.288491831348,9940.288491831348,9953.720696798486,11047.975446909326
2017-03-06,9985.904244720969,9985.904244720969,9985.904244720969,9992.515717458444,9992.515717458444,9992.515717458444,9979.031159940427,9979.031159940427,9979.031159940427,9979.031159940427,9979.031159940427,9979.031159940427,9992.515717458444,11014.107258238208
2017-03-13,9992.548512255116,9992.548512255116,9992.548512255116,9999.164384032738,9999.164384032738,9999.164384032738,9985.670854367027,9985.670854367027,9985.670854367027,9984.546279818356,9984.546279818356,9984.546279818356,9999.164384032738,11031.44518630196
2017-03-20,9992.081029225816,9992.081029225816,9992.081029225816,9998.696591492027,9998.696591492027,9998.696591492027,9985.99933598066,9985.99933598066,9985.99933598066,9984.874724438774,9984.874724438774,9984.874724438774,9998.696591492027,10883.911264268792
2017-03-27,9992.927423467918,9992.927423467918,9992.927423467918,9999.543546115276,9999.543546115276,9999.543546115276,9986.845215063795,9986.845215063795,9986.845215063795,9985.72050826,9985.72050826,9985.72050826,9999.543546115276,10971.408572043938
2017-04-03,10009.851800645187,10009.851800645187,10009.851800645187,10020.734869652351,10020.734869652351,10020.734869652351,10008.009627928353,10008.009627928353,10008.009627928353,10006.882537613184,10006.882537613184,10006.882537613184,10020.734869652351,10946.263191901788
2017-04-10,9996.598400167815,9996.598400167815,9996.598400167815,10007.467059603803,10007.467059603803,10007.467059603803,9994.758666553304,9994.758666553304,9994.758666553304,9993.633068545874,9993.633068545874,9993.633068545874,10007.467059603803,10821.074736161965
2017-04-17,10002.27914042288,10002.27914042288,10002.27914042288,10013.153976162916,10013.153976162916,10013.153976162916,10000.438361347862,10000.438361347862,10000.438361347862,9999.312123699861,9999.312123699861,9999.312123699861,10013.153976162916,10917.887141934094
2017-04-24,10067.94081953684,10067.94081953684,10067.94081953684,10078.887045003632,10078.887045003632,10078.887045003632,10066.087956351466,10066.087956351466,10066.087956351466,10064.954325323017,10064.954325323017,10064.954325323017,10078.887045003632,11080.282145164763
2017-05-01,10125.50949587009,10125.50949587009,10125.50949587009,10136.518312061466,10136.518312061466,10136.518312061466,10123.646037977922,10123.646037977922,10123.646037977922,10122.505924825777,10122.505924825777,10122.505924825777,10136.518312061466,11155.66444109412
2017-05-08,10103.344230866449,10103.344230866449,10103.344230866449,10106.375517607306,10106.375517607306,10106.375517607306,10093.54152158926,10093.54152158926,10093.54152158926,10092.404798772468,10092.404798772468,10092.404798772468,10106.375517607306,11122.17316390265
2017-05-15,10112.966480556444,10112.966480556444,10112.966480556444,10116.000654242183,10116.000654242183,10116.000654242183,10103.154435349079,10103.154435349079,10103.154435349079,10102.016629937205,10102.016629937205,10102.016629937205,10116.000654242183,11090.99720008615
2017-05-22,10192.721994835247,10192.721994835247,10192.721994835247,10195.780097412986,10195.780097412986,10195.780097412986,10182.832567317444,10182.832567317444,10182.832567317444,10181.685788647728,10181.685788647728,10181.685788647728,10195.780097412986,11249.246177040706
2017-05-30,10244.071495575228,10244.071495575228,10244.071495575228,10259.891446146528,10259.891446146528,10259.891446146528,10246.862501621756,10246.862501621756,10246.862501621756,10245.70851197588,10245.70851197588,10245.70851197588,10259.891446146528,11363.719577859143
2017-06-05,10269.658200866003,10269.658200866003,10269.658200866003,10298.262276338379,10298.262276338379,10298.262276338379,10285.184605039005,10285.184605039005,10285.184605039005,10284.026299602754,10284.026299602754,10284.026299602754,10298.262276338379,11328.343743269437
2017-06-12,10296.707499016922,10296.707499016922,10296.707499016922,10340.949200943594,10340.949200943594,10340.949200943594,10327.817321899867,10327.817321899867,10327.817321899867,10326.654215217008,10326.654215217008,10326.654215217008,10340.949200943594,11347.566228731424
2017-06-19,10323.557017332207,10323.557017332207,10323.557017332207,10367.914083163923,10367.914083163923,10367.914083163923,10354.747961657065,10354.747961657065,10354.747961657065,10353.58182207712,10353.58182207712,10353.58182207712,10367.914083163923,11370.503984492785
2017-06-26,10296.64773543653,10296.64773543653,10296.64773543653,10340.889180577964,10340.889180577964,10340.889180577964,10327.757377753562,10327.757377753562,10327.757377753562,10326.594277821543,10326.594277821543,10326.594277821543,10340.889180577964,11308.313590351067
2017-07-03,10261.125935914244,10261.125935914244,10261.125935914244,10305.214755095727,10305.214755095727,10305.214755095727,10292.128254905665,10292.128254905665,10292.128254905665,10290.969167483705,10290.969167483705,10290.969167483705,10305.214755095727,11322.797760068921
2017-07-10,10316.036822383503,10316.036822383503,10316.036822383503,10360.361576311305,10360.361576311305,10360.361576311305,10347.205045665452,10347.205045665452,10347.205045665452,10346.039755559865,10346.039755559865,10346.039755559865,10360.361576311305,11484.115873357743
2017-07-17,10355.784840789507,10355.784840789507,10355.784840789507,10414.701123628382,10414.701123628382,10414.701123628382,10401.475587676654,10401.475587676654,10401.475587676654,10400.30418568623,10400.30418568623,10400.30418568623,10414.701123628382,11545.875511522723
2017-07-24,10325.744588416894,10325.744588416894,10325.744588416894,10364.508831634557,10364.508831634557,10364.508831634557,10351.347034426206,10351.347034426206,10351.347034426206,10350.1812778547,10350.1812778547,10350.1812778547,10364.508831634557,11547.275468447126
2017-07-31,10328.706584550426,10328.706584550426,10328.706584550426,10364.752836084897,10364.752836084897,10364.752836084897,10351.590729017475,10351.590729017475,10351.590729017475,10350.424945001369,10350.424945001369,10350.424945001369,10364.752836084897,11570.643980185225
2017-08-07,10323.907087265683,10323.907087265683,10323.907087265683,10358.449164194493,10358.449164194493,10358.449164194493,10345.295062103713,10345.295062103713,10345.295062103713,10344.129987098235,10344.129987098235,10344.129987098235,10358.449164194493,11416.810251992247
2017-08-14,10311.009002082692,10311.009002082692,10311.009002082692,10345.507924162583,10345.507924162583,10345.507924162583,10332.37025603695,10332.37025603695,10332.37025603695,10331.206636607983,10331.206636607983,10331.206636607983,10589.786295063903,11350.85074305406
2017-08-21,10372.16994483477,10372.16994483477,10372.16994483477,10406.873501262076,10406.873501262076,10406.873501262076,10393.65790553809,10393.65790553809,10393.65790553809,10392.487383965865,10392.487383965865,10392.487383965865,10691.698330718167,11437.378849881543
2017-08-28,10456.893781136065,10456.893781136065,10456.893781136065,10491.880809435646,10491.880809435646,10491.880809435646,10478.55726369014,10478.55726369014,10478.55726369014,10477.377180851701,10477.377180851701,10477.377180851701,11125.994497035997,11590.781822097782
2017-09-05,10719.955865665275,10719.955865665275,10719.955865665275,10755.82305596981,10755.82305596981,10755.82305596981,10742.16433232248,10742.16433232248,10742.16433232248,10740.954562364914,10740.954562364914,10740.954562364914,11272.609590135546,11531.822097781607
2017-09-11,10782.042426268254,10782.042426268254,10782.042426268254,10818.117347883663,10818.117347883663,10818.117347883663,10804.37951727133,10804.37951727133,10804.37951727133,10803.16274071255,10803.16274071255,10803.16274071255,11940.896178517984,11711.608873573121
2017-09-18,10751.84030114352,10751.84030114352,10751.84030114352,10787.814171468885,10787.814171468885,10787.814171468885,10774.114822589669,10774.114822589669,10774.114822589669,10772.901454405333,10772.901454405333,10772.901454405333,12117.389581125763,11723.400818436356
2017-09-25,10762.113246767038,10762.113246767038,10762.113246767038,10798.121488660745,10798.121488660745,10798.121488660745,10784.409050611474,10784.409050611474,10784.409050611474,10783.194523103242,10783.194523103242,10783.194523103242,12205.578753828338,11807.505922894681
2017-10-02,10801.121497554026,10801.121497554026,10801.121497554026,10852.923846324236,10852.923846324236,10852.923846324236,10839.141815250363,10839.141815250363,10839.141815250363,10837.921123802324,10837.921123802324,10837.921123802324,12427.50357829224,11955.09368942494
2017-10-09,10858.38366136731,10858.38366136731,10858.38366136731,10920.02446506058,10920.02446506058,10920.02446506058,10906.157223510194,10906.157223510194,10906.157223510194,10904.928984865415,10904.928984865415,10904.928984865415,12772.157756536739,11982.339004953694
2017-10-16,10951.057015987053,10951.057015987053,10951.057015987053,11047.49561387498,11047.49561387498,11047.49561387498,11033.466497851055,11033.466497851055,11033.466497851055,11032.223921785004,11032.223921785004,11032.223921785004,12940.975291605395,12083.889726469955
2017-10-23,10879.326871715875,10879.326871715875,10879.326871715875,10975.13379043989,10975.13379043989,10975.13379043989,10934.028812256814,10934.028812256814,10934.028812256814,10932.797434746377,10932.797434746377,10932.797434746377,12480.091348402007,12112.050398449279
2017-10-30,10886.545912592017,10886.545912592017,10886.545912592017,10982.416404556421,10982.416404556421,10982.416404556421,10941.704103734573,10941.704103734573,10941.704103734573,10940.471861841805,10940.471861841805,10940.471861841805,12739.538916300138,12146.833943570968
2017-11-06,10949.292340854056,10949.292340854056,10949.292340854056,11045.715398434293,11045.715398434293,11045.715398434293,11030.060419149664,11030.060419149664,11030.060419149664,11028.818226672205,11028.818226672205,11028.818226672205,12986.211794386507,12129.926771483955
2017-11-13,10907.862628282268,10907.862628282268,10907.862628282268,10982.229531243303,10982.229531243303,10982.229531243303,10966.66452982791,10966.66452982791,10966.66452982791,10965.42947692121,10965.42947692121,10965.42947692121,12946.795246537335,12119.104027568383
2017-11-20,10935.341869850192,10935.341869850192,10935.341869850192,11017.551955331324,11017.551955331324,11017.551955331324,11001.936891806106,11001.936891806106,11001.936891806106,11000.697866567338,11000.697866567338,11000.697866567338,13302.690323167248,12236.592720223993
2017-11-27,10995.64386429487,10995.64386429487,10995.64386429487,11089.864642447239,11089.864642447239,11089.864642447239,11074.147090891325,11074.147090891325,11074.147090891325,11072.899933424564,11072.899933424564,11072.899933424564,12983.99080814732,12429.302175317682
2017-12-04,10971.354153846094,10971.354153846094,10971.354153846094,11065.366795444766,11065.366795444766,11065.366795444766,11049.683964436459,11049.683964436459,11049.683964436459,11038.259939331992,11038.259939331992,11038.259939331992,12988.290558536315,12478.67757915141
2017-12-11,11028.121421433301,11028.121421433301,11028.121421433301,11122.620497131848,11122.620497131848,11122.620497131848,11106.856521038631,11106.856521038631,11106.856521038631,11113.471324833381,11113.471324833381,11113.471324833381,13033.471145767928,12589.16648718501
2017-12-18,11009.131526515208,11009.131526515208,11009.131526515208,11103.467879348382,11103.467879348382,11103.467879348382,11087.731048064155,11087.731048064155,11087.731048064155,11093.153658256722,11093.153658256722,11093.153658256722,13211.686391407577,12636.388111135042
2017-12-26,10996.513107903524,10996.513107903524,10996.513107903524,11090.741334533692,11090.741334533692,11090.741334533692,11075.022540451064,11075.022540451064,11075.022540451064,11075.546549357738,11075.546549357738,11075.546549357738,12815.330791631246,12605.696747792375
2018-01-02,11061.665466641753,11061.665466641753,11061.665466641753,11156.451978536024,11156.451978536024,11156.451978536024,11168.5701027862,11168.5701027862,11168.5701027862,11169.098537846923,11169.098537846923,11169.098537846923,13403.223467520986,12915.571828559121
2018-01-08,10881.284408851827,10881.284408851827,10881.284408851827,10974.525250129745,10974.525250129745,10974.525250129745,10986.445765794011,10986.445765794011,10986.445765794011,10986.96558373686,10986.96558373686,10986.96558373686,13184.658945374016,13128.149903079906
2018-01-16,10674.452806576093,10674.452806576093,10674.452806576093,10765.92132467281,10765.92132467281,10765.92132467281,10777.61525501294,10777.61525501294,10777.61525501294,10778.12519224925,10778.12519224925,10778.12519224925,13245.39332819149,13245.746284729701
2018-01-22,11590.923385625418,11590.923385625418,11590.923385625418,11690.24506559037,11690.24506559037,11690.24506559037,11702.942995227175,11702.942995227175,11702.942995227175,11703.496713862185,11703.496713862185,11703.496713862185,14107.38580684973,13537.206547490847
2018-01-29,11075.707938420566,11075.707938420566,11075.707938420566,11170.614779113634,11170.614779113634,11170.614779113634,11182.748286980166,11182.748286980166,11182.748286980166,11183.277392874268,11183.277392874268,11183.277392874268,13204.382232052038,13011.468877880681
2018-02-05,10782.103835629698,10782.103835629698,10782.103835629698,10874.494806640634,10874.494806640634,10874.494806640634,10844.697986897452,10844.697986897452,10844.697986897452,10845.21109811818,10845.21109811818,10845.21109811818,12722.030304308975,12352.519922463924
2018-02-12,11632.694410870958,11632.694410870958,11632.694410870958,11732.37402335459,11732.37402335459,11732.37402335459,11700.22655902181,11700.22655902181,11700.22655902181,11700.780149130058,11700.780149130058,11700.780149130058,13361.156587172653,12900.92612534999
2018-02-20,11547.175475528367,11547.175475528367,11547.175475528367,11646.1222832091,11646.1222832091,11646.1222832091,11614.211154227925,11614.211154227925,11614.211154227925,11614.760674562223,11614.760674562223,11614.760674562223,13484.021971666645,12976.523799267716
2018-02-26,12278.200708039147,12278.200708039147,12278.200708039147,12247.65256539978,12247.65256539978,12247.65256539978,12214.093204504645,12214.093204504645,12214.093204504645,12214.671107944814,12214.671107944814,12214.671107944814,13698.96973352022,12710.585828128365
2018-03-05,12937.58147196258,12937.58147196258,12937.58147196258,12905.392791095424,12905.392791095424,12905.392791095424,12870.031179402311,12870.031179402311,12870.031179402311,12870.640118205145,12870.640118205145,12870.640118205145,14593.839187587628,13173.002369157872
2018-03-12,13512.409892141135,13512.409892141135,13512.409892141135,13336.836803228814,13336.836803228814,13336.836803228814,13300.29300701243,13300.29300701243,13300.29300701243,13300.922303428897,13300.922303428897,13300.922303428897,14485.362045404989,13004.253715270299
2018-03-19,12667.868268483931,12667.868268483931,12667.868268483931,12503.26870559429,12503.26870559429,12503.26870559429,12469.008939927417,12469.008939927417,12469.008939927417,12469.598904572456,12469.598904572456,12469.598904572456,13636.43664915548,12238.31574413095
2018-03-26,12627.55965607713,12651.157051897733,12674.754447718346,12442.531909119416,12442.531909119416,12442.531909119416,12408.43856620675,12408.43856620675,12408.43856620675,12409.025664996196,12409.025664996196,12409.025664996196,13436.326141699772,12480.185225069998
2018-04-02,11990.619690969495,12013.02682320157,12035.433955433653,11814.924829375303,11814.924829375303,11814.924829375303,11782.551170490005,11782.551170490005,11782.551170490005,11783.108655744243,11783.108655744243,11783.108655744243,13082.498382320066,12317.520999353867
2018-04-09,12192.767084554102,12220.126231206941,12247.50244199974,12019.054728893845,12019.054728893845,12019.054728893845,11986.121740869283,11986.121740869283,11986.121740869283,11986.688857958727,11986.688857958727,11986.688857958727,13588.7600155491,12575.005384449709
2018-04-16,12701.131720733776,12729.631578312848,12758.1492115033,12520.176610588607,12520.176610588607,12520.176610588607,12485.870516167497,12485.870516167497,12485.870516167497,12486.461278609211,12486.461278609211,12486.461278609211,14176.428045363762,12644.249407710531
2018-04-23,12472.637663065103,12500.62480664007,12528.629406042188,12294.937945296148,12294.937945296148,12294.937945296148,12261.249019399023,12261.249019399023,12261.249019399023,12261.829153991945,12261.829153991945,12261.829153991945,13995.563579914407,12641.880249838467
2018-04-30,12505.849568855168,12533.911236071473,12561.99040559598,12327.676675608429,12327.676675608429,12327.676675608429,12293.898043470868,12293.898043470868,12293.898043470868,12294.47972283531,12294.47972283531,12294.47972283531,13991.98128606283,12616.304113719578
2018-05-07,13184.598478087311,13214.183178657684,13243.78633146553,12996.75533762705,12996.75533762705,12996.75533762705,12961.143386641977,12961.143386641977,12961.143386641977,12961.756636371309,12961.756636371309,12961.756636371309,14530.143909565495,12940.178763730346
2018-05-14,13352.22936706945,13382.190211795076,13412.169743362585,13161.997961795749,13161.997961795749,13161.997961795749,13125.933235323282,13125.933235323282,13125.933235323282,13126.55428199823,13126.55428199823,13126.55428199823,14550.580278341817,12868.134826620719
2018-05-21,13444.516839756925,13474.68476680291,13504.87150984984,13252.970599699018,13252.970599699018,13252.970599699018,13216.656602309478,13216.656602309478,13216.656602309478,13217.281941513147,13217.281941513147,13217.281941513147,15026.093608943156,12907.01055352143
2018-05-29,13447.379171144496,13477.553520928128,13507.746690718626,13255.79215098109,13255.79215098109,13255.79215098109,13219.470422358381,13219.470422358381,13219.470422358381,13220.095894696477,13220.095894696477,13220.095894696477,15145.25271236829,12975.769976308422
2018-06-04,13218.423597109677,13248.084197300328,13277.763297067713,13030.09854462197,13030.09854462197,13030.09854462197,12994.395231091221,12994.395231091221,12994.395231091221,12995.010054114206,12995.010054114206,12995.010054114206,15134.195743380078,13193.463278052983
2018-06-11,13682.765292350281,13713.467821124414,13744.189499335283,13426.188996424671,13426.188996424671,13426.188996424671,13389.40036941461,13389.40036941461,13389.40036941461,13390.033881899391,13390.033881899391,13390.033881899391,15788.596043372578,13202.239931079044
2018-06-18,13966.783397995368,13998.123230258572,14029.482609450293,13591.471039206135,13591.471039206135,13591.471039206135,13554.22952869913,13554.22952869913,13554.22952869913,13554.870839989488,13554.870839989488,13554.870839989488,16026.113040745024,13088.412664225716
2018-06-25,14001.390137235021,14032.807622983071,14064.244704092798,13625.147833693018,13625.147833693018,13625.147833693018,13587.814046589012,13587.814046589012,13587.814046589012,13588.456946913291,13588.456946913291,13588.456946913291,15647.277625711273,12923.594658625889
2018-07-02,14430.281142444595,14462.661009564179,14495.06107229115,14042.513773306473,14042.513773306473,14042.513773306473,14004.03637650926,14004.03637650926,14004.03637650926,14004.698970175674,14004.698970175674,14004.698970175674,16187.094270731464,13120.773206978247
2018-07-09,14571.726838666616,14604.424093424257,14637.141741746742,14180.158571613996,14180.158571613996,14180.158571613996,14141.304019158828,14141.304019158828,14141.304019158828,14141.973107572054,14141.973107572054,14141.973107572054,16118.747380299143,13319.459401249193
2018-07-16,14233.893594154264,14265.832790530512,14297.791907663937,13833.107865121794,13833.107865121794,13833.107865121794,13795.204254069144,13795.204254069144,13795.204254069144,13795.856966952762,13795.856966952762,13795.856966952762,15295.196330793555,13323.766961016585
2018-07-23,13751.376594076757,13782.233078606214,13813.108808595964,13467.86660935591,13467.86660935591,13467.86660935591,13430.963782988372,13430.963782988372,13430.963782988372,13431.599262024356,13431.599262024356,13431.599262024356,15069.447935611855,13406.633642041783
2018-07-30,13692.175297658661,13722.898941386724,13753.641747721103,13409.885856825049,13409.885856825049,13409.885856825049,13449.56998495783,13449.56998495783,13449.56998495783,13450.206344336542,13450.206344336542,13450.206344336542,14917.996844800333,13510.499676933017
2018-08-06,13823.368654718954,13854.386681032265,13885.424053560897,13538.374420921438,13538.374420921438,13538.374420921438,13542.555889815167,13542.555889815167,13542.555889815167,13543.196648773397,13543.196648773397,13543.196648773397,15015.223470008501,13489.500323066983
2018-08-13,13336.36504419024,13366.290291226416,13396.234202901886,13168.780310302469,13168.780310302469,13168.780310302469,13172.84762617983,13172.84762617983,13172.84762617983,13173.470892584677,13173.470892584677,13173.470892584677,14477.922968193065,13580.012922679301
2018-08-20,13444.0224423559,13474.189260031804,13504.374893016731,13275.08488583896,13275.08488583896,13275.08488583896,13232.632243210544,13232.632243210544,13232.632243210544,13233.258338293319,13233.258338293319,13233.258338293319,15419.6735600086,13696.74779237562
2018-08-27,13537.337038398844,13567.713243140071,13598.108393786872,13367.226890872744,13367.226890872744,13367.226890872744,13277.408421972805,13277.408421972805,13277.408421972805,13278.036635617089,13278.036635617089,13278.036635617089,15652.013306738396,13830.120611673487
2018-09-04,12986.790533037125,13015.93137565957,13045.090393681387,12823.598551689602,12823.598551689602,12823.598551689602,12737.432887180183,12737.432887180183,12737.432887180183,12821.435183408366,12821.435183408366,12821.435183408366,15208.709060794703,13701.05535214301
2018-09-10,12838.864369088373,12867.67328265934,12896.500164602616,12724.935268596739,12724.935268596739,12724.935268596739,12639.432552737508,12639.432552737508,12639.432552737508,12722.788545020678,12722.788545020678,12722.788545020678,15568.841666020959,13857.312082705148
2018-09-17,13032.359522735003,13061.602616853219,13090.86395014596,12916.713391190568,12916.713391190568,12916.713391190568,12783.055422886124,12783.055422886124,12783.055422886124,12867.358595891674,12867.358595891674,12867.358595891674,15421.255427062586,13973.185440447985
2018-09-24,13548.021735658678,13578.42191561384,13608.84105642812,13427.799737403058,13427.799737403058,13427.799737403058,13231.146179723974,13231.146179723974,13231.146179723974,13318.404473500435,13318.404473500435,13318.404473500435,16100.433632216005,13912.395003230667
2018-10-01,13073.684426689342,13103.020249070132,13132.374368460876,13016.790714606534,13016.790714606534,13016.790714606534,12826.1564890706,12826.1564890706,12826.1564890706,12910.743909974564,12910.743909974564,12910.743909974564,15329.827015014167,13773.637734223563
2018-10-08,12757.620908098434,12786.247520822648,12814.891988216528,12702.102632827446,12702.102632827446,12702.102632827446,12516.077094645456,12516.077094645456,12516.077094645456,12598.619568080376,12598.619568080376,12598.619568080376,14874.898090241499,13205.578289898773
