,band3 wc0.0,band3 wc0.5,band3 wc1.0,band4 wc0.0,band4 wc0.5,band4 wc1.0,band5 wc0.0,band5 wc0.5,band5 wc1.0,band6 wc0.0,band6 wc0.5,band6 wc1.0,最优 逐周无前视,SPY_buyhold
2018-10-15,12684.288233928706,12712.750296688739,12741.230111487179,12629.089085838268,12629.089085838268,12629.089085838268,12444.132849705384,12444.132849705384,12444.132849705384,12526.200856909243,12526.200856909243,12526.200856909243,14778.009981323838,13219.954770622442
2018-10-22,12089.191337389113,12116.318072150818,12143.461726095136,12036.581916141398,12036.581916141398,12036.581916141398,11860.303098882037,11860.303098882037,11860.303098882037,11938.520798091353,11938.520798091353,11938.520798091353,13912.095936452088,12697.393926340728
2018-10-29,12535.07443459122,12450.754863584547,12365.949016487159,12480.524631143135,12368.817815850574,12257.111000558009,12297.744159404401,12187.673318960578,12077.602478516752,12620.006697128187,12620.006697128187,12620.006697128187,14247.647040071188,13011.307344389403
2018-11-05,13137.778997621785,12989.257820789855,12841.046351156594,13037.823632936717,12921.128718305708,12804.433803674696,12846.88137493836,12731.895487145257,12616.909599352151,13183.53406018373,13183.53406018373,13183.53406018373,14672.033278664328,13292.21408572044
2018-11-12,13069.440353394253,12921.691737576297,12774.251217956395,12970.004925458546,12853.917021514471,12737.829117570393,12780.055889757483,12665.668122824725,12551.280355891964,13114.957412337582,13114.957412337582,13114.957412337582,14604.009172833557,13099.343097135474
2018-11-19,12593.547146603507,12451.178452241962,12309.106635473561,12497.73242800113,12385.87159448882,12274.01076097651,12314.699943681177,12204.477340653782,12094.254737626385,12637.406807941545,12637.406807941545,12637.406807941545,13845.241149260957,12597.835451216886
2018-11-26,13381.917732568443,13116.235904734895,12853.480234221206,13280.10490199894,13047.44079784821,12816.83223510074,13085.61437291732,12856.35769401274,12629.126452582417,13428.523059325982,13312.411315349687,13196.299571373393,14682.225035121844,13191.255653672195
2018-12-03,12962.670159559759,12705.311986357612,12450.788295696037,12864.047064794231,12638.672189507464,12415.288456726747,12675.649809032637,12453.57560637306,12233.463385428835,13007.815368976655,12895.341337309816,12782.867305642974,14224.582810054662,12613.127288391126
2018-12-10,12875.254152205202,12638.167542206183,12403.153640915601,12777.296139330307,12571.879920267023,12367.789618453178,12590.169373035196,12387.761526979688,12186.660179776754,12889.132977297617,12777.685150777557,12666.237324257496,14242.122328577561,12464.785698901573
2018-12-17,12234.000437539184,12133.792923186065,12030.90335475688,12140.921236289656,12070.15076341139,11996.600696836287,11963.114343030187,11893.380321807615,11820.907414748028,12247.188025935182,12267.742545699746,12286.091225530216,13455.303504212525,11587.38961878096
2018-12-24,12588.311838878699,12457.797291854795,12324.987779812065,12492.53695174959,12392.45571806102,12289.846624803184,12309.580556506675,12210.965038054159,12109.858681181586,12601.88135573291,12595.323723627602,12586.413484607046,13910.642854616213,11926.77148395434
2018-12-31,12725.458562024347,12522.358008868516,12318.45481309495,12628.64022982512,12456.67781190115,12283.332284960203,12443.690567303218,12274.246582922584,12103.439745509884,12739.175915601629,12660.597151310438,12579.741946926702,13940.626304695717,12150.172302390696
2019-01-07,13084.204258911162,12757.99438979334,12434.78199801824,12984.65650365131,12691.078271931456,12399.327796399497,12794.492891844435,12505.214188331282,12217.7364730497,13098.308320876557,12898.834813176449,12698.536551440882,14330.411692418003,12467.424079259099
2019-01-14,13352.27180048599,12966.183343114239,12585.849082865874,13250.684523257989,12898.175267056393,12549.964156938093,13149.431517611396,12852.127784395498,12556.67500155452,13461.675247145853,13256.668041994937,13050.813202881516,14624.01137613781,12827.48223131596
2019-01-22,13407.548530156419,13019.86171502159,12637.952918664143,13305.540694348934,12951.572094063235,12601.919433646239,13203.868513965257,12905.333980602645,12608.658060317232,13517.404893356357,13311.548984102577,13104.84193178806,14689.807810462251,12794.744777083783
2019-01-28,14048.632331145136,13642.408216929807,13242.238398264726,13941.74697645618,13570.853318230811,13204.481967140291,13835.213326601885,13522.404322932935,13211.542802184424,14163.74149165732,13948.042553421503,13731.451774600913,15338.072213843616,13000.807667456385
2019-02-04,14182.101619090623,13772.018165261827,13368.046525928688,14074.200798138056,13699.783457941376,13329.931389141042,13966.655023398354,13650.874172079148,13337.05930577742,14298.30437628378,14080.556186347276,13861.90768287824,15489.461006629705,13020.514753392203
2019-02-11,14230.892181355874,13819.397920946685,13414.036501456018,14122.620150136692,13746.9147051837,13375.790237490988,14014.704386592812,13697.837157125832,13382.942676237686,14347.494709895514,14128.997402733326,13909.596684697703,15542.370751554006,13352.681455955202
2019-02-19,14501.668074144252,14082.344176329367,13669.269811025762,14391.335915173151,14008.48179844427,13630.29582274528,14234.350128069971,13912.516790460699,13592.687119372758,14572.356114529164,14350.43440384632,14127.595123564628,15838.100765809675,13437.917294852467
2019-02-25,14988.058432381164,14554.670283486146,14127.741278323785,14874.025699238,14478.330538979772,14087.460090621502,14711.774561084387,14379.146835438372,14048.589979898277,14994.46677351704,14766.116759902001,14536.82259787649,17210.45564396498,13499.515399526168
2019-03-04,14205.6568244693,13794.892258613752,13390.249658432413,14097.576789880677,13722.537575889652,13352.071215803418,13943.795431315235,13628.531426831347,13315.230189585487,14279.431891497174,14061.971109724165,13843.61120275208,16300.911987563708,13212.631919017876
2019-03-11,14822.275597858326,14393.68115297084,13971.474407261572,14686.700171120394,14295.988450205876,13910.040678105186,14526.492446146029,14198.053879886527,13871.660102909631,14876.154812285908,14649.606565840453,14422.121620669253,17247.181744859274,13601.712255007538
2019-03-18,15294.34334394036,14852.09879436783,14416.445382827009,15154.450038635014,14751.29472225216,14353.05507946818,14989.139932509099,14650.24107945511,14313.452139224406,15276.685629884407,15044.037718873795,14810.427889131919,17621.604063940067,13502.153779883696
2019-03-25,15241.918156009036,14801.189510264581,14367.029409777351,15102.50437000413,14700.730969323808,14303.856392541365,14976.280005265737,14637.6719103615,14301.171918081594,15263.57900291284,15031.130692094259,14797.721287822247,17945.912496548237,13658.302821451647
2019-04-01,15845.503165658713,15387.32151949976,14935.96853516682,15700.568547530855,15282.884787049066,14870.293845514823,15569.345656122208,15217.328568456147,14867.503064976898,15809.809390947032,15569.042563809828,15327.280249028294,17854.283891173432,13952.778376049966
2019-04-08,16161.706330228217,15694.381491521292,15234.021583237001,16013.87948555327,15587.860683547533,15167.036329667724,15880.037990425097,15520.99626517329,15164.189858021193,16125.300272391081,15879.728849788007,15633.142074198358,18020.28207582454,14029.668317897913
2019-04-15,15842.497662551988,15384.402922207673,14933.135548459797,15697.590534964538,15279.985998842281,14867.473315684792,15566.392533318221,15214.4422146553,14864.683064489449,15806.810658073457,15566.089498495016,15324.373040091823,17460.08476821115,14022.883911264269
2019-04-22,16433.786776399014,15958.594578390783,15490.484564598706,16283.4712839889,15850.280505005083,15422.371622077188,16147.376582858427,15782.29043192505,15419.477230411581,16396.767826812873,16147.06223787467,15896.324202600472,18291.363148459986,14186.786560413524
2019-04-29,17226.58724481674,16728.470774862224,16237.77814859897,17069.020216627643,16614.931402567345,16166.379294347484,16926.36002062533,16543.66134523785,16163.345271135022,17187.782423174962,16926.030510977835,16663.19634506009,19550.978173126263,14216.77794529399
2019-05-06,17026.30659673313,16533.981354489933,16048.993644458851,16870.57148255427,16421.7620195735,15978.424891294637,16729.569889971484,16351.32056590578,15975.426142401264,16987.952929734856,16729.24421128626,16469.46582167176,19943.990710363007,13930.055998276976
2019-05-13,17218.634435561264,16720.747925564356,16230.281831974366,17061.140149610797,16607.260969743966,16158.915939647424,16944.80353157589,16561.687855297394,16180.957376463199,17206.51078845559,16944.473662883993,16681.353104333022,20532.531780783873,13820.751669179408
2019-05-20,17072.54643612892,16578.884142893337,16092.579309051911,16916.38837839345,16466.360044052082,16021.818906113618,16801.03879471676,16421.17358541973,16043.67333684473,17060.52564963964,16800.71172472864,16539.82355900488,20289.83512224309,13672.840835666595
2019-05-28,16694.52723245942,16211.79557734913,15736.25847324955,16541.826816198383,16101.762979725736,15667.064842513058,16429.0312954395,16057.577036697352,15688.43537387201,16682.77260943633,16428.71146741361,16173.599870347762,19846.449401030502,13309.713547275469
2019-06-03,17656.24993217499,17145.70952368544,16642.778123167547,17494.752893252564,17029.33827116217,16569.59845051274,17375.459553703753,16982.606905683242,16592.20007544066,17643.81815983042,17375.121301324285,17105.313474144063,21334.977460989387,13908.302821451647
2019-06-10,17811.536754678775,17296.506140279213,16789.151455121388,17648.61934834456,17179.111401902235,16715.32816681308,17528.276823169384,17131.96903378773,16738.12857316582,17798.995644822964,17527.93559585824,17255.75480724337,21555.393116880394,13986.10811975016
2019-06-17,17845.59360413432,17329.578216756367,16821.253435510207,17682.36468882378,17211.959011788615,16747.28899213758,17561.792060692333,17164.726504313538,16770.132994392086,17833.02851483775,17561.450180931748,17288.748964446437,21514.13431269499,14284.514322636223
2019-06-24,17917.269350120794,17399.181418189197,16888.81498124318,17753.384835757013,17281.08980280768,16814.553464163015,17516.018800702077,17119.98816062809,16726.423123840686,17786.548300984727,17515.677812020895,17243.687367172024,21509.72559369186,14235.946586258884
2019-07-01,18546.75483494911,18010.46497577945,17482.167890042976,18320.63520593263,17833.249555912178,17351.80660012127,18075.684928633316,17667.00044653083,17260.860347868114,18354.858299400297,18075.33304479285,17794.652049834684,22447.338719272422,14501.238423433126
2019-07-08,19029.035159002284,18478.799892705152,17936.76523983239,18797.035630837552,18296.97625372454,17803.014101621484,18451.272607466362,18034.096228287002,17619.517101308622,18736.24681392684,18450.913411967424,18164.400254974727,22532.01426090526,14607.635149687701
2019-07-15,19195.84187194258,18640.783295616962,18093.997218513283,18961.808657972262,18457.365807904673,17959.07363054176,18613.014708813036,18192.181401158545,17773.968112970884,18827.739696794997,18541.012954121026,18253.100695431323,22633.61869149917,14438.563428817575
2019-07-22,19371.76172968533,18811.616331617926,18259.819245904077,19165.721028540687,18655.853477737583,18152.20274302634,18813.176202959497,18387.817318714402,17965.106629222057,19030.21031039886,18740.40015248436,18449.39172969744,23304.971535289325,14673.702347620074
2019-07-29,20282.25274309071,19695.779984700715,19118.047917193453,20066.52793528578,19532.696130249573,19005.373337506204,19482.326123967036,19041.838010041538,18604.09228226372,19707.07973364686,19406.96156382711,19105.602509067172,24034.64675369122,14217.477923756194
2019-08-05,21049.67176945221,20441.00865780451,19841.416958314538,20825.78458816418,20271.754204141165,19724.47911372597,20219.47834934817,19762.323499050024,19308.014798487064,20452.73595503359,20141.262222466754,19828.50065363116,25199.16824252623,14168.91018737885
2019-08-12,20613.062379488616,20017.024074193265,19429.86902307524,20393.81903525009,19851.280273074623,19315.35668713824,19800.08871685507,19352.416109439077,18907.53061731283,20028.50812543993,19723.49493809466,19417.22062660298,24613.605133615813,14034.298944647857
2019-08-19,20605.409137792532,20009.592130290133,19422.65507878015,20386.247194477015,19843.909866722108,19308.185259115984,19792.73731696289,19345.23092195155,18900.510607426557,20021.071917724938,19716.171976029455,19410.011378419193,23998.875438025585,13839.974154641395
2019-08-26,20424.732866572063,19834.140215185354,19252.349656870374,20207.49262073156,19669.910718383017,19138.883553271535,19619.186869516732,19175.604385273542,18734.783552075372,19845.51934336247,19543.29288338203,19239.816821410008,23699.772756230104,14209.239715701055
2019-09-03,19986.649729929482,19408.724499110165,18839.41256826712,19774.068996109258,19248.017504832507,18728.38016046699,19198.381614519174,18764.313379854004,18332.947562521473,19419.85956024383,19124.115452636343,18827.14854532466,22856.122482461677,14481.315959508938
2019-09-09,19497.555145039016,18933.772359536186,18378.392097394564,19290.17648796344,18776.99803640238,18270.07677075292,18728.576789138107,18305.13066602822,17884.320829223445,18944.63493387609,18656.127999256503,18366.428188142556,20908.129993976618,14629.011415033383
2019-09-16,20465.05481045715,19873.296227358936,19290.357114181646,20137.09916206986,19601.389943786107,19072.212629098776,19550.84279309932,19108.80554288658,18669.520323417506,19776.38683040123,19475.213186137033,19172.794292910497,22252.985364860466,14559.713547275469
2019-09-23,19638.398895405924,19070.543533556378,18511.151392057684,19323.690535097005,18809.6205060626,18301.818533945752,18761.115133494233,18336.933330576685,17915.39239415166,18977.54864975102,18688.540473734745,18398.337348764115,21642.97077512459,14419.125565367218
2019-09-30,19946.40703805638,19369.64544733202,18801.479813888593,19626.762799927095,19104.630109792954,18588.863784619676,19055.363980210077,18624.529320816877,18196.37694719827,19275.192034163374,18981.651061355486,18686.896398044602,22162.947627330712,14367.865604135255
2019-10-07,20168.294617523406,19585.11702250057,19010.631007802484,19845.094596833696,19317.153604555042,18795.649797877206,19267.339429290456,18831.712084199982,18398.796863135016,19489.612891817716,19192.806514077176,18894.772944512457,22364.883302411148,14462.09347404695
2019-10-14,20395.336749105747,19805.594103007646,19224.64088164609,20068.498343365816,19534.61411937076,19007.239546813016,19484.239167067284,19043.707799952113,18605.919088269868,19709.01484615194,19408.867206596882,19107.47856025446,22364.696904768054,14544.583243592506
2019-10-21,20716.13221331077,20117.11358573495,19527.022630556068,20384.15301095742,19841.871394971484,19306.201819840615,19790.704101928197,19343.243677149057,18898.5690466553,20019.015246948078,19714.146626192978,19408.017479024365,23210.336464189677,14721.785483523585
2019-10-28,20934.693611380215,20329.3551579139,19733.0385664616,20599.211929034496,20051.209079619617,19509.888030070728,19999.501956313237,19547.320690065553,19097.954609067132,20230.22185227835,19922.136776284715,19612.77787494645,22739.6498745064,14943.355589058798
2019-11-04,21391.786942830407,20773.231378309767,20163.894661392736,21000.06122874701,20441.394546211464,19889.53968768101,20388.681230811966,19927.700766588023,19469.590269565175,20623.890808666172,20309.81056706186,19994.431712174475,22792.219048750238,15080.066767176395
2019-11-11,22284.94207874282,21640.56043055861,21005.78253756457,21876.860936553414,21294.868665645878,20719.972627690255,21186.062631329612,20707.053671588328,20231.026920661043,21430.471025943047,21104.10741298724,20776.39439925177,23687.760156456334,15219.147103166057
2019-11-18,22459.467345143836,21810.039200611736,21170.290023398567,22048.19030189253,21461.640139123996,20882.24178369218,21296.256448533448,20814.756047760045,20336.25336698734,21541.936070105272,21213.87496135075,20884.45743325793,22939.52233421456,15178.656041352577
2019-11-25,23261.222930335145,22588.611571612902,21926.024698916135,22835.264164609285,22227.775398900278,21627.693744956552,21997.04936662085,21499.704299826746,21005.455598584118,22250.81353297321,21911.956963416895,21571.69933902174,23964.526925602568,15342.181779022185
2019-12-02,23685.595759832115,23000.71342179345,22326.038454382317,23251.865892509337,22633.29423029211,22022.26481362,22398.358881097134,21891.940356133444,21388.67468615922,22614.693852416327,22270.29576696924,21924.47371442972,24659.989232010557,15369.534783545121
2019-12-09,24102.140512867958,23405.2135487515,22718.67346633421,23660.782891432504,23031.332770303547,22409.557535791508,22792.265750197603,22276.941138110215,21764.824828433426,22970.76215361686,22620.941521129247,22269.674501190697,25307.397040265394,15489.123411587336
2019-12-16,24915.84142898802,24195.385844711556,23485.667808713013,24459.58334256246,23808.882654914687,23166.11596208495,23561.744606711865,23029.022365201028,22499.616740074373,23676.96456408919,23316.38920904411,22954.322999486118,26390.190276179135,15732.177471462417
2019-12-23,25325.611602107158,24593.307282545757,23871.917102810636,24861.849817458344,24200.447595439913,23547.109852070033,23949.24507279078,23407.761590534756,22869.649270301026,24066.359957217464,23699.854518451135,23331.83370632457,26800.489621664838,15836.689640318762
2019-12-30,26213.652401178017,25455.66988188255,24708.984205962824,25733.62884199485,25049.03459733245,24372.787611698226,24789.02367580053,24228.55311312089,23671.57192202402,24910.24518545638,24530.8882591201,24149.962822962723,27635.758565404783,15814.613396510877
2020-01-06,26765.806807583842,25991.858432725694,25229.444853656514,26275.672214679573,25576.657937165382,24886.166742169484,25311.170244451776,24738.894142959456,24170.18091184608,25434.945117892396,25047.59756151069,24658.648456813447,27978.881897775715,15976.46995477062
2020-01-13,27581.32699613958,26783.797395834576,25998.154041917594,27076.258623786915,26355.946267739182,25644.41668172495,26082.369501724796,25492.656873190717,24906.61567117753,26209.91563858566,25810.76609340205,25409.96620275684,28831.362945886238,16282.522076243808
2020-01-21,27699.144731747343,26898.208365277635,26109.209019063157,27191.918884811745,26468.52960752916,25753.960617186996,26193.784217717548,25601.552544085935,25013.007980019003,26321.87518684963,25921.020615088113,25518.508648169187,28942.371291957912,16126.534568167133
2020-01-27,26786.84939506438,26012.29256194079,25249.279592965333,26296.329470975346,25596.765646451775,24905.73160507431,25331.069234156534,24758.343223942422,24189.182885144113,25454.941416212623,25067.289337165148,24678.034450706124,28048.909570957258,15781.22980831359
2020-02-03,29614.4451344065,28758.12677834613,27914.570846354825,28947.951066665708,28177.84589352092,27417.13061433055,27885.35766811286,27254.880150838664,26628.3278536899,28021.72064868164,27594.979212104205,27166.47334712736,31199.762654570342,16294.798621580874
2020-02-10,31427.786859713004,30519.03470662748,29623.82644206107,30720.482251804453,29903.222258199585,29095.927117371644,29592.82449233294,28923.741788172676,28258.824651893887,29737.537204977747,29284.66568055463,28829.921688846913,33001.07850153621,16559.659702778376
2020-02-18,35198.95299840615,34181.15545299064,33178.526990193895,34406.775624909846,33491.44880820513,32587.282573252374,33143.80497250266,32394.435926539914,31649.73229429931,33305.88243578042,32798.66875339033,32289.35791766788,37176.072213143925,16357.58130519061
2020-02-24,30903.056683165396,30009.477398594452,29129.215868674346,30207.561499618718,29403.94678694451,28610.13055010887,29098.73153918549,28440.82009207384,27787.004662952055,29352.00152943204,28905.00130927667,28456.15289765129,31031.174635449515,14531.875942278702
2020-03-02,32030.111492155418,30798.861535661617,29599.312805996607,31309.251141684243,30177.402747289496,29071.850316567117,30159.981423072037,29188.94149144602,28235.44055110999,30422.4883364944,29665.332760983903,28915.38772173544,32205.07317748078,14590.781822097782
2020-03-09,28305.156409366988,27740.497747519938,27163.082819667212,27668.128811932773,27180.750560142515,26679.03417372235,26652.513891271796,26290.444689274955,25911.466768384224,26884.49245446787,26719.529735949553,26535.4495422328,28383.575940537332,13210.47813913418
2020-03-16,23587.749227013424,23455.96661931914,23299.4508838091,23056.89022020742,22982.67261205655,22884.25251599347,22210.540187255952,22229.874844038117,22225.86262779787,22403.856630930542,22592.687531223884,22761.09112480416,23644.44388058725,11291.837174240793
2020-03-23,26478.536448770617,25892.460120449137,25284.466742699307,25882.618227596166,25370.002597926883,24833.895208846017,24932.544103090087,24539.00780229453,24119.413253248542,25149.55236660521,24939.50773421433,24700.240981755425,26338.238623609843,12506.892095627827
2020-03-30,25851.55078976375,25526.518206076933,25168.47989672799,25269.74332502556,25011.444651902242,24719.97525918807,24342.1660198664,24192.194426887454,24008.770830040983,24554.035741477095,24587.03403487083,24586.934141023554,25879.722910673896,12248.815421063968
2020-04-06,29193.29129736139,28291.50015738934,27367.437499556767,28536.27559508458,27720.634854829932,26879.747234332175,27488.793581701644,26812.6450662175,26106.40522702957,27728.05096901943,27250.25291940078,26735.082379673553,29116.222963498298,13729.862158087444
2020-04-13,30232.729335283173,29113.75749704774,27983.810878625714,29552.320343585787,28526.300702967048,27485.136782828005,28467.542341968474,27591.921318049437,26694.3774551707,28715.318577904553,28042.24770037293,27337.21376542397,31238.92014887434,14146.403187594226
2020-04-20,29547.004763204917,28622.070985033144,27673.319629361715,28882.028488795328,28044.53543117952,27180.178516317905,27821.854912491704,27125.936274585754,26398.19297049383,27971.398450796703,27315.76464161616,26628.99583345239,30511.853909248748,13965.270299375405
2020-04-27,29610.809478956104,28611.828191365967,27593.754466799444,28944.397234216864,28034.499316390215,27102.031212304988,27881.934286309413,27116.228892878997,26322.29399837272,28116.932283253514,27457.887243093362,26767.545210057066,30545.535248878008,13956.385957355158
2020-05-04,31825.416669450966,30043.32458162273,28291.124830914465,31109.163120978297,29437.111002216658,27786.974372088564,29967.238039969,28472.89801300345,26987.53104583844,31643.007755274364,30901.3134940806,30124.39736094434,32690.1222838182,14432.640534137412
2020-05-11,31887.074742579898,30101.530056929772,28345.93562135413,31169.433535490556,29494.142008651885,27840.808429177614,30025.296106379617,28528.060968012414,27039.8162737139,31704.312432176423,30961.18122392016,30182.759905408024,32800.37317294514,14128.634503553736
2020-05-18,32373.574272144353,30733.072185652094,29102.88118894245,31542.049886178047,29846.731013819684,28173.632586063803,30384.234816341464,28869.100915305244,27363.06493499288,32083.323015929327,31331.308013279206,30543.581023213203,33128.45693037998,14580.712901141504
2020-05-26,33058.20626388453,31383.011060052566,29718.345003542236,32209.09691211374,30477.92566440564,28769.44477627196,31026.796525003705,29479.620776141248,27941.735349605675,32761.81681316626,31993.89829844933,31189.512564012908,33728.358749673294,15018.953262976524
2020-06-01,33395.6875239029,31703.39075734085,30021.730626990688,32631.606110181125,30877.725881293507,29146.833657259027,31433.796663944235,29866.325531243325,28308.26658850958,33191.57642383561,32413.584586146622,31598.647162772104,34312.500478593814,15760.230454447556
2020-06-08,31497.131724488034,29901.042584679817,28314.985384822878,30776.488589981447,29122.317027898498,27489.826595045906,29646.775003999544,28168.41511978767,26698.932339453342,31304.624407468487,30570.861661163966,29802.25369784924,33752.500279282714,15013.514968770192
2020-06-15,32080.843406877284,30455.175196657514,28839.724840477887,31346.8451573677,29662.018128815303,27999.274028886608,30228.707659110627,28721.329242781412,27223.002177836544,31919.098770910572,31170.933091972707,30387.23822383373,34787.9931103835,15299.590781822099
2020-06-22,30904.39454722396,29338.34183675373,27782.13227749613,30197.313027822478,28574.270934638353,26972.501958569308,29120.179176759983,27668.078409975868,26224.69706901294,30748.581310570065,30027.851900955142,29272.89620660424,33690.38065617639,14873.788498815422
2020-06-29,32529.24190683403,30880.851501388755,29242.821766379264,31678.402578927275,29975.755035980004,28295.42399408895,30548.43847470682,29025.116428371985,27510.941470096477,32256.70895253681,31500.62988128904,30708.645826520114,37216.308200315725,15477.546844712471
2020-07-06,34558.63454871879,32807.40647588043,31067.18544170272,33654.71414759104,31845.84401251338,30060.682631750275,32454.255291440408,30835.89818216415,29227.25881775058,34269.0991578537,33465.850794795566,32624.45745413423,42017.582457784934,15743.26943786345
2020-07-13,35647.86728553545,33841.4433124112,32046.3733021534,34715.45676304609,32849.573942325456,31008.14713783194,33477.16136901149,31807.796239126124,30148.45514183647,35349.20620349896,34520.6407402642,33652.728030908016,42318.602121470736,15947.986215808745
2020-07-20,37136.46681347645,35254.60938308208,33384.580039395245,36165.12027687698,34221.32108983154,32302.99916423721,34875.11559195419,33136.04036905249,31407.407766766668,36825.33410888333,35962.169039799504,35058.01364475632,41428.50673337515,15906.31057505923
2020-07-27,38385.19224746396,36440.05676619107,34507.14709477964,37381.18387656669,35372.023827497964,33389.19772084901,36047.80237639336,34250.25019946794,32463.491779577118,38063.597607342024,37171.408339997535,36236.850434027874,41913.21047083523,16185.925048460047
2020-08-03,41328.11047442546,39233.84522913203,37152.74312282554,40247.126729386866,38083.92827688464,35949.08273908284,38811.51745619482,36876.150440899335,34952.4047190517,40981.85979710027,40021.26810936824,39015.0594616777,43320.70023889958,16584.966616411803
2020-08-10,41310.469990006655,39217.0986605735,37136.884851575036,40229.94765190616,38067.67253870394,35933.73823804833,38794.951153958966,36860.41023042732,34937.48563991239,40964.36710626815,40004.18543734671,38998.406279603034,46350.02606420115,16697.501615334913
2020-08-17,41004.8231144229,38926.940168598856,36862.1173936753,39932.29531806252,37786.01839206715,35667.872591320986,38507.91603643306,36587.688346062634,34678.991042073765,40661.28096807303,39708.2034673484,38709.8658433652,51558.44332556984,16828.343743269437
2020-08-24,41930.29957685438,39805.518934320804,37694.09322998205,40833.564890780915,38638.84661993873,36472.89439219937,39377.03745196896,37413.470334795304,35461.69384415029,41579.0037043291,40604.415300086315,39583.545254246834,53611.93209541532,17378.580659056646
2020-08-31,39494.382234760844,37493.039537281904,35504.2759303201,38461.36173791193,36394.14439959123,34354.02195716084,37089.45044740423,35239.95566554316,33401.566540345855,39163.49469980352,38245.52446474283,37283.96129421261,51657.746234539154,16981.531337497305
2020-09-08,37926.60676308271,36004.70969341177,34094.892372618655,36934.59321722429,34949.436477253555,32990.29906974409,35617.14154220801,33841.064608403474,32075.652479295182,37608.8541939569,36727.32385583406,35803.931054554465,48916.40768622457,16559.659702778376
2020-09-14,38710.93011029051,36749.288152496854,34799.975753144325,37698.40169502594,35672.19185508366,33672.53942816589,36353.7050804877,34540.89882327383,32738.977919232064,38277.08664614329,37379.8933160962,36440.09371250489,52260.58719218026,16457.032091320267
2020-09-21,40017.05828405648,37989.22944259416,35974.14616568814,38970.36660053285,36875.79132089769,34808.66951607823,37214.2602805489,35358.54175764175,33513.96626308056,39183.17162107509,38264.74017007381,37302.69388119704,52042.615933205525,16361.458108981262
2020-09-28,42823.761225262686,40653.705208249514,38497.28869990202,41703.65703335754,39462.17313899614,37250.06824201047,39824.381520416355,37838.507237450016,35864.55752879463,41931.3877006782,40948.53961423802,39919.01764712922,53367.31063310971,16615.819513245748
2020-10-05,46899.07652831654,44522.50753249008,42160.87604664448,45240.46720457137,42808.8871987383,40409.177768817,43201.81380437758,41047.52118924606,38906.16444956092,45487.51128941397,44421.30967102576,43304.47584630587,56901.122016721325,17263.353435278914
2020-10-12,47091.34668181829,44705.03456694856,42333.72120073536,45425.93762782506,42984.38897664582,40574.84155982574,43378.92644681323,41215.80196968227,39065.666400657225,45673.99450881697,44603.42182890674,43482.009367957515,57422.27955381788,17285.21430109843
2020-10-19,45663.572709167645,43349.61177064572,41050.194830078486,44048.65759660222,41681.13485172521,39344.64308801372,42063.710244550755,39966.1700635946,37881.22497688613,44289.19358079731,43251.079853877636,42163.667769582906,55327.34500344912,17210.10122765453
2020-10-26,43663.479985182246,41450.87196677021,39252.17091020812,42119.29915324502,39855.47536872001,37621.32338919524,40221.29372274703,38215.62709888019,36222.0038963439,42507.16810008416,41510.82404571168,40467.16520877995,52373.434612533645,16252.47684686625
2020-11-02,49840.172037948294,47314.565642681046,44804.83350597866,48077.54939890139,45493.482189356575,42943.2841965208,45911.049678377916,43621.65887356305,41346.01516795428,48520.28678596264,47382.998619839294,46191.70246114433,58802.491946418646,17428.063751884558
2020-11-09,49954.988255620316,47423.56365062835,44908.04987354385,48188.30508354707,45598.28498878781,43042.21213485346,46016.814423118565,43722.14957565429,41441.26349642674,49101.916456508996,47950.99521883567,46745.41857586901,57897.27388427322,17823.28236054275
2020-11-16,52264.42124049312,49615.968172766414,46984.16149494147,50416.063814579036,47706.306371314895,45032.06555924976,48144.184537664914,45743.43669682979,43357.104620514794,51371.91169512008,50167.78304889583,48906.47226280791,63491.49692812237,17685.38660348912
2020-11-23,54733.90368287074,51960.31178848188,49204.15282226719,52798.21177391456,49960.41888568775,47159.82078169554,50418.98669937407,47904.80404952733,45405.718305913004,53594.45499209802,52338.23118408093,51022.35132044607,69939.66516981283,18100.473831574414
2020-11-30,55574.41585235667,52758.23175124474,49959.74828419482,53608.99880968301,50727.62782275425,47884.02279563294,51193.237557480425,48640.44627621301,46102.98373432997,54417.46940559256,53141.9546037455,51805.867647896375,70366.68814663115,18408.08744346328
2020-12-07,56317.357983742724,53463.52595081962,50627.63118146861,54325.66642060221,51405.776056195326,48524.15652280764,51877.610257403176,49290.69219016059,46719.30778332827,55144.944990981225,53852.37857156942,52498.43024416161,72137.96986846949,18231.36980400603
2020-12-14,59766.27774330934,56737.674768686986,53728.107549913024,57652.613406001044,54553.906635176834,51495.81443147811,55054.636337843665,52309.29335228249,49580.43532084006,58522.06524712876,57150.34103296123,55713.47583397047,78562.73601091265,18453.370665517985
2020-12-21,61173.19496494734,58073.29771128688,54992.88432123292,59009.774295653755,55838.12298009141,52708.04231150585,56350.64001950846,53540.670785307906,50747.57456629872,59899.69331015842,58495.678270911594,57024.98880730267,79062.71411859393,18444.378634503555
2020-12-28,60926.961397043866,57839.541810461946,54771.52766128604,58772.24890116809,55613.36407622347,52495.882568615096,56123.818138558825,53325.15955685293,50543.30607329181,59658.58582495129,58260.22220921932,56795.452546171895,80007.24053520913,18688.294206332113
