date,可口可乐,强生
2006-01-06,11.120637893676758,34.66289138793945
2006-01-13,11.093783378601074,34.23097229003906
2006-01-20,10.766151428222656,33.66619873046875
2006-01-27,11.271029472351074,32.50891876220703
2006-02-03,10.97830867767334,31.772478103637695
2006-02-10,11.05350399017334,32.33172607421875
2006-02-17,11.222684860229492,32.70824432373047
2006-02-24,11.340853691101074,32.16403579711914
2006-03-03,11.22537612915039,32.0025520324707
2006-03-10,11.485864639282227,32.87681198120117
2006-03-17,11.575135231018066,33.60072708129883
2006-03-24,11.539969444274902,33.628578186035156
2006-03-31,11.326264381408691,32.97705078125
2006-04-07,11.185603141784668,32.20302963256836
2006-04-13,11.161256790161133,32.24755859375
2006-04-21,11.320857048034668,32.50372314453125
2006-04-28,11.350613594055176,32.637367248535156
2006-05-05,11.553497314453125,32.68749237060547
2006-05-12,11.680632591247559,32.75986862182617
2006-05-19,11.807775497436523,33.3557014465332
2006-05-26,12.035005569458008,34.005401611328125
2006-06-02,11.872697830200195,34.033416748046875
2006-06-09,11.780717849731445,34.39203643798828
2006-06-16,11.773019790649414,34.560115814208984
2006-06-23,11.647686004638672,34.358402252197266
2006-06-30,11.721251487731934,33.57396697998047
2006-07-07,11.764842987060547,33.96617889404297
2006-07-14,11.620442390441895,33.87653732299805
2006-07-21,11.961014747619629,34.588130950927734
2006-07-28,12.129945755004883,35.25489807128906
2006-08-04,11.947393417358398,35.59668731689453
2006-08-11,11.922868728637695,35.56308364868164
2006-08-18,12.07272720336914,36.09538269042969
2006-08-25,12.129945755004883,36.445716857910156
2006-09-01,12.27978801727295,36.4738883972168
2006-09-08,12.151738166809082,35.837066650390625
2006-09-15,12.236446380615234,35.949790954589844
2006-09-22,12.069082260131836,36.04558181762695
2006-09-29,12.258393287658691,36.59787368774414
2006-10-06,12.280349731445312,36.66550064086914
2006-10-13,12.077322006225586,36.394989013671875
2006-10-20,12.826316833496094,38.67179489135742
2006-10-27,12.859247207641602,38.418174743652344
2006-11-03,12.757734298706055,38.21529769897461
2006-11-10,12.749502182006836,37.35866928100586
2006-11-17,12.9662446975708,37.894081115722656
2006-11-24,12.872962951660156,37.3203010559082
2006-12-01,12.862354278564453,37.38835144042969
2006-12-08,13.50865364074707,37.37700653076172
2006-12-15,13.51417350769043,37.5696907043457
2006-12-22,13.362265586853027,37.206974029541016
2006-12-29,13.326362609863281,37.416664123535156
2007-01-05,13.329123497009277,37.756717681884766
2007-01-12,13.409214973449707,37.768043518066406
2007-01-19,13.329123497009277,38.402828216552734
2007-01-26,13.210357666015625,37.44501495361328
2007-02-02,13.323600769042969,37.734046936035156
2007-02-09,13.191025733947754,37.17863082885742
2007-02-16,13.221409797668457,37.12762451171875
2007-02-23,13.052928924560547,36.56854248046875
2007-03-02,12.674543380737305,35.3144416809082
2007-03-09,13.13854694366455,35.422725677490234
2007-03-16,13.132237434387207,34.49357604980469
2007-03-23,13.365897178649902,34.49357604980469
2007-03-30,13.351993560791016,34.3510627746582
2007-04-05,13.774795532226562,35.08641815185547
2007-04-13,13.874939918518066,35.54244613647461
2007-04-20,14.489690780639648,37.12148666381836
2007-04-27,14.481342315673828,36.579933166503906
2007-05-04,14.80123233795166,36.756649017333984
2007-05-11,14.656585693359375,35.49685287475586
2007-05-18,14.63989543914795,36.15239715576172
2007-05-25,14.434052467346191,36.25709915161133
2007-06-01,14.687189102172852,36.38331985473633
2007-06-08,14.372856140136719,35.648895263671875
2007-06-15,14.443856239318848,36.01610565185547
2007-06-22,14.45505428314209,34.845584869384766
2007-06-29,14.648276329040527,35.35626983642578
2007-07-06,14.729483604431152,35.648895263671875
2007-07-13,14.872294425964355,36.394813537597656
2007-07-20,14.90029525756836,35.453819274902344
2007-07-27,14.639869689941406,34.29478073120117
2007-08-03,14.919898986816406,34.74232864379883
2007-08-10,15.395944595336914,35.08658218383789
2007-08-17,15.247529983520508,35.58578872680664
2007-08-24,15.121511459350586,35.74428176879883
2007-08-31,15.059913635253906,35.69230270385742
2007-09-07,15.286735534667969,35.628753662109375
2007-09-14,15.890658378601074,36.50675964355469
2007-09-21,15.932913780212402,37.61582946777344
2007-09-28,16.192129135131836,37.95085525512695
2007-10-05,16.361173629760742,38.26857376098633
2007-10-12,16.285106658935547,38.08949661254883
2007-10-19,16.555587768554688,37.10173416137695
2007-10-26,17.347299575805664,37.14216232299805
2007-11-02,17.048643112182617,37.419429779052734
2007-11-09,17.138805389404297,37.63893508911133
2007-11-16,17.64313316345215,39.13502883911133
2007-11-23,17.552968978881836,38.872737884521484
2007-11-30,17.591596603393555,39.372615814208984
2007-12-07,17.889036178588867,39.33773422241211
2007-12-14,18.076005935668945,39.285423278808594
2007-12-21,17.86637306213379,39.54118728637695
2007-12-28,17.639753341674805,39.16337203979492
2008-01-04,17.520774841308594,38.26826858520508
2008-01-11,18.06467056274414,39.4539794921875
2008-01-18,17.20633888244629,38.52983093261719
2008-01-25,16.546302795410156,36.3036994934082
2008-02-01,16.787080764770508,36.82680892944336
2008-02-08,16.78425407409668,36.053794860839844
2008-02-15,16.64544677734375,36.5594482421875
2008-02-22,16.50380516052246,36.965782165527344
2008-02-29,16.56045913696289,36.25198745727539
2008-03-07,16.670940399169922,35.988677978515625
2008-03-14,16.401817321777344,36.65568161010742
2008-03-20,17.402517318725586,38.252967834472656
2008-03-28,17.37401008605957,37.55087661743164
2008-04-04,17.17728614807129,38.457740783691406
2008-04-11,17.188697814941406,38.61570739746094
2008-04-18,17.13737678527832,38.914119720458984
2008-04-25,16.91499137878418,39.3821907043457
2008-05-02,16.755340576171875,39.93803405761719
2008-05-09,16.008380889892578,38.93751907348633
2008-05-16,16.27066993713379,39.01356506347656
2008-05-23,16.715429306030273,38.251522064208984
2008-05-30,16.324840545654297,39.32387924194336
2008-06-06,15.908587455749512,38.746463775634766
2008-06-13,15.904437065124512,39.04694747924805
2008-06-20,15.399362564086914,37.744808197021484
2008-06-27,14.877053260803223,37.45608901977539
2008-07-03,14.773737907409668,38.3693733215332
2008-07-11,14.426494598388672,39.04106903076172
2008-07-18,14.357616424560547,39.960235595703125
2008-07-25,14.94018840789795,40.67316818237305
2008-08-01,15.250126838684082,40.12520980834961
2008-08-08,15.901565551757812,42.157989501953125
2008-08-15,15.801132202148438,42.02836227416992
2008-08-22,15.603113174438477,42.35472106933594
2008-08-29,14.943058013916016,41.76761245727539
2008-09-05,14.902880668640137,41.909942626953125
2008-09-12,15.751649856567383,41.86251449584961
2008-09-19,15.237195014953613,41.506683349609375
2008-09-26,15.167825698852539,41.156795501708984
2008-10-03,15.19384765625,39.235347747802734
2008-10-10,11.994376182556152,33.12114715576172
2008-10-17,12.774739265441895,37.15377426147461
2008-10-24,12.026174545288086,36.05073165893555
2008-10-31,12.734272956848145,36.376914978027344
2008-11-07,13.367231369018555,35.71270751953125
2008-11-14,13.01172924041748,35.611881256103516
2008-11-21,12.716924667358398,34.891300201416016
2008-11-28,13.661613464355469,35.02884292602539
2008-12-05,13.40219497680664,34.81956100463867
2008-12-12,12.991202354431152,34.233558654785156
2008-12-19,12.950399398803711,35.1843147277832
2008-12-26,12.994123458862305,35.016883850097656
2009-01-02,13.378873825073242,36.26662826538086
2009-01-09,12.999947547912598,35.30988693237305
2009-01-16,12.778424263000488,34.3471565246582
2009-01-23,12.30040454864502,33.4681396484375
2009-01-30,12.451973915100098,34.49665069580078
2009-02-06,12.693900108337402,34.98698043823242
2009-02-13,12.781341552734375,34.14384460449219
