date,英伟达,英特尔
2015-01-02,0.4824230968952179,27.89645767211914
2015-01-09,0.47786954045295715,28.203350067138672
2015-01-16,0.478348970413208,27.965503692626953
2015-01-23,0.49632295966148376,27.965503692626953
2015-01-30,0.46013519167900085,25.34925651550293
2015-02-06,0.48889344930648804,25.731990814208984
2015-02-13,0.5346676111221313,26.551088333129883
2015-02-20,0.5353865027427673,26.589723587036133
2015-02-27,0.530711829662323,25.6933536529541
2015-03-06,0.5425000786781311,25.646995544433594
2015-03-13,0.5461087226867676,23.900615692138672
2015-03-20,0.564633309841156,24.19425392150879
2015-03-27,0.5143529176712036,24.727434158325195
2015-04-02,0.5066541433334351,23.807886123657227
2015-04-10,0.547552227973938,24.673349380493164
2015-04-17,0.534079909324646,25.090618133544922
2015-04-24,0.5299901962280273,24.78925895690918
2015-05-01,0.5473116636276245,25.824718475341797
2015-05-08,0.5011208653450012,25.52890396118164
2015-05-15,0.5124279260635376,25.67677879333496
2015-05-22,0.5041655898094177,26.03481674194336
2015-05-29,0.5348601341247559,26.82091522216797
2015-06-05,0.5380023717880249,24.78171157836914
2015-06-12,0.5102078318595886,24.376989364624023
2015-06-19,0.528576135635376,24.960723876953125
2015-06-26,0.5012651085853577,24.14349365234375
2015-07-02,0.493531197309494,23.78546714782715
2015-07-10,0.47733792662620544,22.703594207763672
2015-07-17,0.4850720465183258,22.93709373474121
2015-07-24,0.46936213970184326,21.839664459228516
2015-07-31,0.48217177391052246,22.532373428344727
2015-08-07,0.5554041266441345,22.664615631103516
2015-08-14,0.568938672542572,22.774490356445312
2015-08-21,0.5210919380187988,20.843914031982422
2015-08-28,0.5516732335090637,22.30362319946289
2015-09-04,0.527887761592865,22.382091522216797
2015-09-11,0.5497313737869263,23.127639770507812
2015-09-18,0.5652647018432617,22.774490356445312
2015-09-25,0.5730311870574951,22.609682083129883
2015-10-02,0.601913332939148,23.94382095336914
2015-10-09,0.632737398147583,25.223020553588867
2015-10-16,0.6761816143989563,25.929332733154297
2015-10-23,0.6938994526863098,27.389022827148438
2015-10-30,0.6885598301887512,26.572856903076172
2015-11-06,0.7657408118247986,26.744234085083008
2015-11-13,0.7232670187950134,25.376991271972656
2015-11-20,0.7647501230239868,27.39228630065918
2015-11-27,0.7647501230239868,27.23423194885254
2015-12-04,0.8222467303276062,27.613574981689453
2015-12-11,0.7915495038032532,27.084068298339844
2015-12-18,0.7830227613449097,26.7679443359375
2015-12-24,0.80811607837677,27.645193099975586
2015-12-31,0.8030000925064087,27.2263240814209
2016-01-08,0.7218716740608215,24.902801513671875
2016-01-15,0.660477340221405,23.51974868774414
2016-01-22,0.6931236386299133,23.65410614013672
2016-01-29,0.7135882377624512,24.515552520751953
2016-02-05,0.6439104080200195,23.152729034423828
2016-02-12,0.6268565654754639,22.833816528320312
2016-02-19,0.7416057586669922,22.88962745666504
2016-02-26,0.7718155980110168,23.758651733398438
2016-03-04,0.7959005236625671,24.42038345336914
2016-03-11,0.78783118724823,25.321308135986328
2016-03-18,0.8267092704772949,26.054792404174805
2016-03-24,0.8430922031402588,25.41697120666504
2016-04-01,0.8839262127876282,25.871421813964844
2016-04-08,0.8719450235366821,25.2176570892334
2016-04-15,0.9078887104988098,25.08211898803711
2016-04-22,0.8868603706359863,25.225631713867188
2016-04-29,0.8687660694122314,24.141347885131836
2016-05-06,0.8638758659362793,24.156877517700195
2016-05-13,1.0020275115966797,24.052337646484375
2016-05-20,1.0839403867721558,24.245330810546875
2016-05-27,1.1252440214157104,25.387231826782227
2016-06-03,1.1394625902175903,25.42744255065918
2016-06-10,1.1325985193252563,25.765188217163086
2016-06-17,1.1453461647033691,25.540023803710938
2016-06-24,1.1210765838623047,25.371150970458984
2016-07-01,1.1438753604888916,26.336143493652344
2016-07-08,1.246593713760376,27.341331481933594
2016-07-15,1.2919467687606812,28.2017822265625
2016-07-22,1.3402413129806519,27.872079849243164
2016-07-29,1.3998134136199951,28.032915115356445
2016-08-05,1.4267797470092773,28.342632293701172
2016-08-12,1.5454330444335938,28.01043701171875
2016-08-19,1.5263115167617798,28.553308486938477
2016-08-26,1.5234754085540771,28.569501876831055
2016-09-02,1.5357553958892822,29.233917236328125
2016-09-09,1.4618287086486816,28.715360641479492
2016-09-16,1.5433690547943115,30.52220916748047
2016-09-23,1.5951913595199585,30.133298873901367
