date,AAVE,ADA,APT,AR,ARB,AVAX,BTC,DOT,DYDX,ETH,FIL,GALA,JUP,LDO,LINK,POL,NEAR,OKB,ONDO,OP,RENDER,SOL,TAO,TIA,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,RON,XRP,GLM,BCH,ICP,ETHFI,PENDLE,ONT,BNB,FET,RAY,GT,CFG
2026-04-10,90.28,0.2424,0.91,2.05,0.1215,9.0,73801.79,1.24,0.13382,2263.27,0.907,0.00317,0.1687,0.3586,9.06,0.09086,1.325,83.9,0.2503,0.1204,1.728,83.47,,0.3696,1.288,0.3291,3.231,301.41,3.18,0.1666,54.06,0.09658,1.3942,0.1265,435.1,2.408,0.473,1.309,0.07622,625.7,0.2185,0.633,7.1,0.26455
2026-04-17,96.53,0.2522,0.983,1.97,0.1295,9.45,78657.55,1.26,0.15907,2369.44,0.943,0.0034,0.1828,0.4474,9.48,0.09225,1.394,84.69,0.2672,0.1258,1.823,86.93,,0.3564,1.316,0.3234,3.283,355.09,3.74,0.1708,56.28,0.1012,1.4307,0.1368,454.9,2.445,0.4473,1.308,0.07198,632.0,0.2104,0.751,7.36,0.21981
2026-04-24,92.43,0.2495,0.986,2.13,0.1173,9.08,78568.57,1.209,0.14541,2322.65,0.924,0.00309,0.1773,0.3652,9.13,0.09669,1.275,85.69,0.2873,0.1229,1.826,83.91,,0.3474,1.353,0.3385,3.234,413.2,3.74,0.1579,55.29,0.09424,1.388,0.1389,443.2,2.344,0.4152,1.576,0.06882,619.9,0.2086,0.811,7.3,0.20706
2026-05-01,102.15,0.2824,1.153,2.52,0.1441,10.23,82210.07,1.383,0.1706,2371.27,1.147,0.00407,0.2649,0.4137,10.72,0.10311,1.564,88.67,0.4238,0.1633,2.015,96.47,,0.4543,2.483,0.3506,3.994,592.8,4.281,0.1696,60.43,0.11205,1.4734,0.1494,464.3,3.374,0.4635,1.981,0.06534,655.4,0.2384,0.878,7.52,0.30756
2026-05-08,89.19,0.2521,0.93,2.09,0.1165,9.2,77457.67,1.25,0.13553,2131.0,0.942,0.00331,0.1944,0.349,9.57,0.09214,1.508,83.5,0.3461,0.1283,1.792,85.24,,0.381,1.916,0.3553,3.47,535.95,4.558,0.1494,54.57,0.09155,1.4016,0.1328,404.8,2.543,0.3885,1.853,0.05817,652.3,0.1954,0.7,7.15,0.25928
2026-05-15,85.59,0.2423,0.946,2.06,0.1057,9.212,77064.96,1.246,0.14611,2099.85,0.956,0.00317,0.2011,0.3418,9.431,0.09055,2.395,82.39,0.4401,0.1256,2.019,85.27,,0.4153,1.765,0.3657,3.386,662.87,5.135,0.1475,52.76,0.08741,1.351,0.139,347.0,2.56,0.3692,1.817,0.05768,655.5,0.2123,0.755,7.01,0.28751
2026-05-22,82.16,0.2357,0.946,2.24,0.1037,8.983,73674.39,1.188,0.19084,2007.01,0.937,0.00315,0.1914,0.3279,9.148,0.09039,2.32,91.9,0.3643,0.1186,2.09,82.44,,0.401,1.895,0.3514,3.024,569.01,6.543,0.2599,52.07,0.07762,1.333,0.1349,302.9,2.726,0.3685,1.342,0.05156,720.9,0.2657,0.716,7.15,0.26745
2026-05-29,63.72,0.1653,0.672,1.985,0.0831,6.819,63332.01,0.974,0.14514,1690.51,0.773,0.00263,0.1568,0.272,7.918,0.07909,2.059,71.33,0.3495,0.0975,1.682,66.5,,0.3181,1.7,0.3268,2.573,440.6,5.433,0.2059,42.83,0.06482,1.1556,0.1126,230.3,2.381,0.3008,1.256,0.04622,591.4,0.215,0.588,6.43,0.20328
2026-06-05,68.36,0.183,0.681,2.066,0.0858,6.79,65746.45,0.998,0.12366,1725.62,0.794,0.00273,0.1797,0.269,8.181,0.07528,2.218,73.77,0.3679,0.1085,1.807,71.28,,0.3509,1.754,0.3218,2.592,472.64,5.232,0.191,45.41,0.05893,1.1861,0.1129,210.7,2.521,0.3097,1.297,0.04762,608.3,0.1994,0.624,6.8,0.21795
2026-06-12,73.97,0.1566,0.648,1.955,0.0819,6.113,63311.99,0.941,0.12017,1706.94,0.782,0.00257,0.2141,0.2677,7.783,0.08003,2.102,76.31,0.3298,0.0998,1.654,72.46,,0.364,1.643,0.3278,2.984,434.39,4.819,0.2098,44.47,0.06143,1.1248,0.1049,194.9,2.211,0.3476,1.461,0.04641,589.9,0.1891,0.621,6.68,0.22371
2026-06-19,91.7,0.1438,0.574,1.842,0.0739,6.448,59577.01,0.81,0.15359,1571.96,0.717,0.002259,0.2107,0.2448,7.268,0.07171,1.834,77.83,0.3098,0.1,1.544,71.38,,0.3753,1.589,0.3222,2.926,376.41,4.555,0.173,42.53,0.0573,1.0485,0.0971,191.0,2.145,0.3419,1.245,0.04282,554.5,0.1725,0.6138,6.51,0.1981
2026-06-26,89.12,0.1895,0.633,2.036,0.0805,6.924,63650.0,0.881,0.13057,1785.65,0.8,0.00232,0.2439,0.2744,8.063,0.07324,2.017,79.84,0.333,0.1085,1.617,81.59,212.4,0.3981,1.6,0.3292,3.176,462.23,4.814,0.2034,45.82,0.06066,1.1572,0.1023,244.4,2.209,0.4233,1.415,0.04516,587.3,0.1762,0.7254,6.75,0.19938
2026-07-03,96.91,0.1621,0.611,1.951,0.0932,6.407,63780.0,0.844,0.1309,1806.8,0.772,0.002052,0.2014,0.3073,7.997,0.08002,1.889,80.77,0.3229,0.1001,1.527,76.92,212.4,0.3986,1.646,0.3316,3.593,533.53,4.873,0.1865,44.01,0.05528,1.0858,0.0994,240.3,2.222,0.4264,1.548,0.0453,581.2,0.1599,0.6834,6.69,0.18218
2026-07-10,89.56,0.1663,0.596,1.883,0.0891,6.465,64722.54,0.82,0.11934,1872.23,0.72,0.002014,0.1961,0.3546,8.385,0.08094,1.917,80.32,0.3456,0.095,1.482,76.38,197.6,0.3615,1.439,0.327,3.518,548.21,5.11,0.1882,47.07,0.05425,1.0978,0.099,215.3,2.139,0.4482,1.549,0.043,570.2,0.1571,0.6781,6.72,0.1649
2026-07-17,101.47,0.166,0.628,1.884,0.0833,6.746,65399.99,0.828,0.12717,1954.72,0.7451,0.002009,0.1918,0.3807,8.825,0.07697,1.837,84.8,0.4051,0.0952,1.488,76.76,198.2,0.3506,1.521,0.3324,3.893,508.31,5.009,0.1826,47.84,0.05283,1.1131,0.1011,217.1,2.196,0.419,1.529,0.04224,574.0,0.1578,0.6402,6.7,0.18408
2026-07-24,99.44,0.1707,0.577,1.739,0.0781,6.458,64786.04,0.775,0.11072,1922.5,0.7255,0.001782,0.1967,0.3729,8.471,0.07311,1.695,85.77,0.4211,0.0892,1.422,74.55,192.7,0.3319,1.415,0.3291,4.399,473.12,5.075,0.1742,44.69,0.04811,1.0869,0.0919,212.9,2.077,0.4017,1.368,0.03748,586.5,0.1417,0.6127,6.46,0.17584
2026-07-31,90.65,0.1945,0.59,1.784,0.0778,6.421,64901.59,0.799,0.11363,1910.65,0.7007,0.001764,0.1806,0.2827,8.187,0.07727,1.6,94.46,0.3484,0.0881,1.298,76.27,208.9,0.3209,1.425587,0.3299,3.989,509.89,4.299,0.1627,45.46,0.05263,1.0299,0.0919,214.8,2.169,0.3932,1.398,0.03883,608.5,0.1381,0.6319,6.73,0.16214
2026-08-07,89.42,0.1954,0.592,1.823,0.0807,6.466,63933.29,0.802,0.11596,1873.5,0.6987,0.001813,0.1817,0.2938,8.257,0.07544,1.612,93.6,0.346,0.0919,1.289,75.93,197.3,0.3267,1.351,0.3311,3.928,495.99,4.631,0.159,44.84,0.04905,1.0134,0.0892,204.0,2.261,0.5125,1.3,0.03855,607.6,0.1238,0.6136,6.69,0.15296
2026-08-14,139.83,0.2246,0.6512,2.248,0.10206,7.556,77157.7,0.9269,0.12273,2438.59,0.7705,0.001982,0.2128,0.3913,11.46,0.10735,1.95,109.81,0.3845,0.11247,1.504,95.35,232.4,0.3859,1.51,0.34342,4.556,835.45,5.216,0.19897,52.03,0.05651,1.4969,0.10901,273.2,2.419,0.6218,1.926,0.04856,695.0,0.1647,0.7724,7.83,0.14839
2026-08-21,143.02,0.2194,0.6209,2.163,0.09973,7.476,76989.9,0.9079,0.11928,2442.67,0.7561,0.001919,0.2078,0.3922,11.514,0.10757,1.996,114.23,0.3705,0.10919,1.475,93.59,235.1,0.3723,1.469,0.34395,4.448,832.73,5.247,0.1942,51.88,0.05492,1.4653,0.10703,268.6,2.389,0.627,1.779,0.04824,697.9,0.1655,0.7705,8.04,0.11407
2026-08-28,122.95,0.1944,0.519,2.065,0.0853,7.159,77945.99,0.824,0.10731,2444.01,0.6696,0.001702,0.2081,0.3459,11.213,0.08836,1.839,111.09,0.3429,0.0865,1.404,102.59,226.7,0.3248,1.33,0.3321,5.074,823.35,4.958,0.1752,48.28,0.05183,1.3658,0.106,244.8,2.382,0.5394,1.725,0.0523,686.37,0.1502,0.778,7.94,0.10776
