universe,grp,rate,yrs,start,deep,mult
B_natural25,RENDER+SOL+UNI+XLM,38.68,8.28,2018-05-25,False,14.992516556547244
B_natural25,FIL+SOL+UNI+XLM,61.03,8.28,2018-05-25,False,51.66402590900107
B_natural25,SOL+UNI+XLM+ZEC,48.74,8.28,2018-05-25,True,26.773305575333236
B_natural25,BNB+SOL+UNI+XLM,63.23,8.84,2017-11-03,False,76.05921323882825
B_natural25,BCH+SOL+UNI+XLM,29.77,8.28,2018-05-25,True,8.651337253552231
B_natural25,AAVE+LINK+SOL+XLM,41.32,8.28,2018-05-25,False,17.526130702559602
B_natural25,HYPE+LINK+SOL+XLM,43.98,8.28,2018-05-25,False,20.452290899487945
B_natural25,LINK+RAY+SOL+XLM,53.67,8.28,2018-05-25,False,35.07176930169542
B_natural25,GLM+LINK+SOL+XLM,47.46,8.28,2018-05-25,False,24.924279961545995
B_natural25,LINK+RENDER+SOL+XLM,53.26,8.28,2018-05-25,False,34.30446413832379
B_natural25,FIL+LINK+SOL+XLM,80.19,8.28,2018-05-25,False,131.05393759870012
B_natural25,LINK+SOL+XLM+ZEC,57.88,8.28,2018-05-25,True,43.86807070212628
B_natural25,BNB+LINK+SOL+XLM,70.85,8.84,2017-11-03,False,113.84565258839656
B_natural25,BCH+LINK+SOL+XLM,40.79,8.28,2018-05-25,True,16.98926450697965
B_natural25,AAVE+HYPE+SOL+XLM,34.87,8.28,2018-05-25,False,11.904171092493877
B_natural25,AAVE+RAY+SOL+XLM,42.62,8.28,2018-05-25,False,18.906623586592833
B_natural25,AAVE+GLM+SOL+XLM,37.25,8.28,2018-05-25,False,13.75948831831522
B_natural25,AAVE+RENDER+SOL+XLM,42.0,8.28,2018-05-25,False,18.236751969775703
B_natural25,AAVE+FIL+SOL+XLM,66.88,8.28,2018-05-25,False,69.4236638868084
B_natural25,AAVE+SOL+XLM+ZEC,49.85,8.28,2018-05-25,True,28.473304166071916
B_natural25,AAVE+BNB+SOL+XLM,63.46,8.84,2017-11-03,False,77.01185990420653
B_natural25,AAVE+BCH+SOL+XLM,31.87,8.28,2018-05-25,True,9.881182743197511
B_natural25,HYPE+RAY+SOL+XLM,44.48,8.28,2018-05-25,False,21.04786400378083
B_natural25,GLM+HYPE+SOL+XLM,36.5,8.28,2018-05-25,False,13.149170399112663
B_natural25,HYPE+RENDER+SOL+XLM,42.99,8.28,2018-05-25,False,19.31661018921103
B_natural25,FIL+HYPE+SOL+XLM,67.63,8.28,2018-05-25,False,72.04974510330501
B_natural25,HYPE+SOL+XLM+ZEC,50.59,8.28,2018-05-25,True,29.658691295796412
B_natural25,BNB+HYPE+SOL+XLM,65.58,8.84,2017-11-03,False,86.30374544070212
B_natural25,BCH+HYPE+SOL+XLM,33.2,8.28,2018-05-25,True,10.737297383443092
B_natural25,GLM+RAY+SOL+XLM,42.07,8.28,2018-05-25,False,18.311322445237643
B_natural25,RAY+RENDER+SOL+XLM,42.07,8.28,2018-05-25,False,18.311322445237643
B_natural25,FIL+RAY+SOL+XLM,60.32,8.28,2018-05-25,False,49.80789532871605
B_natural25,RAY+SOL+XLM+ZEC,63.56,8.28,2018-05-25,True,58.782276813235775
B_natural25,BNB+RAY+SOL+XLM,81.23,8.84,2017-11-03,False,191.75822435989912
B_natural25,BCH+RAY+SOL+XLM,39.72,8.28,2018-05-25,True,15.949277607039356
B_natural25,GLM+RENDER+SOL+XLM,39.54,8.28,2018-05-25,False,15.779941555291506
B_natural25,FIL+GLM+SOL+XLM,59.0,8.28,2018-05-25,False,46.51234003120031
B_natural25,GLM+SOL+XLM+ZEC,54.63,8.28,2018-05-25,True,36.92770338250166
B_natural25,BNB+GLM+SOL+XLM,68.19,8.84,2017-11-03,False,99.09996653840588
B_natural25,BCH+GLM+SOL+XLM,33.49,8.28,2018-05-25,True,10.932399905568255
B_natural25,FIL+RENDER+SOL+XLM,57.44,8.28,2018-05-25,False,42.865991292215064
B_natural25,RENDER+SOL+XLM+ZEC,62.16,8.28,2018-05-25,True,54.74369803942206
B_natural25,BNB+RENDER+SOL+XLM,75.16,8.84,2017-11-03,False,141.89426372170945
B_natural25,BCH+RENDER+SOL+XLM,38.59,8.28,2018-05-25,True,14.912143994898855
B_natural25,FIL+SOL+XLM+ZEC,88.22,8.28,2018-05-25,True,188.03234747461204
B_natural25,BNB+FIL+SOL+XLM,102.34,8.84,2017-11-03,False,507.8817783647113
B_natural25,BCH+FIL+SOL+XLM,61.08,8.28,2018-05-25,True,51.797001731551
B_natural25,BNB+SOL+XLM+ZEC,73.79,8.84,2017-11-03,True,132.37899621392458
B_natural25,BCH+SOL+XLM+ZEC,47.69,8.28,2018-05-25,True,25.24800277585598
B_natural25,BCH+BNB+SOL+XLM,61.63,8.84,2017-11-03,True,69.71628565588698
B_natural25,LTC+POL+SOL+XRP,52.45,8.74,2017-12-08,False,39.85967257117153
B_natural25,LTC+SOL+UNI+XRP,36.1,8.74,2017-12-08,False,14.788360000430465
B_natural25,LINK+LTC+SOL+XRP,48.02,8.74,2017-12-08,False,30.803516281529934
B_natural25,AAVE+LTC+SOL+XRP,39.41,8.74,2017-12-08,False,18.244372204031986
B_natural25,HYPE+LTC+SOL+XRP,39.85,8.74,2017-12-08,False,18.753830824490347
B_natural25,LTC+RAY+SOL+XRP,41.1,8.74,2017-12-08,False,20.270576495628983
B_natural25,GLM+LTC+SOL+XRP,37.08,8.74,2017-12-08,False,15.745396334146285
B_natural25,LTC+RENDER+SOL+XRP,39.22,8.74,2017-12-08,False,18.028194761282734
B_natural25,FIL+LTC+SOL+XRP,53.23,8.74,2017-12-08,False,41.67780379596394
B_natural25,LTC+SOL+XRP+ZEC,54.9,8.74,2017-12-08,True,45.81939929980646
B_natural25,BNB+LTC+SOL+XRP,75.6,8.84,2017-11-03,False,145.07637061785448
B_natural25,BCH+LTC+SOL+XRP,34.83,8.74,2017-12-08,True,13.624931004001288
B_natural25,LTC+POL+SOL+UNI,49.23,8.74,2017-12-08,False,33.07521338630568
B_natural25,LINK+LTC+POL+SOL,61.34,8.74,2017-12-08,False,65.41322177027654
B_natural25,AAVE+LTC+POL+SOL,53.74,8.74,2017-12-08,False,42.90592829723394
B_natural25,HYPE+LTC+POL+SOL,53.77,8.74,2017-12-08,False,42.979158645549695
B_natural25,LTC+POL+RAY+SOL,55.38,8.74,2017-12-08,False,47.075324627755926
B_natural25,GLM+LTC+POL+SOL,51.1,8.74,2017-12-08,False,36.87834461460464
B_natural25,LTC+POL+RENDER+SOL,53.08,8.74,2017-12-08,False,41.32256619569276
B_natural25,FIL+LTC+POL+SOL,70.83,8.74,2017-12-08,False,107.79797219656577
B_natural25,LTC+POL+SOL+ZEC,70.8,8.74,2017-12-08,True,107.6326298878672
B_natural25,BNB+LTC+POL+SOL,95.37,8.84,2017-11-03,False,372.5491941159361
B_natural25,BCH+LTC+POL+SOL,49.43,8.74,2017-12-08,True,33.46465414754897
B_natural25,LINK+LTC+SOL+UNI,45.56,8.74,2017-12-08,False,26.606484179983003
B_natural25,AAVE+LTC+SOL+UNI,34.58,8.74,2017-12-08,False,13.405708741086242
B_natural25,HYPE+LTC+SOL+UNI,36.86,8.74,2017-12-08,False,15.525904899868218
B_natural25,LTC+RAY+SOL+UNI,37.17,8.74,2017-12-08,False,15.835977341638687
B_natural25,GLM+LTC+SOL+UNI,33.54,8.74,2017-12-08,False,12.52689364970148
B_natural25,LTC+RENDER+SOL+UNI,35.54,8.74,2017-12-08,False,14.264934655697399
B_natural25,FIL+LTC+SOL+UNI,49.82,8.74,2017-12-08,False,34.23576120497992
B_natural25,LTC+SOL+UNI+ZEC,53.03,8.74,2017-12-08,True,41.2047509873371
B_natural25,BNB+LTC+SOL+UNI,69.88,8.84,2017-11-03,False,108.25737955845165
B_natural25,BCH+LTC+SOL+UNI,32.2,8.74,2017-12-08,True,11.469986797492814
B_natural25,AAVE+LINK+LTC+SOL,48.8,8.74,2017-12-08,False,32.25147776076688
B_natural25,HYPE+LINK+LTC+SOL,49.71,8.74,2017-12-08,False,34.01669237552029
B_natural25,LINK+LTC+RAY+SOL,50.13,8.74,2017-12-08,False,34.85987418978403
B_natural25,GLM+LINK+LTC+SOL,47.48,8.74,2017-12-08,False,29.835103369753714
B_natural25,LINK+LTC+RENDER+SOL,49.31,8.74,2017-12-08,False,33.23050539042964
B_natural25,FIL+LINK+LTC+SOL,66.24,8.74,2017-12-08,False,84.96274476358012
B_natural25,LINK+LTC+SOL+ZEC,65.56,8.74,2017-12-08,True,81.97290968622042
B_natural25,BNB+LINK+LTC+SOL,83.34,8.84,2017-11-03,False,212.41925767181502
B_natural25,BCH+LINK+LTC+SOL,44.66,8.74,2017-12-08,True,25.202611630659298
B_natural25,AAVE+HYPE+LTC+SOL,39.9,8.74,2017-12-08,False,18.812513502927555
B_natural25,AAVE+LTC+RAY+SOL,39.97,8.74,2017-12-08,False,18.894942435207156
B_natural25,AAVE+GLM+LTC+SOL,37.7,8.74,2017-12-08,False,16.378821045404752
B_natural25,AAVE+LTC+RENDER+SOL,39.09,8.74,2017-12-08,False,17.88159392694626
B_natural25,AAVE+FIL+LTC+SOL,55.04,8.74,2017-12-08,False,46.18260856495534
B_natural25,AAVE+LTC+SOL+ZEC,56.31,8.74,2017-12-08,True,49.59573255116583
B_natural25,AAVE+BNB+LTC+SOL,74.23,8.84,2017-11-03,False,135.37134993144204
B_natural25,AAVE+BCH+LTC+SOL,35.49,8.74,2017-12-08,True,14.21900810755857
B_natural25,HYPE+LTC+RAY+SOL,40.46,8.74,2017-12-08,False,19.48095683507773
B_natural25,GLM+HYPE+LTC+SOL,35.77,8.74,2017-12-08,False,14.477893224038645
B_natural25,HYPE+LTC+RENDER+SOL,38.97,8.74,2017-12-08,False,17.747208137121845
B_natural25,FIL+HYPE+LTC+SOL,54.76,8.74,2017-12-08,False,45.458721990714864
B_natural25,HYPE+LTC+SOL+ZEC,55.11,8.74,2017-12-08,True,46.36516751038472
B_natural25,BNB+HYPE+LTC+SOL,73.37,8.84,2017-11-03,False,129.57753406215616
B_natural25,BCH+HYPE+LTC+SOL,35.3,8.74,2017-12-08,True,14.045679111165143
B_natural25,GLM+LTC+RAY+SOL,37.19,8.74,2017-12-08,False,15.856169011133874
B_natural25,LTC+RAY+RENDER+SOL,35.95,8.74,2017-12-08,False,14.646515387910615
B_natural25,FIL+LTC+RAY+SOL,48.34,8.74,2017-12-08,False,31.390434030827453
B_natural25,LTC+RAY+SOL+ZEC,58.12,8.74,2017-12-08,True,54.84596492211668
B_natural25,BNB+LTC+RAY+SOL,76.0,8.84,2017-11-03,False,148.02394807661207
B_natural25,BCH+LTC+RAY+SOL,35.59,8.74,2017-12-08,True,14.310992522790775
B_natural25,GLM+LTC+RENDER+SOL,34.82,8.74,2017-12-08,False,13.616101535573048
B_natural25,FIL+GLM+LTC+SOL,47.51,8.74,2017-12-08,False,29.888188026637813
B_natural25,GLM+LTC+SOL+ZEC,53.3,8.74,2017-12-08,True,41.84450487409836
B_natural25,BNB+GLM+LTC+SOL,69.77,8.84,2017-11-03,False,107.63928049766179
B_natural25,BCH+GLM+LTC+SOL,32.17,8.74,2017-12-08,True,11.447257669547774
B_natural25,FIL+LTC+RENDER+SOL,45.9,8.74,2017-12-08,False,27.154590079318726
B_natural25,LTC+RENDER+SOL+ZEC,56.49,8.74,2017-12-08,True,50.09712480860914
B_natural25,BNB+LTC+RENDER+SOL,72.42,8.84,2017-11-03,False,123.4339833256887
B_natural25,BCH+LTC+RENDER+SOL,34.37,8.74,2017-12-08,True,13.223982079118707
B_natural25,FIL+LTC+SOL+ZEC,72.27,8.74,2017-12-08,True,116.00384209766227
B_natural25,BNB+FIL+LTC+SOL,89.67,8.84,2017-11-03,False,286.7530294214969
B_natural25,BCH+FIL+LTC+SOL,48.71,8.74,2017-12-08,True,32.0813856160966
B_natural25,BNB+LTC+SOL+ZEC,85.74,8.84,2017-11-03,True,238.30003180725618
B_natural25,BCH+LTC+SOL+ZEC,50.31,8.74,2017-12-08,True,35.226867491175554
B_natural25,BCH+BNB+LTC+SOL,66.97,8.84,2017-11-03,True,92.92313918063951
B_natural25,POL+SOL+UNI+XRP,37.15,8.36,2018-04-27,False,14.026747778979592
B_natural25,LINK+POL+SOL+XRP,39.45,8.36,2018-04-27,False,16.119026731436573
B_natural25,AAVE+POL+SOL+XRP,36.7,8.36,2018-04-27,False,13.646610048900072
B_natural25,HYPE+POL+SOL+XRP,39.42,8.36,2018-04-27,False,16.09005969758686
B_natural25,POL+RAY+SOL+XRP,58.14,8.36,2018-04-27,False,46.13057841401759
B_natural25,GLM+POL+SOL+XRP,48.16,8.36,2018-04-27,False,26.749206513243564
B_natural25,POL+RENDER+SOL+XRP,56.55,8.36,2018-04-27,False,42.39353984642225
B_natural25,FIL+POL+SOL+XRP,86.56,8.36,2018-04-27,False,183.67199217542844
B_natural25,POL+SOL+XRP+ZEC,49.0,8.36,2018-04-27,True,28.043822131462463
B_natural25,BNB+POL+SOL+XRP,66.86,8.84,2017-11-03,False,92.3833688027289
B_natural25,BCH+POL+SOL+XRP,39.13,8.36,2018-04-27,True,15.812398969666138
B_natural25,LINK+SOL+UNI+XRP,33.78,8.36,2018-04-27,False,11.392797074637691
B_natural25,AAVE+SOL+UNI+XRP,25.06,8.36,2018-04-27,False,6.485000703327198
B_natural25,HYPE+SOL+UNI+XRP,28.88,8.36,2018-04-27,False,8.339711155034996
B_natural25,RAY+SOL+UNI+XRP,39.89,8.36,2018-04-27,False,16.54918316245392
B_natural25,GLM+SOL+UNI+XRP,32.23,8.36,2018-04-27,False,10.33519756120518
B_natural25,RENDER+SOL+UNI+XRP,38.9,8.36,2018-04-27,False,15.595193739071785
B_natural25,FIL+SOL+UNI+XRP,62.6,8.36,2018-04-27,False,58.205995972317886
B_natural25,SOL+UNI+XRP+ZEC,41.73,8.36,2018-04-27,True,18.45952579822188
B_natural25,BNB+SOL+UNI+XRP,57.36,8.84,2017-11-03,False,55.02322312436113
B_natural25,BCH+SOL+UNI+XRP,26.38,8.36,2018-04-27,True,7.079963432465881
B_natural25,AAVE+LINK+SOL+XRP,32.17,8.36,2018-04-27,False,10.29605752597758
B_natural25,HYPE+LINK+SOL+XRP,35.69,8.36,2018-04-27,False,12.826257749430146
B_natural25,LINK+RAY+SOL+XRP,52.71,8.36,2018-04-27,False,34.4454695258385
B_natural25,GLM+LINK+SOL+XRP,44.66,8.36,2018-04-27,False,21.903480576326952
B_natural25,LINK+RENDER+SOL+XRP,52.79,8.36,2018-04-27,False,34.596616086055775
B_natural25,FIL+LINK+SOL+XRP,81.49,8.36,2018-04-27,False,145.8843072321681
B_natural25,LINK+SOL+XRP+ZEC,44.24,8.36,2018-04-27,True,21.377482847861685
B_natural25,BNB+LINK+SOL+XRP,57.09,8.84,2017-11-03,False,54.19423509078919
B_natural25,BCH+LINK+SOL+XRP,34.67,8.36,2018-04-27,True,12.042159927482649
B_natural25,AAVE+HYPE+SOL+XRP,28.8,8.36,2018-04-27,False,8.2965324252923
B_natural25,AAVE+RAY+SOL+XRP,42.17,8.36,2018-04-27,False,18.944126025226726
B_natural25,AAVE+GLM+SOL+XRP,35.29,8.36,2018-04-27,False,12.51356993408484
B_natural25,AAVE+RENDER+SOL+XRP,42.02,8.36,2018-04-27,False,18.777678086363945
B_natural25,AAVE+FIL+SOL+XRP,68.43,8.36,2018-04-27,False,78.13877361409922
B_natural25,AAVE+SOL+XRP+ZEC,39.98,8.36,2018-04-27,True,16.63840416294442
B_natural25,AAVE+BNB+SOL+XRP,53.06,8.84,2017-11-03,False,43.070261393232435
B_natural25,AAVE+BCH+SOL+XRP,27.31,8.36,2018-04-27,True,7.527498049630385
B_natural25,HYPE+RAY+SOL+XRP,43.94,8.36,2018-04-27,False,21.008610350194814
B_natural25,GLM+HYPE+SOL+XRP,34.57,8.36,2018-04-27,False,11.967608957329642
B_natural25,HYPE+RENDER+SOL+XRP,42.89,8.36,2018-04-27,False,19.76129270038124
B_natural25,FIL+HYPE+SOL+XRP,69.01,8.36,2018-04-27,False,80.41696503451782
B_natural25,HYPE+SOL+XRP+ZEC,41.78,8.36,2018-04-27,True,18.51403865103649
B_natural25,BNB+HYPE+SOL+XRP,56.86,8.84,2017-11-03,False,53.496816950541756
B_natural25,BCH+HYPE+SOL+XRP,28.99,8.36,2018-04-27,True,8.39940490307519
B_natural25,GLM+RAY+SOL+XRP,42.21,8.36,2018-04-27,False,18.98873092571749
B_natural25,RAY+RENDER+SOL+XRP,42.98,8.36,2018-04-27,False,19.86558905176368
B_natural25,FIL+RAY+SOL+XRP,61.66,8.36,2018-04-27,False,55.45203931875717
B_natural25,RAY+SOL+XRP+ZEC,62.27,8.36,2018-04-27,True,57.225771223718304
B_natural25,BNB+RAY+SOL+XRP,82.93,8.84,2017-11-03,False,208.25662209848383
B_natural25,BCH+RAY+SOL+XRP,39.41,8.36,2018-04-27,True,16.080414209156014
B_natural25,GLM+RENDER+SOL+XRP,40.09,8.36,2018-04-27,False,16.748026947582616
B_natural25,FIL+GLM+SOL+XRP,60.39,8.36,2018-04-27,False,51.9137166741638
B_natural25,GLM+SOL+XRP+ZEC,51.52,8.36,2018-04-27,True,32.26479272551426
B_natural25,BNB+GLM+SOL+XRP,66.16,8.84,2017-11-03,False,89.01313857234739
B_natural25,BCH+GLM+SOL+XRP,32.05,8.36,2018-04-27,True,10.218168742708366
B_natural25,FIL+RENDER+SOL+XRP,59.09,8.36,2018-04-27,False,48.49919075842403
B_natural25,RENDER+SOL+XRP+ZEC,61.45,8.36,2018-04-27,True,54.852710482249144
B_natural25,BNB+RENDER+SOL+XRP,75.75,8.84,2017-11-03,False,146.17555445890318
B_natural25,BCH+RENDER+SOL+XRP,38.71,8.36,2018-04-27,True,15.417749020178313
B_natural25,FIL+SOL+XRP+ZEC,89.46,8.36,2018-04-27,True,208.95202080404445
B_natural25,BNB+FIL+SOL+XRP,105.62,8.84,2017-11-03,False,585.4606850186224
B_natural25,BCH+FIL+SOL+XRP,62.53,8.36,2018-04-27,True,57.99684323611376
B_natural25,BNB+SOL+XRP+ZEC,59.78,8.84,2017-11-03,True,62.97064832993026
B_natural25,BCH+SOL+XRP+ZEC,41.03,8.36,2018-04-27,True,17.711045117621094
B_natural25,BCH+BNB+SOL+XRP,55.13,8.84,2017-11-03,True,48.50101257396603
B_natural25,LINK+POL+SOL+UNI,48.09,7.65,2019-01-11,False,20.16145442340671
B_natural25,AAVE+POL+SOL+UNI,49.67,7.38,2019-04-19,False,19.61076425174536
B_natural25,HYPE+POL+SOL+UNI,56.59,7.38,2019-04-19,False,27.375275462445934
B_natural25,POL+RAY+SOL+UNI,79.2,7.38,2019-04-19,False,74.06865855808043
B_natural25,GLM+POL+SOL+UNI,62.58,7.38,2019-04-19,False,36.11397888791281
B_natural25,POL+RENDER+SOL+UNI,70.2,7.38,2019-04-19,False,50.638580311286134
B_natural25,FIL+POL+SOL+UNI,106.1,7.38,2019-04-19,False,207.91967101887792
B_natural25,POL+SOL+UNI+ZEC,60.53,7.47,2019-03-15,True,34.31664772622093
B_natural25,BNB+POL+SOL+UNI,68.4,8.84,2017-11-03,False,100.19915303294243
B_natural25,BCH+POL+SOL+UNI,53.17,7.38,2019-04-19,True,23.258515780460737
B_natural25,AAVE+LINK+POL+SOL,34.91,7.65,2019-01-11,False,9.88183705769358
B_natural25,HYPE+LINK+POL+SOL,44.58,7.65,2019-01-11,False,16.78138828493193
B_natural25,LINK+POL+RAY+SOL,83.84,7.65,2019-01-11,False,105.4304564570789
B_natural25,GLM+LINK+POL+SOL,63.75,7.65,2019-01-11,False,43.49977506812703
B_natural25,LINK+POL+RENDER+SOL,74.62,7.65,2019-01-11,False,71.12445911577531
B_natural25,FIL+LINK+POL+SOL,113.94,7.65,2019-01-11,False,336.30531789053987
B_natural25,LINK+POL+SOL+ZEC,39.36,7.65,2019-01-11,True,12.666503665194188
B_natural25,BNB+LINK+POL+SOL,43.85,8.84,2017-11-03,False,24.884173312460334
B_natural25,BCH+LINK+POL+SOL,48.17,7.65,2019-01-11,True,20.244923906170445
B_natural25,AAVE+HYPE+POL+SOL,49.19,7.38,2019-04-19,False,19.151336580188715
B_natural25,AAVE+POL+RAY+SOL,81.38,7.38,2019-04-19,False,80.98223415461014
B_natural25,AAVE+GLM+POL+SOL,63.75,7.38,2019-04-19,False,38.076590903828034
B_natural25,AAVE+POL+RENDER+SOL,72.3,7.38,2019-04-19,False,55.435165388553244
B_natural25,AAVE+FIL+POL+SOL,113.44,7.38,2019-04-19,False,269.18787511862234
B_natural25,AAVE+POL+SOL+ZEC,49.1,7.47,2019-03-15,True,19.764143414281154
B_natural25,AAVE+BNB+POL+SOL,54.94,8.84,2017-11-03,False,47.97840392650315
B_natural25,AAVE+BCH+POL+SOL,48.92,7.38,2019-04-19,True,18.89702089543192
B_natural25,HYPE+POL+RAY+SOL,85.96,7.38,2019-04-19,False,97.34556874237492
B_natural25,GLM+HYPE+POL+SOL,64.26,7.38,2019-04-19,False,38.9605267963881
B_natural25,HYPE+POL+RENDER+SOL,75.98,7.38,2019-04-19,False,64.79168173118558
B_natural25,FIL+HYPE+POL+SOL,117.29,7.38,2019-04-19,False,307.151952662571
B_natural25,HYPE+POL+SOL+ZEC,57.67,7.47,2019-03-15,True,30.00444066281812
B_natural25,BNB+HYPE+POL+SOL,61.59,8.84,2017-11-03,False,69.56391433196023
B_natural25,BCH+HYPE+POL+SOL,53.41,7.38,2019-04-19,True,23.528816576432234
B_natural25,GLM+POL+RAY+SOL,79.85,7.38,2019-04-19,False,76.07449237376663
B_natural25,POL+RAY+RENDER+SOL,76.49,7.38,2019-04-19,False,66.19030174469938
B_natural25,FIL+POL+RAY+SOL,99.3,7.38,2019-04-19,False,162.3169465890044
B_natural25,POL+RAY+SOL+ZEC,104.59,7.47,2019-03-15,True,210.0421647071882
B_natural25,BNB+POL+RAY+SOL,101.27,8.84,2017-11-03,False,484.62606890048374
B_natural25,BCH+POL+RAY+SOL,77.56,7.38,2019-04-19,True,69.20972224020089
B_natural25,GLM+POL+RENDER+SOL,71.25,7.38,2019-04-19,False,52.98997097280897
B_natural25,FIL+GLM+POL+SOL,103.92,7.38,2019-04-19,False,192.22660235399738
B_natural25,GLM+POL+SOL+ZEC,78.12,7.47,2019-03-15,True,74.61459187744975
B_natural25,BNB+GLM+POL+SOL,81.21,8.84,2017-11-03,False,191.5712343946607
B_natural25,BCH+GLM+POL+SOL,61.02,7.38,2019-04-19,True,33.63357938058424
B_natural25,FIL+POL+RENDER+SOL,97.43,7.38,2019-04-19,False,151.4080666538593
B_natural25,POL+RENDER+SOL+ZEC,93.38,7.47,2019-03-15,True,137.8777928324397
B_natural25,BNB+POL+RENDER+SOL,91.98,8.84,2017-11-03,False,319.14123996083134
B_natural25,BCH+POL+RENDER+SOL,69.25,7.38,2019-04-19,True,48.58941148235238
B_natural25,FIL+POL+SOL+ZEC,133.15,7.47,2019-03-15,True,557.4893635837905
B_natural25,BNB+FIL+POL+SOL,130.24,8.84,2017-11-03,False,1591.0288878531735
B_natural25,BCH+FIL+POL+SOL,106.25,7.38,2019-04-19,True,209.0390409853535
B_natural25,BNB+POL+SOL+ZEC,50.98,8.84,2017-11-03,True,38.16345471457002
B_natural25,BCH+POL+SOL+ZEC,59.51,7.47,2019-03-15,True,32.72093651973091
B_natural25,BCH+BNB+POL+SOL,64.67,8.84,2017-11-03,True,82.20004434489978
B_natural25,AAVE+LINK+SOL+UNI,33.42,7.65,2019-01-11,False,9.076954591051244
B_natural25,HYPE+LINK+SOL+UNI,38.83,7.65,2019-01-11,False,12.302614791969866
B_natural25,LINK+RAY+SOL+UNI,57.07,7.65,2019-01-11,False,31.631028582061287
B_natural25,GLM+LINK+SOL+UNI,44.32,7.65,2019-01-11,False,16.55190097882282
B_natural25,LINK+RENDER+SOL+UNI,51.34,7.65,2019-01-11,False,23.80378569584426
B_natural25,FIL+LINK+SOL+UNI,79.21,7.65,2019-01-11,False,86.74034291268731
B_natural25,LINK+SOL+UNI+ZEC,51.75,7.65,2019-01-11,True,24.30158236746518
B_natural25,BNB+LINK+SOL+UNI,58.39,8.84,2017-11-03,False,58.28991041445235
B_natural25,BCH+LINK+SOL+UNI,37.97,7.65,2019-01-11,True,11.731476685379944
B_natural25,AAVE+HYPE+SOL+UNI,40.45,6.08,2020-08-07,False,7.887369754082817
B_natural25,AAVE+RAY+SOL+UNI,61.9,6.08,2020-08-07,False,18.716336313533052
B_natural25,AAVE+GLM+SOL+UNI,45.88,6.08,2020-08-07,False,9.933314552072648
B_natural25,AAVE+RENDER+SOL+UNI,53.56,6.08,2020-08-07,False,13.569719453352207
B_natural25,AAVE+FIL+SOL+UNI,91.94,6.08,2020-08-07,False,52.68005043108189
B_natural25,AAVE+SOL+UNI+ZEC,40.49,7.47,2019-03-15,True,12.673927877394124
B_natural25,AAVE+BNB+SOL+UNI,50.45,8.84,2017-11-03,False,36.9953361632568
B_natural25,AAVE+BCH+SOL+UNI,29.8,6.78,2019-11-22,True,5.8614142376301865
B_natural25,HYPE+RAY+SOL+UNI,68.62,6.08,2020-08-07,False,23.966644643712844
B_natural25,GLM+HYPE+SOL+UNI,47.73,6.08,2020-08-07,False,10.724317987255318
B_natural25,HYPE+RENDER+SOL+UNI,59.15,6.08,2020-08-07,False,16.864924029175494
B_natural25,FIL+HYPE+SOL+UNI,98.62,6.08,2020-08-07,False,64.8604120752136
B_natural25,HYPE+SOL+UNI+ZEC,46.43,7.47,2019-03-15,True,17.26857757715988
B_natural25,BNB+HYPE+SOL+UNI,54.48,8.84,2017-11-03,False,46.73376659614857
B_natural25,BCH+HYPE+SOL+UNI,35.82,6.78,2019-11-22,True,7.9706559457756185
B_natural25,GLM+RAY+SOL+UNI,60.68,6.08,2020-08-07,False,17.875075474095524
B_natural25,RAY+RENDER+SOL+UNI,58.5,6.08,2020-08-07,False,16.450455989634282
B_natural25,FIL+RAY+SOL+UNI,79.95,6.08,2020-08-07,False,35.58961205625715
B_natural25,RAY+SOL+UNI+ZEC,69.74,7.47,2019-03-15,True,52.05805739276076
B_natural25,BNB+RAY+SOL+UNI,75.09,8.84,2017-11-03,False,141.39376849179482
B_natural25,BCH+RAY+SOL+UNI,51.46,6.78,2019-11-22,True,16.68860816404232
B_natural25,GLM+RENDER+SOL+UNI,52.57,6.08,2020-08-07,False,13.04645164910747
B_natural25,FIL+GLM+SOL+UNI,83.38,6.08,2020-08-07,False,39.91902890549288
B_natural25,GLM+SOL+UNI+ZEC,52.33,7.47,2019-03-15,True,23.195687671787216
B_natural25,BNB+GLM+SOL+UNI,60.44,8.84,2017-11-03,False,65.30761972396893
B_natural25,BCH+GLM+SOL+UNI,37.07,6.78,2019-11-22,True,8.481439306743997
B_natural25,FIL+RENDER+SOL+UNI,78.26,6.08,2020-08-07,False,33.60529601706602
B_natural25,RENDER+SOL+UNI+ZEC,62.99,7.47,2019-03-15,True,38.44522167237261
B_natural25,BNB+RENDER+SOL+UNI,68.25,8.84,2017-11-03,False,99.41292323387074
B_natural25,BCH+RENDER+SOL+UNI,44.89,6.78,2019-11-22,True,12.354934184415782
B_natural25,FIL+SOL+UNI+ZEC,92.18,7.47,2019-03-15,True,131.6134192992845
B_natural25,BNB+FIL+SOL+UNI,95.59,8.84,2017-11-03,False,376.2741269390767
B_natural25,BCH+FIL+SOL+UNI,71.69,6.78,2019-11-22,True,39.04551039919876
B_natural25,BNB+SOL+UNI+ZEC,61.42,8.84,2017-11-03,True,68.91962597549566
B_natural25,BCH+SOL+UNI+ZEC,43.5,7.47,2019-03-15,True,14.848538213624638
B_natural25,BCH+BNB+SOL+UNI,51.94,8.84,2017-11-03,True,40.362825382981555
