universe,grp,rate,yrs,start,deep,mult
B_natural25,DOT+GRAM+PENDLE+XLM,28.23,8.28,2018-05-25,False,7.837079241310416
B_natural25,DOT+GRAM+LTC+PENDLE,25.36,8.74,2017-12-08,False,7.209572532527217
B_natural25,DOT+GRAM+PENDLE+XRP,29.74,8.36,2018-04-27,False,8.816531234759703
B_natural25,DOT+GRAM+PENDLE+POL,55.74,7.38,2019-04-19,False,26.297426942360147
B_natural25,DOT+GRAM+PENDLE+UNI,34.31,6.06,2020-08-14,False,5.9749819213249795
B_natural25,DOT+GRAM+LINK+PENDLE,40.58,7.65,2019-01-11,False,13.539888039249952
B_natural25,AAVE+DOT+GRAM+PENDLE,39.09,6.06,2020-08-14,False,7.385385972194705
B_natural25,DOT+GRAM+HYPE+PENDLE,34.82,6.06,2020-08-14,False,6.113799557757095
B_natural25,DOT+GRAM+PENDLE+RAY,40.41,6.06,2020-08-14,False,7.820456747959894
B_natural25,DOT+GLM+GRAM+PENDLE,32.6,6.06,2020-08-14,False,5.52858200533258
B_natural25,DOT+GRAM+PENDLE+RENDER,35.34,6.06,2020-08-14,False,6.258101507699686
B_natural25,DOT+FIL+GRAM+PENDLE,61.22,6.06,2020-08-14,False,18.07002011105538
B_natural25,DOT+GRAM+PENDLE+ZEC,53.6,7.47,2019-03-15,True,24.6798423536014
B_natural25,BNB+DOT+GRAM+PENDLE,53.95,8.84,2017-11-03,False,45.33529940251149
B_natural25,BCH+DOT+GRAM+PENDLE,31.33,6.78,2019-11-22,True,6.346109217553517
B_natural25,DOT+PENDLE+TRX+XLM,34.62,8.28,2018-05-25,False,11.722692522316132
B_natural25,DOT+LTC+PENDLE+TRX,32.78,8.74,2017-12-08,False,11.91734428613634
B_natural25,DOT+PENDLE+TRX+XRP,35.33,8.36,2018-04-27,False,12.544533741879516
B_natural25,DOT+PENDLE+POL+TRX,60.2,8.24,2018-06-08,False,48.57570325358367
B_natural25,DOT+PENDLE+TRX+UNI,34.94,8.24,2018-06-08,False,11.81297856573029
B_natural25,DOT+LINK+PENDLE+TRX,46.55,8.24,2018-06-08,False,23.31971184467209
B_natural25,AAVE+DOT+PENDLE+TRX,38.18,8.24,2018-06-08,False,14.363767010829227
B_natural25,DOT+HYPE+PENDLE+TRX,36.13,8.24,2018-06-08,False,12.699296959581984
B_natural25,DOT+PENDLE+RAY+TRX,45.83,8.24,2018-06-08,False,22.39227693214988
B_natural25,DOT+GLM+PENDLE+TRX,34.66,8.24,2018-06-08,False,11.612511243266976
B_natural25,DOT+PENDLE+RENDER+TRX,37.87,8.24,2018-06-08,False,14.100384349613972
B_natural25,DOT+FIL+PENDLE+TRX,55.38,8.24,2018-06-08,False,37.765545744306415
B_natural25,DOT+PENDLE+TRX+ZEC,55.72,8.24,2018-06-08,True,38.451900972797695
B_natural25,BNB+DOT+PENDLE+TRX,60.39,8.84,2017-11-03,False,65.12792183611035
B_natural25,BCH+DOT+PENDLE+TRX,34.24,8.24,2018-06-08,True,11.317414294411915
B_natural25,DOT+LTC+PENDLE+XLM,27.05,8.74,2017-12-08,False,8.10473110189949
B_natural25,DOT+PENDLE+XLM+XRP,28.92,8.36,2018-04-27,False,8.361374615058622
B_natural25,DOT+PENDLE+POL+XLM,46.78,8.28,2018-05-25,False,23.98842829614005
B_natural25,DOT+PENDLE+UNI+XLM,27.13,8.28,2018-05-25,False,7.29749538621611
B_natural25,DOT+LINK+PENDLE+XLM,40.21,8.28,2018-05-25,False,16.418369730990378
B_natural25,AAVE+DOT+PENDLE+XLM,30.3,8.28,2018-05-25,False,8.948284058712675
B_natural25,DOT+HYPE+PENDLE+XLM,30.8,8.28,2018-05-25,False,9.23659965418261
B_natural25,DOT+PENDLE+RAY+XLM,32.98,8.28,2018-05-25,False,10.591337343807696
B_natural25,DOT+GLM+PENDLE+XLM,28.25,8.28,2018-05-25,False,7.847206024234282
B_natural25,DOT+PENDLE+RENDER+XLM,29.18,8.28,2018-05-25,False,8.33099588806648
B_natural25,DOT+FIL+PENDLE+XLM,46.09,8.28,2018-05-25,False,23.070534137328842
B_natural25,DOT+PENDLE+XLM+ZEC,49.55,8.28,2018-05-25,True,28.004739408686856
B_natural25,BNB+DOT+PENDLE+XLM,60.3,8.84,2017-11-03,False,64.80557041553831
B_natural25,BCH+DOT+PENDLE+XLM,27.69,8.28,2018-05-25,True,7.567963417617485
B_natural25,DOT+LTC+PENDLE+XRP,29.66,8.74,2017-12-08,False,9.68109743117416
B_natural25,DOT+LTC+PENDLE+POL,44.2,8.74,2017-12-08,False,24.510737323862983
B_natural25,DOT+LTC+PENDLE+UNI,25.51,8.74,2017-12-08,False,7.285319463967465
B_natural25,DOT+LINK+LTC+PENDLE,38.0,8.74,2017-12-08,False,16.693339086095982
B_natural25,AAVE+DOT+LTC+PENDLE,28.89,8.74,2017-12-08,False,9.190010657817727
B_natural25,DOT+HYPE+LTC+PENDLE,28.52,8.74,2017-12-08,False,8.961981963317948
B_natural25,DOT+LTC+PENDLE+RAY,28.43,8.74,2017-12-08,False,8.907279035247067
B_natural25,DOT+GLM+LTC+PENDLE,25.18,8.74,2017-12-08,False,7.119597447435296
B_natural25,DOT+LTC+PENDLE+RENDER,24.9,8.74,2017-12-08,False,6.981612031588107
B_natural25,DOT+FIL+LTC+PENDLE,36.61,8.74,2017-12-08,False,15.279775532129346
B_natural25,DOT+LTC+PENDLE+ZEC,45.8,8.74,2017-12-08,True,26.992353914463077
B_natural25,BNB+DOT+LTC+PENDLE,57.04,8.84,2017-11-03,False,54.041940313591915
B_natural25,BCH+DOT+LTC+PENDLE,25.0,8.74,2017-12-08,True,7.030618193804562
B_natural25,DOT+PENDLE+POL+XRP,46.89,8.36,2018-04-27,False,24.891728176432558
B_natural25,DOT+PENDLE+UNI+XRP,28.29,8.36,2018-04-27,False,8.025865010547987
B_natural25,DOT+LINK+PENDLE+XRP,40.74,8.36,2018-04-27,False,17.408874334005272
B_natural25,AAVE+DOT+PENDLE+XRP,31.29,8.36,2018-04-27,False,9.736807411947712
B_natural25,DOT+HYPE+PENDLE+XRP,31.75,8.36,2018-04-27,False,10.02571178814177
B_natural25,DOT+PENDLE+RAY+XRP,34.89,8.36,2018-04-27,False,12.207612887815111
B_natural25,DOT+GLM+PENDLE+XRP,29.79,8.36,2018-04-27,False,8.84497690234778
B_natural25,DOT+PENDLE+RENDER+XRP,31.43,8.36,2018-04-27,False,9.823948701798622
B_natural25,DOT+FIL+PENDLE+XRP,48.76,8.36,2018-04-27,False,27.668421212998343
B_natural25,DOT+PENDLE+XRP+ZEC,49.95,8.36,2018-04-27,True,29.574164893804518
B_natural25,BNB+DOT+PENDLE+XRP,61.89,8.84,2017-11-03,False,70.71393482182475
B_natural25,BCH+DOT+PENDLE+XRP,28.65,8.36,2018-04-27,True,8.216102505733867
B_natural25,DOT+PENDLE+POL+UNI,55.18,7.38,2019-04-19,False,25.607537465258538
B_natural25,DOT+LINK+PENDLE+POL,63.75,7.65,2019-01-11,False,43.49977506812703
B_natural25,AAVE+DOT+PENDLE+POL,57.91,7.38,2019-04-19,False,29.124809641187063
B_natural25,DOT+HYPE+PENDLE+POL,59.09,7.38,2019-04-19,False,30.76978544536858
B_natural25,DOT+PENDLE+POL+RAY,65.66,7.38,2019-04-19,False,41.47881196352995
B_natural25,DOT+GLM+PENDLE+POL,55.16,7.38,2019-04-19,False,25.583190777981834
B_natural25,DOT+PENDLE+POL+RENDER,56.81,7.38,2019-04-19,False,27.66039072380307
B_natural25,DOT+FIL+PENDLE+POL,81.5,7.38,2019-04-19,False,81.3784708171545
B_natural25,DOT+PENDLE+POL+ZEC,85.36,7.47,2019-03-15,True,100.48001130161438
B_natural25,BNB+DOT+PENDLE+POL,79.18,8.84,2017-11-03,False,173.41212699639303
B_natural25,BCH+DOT+PENDLE+POL,54.59,7.38,2019-04-19,True,24.897670275208657
B_natural25,DOT+LINK+PENDLE+UNI,38.05,7.65,2019-01-11,False,11.783614983043591
B_natural25,AAVE+DOT+PENDLE+UNI,34.3,6.06,2020-08-14,False,5.972286547149631
B_natural25,DOT+HYPE+PENDLE+UNI,37.73,6.06,2020-08-14,False,6.9584577997869435
B_natural25,DOT+PENDLE+RAY+UNI,40.89,6.06,2020-08-14,False,7.983876767416257
B_natural25,DOT+GLM+PENDLE+UNI,33.68,6.06,2020-08-14,False,5.8071441623199505
B_natural25,DOT+PENDLE+RENDER+UNI,35.79,6.06,2020-08-14,False,6.38526310684512
B_natural25,DOT+FIL+PENDLE+UNI,62.27,6.06,2020-08-14,False,18.795059769656973
B_natural25,DOT+PENDLE+UNI+ZEC,53.53,7.47,2019-03-15,True,24.595948606186983
B_natural25,BNB+DOT+PENDLE+UNI,54.75,8.84,2017-11-03,False,47.46079558290301
B_natural25,BCH+DOT+PENDLE+UNI,32.07,6.78,2019-11-22,True,6.592533202769284
B_natural25,AAVE+DOT+LINK+PENDLE,41.7,7.65,2019-01-11,False,14.387301818909712
B_natural25,DOT+HYPE+LINK+PENDLE,43.6,7.65,2019-01-11,False,15.930575503424711
B_natural25,DOT+LINK+PENDLE+RAY,48.5,7.65,2019-01-11,False,20.59241919343621
B_natural25,DOT+GLM+LINK+PENDLE,42.78,7.65,2019-01-11,False,15.24773862785162
B_natural25,DOT+LINK+PENDLE+RENDER,44.77,7.65,2019-01-11,False,16.950834910341303
B_natural25,DOT+FIL+LINK+PENDLE,65.02,7.65,2019-01-11,False,46.148209789237114
B_natural25,DOT+LINK+PENDLE+ZEC,64.08,7.65,2019-01-11,True,44.17491294356949
B_natural25,BNB+DOT+LINK+PENDLE,68.35,8.84,2017-11-03,False,99.9364658958446
B_natural25,BCH+DOT+LINK+PENDLE,40.26,7.65,2019-01-11,True,13.305887107763759
B_natural25,AAVE+DOT+HYPE+PENDLE,41.73,6.06,2020-08-14,False,8.276723175667271
B_natural25,AAVE+DOT+PENDLE+RAY,44.7,6.06,2020-08-14,False,9.38510851672238
B_natural25,AAVE+DOT+GLM+PENDLE,39.59,6.06,2020-08-14,False,7.547742963466305
B_natural25,AAVE+DOT+PENDLE+RENDER,40.83,6.06,2020-08-14,False,7.963294670288452
B_natural25,AAVE+DOT+FIL+PENDLE,70.51,6.06,2020-08-14,False,25.374887043245558
B_natural25,AAVE+DOT+PENDLE+ZEC,57.08,7.47,2019-03-15,True,29.175819783171946
B_natural25,AAVE+BNB+DOT+PENDLE,58.14,8.84,2017-11-03,False,57.481611174141094
B_natural25,AAVE+BCH+DOT+PENDLE,35.9,6.78,2019-11-22,True,8.002541161636692
B_natural25,DOT+HYPE+PENDLE+RAY,45.63,6.06,2020-08-14,False,9.756637019646647
B_natural25,DOT+GLM+HYPE+PENDLE,36.77,6.06,2020-08-14,False,6.669672853320855
B_natural25,DOT+HYPE+PENDLE+RENDER,40.8,6.06,2020-08-14,False,7.953020247602325
B_natural25,DOT+FIL+HYPE+PENDLE,70.08,6.06,2020-08-14,False,24.98956394086825
B_natural25,DOT+HYPE+PENDLE+ZEC,55.92,7.47,2019-03-15,True,27.604293797820297
B_natural25,BNB+DOT+HYPE+PENDLE,56.68,8.84,2017-11-03,False,52.956575823422476
B_natural25,BCH+DOT+HYPE+PENDLE,35.75,6.78,2019-11-22,True,7.9428452886182725
B_natural25,DOT+GLM+PENDLE+RAY,41.17,6.06,2020-08-14,False,8.080514858081687
B_natural25,DOT+PENDLE+RAY+RENDER,38.02,6.06,2020-08-14,False,7.047720295553364
B_natural25,DOT+FIL+PENDLE+RAY,61.12,6.06,2020-08-14,False,18.002204317324747
B_natural25,DOT+PENDLE+RAY+ZEC,67.36,7.47,2019-03-15,True,46.8465867800934
B_natural25,BNB+DOT+PENDLE+RAY,63.57,8.84,2017-11-03,False,77.47120275681432
B_natural25,BCH+DOT+PENDLE+RAY,43.54,6.78,2019-11-22,True,11.595154667505339
B_natural25,DOT+GLM+PENDLE+RENDER,34.96,6.06,2020-08-14,False,6.1523739079557265
B_natural25,DOT+FIL+GLM+PENDLE,58.47,6.06,2020-08-14,False,16.280928574569135
B_natural25,DOT+GLM+PENDLE+ZEC,53.87,7.47,2019-03-15,True,25.00575862859245
B_natural25,BNB+DOT+GLM+PENDLE,54.08,8.84,2017-11-03,False,45.67483896674858
B_natural25,BCH+DOT+GLM+PENDLE,32.18,6.78,2019-11-22,True,6.629851002301695
B_natural25,DOT+FIL+PENDLE+RENDER,54.17,6.06,2020-08-14,False,13.780952213541763
B_natural25,DOT+PENDLE+RENDER+ZEC,58.09,7.47,2019-03-15,True,30.606654702323194
B_natural25,BNB+DOT+PENDLE+RENDER,56.87,8.84,2017-11-03,False,53.52697314471267
B_natural25,BCH+DOT+PENDLE+RENDER,34.62,6.78,2019-11-22,True,7.505212523483347
B_natural25,DOT+FIL+PENDLE+ZEC,79.52,7.47,2019-03-15,True,79.10845661638298
B_natural25,BNB+DOT+FIL+PENDLE,76.26,8.84,2017-11-03,False,149.96823822095735
B_natural25,BCH+DOT+FIL+PENDLE,54.25,6.78,2019-11-22,True,18.887160501892403
B_natural25,BNB+DOT+PENDLE+ZEC,72.8,8.84,2017-11-03,True,125.85968636694803
B_natural25,BCH+DOT+PENDLE+ZEC,51.01,7.47,2019-03-15,True,21.735650165351583
B_natural25,BCH+BNB+DOT+PENDLE,53.2,8.84,2017-11-03,True,43.41976666174265
B_natural25,APT+GRAM+PENDLE+TRX,43.73,8.24,2018-06-08,False,19.869676059937895
B_natural25,APT+GRAM+PENDLE+XLM,39.51,8.28,2018-05-25,False,15.751873106184584
B_natural25,APT+GRAM+LTC+PENDLE,31.91,8.74,2017-12-08,False,11.251936582782765
B_natural25,APT+GRAM+PENDLE+XRP,41.99,8.36,2018-04-27,False,18.74454344058453
B_natural25,APT+GRAM+PENDLE+POL,76.58,7.38,2019-04-19,False,66.43980698787819
B_natural25,APT+GRAM+PENDLE+UNI,55.54,5.98,2020-09-11,False,14.035106931848723
B_natural25,APT+GRAM+LINK+PENDLE,54.02,7.65,2019-01-11,False,27.224816472048175
B_natural25,AAVE+APT+GRAM+PENDLE,61.78,5.9,2020-10-09,False,17.086633470420548
B_natural25,APT+GRAM+HYPE+PENDLE,62.65,4.87,2021-10-22,False,10.685806589635254
B_natural25,APT+GRAM+PENDLE+RAY,59.32,5.08,2021-08-06,False,10.654500951329174
B_natural25,APT+GLM+GRAM+PENDLE,51.59,4.87,2021-10-22,False,7.583428439033965
B_natural25,APT+GRAM+PENDLE+RENDER,54.05,4.87,2021-10-22,False,8.201862644109495
B_natural25,APT+FIL+GRAM+PENDLE,63.01,5.9,2020-10-09,False,17.867511067233615
B_natural25,APT+GRAM+PENDLE+ZEC,66.8,7.47,2019-03-15,True,45.688243930870776
B_natural25,APT+BNB+GRAM+PENDLE,70.71,8.84,2017-11-03,False,113.02362365274172
B_natural25,APT+BCH+GRAM+PENDLE,42.15,6.78,2019-11-22,True,10.854847791912
B_natural25,APT+PENDLE+TRX+XLM,50.83,8.28,2018-05-25,False,30.052348265372558
B_natural25,APT+LTC+PENDLE+TRX,42.71,8.74,2017-12-08,False,22.383681092554287
B_natural25,APT+PENDLE+TRX+XRP,53.04,8.36,2018-04-27,False,35.07271940134883
B_natural25,APT+PENDLE+POL+TRX,81.77,8.24,2018-06-08,False,137.55075783073204
B_natural25,APT+PENDLE+TRX+UNI,50.96,8.24,2018-06-08,False,29.77295562798043
B_natural25,APT+LINK+PENDLE+TRX,64.86,8.24,2018-06-08,False,61.52194186477142
B_natural25,AAVE+APT+PENDLE+TRX,55.43,8.24,2018-06-08,False,37.865800229552136
B_natural25,APT+HYPE+PENDLE+TRX,48.94,8.24,2018-06-08,False,26.644864740655912
B_natural25,APT+PENDLE+RAY+TRX,51.52,8.24,2018-06-08,False,30.695342531893882
B_natural25,APT+GLM+PENDLE+TRX,43.78,8.24,2018-06-08,False,19.926703980772288
B_natural25,APT+PENDLE+RENDER+TRX,45.08,8.24,2018-06-08,False,21.460813800792085
B_natural25,APT+FIL+PENDLE+TRX,52.18,8.24,2018-06-08,False,31.814599265237774
B_natural25,APT+PENDLE+TRX+ZEC,73.66,8.24,2018-06-08,True,94.43355183924595
B_natural25,APT+BNB+PENDLE+TRX,83.64,8.84,2017-11-03,False,215.51166956545853
B_natural25,APT+BCH+PENDLE+TRX,47.83,8.24,2018-06-08,True,25.05207098940355
B_natural25,APT+LTC+PENDLE+XLM,36.2,8.74,2017-12-08,False,14.883597617279246
B_natural25,APT+PENDLE+XLM+XRP,43.62,8.36,2018-04-27,False,20.621333748314665
B_natural25,APT+PENDLE+POL+XLM,65.78,8.28,2018-05-25,False,65.72431679187666
B_natural25,APT+PENDLE+UNI+XLM,43.58,8.28,2018-05-25,False,19.98655291408715
B_natural25,APT+LINK+PENDLE+XLM,58.02,8.28,2018-05-25,False,44.1912041618745
B_natural25,AAVE+APT+PENDLE+XLM,47.02,8.28,2018-05-25,False,24.315138320532135
B_natural25,APT+HYPE+PENDLE+XLM,44.43,8.28,2018-05-25,False,20.987628352202446
B_natural25,APT+PENDLE+RAY+XLM,42.48,8.28,2018-05-25,False,18.75350054613219
B_natural25,APT+GLM+PENDLE+XLM,39.16,8.28,2018-05-25,False,15.427636520941203
B_natural25,APT+PENDLE+RENDER+XLM,37.01,8.28,2018-05-25,False,13.561532378357931
B_natural25,APT+FIL+PENDLE+XLM,49.04,8.28,2018-05-25,False,27.223723855540467
B_natural25,APT+PENDLE+XLM+ZEC,67.77,8.28,2018-05-25,True,72.54950297659241
B_natural25,APT+BNB+PENDLE+XLM,81.12,8.84,2017-11-03,False,190.73177921554284
B_natural25,APT+BCH+PENDLE+XLM,41.87,8.28,2018-05-25,True,18.098972040210594
B_natural25,APT+LTC+PENDLE+XRP,39.48,8.74,2017-12-08,False,18.324593286424914
B_natural25,APT+LTC+PENDLE+POL,56.03,8.74,2017-12-08,False,48.82461959132548
B_natural25,APT+LTC+PENDLE+UNI,36.5,8.74,2017-12-08,False,15.172577798085872
B_natural25,APT+LINK+LTC+PENDLE,49.15,8.74,2017-12-08,False,32.92056440020568
B_natural25,AAVE+APT+LTC+PENDLE,39.82,8.74,2017-12-08,False,18.718699081720715
B_natural25,APT+HYPE+LTC+PENDLE,36.32,8.74,2017-12-08,False,14.998599435737981
B_natural25,APT+LTC+PENDLE+RAY,34.35,8.74,2017-12-08,False,13.206789096986894
B_natural25,APT+GLM+LTC+PENDLE,31.7,8.74,2017-12-08,False,11.096337899647672
B_natural25,APT+LTC+PENDLE+RENDER,29.53,8.74,2017-12-08,False,9.596591195001693
B_natural25,APT+FIL+LTC+PENDLE,38.73,8.74,2017-12-08,False,17.481116860257774
B_natural25,APT+LTC+PENDLE+ZEC,56.68,8.74,2017-12-08,True,50.631237178078464
B_natural25,APT+BNB+LTC+PENDLE,70.69,8.84,2017-11-03,False,112.90662170823484
B_natural25,APT+BCH+LTC+PENDLE,33.63,8.74,2017-12-08,True,12.600874433513976
B_natural25,APT+PENDLE+POL+XRP,67.71,8.36,2018-04-27,False,75.38985304301247
B_natural25,APT+PENDLE+UNI+XRP,46.24,8.36,2018-04-27,False,23.985747158930494
B_natural25,APT+LINK+PENDLE+XRP,60.25,8.36,2018-04-27,False,51.53610582646198
B_natural25,AAVE+APT+PENDLE+XRP,49.64,8.36,2018-04-27,False,29.06690344891461
B_natural25,APT+HYPE+PENDLE+XRP,46.74,8.36,2018-04-27,False,24.680024314058418
B_natural25,APT+PENDLE+RAY+XRP,44.84,8.36,2018-04-27,False,22.13237372070547
B_natural25,APT+GLM+PENDLE+XRP,41.53,8.36,2018-04-27,False,18.242884803990165
B_natural25,APT+PENDLE+RENDER+XRP,39.72,8.36,2018-04-27,False,16.38180316708019
B_natural25,APT+FIL+PENDLE+XRP,51.07,8.36,2018-04-27,False,31.472409703209866
B_natural25,APT+PENDLE+XRP+ZEC,69.96,8.36,2018-04-27,True,84.27496860597527
B_natural25,APT+BNB+PENDLE+XRP,85.15,8.84,2017-11-03,False,231.6912607851219
B_natural25,APT+BCH+PENDLE+XRP,44.31,8.36,2018-04-27,True,21.464369064663117
B_natural25,APT+PENDLE+POL+UNI,82.13,7.38,2019-04-19,False,83.48633158368817
B_natural25,APT+LINK+PENDLE+POL,87.68,7.65,2019-01-11,False,123.49451247939477
B_natural25,AAVE+APT+PENDLE+POL,86.25,7.38,2019-04-19,False,98.47150076558097
B_natural25,APT+HYPE+PENDLE+POL,84.49,7.38,2019-04-19,False,91.80778124521918
B_natural25,APT+PENDLE+POL+RAY,81.55,7.38,2019-04-19,False,81.5440634209619
B_natural25,APT+GLM+PENDLE+POL,75.32,7.38,2019-04-19,False,63.01967939552996
B_natural25,APT+PENDLE+POL+RENDER,72.93,7.38,2019-04-19,False,56.94860892484678
B_natural25,APT+FIL+PENDLE+POL,85.95,7.38,2019-04-19,False,97.30694285124405
B_natural25,APT+PENDLE+POL+ZEC,113.78,7.47,2019-03-15,True,291.6446629551623
B_natural25,APT+BNB+PENDLE+POL,106.51,8.84,2017-11-03,False,608.2459226884692
B_natural25,APT+BCH+PENDLE+POL,79.95,7.38,2019-04-19,True,76.38721217104019
B_natural25,APT+LINK+PENDLE+UNI,56.46,7.65,2019-01-11,False,30.703327368432042
B_natural25,AAVE+APT+PENDLE+UNI,63.58,5.98,2020-09-11,False,18.97171618613882
B_natural25,APT+HYPE+PENDLE+UNI,63.38,5.98,2020-09-11,False,18.83342784434084
B_natural25,APT+PENDLE+RAY+UNI,59.3,5.98,2020-09-11,False,16.19013012375207
B_natural25,APT+GLM+PENDLE+UNI,54.04,5.98,2020-09-11,False,13.244891028118001
B_natural25,APT+PENDLE+RENDER+UNI,51.3,5.98,2020-09-11,False,11.896981591153217
B_natural25,APT+FIL+PENDLE+UNI,70.32,5.98,2020-09-11,False,24.152860756059418
B_natural25,APT+PENDLE+UNI+ZEC,74.14,7.47,2019-03-15,True,63.02488976284715
B_natural25,APT+BNB+PENDLE+UNI,77.04,8.84,2017-11-03,False,155.9377214759641
B_natural25,APT+BCH+PENDLE+UNI,49.96,6.78,2019-11-22,True,15.599598735850737
B_natural25,AAVE+APT+LINK+PENDLE,61.97,7.65,2019-01-11,False,40.01055298179102
B_natural25,APT+HYPE+LINK+PENDLE,59.92,7.65,2019-01-11,False,36.29579183575398
B_natural25,APT+LINK+PENDLE+RAY,56.01,7.65,2019-01-11,False,30.03420508157917
B_natural25,APT+GLM+LINK+PENDLE,54.98,7.65,2019-01-11,False,28.550174870940953
B_natural25,APT+LINK+PENDLE+RENDER,54.73,7.65,2019-01-11,False,28.199741051421363
B_natural25,APT+FIL+LINK+PENDLE,65.45,7.65,2019-01-11,False,47.076135253684406
B_natural25,APT+LINK+PENDLE+ZEC,87.11,7.65,2019-01-11,True,120.65408781757459
B_natural25,APT+BNB+LINK+PENDLE,94.13,8.84,2017-11-03,False,352.1592223205479
B_natural25,APT+BCH+LINK+PENDLE,57.77,7.65,2019-01-11,True,32.72554254755219
B_natural25,AAVE+APT+HYPE+PENDLE,69.22,5.9,2020-10-09,False,22.277424229762577
B_natural25,AAVE+APT+PENDLE+RAY,63.84,5.9,2020-10-09,False,18.411011184997694
B_natural25,AAVE+APT+GLM+PENDLE,61.49,5.9,2020-10-09,False,16.906715468357184
B_natural25,AAVE+APT+PENDLE+RENDER,57.42,5.9,2020-10-09,False,14.54298169748724
B_natural25,AAVE+APT+FIL+PENDLE,79.22,5.9,2020-10-09,False,31.259367812522914
B_natural25,AAVE+APT+PENDLE+ZEC,79.25,7.47,2019-03-15,True,78.22398877847456
B_natural25,AAVE+APT+BNB+PENDLE,81.45,8.84,2017-11-03,False,193.82582323593275
B_natural25,AAVE+APT+BCH+PENDLE,55.04,6.78,2019-11-22,True,19.55278796963881
B_natural25,APT+HYPE+PENDLE+RAY,71.76,5.08,2021-08-06,False,15.610036539796914
B_natural25,APT+GLM+HYPE+PENDLE,63.2,4.87,2021-10-22,False,10.862934278044136
B_natural25,APT+HYPE+PENDLE+RENDER,66.15,4.87,2021-10-22,False,11.853229225244833
B_natural25,APT+FIL+HYPE+PENDLE,72.84,5.9,2020-10-09,False,25.240684020165872
B_natural25,APT+HYPE+PENDLE+ZEC,72.77,7.47,2019-03-15,True,59.413953141968854
B_natural25,APT+BNB+HYPE+PENDLE,76.96,8.84,2017-11-03,False,155.31591841085944
B_natural25,APT+BCH+HYPE+PENDLE,49.85,6.78,2019-11-22,True,15.522181116094327
B_natural25,APT+GLM+PENDLE+RAY,59.44,5.08,2021-08-06,False,10.695330547357445
B_natural25,APT+PENDLE+RAY+RENDER,53.29,5.08,2021-08-06,False,8.758106601847793
B_natural25,APT+FIL+PENDLE+RAY,63.75,5.9,2020-10-09,False,18.351421956410682
B_natural25,APT+PENDLE+RAY+ZEC,75.32,7.47,2019-03-15,True,66.28587919556688
B_natural25,APT+BNB+PENDLE+RAY,75.96,8.84,2017-11-03,False,147.72681932159009
B_natural25,APT+BCH+PENDLE+RAY,50.27,6.78,2019-11-22,True,15.819549139531773
B_natural25,APT+GLM+PENDLE+RENDER,52.73,4.87,2021-10-22,False,7.865233006308659
B_natural25,APT+FIL+GLM+PENDLE,60.64,5.9,2020-10-09,False,16.388409350402142
B_natural25,APT+GLM+PENDLE+ZEC,65.87,7.47,2019-03-15,True,43.81933673085218
B_natural25,APT+BNB+GLM+PENDLE,70.34,8.84,2017-11-03,False,110.87640172363712
B_natural25,APT+BCH+GLM+PENDLE,42.1,6.78,2019-11-22,True,10.828987398876254
B_natural25,APT+FIL+PENDLE+RENDER,55.15,5.9,2020-10-09,False,13.348593305864124
B_natural25,APT+PENDLE+RENDER+ZEC,67.89,7.47,2019-03-15,True,47.96621761512878
B_natural25,APT+BNB+PENDLE+RENDER,69.67,8.84,2017-11-03,False,107.08009036035034
B_natural25,APT+BCH+PENDLE+RENDER,42.86,6.78,2019-11-22,True,11.227787344243877
B_natural25,APT+FIL+PENDLE+ZEC,76.12,7.47,2019-03-15,True,68.57894750150362
B_natural25,APT+BNB+FIL+PENDLE,79.69,8.84,2017-11-03,False,177.8244003147958
B_natural25,APT+BCH+FIL+PENDLE,50.9,6.78,2019-11-22,True,16.2747020213522
B_natural25,APT+BNB+PENDLE+ZEC,98.25,8.84,2017-11-03,True,423.99882449789726
B_natural25,APT+BCH+PENDLE+ZEC,68.58,7.47,2019-03-15,True,49.458528359804866
B_natural25,APT+BCH+BNB+PENDLE,73.72,8.84,2017-11-03,True,131.90838856791635
B_natural25,GRAM+PENDLE+TRX+XLM,31.47,8.28,2018-05-25,False,9.6357332577475
B_natural25,GRAM+LTC+PENDLE+TRX,32.72,8.74,2017-12-08,False,11.870360270090396
B_natural25,GRAM+PENDLE+TRX+XRP,29.61,8.36,2018-04-27,False,8.742949075143954
B_natural25,GRAM+PENDLE+POL+TRX,49.35,8.24,2018-06-08,False,27.255306483046457
B_natural25,GRAM+PENDLE+TRX+UNI,28.62,8.24,2018-06-08,False,7.956133893364702
B_natural25,GRAM+LINK+PENDLE+TRX,35.32,8.24,2018-06-08,False,12.089902272941195
B_natural25,AAVE+GRAM+PENDLE+TRX,29.55,8.24,2018-06-08,False,8.442757567106332
B_natural25,GRAM+HYPE+PENDLE+TRX,23.38,8.24,2018-06-08,False,5.647508211796294
B_natural25,GRAM+PENDLE+RAY+TRX,43.7,8.24,2018-06-08,False,19.83552818356911
B_natural25,GLM+GRAM+PENDLE+TRX,25.75,8.24,2018-06-08,False,6.606111024562846
B_natural25,GRAM+PENDLE+RENDER+TRX,33.24,8.24,2018-06-08,False,10.641168052516905
B_natural25,FIL+GRAM+PENDLE+TRX,56.87,8.24,2018-06-08,False,40.855332332876635
B_natural25,GRAM+PENDLE+TRX+ZEC,42.75,8.24,2018-06-08,True,18.780502289378628
B_natural25,BNB+GRAM+PENDLE+TRX,50.34,8.84,2017-11-03,False,36.75690923157684
