,BTC,ETH,OKB,AAVE,ADA,APT,AVAX,DOT,FIL,LINK,POL,RENDER,SOL,GRAM,TRX,UNI,ZEC,BNB,XLM,LTC,XRP,GLM,BCH,RAY,PENDLE,ETHFI,HYPE
2022-09-02,21826.87,1766.11,16.27,91.6,0.5098,,20.68,7.7,6.41,8.028,0.8934,0.564,34.99,,0.06419,6.49,64.3,295.3,0.1144,62.16,0.3552,,130.3,0.676,0.06609,,
2022-09-09,19416.18,1334.51,15.27,73,0.4477,,16.7,6.44,5.26,7.523,0.7533,0.437,31.1,,0.06077,5.47,53.4,266.2,0.1069,52.63,0.3576,,111.8,0.551,0.05722,,
2022-09-16,18807.38,1294.63,15.25,73.6,0.4464,,17.32,6.2,5.71,7.865,0.7397,0.461,32.34,,0.0597,5.66,56.2,274.3,0.1173,52.53,0.4917,,113.5,0.555,0.05568,,
2022-09-23,19056.8,1276.72,15.636,72.6,0.4194,,16.53,6.15,5.37,7.11,0.7631,0.451,32.06,,0.06093,6.26,53.6,284.7,0.1185,51.82,0.4485,,114.3,0.552,0.05286,,
2022-09-30,19439.02,1323.13,15.571,75.5,0.423,,16.9,6.48,5.43,7.63,0.8255,0.466,32.92,,0.06236,6.63,54.8,278.2,0.1287,53.9,0.5325,,117.2,0.549,0.05269,,
2022-10-07,19262.98,1305.95,16.651,75.8,0.3703,,15.75,6.18,5.15,7.173,0.7984,0.434,30.17,,0.06187,6.1,51.8,272.5,0.1135,51.43,0.4766,,110.3,0.493,0.0509,,
2022-10-14,19570.4,1364.2,15.645,88.8,0.3621,9.7815,16.31,5.97,5.11,7.066,0.8986,0.472,29.28,,0.06188,6.29,53.1,276,0.112,54.03,0.4688,,110.8,0.497,0.05228,,
2022-10-21,20627.48,1590.44,16.153,83.9,0.4056,7.8049,18.26,6.66,5.38,7.782,0.9084,0.57,32.94,,0.0631,6.89,53.7,313.5,0.1112,55.35,0.4582,,116.1,0.524,0.05896,,
2022-10-28,20905.58,1568.29,22.618,86.4,0.4021,7.3095,18.23,6.81,5.83,8.101,1.135,0.919,32.62,,0.06268,7.06,50.3,337.9,0.109,68.26,0.4709,,116.7,0.506,0.06284,,
2022-11-04,16329.85,1221.49,18.116,56.6,0.3298,4.2196,13.02,5.75,4.29,6.078,0.8894,0.476,13.18,,0.05084,5.8,40.6,276.4,0.0882,57.37,0.3408,,99.6,0.1854,0.03442,,
2022-11-11,16280.23,1142.21,20.567,56.1,0.312,4.1024,12.19,5.3,4.16,5.768,0.8069,0.433,12.27,,0.05008,5.44,38,264.2,0.0865,62.12,0.3608,,104.8,0.183,0.03755,,
2022-11-18,16428.78,1193.88,21.102,61.5,0.3126,4.7944,12.86,5.3,4.35,6.902,0.844,0.507,14.12,,0.05327,5.41,40.7,307.6,0.0902,74.92,0.3962,,111.2,0.2144,0.04505,,
2022-11-25,17105.7,1279.41,21.649,64.4,0.3221,5.1829,13.93,5.59,4.58,7.444,0.9212,0.515,13.71,,0.05309,6.27,45.9,291.8,0.0877,77.07,0.3895,,111,0.1982,0.0501,,
2022-12-02,17085.05,1263.01,21.137,59.6,0.3074,4.6637,12.98,5.17,4.28,6.7,0.8922,0.5,13.42,,0.05397,5.92,44.8,284.4,0.0838,76.5,0.3809,,106.3,0.1881,0.05392,,
2022-12-09,16738.21,1183.06,22.354,55.8,0.2659,4.0537,11.93,4.657,3.046,5.949,0.8126,0.449,12.38,,0.05378,5.328,43.4,251,0.0764,64.37,0.3499,,102,0.1556,0.04708,,
2022-12-16,16832.11,1218.51,22.86,54.4,0.2591,3.5779,11.68,4.492,2.964,5.99,0.795,0.412,11.38,,0.05481,5.161,39.9,243.2,0.0739,69.15,0.3457,,101.4,0.1482,0.04822,,
2022-12-23,16616.75,1200.34,27.377,52.2,0.2499,3.5214,10.87,4.371,3.108,5.628,0.7603,0.404,9.99,,0.05481,5.248,37.2,244.4,0.0726,70.91,0.3387,,96.8,0.1389,0.04718,,
2022-12-30,17127.83,1290.16,26.808,59.3,0.2974,3.932,12.09,4.826,3.447,5.963,0.8407,0.436,14.45,,0.05439,5.58,42.7,274.9,0.0773,78.68,0.3452,,103.7,0.1527,0.04894,,
2023-01-06,20871.5,1552.52,31.548,79.2,0.3507,7.9255,16.8,5.929,4.699,6.694,0.9831,0.571,22.89,,0.06231,6.592,44.8,302.2,0.088,87.37,0.3845,,124.8,0.2383,0.10265,,
2023-01-13,22707.88,1627.44,37.055,85.4,0.3764,13.3033,17.34,6.207,5.427,6.984,0.9939,0.691,24.21,,0.06166,6.888,47.3,303,0.091,87.58,0.4004,,128.6,0.2287,0.08572,,
2023-01-20,23742.3,1644.72,39.595,87.6,0.3975,18.3357,20.99,6.611,5.477,7.372,1.178,1.279,26.07,,0.06378,6.927,47.1,317.2,0.0944,94.84,0.4134,,136.6,0.2502,0.08267,,
2023-01-27,22932.91,1629.02,43.347,85.7,0.3923,15.423,20.08,6.637,5.299,6.985,1.2028,1.751,23.47,,0.06411,6.886,44.2,327.8,0.0909,96.63,0.3984,,134.4,0.2483,0.07807,,
2023-02-03,21783.54,1514.83,41.199,77.4,0.3641,13.1054,17.78,6.181,4.919,6.808,1.236,1.543,21.49,,0.06388,6.346,46.3,312.6,0.0851,92.51,0.3747,,122.9,0.2782,0.12705,,
2023-02-10,24271.76,1679.75,53.347,90.1,0.3995,14.0791,19.81,7.438,8.466,8.014,1.4785,1.718,24.84,,0.07038,7.21,47.9,311.5,0.0905,97.43,0.3863,,136,0.3147,0.182,,
2023-02-17,23554.85,1641.36,52.302,82.2,0.3691,12.6407,18.43,6.691,6.906,7.497,1.2817,1.536,23.25,,0.06951,6.61,45.2,308.7,0.089,95.27,0.3779,,136.3,0.2867,0.14444,,
2023-02-24,22430.24,1564.58,49.93,75,0.337,11.1566,16.14,5.978,6.139,6.945,1.136,1.199,20.97,,0.06725,6.351,38.1,288.7,0.0827,89.93,0.3668,,124,0.2812,0.22233,,
2023-03-03,21997.11,1580.33,38.77,72.7,0.3298,11.8899,16.18,5.895,5.714,6.551,1.1491,1.238,20.2,,0.06458,5.897,34.2,288.1,0.0822,76.26,0.3714,,120.2,0.2531,0.2761,,
2023-03-10,27972.87,1780.68,48.01,79.4,0.3448,13.0176,17.53,6.451,6.281,7.081,1.1662,1.472,21.86,2.3824,0.0665,6.488,36.6,336.7,0.0877,83.98,0.3857,0.2516,135.7,0.2623,0.37542,,
2023-03-17,27968.05,1773.88,41.98,72.9,0.3557,11.8537,17.12,6.042,5.681,7.261,1.104,1.232,20.94,2.1186,0.06412,5.786,36.3,328.6,0.0918,93.32,0.4479,0.2372,124.7,0.2474,0.33289,,
2023-03-24,28171.87,1794.51,41.28,73,0.3815,12.1596,17.25,6.263,5.546,7.255,1.0953,1.275,20.52,2.2593,0.06518,5.948,36.6,313.7,0.1066,92.77,0.518,0.2384,123,0.252,0.35894,,
2023-03-31,28323.76,1858.92,41.2,76.2,0.3894,11.0699,17.54,6.211,5.749,7.203,1.1008,1.306,20.28,2.2237,0.06662,5.913,39.8,312.8,0.1048,90.58,0.5054,0.2472,125.6,0.2364,0.4806,,
2023-04-07,30304.65,2118.67,52.97,83.4,0.4513,12.591,20.17,6.824,6.339,8.14,1.1828,1.778,25.34,2.3515,0.06655,6.314,42.7,347.7,0.1073,100.01,0.5209,0.2599,134.4,0.2761,0.60307,,
2023-04-14,27590.6,1862,47,70.4,0.3886,10.216,16.84,5.906,5.269,7.082,1.0037,1.706,21.47,2.3207,0.06671,5.429,37.1,330.7,0.0945,86.75,0.4647,0.2362,119.8,0.2382,0.44429,,
2023-04-21,29233.21,1870.09,47.17,70.2,0.3956,10.3199,17.1,5.877,5.416,7.025,0.9807,2.387,22.74,2.1346,0.06713,5.447,37.6,337.5,0.0944,88.22,0.4705,0.2349,117.7,0.2356,0.47802,,
2023-04-28,28430.1,1870.4,45.52,68.7,0.376,9.203,16.41,5.632,5.031,6.911,0.9636,2.127,21.66,2.046,0.0692,5.262,35.3,321,0.0918,83.42,0.449,0.2295,116.1,0.2183,0.37357,,
2023-05-05,26917.62,1799.21,45.29,62.3,0.3711,8.4757,15.03,5.347,4.45,6.547,0.8593,1.825,20.93,2.008,0.06939,5.14,33,312.1,0.0887,83.5,0.4253,0.2162,115.2,0.1902,0.48322,,
2023-05-12,26747.78,1804.91,45.66,63.9,0.3602,8.1618,14.31,5.273,4.376,6.43,0.8565,2.462,19.61,1.8352,0.07501,5.114,32.1,306.4,0.0881,92.18,0.4575,0.2108,114.7,0.1972,0.45244,,
2023-05-19,28065,1908.64,46.94,69,0.3828,8.5131,14.89,5.502,4.66,6.631,0.9406,2.741,20.81,1.9177,0.07742,5.145,34.2,314.1,0.0887,91.45,0.482,0.2134,116.4,0.2004,0.40812,,
2023-05-26,27115.21,1890.01,45.91,62.8,0.3773,9.1779,14.79,5.314,4.661,6.452,0.8924,2.658,21.82,1.7527,0.08138,5.015,31.9,305,0.0913,94.19,0.5359,0.2075,115.7,0.2173,0.43263,,
2023-06-02,25925.55,1752.76,40.28,52.2,0.272,6.2443,11.58,4.523,3.429,5.175,0.6348,1.957,15.55,1.5025,0.07025,4.06,24.8,235.4,0.0835,77.68,0.5208,0.1717,102.8,0.1732,0.52379,,
2023-06-09,26339.97,1720.95,41.45,50.93,0.261,6.73,11.34,4.536,3.681,5.156,0.5971,1.969,15.45,1.4143,0.07016,4.482,25.76,244.1,0.0795,77.19,0.4868,0.1665,107,0.1703,0.53709,,
2023-06-16,30462.66,1898.8,44.72,68.76,0.2921,7.5415,13.44,5.194,4.121,6.157,0.6663,2.067,16.96,1.4705,0.07313,5.43,30.52,238.8,0.0916,88.2,0.4903,0.1895,194.3,0.1967,0.70767,,
2023-06-23,30617.03,1937.48,44.53,70.69,0.2916,7.3288,13.13,5.496,4.109,6.54,0.6819,2.023,19.45,1.4339,0.07603,5.568,32.78,246.5,0.1073,113.58,0.4845,0.1883,299.2,0.2026,0.97962,,
2023-06-30,30160.71,1862.8,43.5,71.84,0.2844,7.0922,13.58,5.081,4.335,6.15,0.6884,1.922,21.32,1.3669,0.07748,5.231,28.54,234.1,0.099,95.08,0.468,0.1835,265.6,0.2037,0.87562,,
2023-07-07,30231.99,1922.11,44.64,76.83,0.3146,7.4102,14.29,5.311,4.355,6.607,0.7676,1.943,27.42,1.3552,0.0798,5.724,30.84,242.3,0.1313,92.89,0.7468,0.2049,249.9,0.2213,0.87386,,
2023-07-14,30083.75,1888.73,42.99,72.28,0.3171,7.5724,13.54,5.391,4.562,7.89,0.757,1.856,24.76,1.4583,0.08337,6.14,31.75,242.5,0.1559,93.16,0.7384,0.2088,249.5,0.2239,0.76108,,
2023-07-21,29281.09,1861.79,42.64,70.86,0.3156,7.0179,13.12,5.184,4.314,7.555,0.6974,1.785,24.25,1.2089,0.07999,6.418,29.9,242.5,0.1565,94.03,0.7046,0.1995,253,0.2048,0.70859,,
2023-07-28,29088.42,1830.28,44.94,65.94,0.2923,6.7128,12.59,5.005,4.164,7.102,0.6673,1.626,23.2,1.2108,0.07699,5.954,29.36,243.2,0.1394,82.57,0.624,0.2075,223.1,0.2137,0.73535,,
2023-08-04,29303.84,1840.73,46.62,65.65,0.2894,7.0542,12.27,4.987,4.096,7.369,0.6773,1.651,24.23,1.4,0.07711,6.086,29.93,240.2,0.1378,81.92,0.6256,0.2071,228.4,0.21,0.71015,,
2023-08-11,26189.99,1685.24,43.42,57.12,0.2703,6.0691,10.86,4.519,3.564,6.22,0.5801,1.429,21.77,1.3788,0.07591,4.903,25.13,216.5,0.1297,65.25,0.5384,0.1812,188.9,0.1919,0.55484,,
2023-08-18,26101.77,1658.33,43.1,58.35,0.2634,5.7007,10.2,4.489,3.318,6.03,0.5559,1.411,20.79,1.5125,0.07755,4.685,25.1,218.4,0.121,65.39,0.5236,0.1701,197.8,0.1814,0.62133,,
2023-08-25,25971.21,1635.84,42.22,54.8,0.2559,5.4664,9.88,4.259,3.166,6.027,0.5422,1.358,19.57,1.882,0.07703,4.411,24.75,214.4,0.1187,63.93,0.5047,0.1654,196.1,0.1756,0.61151,,
2023-09-01,25841.61,1617.42,41.63,54.03,0.249,5.1715,9.47,4.149,3.113,6.015,0.5233,1.478,18.24,1.7172,0.0783,4.22,24.8,212.4,0.1338,61.11,0.4969,0.1657,190.3,0.1714,0.58264,,
2023-09-08,26527.51,1622.48,43.17,59.34,0.2471,5.2265,9.1,4.07,3.329,6.146,0.5172,1.567,18.81,2.3202,0.08334,4.282,25.48,216.5,0.1161,63.55,0.4925,0.1748,209.9,0.1727,0.59507,,
2023-09-15,26248.38,1580.71,42.86,61.74,0.2427,5.3246,8.78,3.993,3.21,6.972,0.5136,1.552,19.36,2.1822,0.0836,4.235,25.86,208.3,0.1123,63.58,0.5021,0.174,204.7,0.1741,0.61951,,
2023-09-22,27992.57,1733.79,43.39,72.21,0.2659,5.6719,9.75,4.263,3.465,8.054,0.5691,1.693,23.87,2.1263,0.09011,4.653,28.06,218.2,0.1143,68.19,0.5241,0.1871,242.3,0.1804,0.76581,,
2023-09-29,27917.05,1632.84,42.86,66.04,0.2563,5.1985,10.09,4.012,3.394,7.673,0.5607,1.831,23.22,2.0478,0.08802,4.337,26.22,211.4,0.1107,65.34,0.5174,0.188,227.8,0.174,0.68049,,
2023-10-06,27154.15,1557.77,43.1,63.96,0.2473,4.9283,9.17,3.753,3.225,7.423,0.5153,1.729,21.93,1.9258,0.08667,4.102,25.13,209.7,0.1063,61.63,0.4874,0.1805,215.1,0.1639,0.63904,,
2023-10-13,29992.46,1663.7,43.68,79.27,0.2639,6.1583,10.09,3.967,3.423,10.19,0.6093,1.959,29.05,2.1913,0.09031,4.213,25.87,217.8,0.1108,65.26,0.5226,0.1997,243.4,0.1813,0.77121,,
2023-10-20,34525.89,1795.14,44.92,84.49,0.2954,6.7377,11.37,4.315,3.795,11.081,0.6387,2.551,32.83,2.0719,0.09489,4.153,28.22,227.1,0.1157,68.79,0.5561,0.2142,246.1,0.1953,0.89241,,
2023-10-27,35011.88,1891.71,49.45,89.09,0.3419,6.8751,12.35,4.762,4.11,12.231,0.6918,2.367,41.15,2.268,0.09808,4.772,28.64,244,0.1255,71.6,0.6607,0.2276,237.5,0.2603,0.9486,,
2023-11-03,37064.13,2044.68,60.34,99.86,0.3834,7.8127,18.98,5.709,5.144,16.025,0.8971,2.414,56.28,2.482,0.10851,5.417,31.18,247.4,0.1244,74.88,0.6613,0.248,236.6,0.3716,1.0859,,
2023-11-10,37359.86,2011.47,57.08,91.52,0.384,7.2135,22.85,5.434,4.881,14.908,0.8522,3.361,61.1,2.371,0.10349,5.234,29.23,246.4,0.121,70.54,0.6258,0.2588,230.1,0.3895,1.1443,,
2023-11-17,37447.43,2062.33,57.67,97.91,0.3873,7.2757,21.06,5.329,4.595,14.766,0.7622,3.307,57.57,2.393,0.10778,6.18,29.55,231.7,0.1198,70.03,0.6157,0.2442,226.8,0.3753,1.0379,,
2023-11-24,39972.26,2192.95,59,102.72,0.3949,7.3024,21.94,5.541,4.574,15.705,0.8138,3.871,62.98,2.412,0.10308,6.057,30.84,228.1,0.122,72.31,0.6229,0.2439,230,0.4439,1.103,,
2023-12-01,43789.51,2352.39,60.21,97.98,0.5948,8.4324,37.14,7.348,5.151,16.367,0.9232,3.796,74.87,2.321,0.10784,6.605,33.62,239.8,0.1333,77.18,0.6617,0.2612,251.1,0.7403,1.2504,,
2023-12-08,41374.65,2196.52,56.68,100.1,0.5804,8.0393,40.62,6.784,5.28,14.013,0.8175,4.205,70.87,2.15,0.10203,6.063,29.76,238.8,0.1221,71.18,0.6103,0.2405,225.9,0.8663,1.0825,,
2023-12-15,42991.5,2264.05,55.17,99.61,0.5919,9.3105,47.68,8.611,5.637,15.262,0.8474,4.607,112.45,2.187,0.1062,6.842,30.14,264.5,0.1258,71.12,0.6121,0.2479,228.9,1.6221,1.1871,,
2023-12-22,42283.58,2281.87,55.06,108.69,0.594,9.3869,38.55,8.202,6.92,14.941,0.9707,4.471,101.72,2.327,0.10764,7.222,26.92,311.8,0.129,72.83,0.6156,0.239,259.7,1.2601,1.1869,,
2023-12-29,43929.02,2221.42,54.2,94.94,0.4945,8.4746,33.64,6.899,5.623,13.151,0.8011,3.635,89.44,2.204,0.1028,6.004,21.92,302.4,0.1152,64.27,0.5515,0.2263,232.5,1.1748,1.2487,,
2024-01-05,41732.35,2472.87,53.66,99.42,0.5251,9.6752,35.29,7.319,5.814,14.755,0.8374,3.764,93.81,2.285,0.11121,6.319,22.72,299.5,0.1181,69.78,0.5763,0.218,245.7,1.1919,1.6211,,
2024-01-12,41580.33,2457.05,53.68,96.49,0.5032,8.4456,32.54,6.817,5.362,15.396,0.7835,3.976,91.09,2.224,0.10895,6.377,23.37,318.6,0.1156,71.75,0.5464,0.2245,236.9,1.2297,2.3111,,
2024-01-19,42031.06,2256.9,51.96,91.16,0.4903,8.8666,34.82,6.872,5.199,14.48,0.789,3.971,95.98,2.117,0.11224,5.942,22.17,305.3,0.1137,68.35,0.5241,0.2113,236.9,1.2591,2.2397,,
2024-01-26,42582.88,2289.79,48.21,83.24,0.4934,8.8369,34.87,6.666,4.928,18.153,0.7735,4.646,95.49,2.049,0.11843,5.981,21.42,304.7,0.1092,66.94,0.5032,0.2016,235.2,1.0211,3.0413,,
2024-02-02,48299.99,2507.21,49.53,87.28,0.5414,9.0435,39.72,7.099,5.308,20.146,0.8355,4.617,107.46,2.084,0.12422,6.683,20.34,320.7,0.1113,71.55,0.5261,0.2163,277.6,1.0872,3.1391,,
2024-02-09,52137.67,2881.2,52.47,94.65,0.6193,9.6915,40.29,7.86,6.28,20.119,0.9992,5.869,112.24,2.27,0.13518,7.657,25.64,349.8,0.1159,70.8,0.5571,0.2425,270.6,1.088,2.9342,,
2024-02-16,51728.85,3112.59,50.5,100.32,0.5914,9.6543,37.46,7.923,8.117,18.722,0.9987,7.215,103.47,2.121,0.13765,11.138,27.73,388.5,0.1166,70.16,0.5425,0.4082,267.9,0.947,2.7717,,
2024-02-23,63113.97,3487.81,58.95,112.65,0.7279,11.5984,42.58,9.781,10.508,20.507,1.0893,7.558,130.16,2.675,0.14065,12.638,31.6,414.5,0.1357,90.7,0.6271,0.7131,470.5,1.194,3.2941,,
2024-03-01,68955.88,3878.47,67.52,126.86,0.7166,12.7445,42.05,10.261,10.685,21.68,1.2283,11.37,144.39,2.818,0.13377,14.233,33.75,528.9,0.1398,87.43,0.608,0.6446,423.4,1.3078,3.0236,,
2024-03-08,68393.48,3644.71,65.14,126.91,0.6814,14.026,58.45,10.083,9.175,18.666,1.0886,13.144,201.86,3.865,0.12624,12.422,29.26,571.7,0.1322,85.93,0.6191,0.5476,402.6,2.7008,2.7965,,
2024-03-15,67209.99,3454.98,63.15,124.85,0.6468,16.34,55.68,9.37,8.913,18.518,1.0116,10.927,183.88,4.973,0.12014,12.039,29.79,567.7,0.135,89.65,0.6325,0.4996,485.1,2.2758,3.5635,3.979,
2024-03-22,71280.01,3645.29,63.4,128.31,0.6501,17.0751,54.06,9.647,9.96,19.171,1.0033,10.654,202.45,5.42,0.12296,12.947,30.44,606.7,0.1411,105.01,0.6292,0.6095,678.7,2.4606,5.5111,6.532,
2024-03-29,69360.39,3454.2,58.3,122.84,0.5892,13.6318,49.32,8.704,8.833,17.913,0.9114,9.764,179.52,5.355,0.12056,11.401,27.86,583.9,0.1293,101.21,0.5944,0.5696,684.8,2.1108,6.7294,5.726,
2024-04-05,65661.84,3155.11,52.24,87.94,0.4673,9.5825,37.27,6.855,6.153,14.098,0.7105,8.975,151.25,6.776,0.11243,7.523,21.97,566.4,0.1106,79.72,0.5033,0.389,525.7,1.5275,6.8226,4.226,
2024-04-12,64941.15,3147.67,54.86,91.1,0.4993,10.0071,37.15,7.14,6.48,15.105,0.7135,9.091,148.8,6.129,0.11132,7.731,22.73,579.6,0.1139,84.16,0.5246,0.4051,502.2,1.6895,5.8889,3.996,
2024-04-19,63118.62,3263.45,52.08,90.29,0.4603,8.99,33.95,6.728,5.899,13.809,0.7213,7.965,137.99,5.419,0.12124,7.825,22.48,600.2,0.1123,83.99,0.5103,0.5325,470.5,1.5742,5.4611,4.365,
2024-04-26,64012,3136.41,52.09,90.01,0.458,9.24,37.35,7.302,6.153,14.371,0.7336,9.869,145.73,5.968,0.12107,7.587,23.09,592,0.1109,81.32,0.5296,0.6206,469,1.6824,5.0506,4.106,
2024-05-03,61483.99,2929.29,49.89,83,0.4377,8.35,33.14,6.617,5.605,13.559,0.6707,10.821,143.43,6.953,0.12738,7.064,22.36,594.8,0.1048,81.41,0.4993,0.5346,433,1.608,4.2072,3.668,
2024-05-10,66274.01,3071.19,49.2,85.33,0.4672,8.12,35.6,6.931,5.552,16.56,0.683,10.05,169.93,6.258,0.12117,7.642,23.25,574.5,0.1055,82.4,0.5096,0.5077,484.9,1.7895,4.81,3.262,
2024-05-17,68507.67,3826.47,48.51,109.59,0.4581,9.04,36.76,7.557,5.855,17.042,0.716,9.988,163.41,6.313,0.11311,11.167,26.52,600.2,0.1086,83.9,0.5283,0.5212,484,1.7853,6.758,5.099,
2024-05-24,67765.63,3780.91,47.63,103.11,0.4465,8.92,34.91,6.988,5.807,18.143,0.6896,9.933,163.15,6.83,0.11477,9.422,26.41,602.9,0.1051,83.11,0.5135,0.4853,458.3,1.6726,5.849,4.537,
2024-05-31,69648.14,3706.4,46.63,93.45,0.4442,8.59,32.98,6.527,6.128,16.372,0.6552,9.213,162.12,7.108,0.11688,9.823,23.74,673,0.0999,80.49,0.4986,0.4469,474.6,1.6744,5.361,4.066,
2024-06-07,66676.87,3624.41,46.15,85.8,0.4168,7.9,30.08,6.396,5.24,15.144,0.6195,8.396,151.3,7.944,0.1173,11.984,22.86,610.8,0.0992,78.98,0.4891,0.429,428.4,1.765,5.728,3.982,
2024-06-14,63210.01,3420.91,41.4,80.75,0.38,6.75,25.09,5.652,4.289,13.194,0.5615,7.015,128.69,7.502,0.11924,9.772,19.59,577.5,0.0896,73.37,0.4797,0.3595,381.1,1.4561,5.67,3.224,
2024-06-21,62772.01,3438.16,42.4,97.43,0.3924,7.08,29.36,6.215,4.48,14.281,0.561,7.696,146.61,7.664,0.1247,9.295,20.94,582.2,0.0913,75.31,0.4761,0.3539,394,1.7742,5.066,3.084,
2024-06-28,55857.81,2931,37.53,78.2,0.3466,5.58,25.75,5.911,3.636,12.352,0.4778,6.358,131.64,7.05,0.12466,7.647,18.67,490.7,0.0839,62.05,0.4195,0.2974,312.7,1.5515,3.593,1.903,
2024-07-05,60797.91,3245.08,39.81,104.4,0.4317,6.63,26.35,6.32,4.274,13.448,0.5308,6.183,147.66,7.423,0.13761,8.426,29.36,544.8,0.1046,69.92,0.5205,0.3194,376.6,1.8467,4.22,2.132,
2024-07-12,68165.34,3535.92,42.42,98.34,0.4469,7.49,32.64,6.43,4.777,14.816,0.5483,7.185,184.49,7.177,0.13431,8.124,32.07,602.5,0.1054,73.98,0.5984,0.3601,401.3,2.6817,4.48,2.482,
2024-07-19,68249.88,3270.16,40.68,98.69,0.4073,6.84,27.4,5.718,4.446,13.3,0.5086,6.266,184.9,6.623,0.1386,7.532,32.01,583.9,0.1003,71.07,0.6012,0.3364,416.8,2.408,3.806,2.13,
2024-07-26,58161,2688.92,36.42,97.19,0.3442,5.34,21.25,4.688,3.531,10.88,0.4216,4.531,138.33,6.012,0.1264,6.147,30.79,496.9,0.0882,62.46,0.5228,0.2816,332.5,1.624,2.44,1.371,
2024-08-02,58712.59,2555.38,36.33,91.16,0.3276,5.73,20.4,4.495,3.49,10,0.403,4.481,141.57,6.21,0.1277,5.902,41.1,503.4,0.0978,59.73,0.5528,0.315,330.2,1.732,2.504,1.329,
2024-08-09,58427.35,2612.15,37.14,111.38,0.3342,5.79,20.82,4.39,3.548,10.09,0.4116,4.497,142.42,6.887,0.1351,6.171,42.77,531.2,0.0935,66.33,0.5631,0.2934,333.1,1.691,2.927,1.384,
2024-08-16,64220,2746.13,39.1,135.47,0.3849,7.34,26.92,4.819,4.159,12.1,0.5244,6.314,158.92,5.77,0.1664,6.626,39.78,573.9,0.1009,64.82,0.6,0.3241,356.3,1.837,3.388,1.664,
2024-08-23,57301.86,2425.72,36.39,120.7,0.3311,6.17,21.42,4.068,3.36,10.37,0.4023,4.82,128.5,5.184,0.1556,5.614,29.4,512.4,0.0899,63.59,0.5472,0.2654,312.7,1.44,2.942,1.234,
2024-08-30,54869.95,2297.3,35.78,125.98,0.339,6.04,23.25,4.161,3.408,10.35,0.3757,4.873,130.15,4.896,0.1532,6.348,27.73,503.1,0.0899,60.95,0.5295,0.2633,305.4,1.473,2.765,1.299,
2024-09-06,59132,2316.1,38.75,143.37,0.3385,5.88,23.8,4.393,3.447,10.81,0.3794,4.945,131.37,5.554,0.149,6.533,29.22,553.4,0.0951,63.24,0.5706,0.2691,316.4,1.461,3.276,1.291,
2024-09-13,63578.76,2581,39.76,162.11,0.3517,7.96,27.29,4.311,3.722,11.13,0.401,5.629,144.63,5.62,0.1517,6.636,30.19,588.7,0.0961,68.68,0.5871,0.3176,342.6,1.518,4.095,1.468,
2024-09-20,65602.01,2657.62,42.73,161.5,0.3975,8.07,29.04,4.767,4.083,12.46,0.4212,6.668,158.46,5.847,0.1565,7.454,29.08,595.6,0.1017,69.27,0.6412,0.3562,352.6,1.92,4.344,1.765,
2024-09-27,62819.91,2440.03,41.75,150.12,0.3575,8.71,26.94,4.191,3.699,11.27,0.3829,5.435,146.48,5.315,0.1543,7.079,29.27,570.3,0.0923,67.02,0.5336,0.3436,324.6,1.812,3.879,1.471,
2024-10-04,62870.02,2468.91,41.83,154.64,0.3486,10.19,29.06,4.162,3.568,10.75,0.3663,5.389,147.74,5.192,0.1626,7.682,35.43,572.2,0.0905,64.8,0.5321,0.3308,321.3,1.844,4.062,1.488,
2024-10-11,69031.99,2746.91,40.49,158.88,0.3649,10,28.96,4.579,3.986,11.98,0.3853,5.514,167.4,5.358,0.1567,7.76,36.91,605.9,0.0972,74.3,0.5482,0.3554,369.9,2.457,5.035,1.747,
2024-10-18,68021.7,2507.8,39.36,147.94,0.3399,9.2,25.77,4.128,3.565,10.99,0.3307,4.872,176.63,4.997,0.164,7.534,38.38,589.2,0.0943,71.06,0.5168,0.3105,352.2,3.483,4.512,1.415,
2024-10-25,68775.99,2457.73,37.29,132.87,0.3341,8.19,23.54,3.784,3.341,10.76,0.3006,4.449,162.53,4.818,0.1651,7.047,37.22,557.7,0.0906,66.86,0.503,0.2753,340.1,3.336,4.403,1.268,
2024-11-01,80370.01,3183.21,43.54,190.06,0.5901,10.9,31.89,5.241,4.267,14.25,0.4069,5.635,210.07,5.274,0.1639,9.212,45.49,627.33,0.1084,76.58,0.5884,0.3355,441.3,5.404,5.389,1.819,
2024-11-08,89855.99,3076,44.94,161.98,0.7026,11.79,34.71,5.424,4.345,13.78,0.4004,7.08,237.47,5.383,0.1993,8.751,44.5,618.9,0.1964,87.2,1.0543,0.3421,433.1,5.868,5.164,1.548,
2024-11-15,97900.04,3361.2,51.92,171.14,1.0226,12.52,42.06,8.825,5.724,17.91,0.5754,8.045,252.73,6.151,0.2085,10.899,52.6,659.65,0.5362,96.92,1.4331,0.4147,515.2,6.122,5.418,2.204,
2024-11-22,97185.18,3707.61,54.61,209.24,1.1496,13.44,45.09,9.289,6.861,18.92,0.603,8.718,236.8,6.836,0.2072,13.06,60.04,655.99,0.5607,119.55,2.2937,0.4978,532,5.271,5.847,2.533,
2024-11-29,101109.59,4004.15,59.07,282.62,1.1936,14.5,53.98,10.392,7.871,26.09,0.7029,10.274,237.02,6.78,0.3183,18.601,74.25,742,0.4931,134.91,2.6013,0.5119,622.3,4.987,6.742,2.96,
