Date,SPY,QQQ,DIA,XLE,XLP,XLV,XLU,KO,CVX,PG,PEP
2018-11-16,243.4517,159.4716,220.0678,23.8693,45.5377,80.5935,21.5813,39.6064,85.1691,76.8711,92.1648
2018-11-23,234.1309,151.5789,210.3312,22.7074,44.5061,78.4920,21.2785,38.6986,81.2633,75.0030,89.8753
2018-11-30,245.1593,161.2520,221.3324,23.4891,45.7002,83.9472,21.8605,40.1026,85.0833,77.4364,94.9605
2018-12-07,234.4155,153.6449,211.6306,22.7643,44.4492,79.2976,22.2026,39.0603,82.6153,75.7486,90.9108
2018-12-14,231.6584,153.3593,209.1272,22.0608,44.2705,77.8965,22.3442,39.2592,81.4278,79.1816,89.4429
2018-12-21,215.3253,140.4968,194.6391,20.1226,41.1344,72.7262,21.3402,37.8508,74.5462,74.5359,85.8872
2018-12-28,221.6321,146.0547,200.1892,20.4597,41.4541,74.9867,20.9516,37.5564,77.7224,74.7080,86.6251
2019-01-04,225.7830,149.1673,203.4899,21.4710,42.0197,75.6113,20.9278,37.8508,79.2746,75.7813,86.7193
2019-01-11,231.6783,153.4257,208.3539,22.2385,42.3230,77.2385,21.1102,37.6678,80.5050,75.1915,84.8982
2019-01-18,238.3698,157.7796,214.7349,22.8947,42.9952,79.2353,21.0745,37.8827,81.8141,75.4971,86.3974
2019-01-25,237.7614,157.6841,215.0304,22.5684,42.4050,78.2149,21.1459,37.6917,80.9915,77.2974,85.8323
2019-02-01,241.5902,159.8801,217.7162,23.2713,43.6264,79.8246,21.6337,38.7500,84.6755,80.4933,88.0615
2019-02-08,241.9570,160.9400,218.4463,22.5720,44.0936,79.1121,22.0819,39.3865,84.1104,80.6916,88.7130
2019-02-15,248.1296,164.1671,225.4342,23.7124,44.5527,81.6718,22.0938,35.9969,86.2348,81.3274,90.9814
2019-02-22,249.7129,165.0742,226.7590,23.5833,44.6183,81.4079,22.6252,36.0287,86.2637,82.7891,91.6486
2019-03-01,250.8580,166.5064,226.9768,23.8308,44.4625,81.7597,22.6569,36.1083,88.1712,81.2944,91.9328
2019-03-08,245.5263,163.4319,222.0001,22.9163,44.0280,78.6371,22.8235,35.6786,87.8749,81.2696,91.1811
2019-03-15,252.7627,170.2873,225.6416,23.6779,45.0852,81.2166,23.2484,36.3593,90.5411,84.5977,91.5214
2019-03-22,250.9118,170.7981,222.6893,23.6635,45.3985,80.0071,23.3683,36.8650,88.9371,83.9536,95.5253
2019-03-29,253.8139,171.8503,226.3315,23.8984,46.2474,81.0047,23.2404,37.6114,89.0021,85.9273,96.9734
2019-04-05,259.2860,176.6330,230.7249,24.4369,45.8188,81.2255,23.2125,37.2984,91.3431,85.5970,96.2375
2019-04-12,260.7146,177.7521,230.6462,24.4189,46.3216,79.2919,23.2564,37.5151,86.5310,86.7614,96.7202
2019-04-19,260.5887,179.2443,232.0863,24.2851,46.8738,75.8575,22.8889,38.1090,86.6033,88.1972,100.5659
2019-04-26,263.6348,182.3626,231.8939,23.9345,46.9645,78.5857,23.2125,38.7351,84.6091,88.0392,100.0199
2019-05-03,264.1919,182.8026,231.5707,23.2225,47.3189,79.6010,23.2924,39.1043,84.7319,88.2222,101.0248
2019-05-10,258.8636,176.9581,227.1572,23.1502,47.2365,78.4973,23.1565,38.6789,88.1423,88.1640,101.2939
2019-05-17,256.8330,175.0834,225.5504,23.0418,47.5991,78.0824,23.4842,39.4896,87.9369,89.3615,103.2721
2019-05-24,254.0835,170.4155,224.3938,22.2719,47.4096,79.0712,23.9037,39.8186,86.6162,88.7295,102.4729
2019-05-31,247.3355,166.3885,217.4724,21.2418,45.8353,77.0583,23.2724,39.4334,83.0702,85.5858,101.2859
2019-06-07,258.4593,173.1703,228.0122,22.1454,48.3245,80.3514,23.9956,41.3276,88.6374,90.4593,106.3876
2019-06-14,259.9060,174.7007,229.1162,22.0514,48.7036,80.5633,24.2952,41.5046,88.1485,92.4802,105.7978
2019-06-21,265.4498,180.3730,234.5712,23.1828,48.7675,83.1059,24.5616,41.6987,91.1546,92.4802,106.7782
2019-06-28,264.5468,179.0174,233.4734,23.2375,48.2277,82.1395,24.0139,41.1891,90.7971,91.1912,104.5224
2019-07-05,269.4765,183.1492,236.4768,23.0114,49.3323,83.1237,24.4368,42.1517,90.1404,94.1020,106.0289
2019-07-12,271.4540,185.5267,240.0950,23.5038,49.6894,81.9622,24.4086,42.1598,91.9208,95.6322,106.2362
2019-07-19,268.3119,183.1109,238.5868,22.8910,49.7807,81.3592,24.3119,41.5693,91.2349,96.2683,103.6935
2019-07-26,272.6819,187.2139,238.9471,22.7779,50.1379,81.6341,24.1549,43.8181,90.2718,96.0339,104.5942
2019-08-02,264.2037,179.6022,232.7506,22.0302,49.1911,80.7297,24.2234,42.3297,88.0902,97.4652,101.9638
2019-08-09,263.3008,178.7778,231.3179,21.5561,49.2658,81.0401,24.5133,43.2114,89.3232,97.7498,102.5058
2019-08-16,260.7999,177.8096,228.1384,20.7974,50.0050,80.2864,24.7187,44.0122,85.3689,99.7588,105.0246
2019-08-23,257.1883,174.5406,225.8559,20.4108,49.5150,78.6993,24.7590,43.4702,84.9045,98.2019,103.8369
2019-08-30,264.0502,179.7173,232.7648,20.9652,50.4285,80.3307,25.2019,44.5218,86.7769,100.6376,108.9861
2019-09-06,269.1064,183.6669,236.4573,21.5305,51.0265,80.9248,25.2946,44.6755,87.1749,102.8474,110.2529
2019-09-13,271.8512,184.5776,240.2290,22.2782,50.6943,81.1376,25.3469,44.2118,89.5633,102.2197,109.5065
2019-09-20,270.5578,182.9096,237.8439,22.5556,50.3927,81.9108,25.9204,43.9266,91.6421,102.3201,108.1180
2019-09-27,267.9455,179.6571,236.7308,21.9483,51.0611,79.5336,26.2572,44.2525,87.4256,104.2704,108.8324
2019-10-04,266.9931,181.3669,234.6726,21.1201,51.2950,80.2459,26.2856,44.4399,83.9241,103.7933,112.5885
2019-10-11,268.7437,183.5762,236.8810,21.3078,50.8271,80.0767,25.9407,43.4295,85.6196,101.3575,110.4697
2019-10-18,270.2766,184.1333,236.5730,20.9913,50.7436,81.6972,25.9001,44.6355,84.5802,98.9555,109.3540
2019-10-25,273.5692,187.9276,238.3056,21.9078,51.0360,81.9642,26.0381,43.7962,87.4772,103.8245,109.6670
2019-11-01,277.6873,191.0303,241.6115,21.8195,51.0861,84.4661,26.0097,43.9184,85.6638,104.3468,109.8998
2019-11-08,280.2271,193.2973,244.9084,22.3384,50.7603,84.6976,25.0600,42.5414,89.1431,100.8340,106.8499
2019-11-15,282.8121,194.9110,247.9032,22.1139,51.2365,86.7721,25.5064,42.9162,89.8056,101.5416,107.3957
2019-11-22,282.0593,193.8736,246.9468,22.0219,51.2114,87.4844,25.5673,43.2095,88.3093,101.3310,107.6044
2019-11-29,285.0980,197.0147,248.7976,21.6759,51.7962,88.5794,25.5876,43.8360,87.1927,102.8221,109.0170
2019-12-06,285.6059,196.9186,248.5763,21.9814,52.3560,89.3986,25.6525,44.6733,87.8478,104.6164,111.0171
2019-12-13,287.8282,199.0223,249.8249,22.1986,52.4479,89.8170,25.7175,44.6733,87.8106,105.6946,111.4859
2019-12-20,292.3516,203.3641,252.6751,22.8054,53.1470,91.8158,26.4173,45.1248,89.0910,105.6020,111.4697
2019-12-27,294.2932,205.6341,254.3362,22.9244,53.2733,92.0304,26.3314,45.4368,89.5525,106.2169,111.1626
2020-01-03,293.8829,206.1828,254.3275,23.1200,52.5406,91.0999,26.1514,44.8950,90.0811,103.2601,109.6189
2020-01-10,296.8909,210.2741,256.0329,22.8941,52.7764,92.5037,26.3396,45.5845,86.6791,104.4310,108.7299
2020-01-17,302.5789,215.0393,260.6236,22.6300,53.7534,94.0244,27.3048,46.7420,86.0389,106.4865,114.1692
2020-01-24,299.6802,214.3847,257.5399,21.6730,53.5597,92.1977,27.9592,47.3495,83.2623,106.0429,115.5108
2020-01-31,293.2632,210.8902,250.9814,20.4558,53.2144,89.2103,28.2128,47.9405,79.7561,105.6023,114.7834
2020-02-07,302.8067,220.6420,258.7751,20.6625,54.1240,92.7197,28.0533,48.5890,81.0960,106.8395,117.4910
2020-02-14,307.7289,225.8789,261.7522,20.8922,54.5704,93.5205,28.7895,49.2129,82.9024,106.8903,118.8003
2020-02-21,303.9733,221.6721,258.1956,20.7237,54.4525,93.0706,28.7649,49.3607,82.0966,107.3649,117.8789
2020-02-28,270.0468,198.1157,226.8457,17.3285,48.8430,83.3343,25.4316,43.9099,70.2953,95.9505,106.7093
2020-03-06,271.1405,200.2528,230.6687,16.2682,51.8331,87.4196,27.4480,45.3629,71.7865,103.0940,111.6853
2020-03-13,245.4904,185.1583,206.8398,12.3217,47.6807,81.5796,23.5870,40.1379,62.8245,96.6623,103.7032
2020-03-20,209.7820,164.3263,171.5204,9.8987,42.4502,71.1684,19.5584,31.7162,44.7272,86.7986,84.5655
2020-03-27,232.3556,178.7613,193.3740,11.0868,45.3278,76.8487,23.0011,35.4509,51.7989,93.3574,98.0156
2020-04-03,227.5602,176.8994,188.2346,11.6739,46.8864,78.4672,21.3942,36.2956,56.5661,97.5181,101.3761
2020-04-10,255.0759,193.7722,211.9560,13.2705,49.2413,85.7461,25.1285,40.5768,63.4948,97.1623,108.7317
2020-04-17,262.8143,207.6930,216.8040,13.2862,51.2489,91.1262,25.0046,39.7984,65.6486,105.6616,111.9213
2020-04-24,259.4493,206.2941,212.6902,13.5484,49.7327,90.6831,24.0917,37.6205,65.5281,101.3247,109.3257
2020-05-01,259.2844,205.2330,212.1984,14.0298,48.8093,88.4587,23.0837,37.7613,67.3582,99.6528,105.8920
2020-05-08,268.1322,216.9253,217.8682,15.1764,49.2329,89.8874,23.1994,38.1836,71.8995,98.9106,109.2199
2020-05-15,262.4842,215.3914,212.2818,14.0845,48.6145,90.8006,22.6417,35.8236,67.1473,97.7676,110.6194
2020-05-22,270.8828,221.5560,219.4232,15.0590,48.6823,90.0772,23.3316,37.2893,68.9890,96.0529,106.1686
2020-05-29,279.0247,225.1254,227.8550,15.1686,50.1731,93.1425,24.6576,38.6556,70.0741,98.8851,107.0392
2020-06-05,292.7962,231.2320,243.3118,17.5480,51.1812,93.3234,25.2772,40.6514,77.0356,100.9409,108.5999
2020-06-12,278.9239,227.5565,230.0504,15.5834,49.2329,88.2508,24.2362,38.1044,70.6014,98.6291,105.7791
2020-06-19,284.2310,235.6215,232.5660,15.4856,50.5035,91.0990,23.7488,38.4553,69.2564,101.4442,107.6487
2020-06-26,276.3203,232.1463,224.9994,14.4713,48.7714,88.5429,22.9849,36.4081,66.0699,98.2965,105.7217
2020-07-03,287.5370,243.7140,232.2245,14.8002,50.3592,92.2568,24.1179,37.5027,67.4836,103.1161,108.9361
2020-07-10,292.4731,255.0980,234.3813,14.0868,51.4690,91.4486,24.0637,37.7283,65.1299,105.6839,110.2563
2020-07-17,296.2765,250.7010,239.8904,14.5426,52.5788,96.1522,25.0801,39.1238,66.6277,107.1681,110.4203
2020-07-24,295.5030,246.9707,238.0468,14.8676,53.0398,95.4349,25.1092,40.5193,68.8744,108.1277,111.5683
2020-07-31,300.6969,256.8569,237.7410,14.2810,53.5264,95.8254,25.3383,39.4748,64.1442,112.5572,112.8803
2020-08-07,308.1102,262.3461,246.9771,14.7368,54.2179,96.6245,25.6132,39.9427,66.3297,114.6432,112.1259
2020-08-14,310.2007,263.0129,251.6357,15.1372,54.7728,96.9786,25.1509,40.4859,69.0425,115.9737,112.7982
2020-08-21,312.6319,272.3965,251.7241,14.2810,54.8923,96.9967,24.7510,39.5082,65.9526,117.9824,111.8963
2020-08-28,322.8540,282.6982,258.4029,14.4435,56.1472,98.0682,24.6052,41.6391,66.3789,119.1242,114.7498
2020-09-04,315.4775,274.0490,253.9596,13.8212,55.9509,95.9797,24.7302,42.6502,63.5108,118.4288,114.6004
2020-09-11,307.6406,261.3603,249.7413,12.9294,55.1911,94.9718,24.5469,42.6669,60.2240,118.5834,112.1641
2020-09-18,305.7192,257.9006,249.8237,13.3218,54.3716,95.8344,24.3761,42.4984,60.6271,117.9223,108.5797
2020-09-25,303.9439,262.4329,245.4690,12.1591,54.1371,93.9182,24.6698,41.0410,55.6814,118.1369,110.2975
2020-10-02,308.6686,265.0905,250.0767,11.8086,55.0474,94.9574,25.4974,41.5802,55.1853,118.5662,114.0223
2020-10-09,320.6978,276.1074,258.3253,12.4048,56.4558,98.7863,26.6696,42.8016,57.3636,122.6866,114.3361
2020-10-16,321.1045,278.8134,258.4675,12.1631,56.8251,98.3852,26.8880,42.1446,56.5031,123.9485,117.0533
2020-10-23,319.7084,275.1700,256.0904,12.2437,56.1552,98.2941,27.2031,42.5574,56.2551,122.9017,115.2611
2020-10-30,301.9190,260.3263,239.5684,11.5709,53.4673,92.6783,26.2074,40.4851,53.8753,118.3441,110.0828
2020-11-06,323.7581,284.7084,255.9819,11.6555,55.8976,100.2085,26.9427,41.6560,55.1543,123.6354,114.2866
2020-11-13,331.0995,281.1519,266.7646,13.6498,57.9930,102.2142,27.7661,45.0255,64.3635,124.5418,119.5145
2020-11-20,328.5383,280.6205,264.9815,14.4273,57.1085,99.1875,26.6948,44.3685,67.4815,120.2431,118.4491
2020-11-27,336.2495,288.9604,271.0596,15.6763,57.4692,99.7709,26.7872,44.3938,71.8235,119.6475,119.4236
2020-12-04,341.9636,295.2516,274.0942,16.3692,58.0789,102.5971,26.2200,45.7182,73.3731,118.6634,121.3141
2020-12-11,338.6812,291.7050,272.5903,16.5666,57.8127,101.8130,26.1486,45.2937,72.7202,117.8348,120.5822
2020-12-18,342.7990,299.6390,274.0000,15.8737,58.3365,103.0164,26.1696,45.6248,68.5827,120.0186,122.2124
2020-12-25,342.6320,299.6981,274.1090,15.5634,57.7771,102.0406,25.9332,45.3701,67.1197,118.8792,120.6570
2021-01-01,347.1632,303.7448,277.5305,15.4736,58.4093,103.8440,26.5645,46.5587,66.4275,120.1050,123.3520
2021-01-08,354.0158,308.8664,282.2953,16.9107,57.9330,107.4598,26.4077,43.3665,71.6426,119.8029,119.9251
2021-01-15,348.8531,301.9248,279.7605,17.4537,56.8332,107.0753,26.6874,41.3459,72.4370,116.3414,117.6044
2021-01-22,355.5201,315.0528,281.4404,17.1761,56.3483,107.6429,26.6238,41.1676,72.1539,112.8922,115.2754
2021-01-29,343.6255,304.5388,272.2155,16.0533,55.4996,105.2995,26.3315,40.8789,67.0174,111.3378,113.5952
2021-02-05,360.0050,320.8035,282.8659,17.3761,56.9458,105.8853,26.9416,42.1524,70.2110,112.5188,117.2467
2021-02-12,364.5827,325.7315,286.0437,18.2376,56.8852,107.3591,26.5306,43.0354,72.7989,110.8254,111.3495
2021-02-19,362.1592,320.4744,286.4803,18.8541,56.2357,104.7319,26.0180,42.5430,76.4205,110.3912,110.2183
2021-02-26,353.1801,304.1322,281.5045,19.6584,54.8155,103.0842,24.7257,41.5921,79.7708,107.2737,107.4568
2021-03-05,356.2165,298.8461,286.7715,21.6181,56.0279,103.4595,25.2850,43.1203,86.9502,109.4013,111.5343
2021-03-12,365.9011,305.4102,298.6612,21.8712,57.2835,104.9058,26.4416,43.1111,88.9924,111.2770,111.5427
2021-03-19,362.8329,303.1640,297.1743,20.2218,57.4827,105.3361,26.3527,43.4963,82.4671,111.1641,112.7668
2021-03-26,368.8882,306.3193,301.3674,20.8077,59.7089,107.4929,27.0915,45.4053,85.7377,117.6250,119.6418
2021-04-02,373.2015,314.6267,302.1331,20.7582,59.1866,106.9142,27.3092,44.9516,84.3577,116.6090,118.4512
2021-04-09,383.3370,326.7826,307.9761,19.8835,60.0049,108.3472,27.6678,45.5252,82.1001,118.4240,119.5328
2021-04-16,388.7123,331.5325,311.7249,19.9701,60.7798,111.5898,28.6879,45.9532,82.1321,119.1881,120.8659
2021-04-23,388.2280,329.0217,310.4209,19.6153,60.5709,113.6107,28.4190,46.6295,81.0073,117.0579,122.2660
2021-04-30,388.7496,327.6356,309.0623,20.3786,60.5796,111.4520,28.4787,46.2100,82.2198,116.6034,120.8659
2021-05-07,393.2397,323.9618,317.2144,22.1280,61.5025,113.9689,28.1885,46.6637,87.7639,118.1154,122.0397
2021-05-14,388.0788,316.3910,313.9134,22.0703,61.7375,113.3994,28.1330,46.8520,87.3252,120.6149,122.9032
2021-05-21,386.5511,316.9919,312.5325,21.5215,61.8333,114.2353,28.2397,46.7579,84.0741,120.6062,123.3308
2021-05-28,391.3021,323.7000,315.8218,21.5421,61.6505,113.5372,27.8129,47.3314,83.8076,117.8532,124.0351
2021-06-04,393.6870,325.3188,317.8869,23.0028,62.2686,112.1501,27.9110,48.1447,87.5705,118.8145,124.8568
2021-06-11,395.2800,330.7860,315.3468,22.8501,61.7637,114.4099,28.2184,48.0762,87.1344,117.8619,124.7301
2021-06-18,387.7970,332.1335,304.6793,21.6164,59.9005,113.6658,27.3604,46.3771,83.1940,115.3886,122.8130
2021-06-25,398.7227,339.1472,315.1934,23.0670,61.0607,115.9168,27.5213,46.8514,86.6419,117.9144,123.6491
2021-07-02,405.3681,348.0562,318.3871,22.7960,61.2798,118.3052,27.5385,46.7307,85.6487,118.7709,125.7604
2021-07-09,407.0503,350.3564,319.1098,22.0291,61.4726,118.6925,27.7880,46.9722,84.0337,119.7584,126.2419
2021-07-16,403.1436,347.0469,317.4767,20.2909,62.2525,118.6095,28.5064,48.6455,79.6330,122.7998,131.5962
2021-07-23,411.1815,357.3341,320.9834,20.2242,62.5679,121.2469,28.2655,49.1716,79.8268,122.9389,132.7448
2021-07-30,409.8450,353.8113,319.9854,20.5869,62.6643,121.8648,28.3773,49.1888,82.2088,125.0848,132.5505
2021-08-06,413.5647,357.1886,322.3753,20.6369,62.1649,122.5933,29.0139,48.8525,82.3219,124.3636,130.3379
2021-08-13,416.7704,357.9359,325.3967,20.5994,63.5406,123.2850,29.5430,49.3613,82.3300,126.3248,132.1874
2021-08-20,414.3779,356.8780,322.0867,19.1280,63.7597,125.5166,30.0807,48.8525,77.1713,127.6000,133.7329
2021-08-27,420.8174,364.9428,325.2144,20.5535,62.9009,124.1518,29.4742,47.9986,80.7230,125.1552,130.8530
2021-09-03,423.4625,370.3097,324.8200,20.2659,63.8211,126.1990,29.8915,48.9301,79.7819,126.6854,133.5782
2021-09-10,416.3220,365.4766,317.9960,19.9199,62.9886,122.8239,29.4441,47.9641,78.6198,126.7558,132.1921
2021-09-17,413.8676,362.7981,317.6954,20.5577,62.5329,122.6487,28.5623,47.3093,79.1845,126.9404,131.0612
2021-09-24,416.2210,362.7144,319.7449,21.4740,62.2701,122.1369,28.2324,46.8314,82.3270,126.2457,131.1207
2021-10-01,407.1542,349.9384,315.4341,22.7144,60.8593,117.8337,27.6864,46.0753,85.3795,122.7543,128.3571
2021-10-08,410.5485,350.8906,319.4325,23.8661,61.7675,117.4728,28.0721,47.0312,88.4238,124.6451,132.6768
2021-10-15,418.0589,358.4493,324.4309,24.1868,62.4377,118.4259,28.4665,47.3441,89.7004,127.0108,135.0407
2021-10-22,424.8566,363.4626,328.0078,24.4483,62.8609,121.8500,29.1469,47.3180,92.3110,124.6213,136.0271
2021-10-29,430.6043,375.1311,329.3778,24.2458,62.8256,123.8397,28.9996,48.9865,93.6940,126.5328,137.4131
2021-11-05,439.3055,387.2660,334.0395,24.5791,64.3687,122.9513,29.1339,49.3950,93.8986,129.2317,141.1546
2021-11-12,438.1241,383.4768,332.1822,24.2796,64.2276,123.8304,28.8869,49.1951,93.4812,129.6919,138.3060
2021-11-19,439.6430,392.5027,327.8842,23.0645,63.5310,123.0530,29.1686,47.9089,92.6411,129.9220,139.2924
2021-11-26,430.3418,380.0763,321.5368,23.4484,63.4517,122.1276,28.9346,46.6923,94.7934,130.4971,137.0220
2021-12-03,425.1379,372.2358,318.9757,23.2628,63.1078,120.6470,29.2120,46.8880,94.7107,132.6297,141.0041
2021-12-10,441.3776,386.6927,331.8642,24.1488,65.4180,124.5430,29.9704,49.2876,97.9640,137.5675,144.6509
2021-12-17,432.7004,373.9652,326.3850,22.9380,66.3086,127.6339,30.3432,50.5574,94.0401,139.3374,144.0774
2021-12-24,442.7965,386.1263,331.6735,23.4615,66.8076,129.4063,30.4550,50.9866,96.3663,141.6736,145.3444
2021-12-31,446.8989,387.0309,335.3284,23.7179,68.4589,130.8835,31.2675,51.8536,97.1444,144.7529,148.7087
2022-01-07,438.5529,369.5301,334.3961,26.2136,68.7341,124.8079,30.7564,52.8344,103.5021,144.0097,149.0255
2022-01-14,437.2639,369.6761,331.4704,27.5683,68.3879,124.5478,30.3152,53.7627,106.7554,141.4169,150.3610
2022-01-21,412.1037,342.1262,316.2088,26.6880,67.4379,120.2745,30.0706,52.9395,105.0584,144.6805,149.1454
2022-01-28,415.8393,342.2332,320.6053,28.0469,67.1893,121.2128,29.6862,53.2810,108.1213,142.7943,147.8184
2022-02-04,422.1904,348.2743,324.0784,29.4444,67.3757,122.9035,29.9133,53.3861,112.4839,143.7107,147.6643
2022-02-11,414.4372,337.6221,320.7715,30.0897,66.8076,120.9991,29.2799,52.7994,114.9094,139.0488,144.3171
2022-02-18,408.5752,332.2231,315.4196,29.0811,67.5000,118.4537,28.9261,54.7698,111.6071,142.2605,143.5723
2022-02-25,411.8873,336.3672,315.0128,29.4358,67.3935,121.6494,29.5202,55.0413,117.4292,140.7836,144.1459
2022-03-04,406.6370,328.1275,311.2480,32.1495,67.3580,123.1079,30.9661,54.7961,132.7122,138.0256,142.8277
2022-03-11,395.2519,315.5783,305.2814,32.8418,63.4250,119.7822,30.7651,50.7238,142.9594,127.4206,132.4700
2022-03-18,419.5567,341.9317,321.8836,31.5726,65.8665,127.2605,30.9311,53.0359,135.2886,133.5861,140.2770
2022-03-25,427.2679,350.0100,323.1353,33.9757,66.9233,126.9865,32.0041,54.2978,141.6294,135.9704,142.3882
2022-04-01,427.4850,352.4451,322.6439,33.2465,68.3592,128.6639,33.2002,55.4803,137.3716,137.9811,146.2831
2022-04-08,422.4354,340.0751,322.0506,34.3122,70.2053,133.0996,33.8422,56.3275,142.1480,142.4385,149.1870
2022-04-15,413.2046,329.6339,319.3114,34.4502,70.3123,129.1950,33.4596,57.3776,143.5366,141.0773,148.1271
2022-04-22,402.1145,316.9425,313.7281,32.8755,70.6690,124.5636,32.6505,57.5806,134.6362,144.2665,148.3425
2022-04-29,388.8630,305.1082,305.7706,32.4225,69.2421,121.4139,31.3357,57.0158,131.0559,143.6402,147.9634
2022-05-06,388.2400,301.2122,305.1956,35.7747,68.4216,120.9386,31.7534,57.1305,142.7838,139.5694,146.8432
2022-05-13,379.1603,294.0923,298.8518,34.8515,68.6267,119.8390,31.4104,57.9953,140.4248,137.4401,149.6954
2022-05-20,367.7492,281.1769,290.4446,35.2786,63.0527,120.9386,31.5468,53.8125,141.5379,126.8560,139.7772
2022-05-27,391.9399,301.0662,308.7123,38.1951,66.8876,124.8897,33.1430,57.0775,150.3598,133.0561,148.0151
2022-06-03,387.4850,298.2415,306.1836,38.6179,65.8353,120.9759,32.6945,55.5685,149.7863,130.5242,143.0402
2022-06-10,367.9097,281.3327,292.2574,38.2728,64.1408,116.9408,31.3709,54.1919,147.9308,126.9992,141.0184
2022-06-17,346.8057,267.5504,278.3505,31.7063,61.3850,111.7223,28.5258,52.8235,125.1424,118.4193,136.2808
2022-06-24,369.7643,287.5044,293.5390,31.2329,65.4580,120.9064,30.5891,56.0322,122.0977,129.1464,144.1508
2022-07-01,361.3847,275.3253,289.6533,31.6649,65.7905,121.3556,31.8480,57.2233,123.5652,130.7211,146.9795
2022-07-08,368.4278,288.2266,292.0853,30.9537,65.5030,122.3476,30.9482,56.1211,120.4109,129.7458,149.1401
2022-07-15,365.0721,284.8304,291.4617,29.9241,65.5389,121.8422,30.9216,55.5523,116.0928,129.7906,148.4806
2022-07-22,374.5134,294.7063,297.4277,31.0410,65.7725,121.4959,30.7753,54.7434,121.6085,128.7872,147.1704
2022-07-29,390.5333,307.8515,306.3768,34.2127,66.9316,123.9010,32.7788,57.0366,138.1306,125.0862,151.8126
2022-08-05,391.9362,313.9897,305.7336,31.8830,67.0664,123.0119,32.9029,56.3344,129.5786,130.3180,151.4568
2022-08-12,404.8563,322.4214,314.9251,34.2345,67.8481,125.0426,34.0066,56.6189,134.8161,132.0739,153.8690
2022-08-19,400.1547,315.0730,314.7950,34.6664,69.1061,124.3876,34.4410,57.9255,134.2027,134.8295,156.3333
2022-08-26,384.2012,300.0249,301.6162,36.1410,66.8957,119.1190,33.5589,56.0945,139.0708,128.1298,151.8820
2022-09-02,371.8118,288.0509,293.0516,34.8846,65.1975,116.9666,33.0669,54.3523,134.3389,123.5104,149.0766
2022-09-09,385.4240,299.6833,301.0091,35.1638,66.4734,122.1229,34.2992,55.3923,136.1432,126.0317,151.3129
2022-09-16,366.9811,282.3420,288.4834,34.2214,64.0923,119.2687,33.0093,53.3072,133.1474,124.5189,145.8533
2022-09-23,350.2196,269.3482,277.0677,31.0839,62.7457,115.3095,32.0235,52.4655,123.2071,122.0876,147.2073
2022-09-30,339.9686,261.2827,269.0514,31.7631,60.3491,113.7875,29.2344,50.1556,122.2710,113.6861,142.6125
2022-10-07,345.3083,263.0815,274.3611,36.0764,60.1411,115.2062,28.4534,48.8037,136.1942,111.9031,141.1712
2022-10-14,340.3969,254.9084,277.9667,35.4060,61.0726,116.4088,27.7350,49.2245,136.2878,112.6325,148.6661
2022-10-21,356.2542,269.2603,291.3084,38.3389,62.3206,118.8891,28.2526,50.1019,147.3941,116.6059,151.1732
2022-10-28,370.2743,274.9305,307.8940,39.3621,66.1732,124.8270,30.0823,54.3994,153.1728,122.6276,159.1834
2022-11-04,358.2149,258.7604,303.7336,40.3191,64.9795,122.9010,29.9395,53.0565,156.1003,121.9202,156.1697
2022-11-11,379.3071,281.5197,316.5243,41.0733,66.4898,125.0807,30.3813,54.9008,158.6876,127.8421,155.5320
2022-11-18,376.9465,278.4499,316.7725,40.4117,67.5389,126.4337,30.7249,54.7397,156.9391,129.2931,158.3972
2022-11-25,382.9430,280.5030,322.5471,40.5176,68.9587,128.8576,31.6576,56.1274,157.5480,133.0566,160.8256
2022-12-02,387.3023,286.0071,323.6927,39.8296,69.8088,131.3286,31.6977,58.0222,155.2581,136.5843,163.2176
2022-12-09,374.3290,275.7322,314.8947,36.4645,68.6332,129.6375,31.6085,56.9312,144.0831,136.8655,160.9411
2022-12-16,366.4766,268.1164,309.5831,37.2054,67.7017,127.3356,31.4523,56.5796,144.7006,136.4302,158.5151
2022-12-23,366.1324,262.0062,312.3687,38.7917,68.4786,128.3979,31.9031,57.5443,152.1449,138.4072,160.2027
2022-12-30,365.6734,260.9478,311.8040,38.9744,67.9048,128.1621,31.7186,57.3550,153.9373,137.4459,158.7964
2023-01-06,371.0758,263.4174,316.4622,39.0145,69.0251,127.9922,31.9436,57.1656,151.4245,139.5861,159.1831
2023-01-13,381.0393,275.3437,322.8239,40.0794,68.0778,127.7847,32.0921,55.3894,152.2821,136.8292,154.0323
2023-01-20,378.5341,277.0195,314.2722,40.3156,66.1468,126.3318,31.1473,54.1721,155.1466,130.4695,149.3210
2023-01-27,387.9046,290.3275,319.8669,40.6497,66.3654,125.3412,30.9943,54.5418,153.9031,128.2793,149.0924
2023-02-03,394.2824,300.0489,319.2735,38.3016,66.8573,125.1809,30.5534,53.9467,145.3267,130.1409,148.6529
2023-02-10,390.1613,293.6987,319.0379,40.1953,66.4656,124.9922,30.4634,53.7573,147.4880,126.1712,154.8761
2023-02-17,389.4154,295.1294,319.1458,37.6466,67.1123,124.5204,30.8098,54.2082,140.9010,127.7682,154.9464
2023-02-24,379.0121,286.0058,309.5513,37.7223,66.2288,121.2374,29.9685,53.9557,140.5202,127.0838,154.6652
2023-03-03,386.4799,293.6790,315.2967,38.8808,66.0739,121.8600,29.8065,53.5950,142.7265,128.6261,153.2237
