Date,SPY,QQQ,DIA,XLE,XLP,XLV,XLU,KO,CVX,PG,PEP
2014-12-05,170.8676,96.4432,142.0338,25.4463,35.7297,58.3791,15.7234,30.3597,67.2648,65.0268,68.1951
2014-12-12,165.0269,93.9630,136.8827,23.4620,35.0421,56.7215,15.7371,28.5324,62.1139,64.4297,66.0884
2014-12-19,170.5882,95.8288,140.8654,25.6968,35.8172,58.2807,16.2059,29.2577,68.5146,66.2284,66.5767
2014-12-26,172.1742,96.4902,142.8795,25.5501,36.4360,57.2212,16.7904,29.9622,68.7087,67.2428,67.6998
2015-01-02,169.6878,94.5611,141.0954,25.3651,35.6183,56.8073,16.4065,29.3903,68.3023,65.0700,65.8792
2015-01-09,168.7131,94.2672,140.5245,24.3541,36.1781,58.1151,16.3858,30.0110,65.6510,64.9333,67.5394
2015-01-16,166.5490,92.6137,138.6211,23.9937,36.2960,58.2476,16.8146,29.6623,63.7763,65.6528,67.8672
2015-01-23,169.3078,95.7737,140.0019,24.4498,36.5759,58.7194,16.9944,30.2063,64.8259,65.2719,68.7322
2015-01-30,164.7483,92.8709,136.0656,24.0958,35.3751,57.3371,16.7108,28.7137,62.2049,61.0765,65.4187
2015-02-06,169.7870,94.7357,141.3353,25.4576,36.1487,57.7592,16.1022,28.9090,66.5003,62.0330,67.4627
2015-02-13,173.2810,98.2080,143.1208,26.1657,36.4654,58.5373,15.6215,29.2856,69.0958,62.2431,69.1508
2015-02-20,174.4870,99.5859,144.1479,25.6873,36.5391,59.7457,15.8013,29.2717,66.5349,61.4968,69.1020
2015-02-27,174.0079,99.5767,144.1878,25.2025,36.8411,59.7954,15.6422,30.1993,65.3586,61.6852,69.0462
2015-03-06,171.3977,98.6673,141.9675,24.4880,35.9203,59.1084,15.0059,28.9578,63.4410,59.8954,67.5355
2015-03-13,170.0183,96.7658,141.2991,23.8023,35.5667,59.4395,15.0370,28.0659,62.2585,59.2940,66.2363
2015-03-20,174.5772,99.9254,144.2545,24.6962,36.2737,62.1706,15.6782,28.5863,65.5730,61.4026,66.9527
2015-03-27,170.7025,97.1541,140.9463,24.5324,36.1032,60.6267,15.2948,28.1855,63.8882,59.6418,67.3810
2015-04-03,171.2833,96.7858,141.3607,24.9563,36.4145,59.7552,15.5283,28.6074,64.5009,59.7288,67.1984
2015-04-10,174.2703,99.2073,143.7841,25.7334,36.7629,61.4734,15.5667,28.7481,65.4995,60.3954,67.5566
2015-04-17,172.5361,97.6052,141.9396,26.3017,36.3626,60.8342,15.3715,28.3402,66.8474,59.8012,67.2827
2015-04-24,175.6060,101.7761,144.0136,26.3242,36.4590,61.7473,15.7375,28.7551,67.3130,59.1647,66.8332
2015-05-01,174.8344,100.4042,143.5030,26.6100,36.1773,60.3279,15.5005,28.7692,66.8045,58.6461,67.1072
2015-05-08,175.5811,100.0727,145.0587,26.2535,36.4442,60.9670,15.3471,28.8184,66.5655,59.1354,67.8024
2015-05-15,176.2614,100.8922,145.8832,25.9035,36.8740,61.6394,15.4482,29.1981,66.8452,59.2012,68.9751
2015-05-22,176.7178,101.7117,145.7072,25.7526,36.5034,62.2370,15.5353,28.9801,64.9023,58.3977,67.5987
2015-05-29,175.1829,101.3249,143.9885,25.1714,36.1625,62.2038,15.5109,28.8043,63.7328,57.2582,67.7181
2015-06-05,174.0461,100.6344,142.7013,24.9402,35.2731,61.7058,14.8905,28.1995,62.8603,56.5570,65.8263
2015-06-12,174.2453,100.1280,143.2050,24.7090,35.6214,61.7888,14.8277,28.3329,61.7961,57.6089,66.3144
2015-06-19,175.7599,101.4103,144.0900,24.5370,36.2897,63.0594,15.0505,28.6449,61.5486,58.8287,67.1067
2015-06-26,174.9344,100.8381,143.5851,24.5920,36.1181,63.2926,14.6988,28.3613,61.0102,57.9522,67.1421
2015-07-03,172.8418,99.6200,141.9179,24.0909,35.9242,62.3348,14.8536,27.9997,59.3210,58.3831,66.9652
2015-07-10,172.9836,99.3432,142.2063,23.7548,36.6775,62.7013,15.1139,28.6378,58.4176,59.1282,67.5949
2015-07-17,177.1522,104.8248,144.8528,23.4154,37.3412,64.1089,15.2475,29.2476,57.6380,60.0704,68.4650
2015-07-24,173.4171,102.5270,140.8251,22.4683,37.0504,62.3431,14.8887,28.6733,56.0601,59.1263,68.0405
2015-07-31,175.5014,103.3113,141.7558,22.4263,37.5202,63.7924,15.4726,29.1270,54.7484,56.4826,68.1608
2015-08-07,173.3753,101.7979,139.4772,21.6667,37.4083,62.7346,15.6133,29.6163,51.8216,55.5842,70.1062
2015-08-14,174.6010,101.9825,140.3277,22.4133,37.4083,62.7845,16.0284,29.2476,53.2076,55.6873,70.1982
2015-08-21,164.9379,94.4983,132.3388,20.5256,35.5812,59.7195,15.8455,28.0280,47.4683,52.9036,68.0900
2015-08-28,166.1469,97.4698,133.8843,21.2529,35.5290,59.8028,15.1772,27.9713,50.3944,52.4397,66.1658
2015-09-04,160.5692,94.2768,129.5699,20.6194,34.6937,57.2041,14.4069,27.3119,48.0385,50.6355,64.8184
2015-09-11,164.0293,97.4237,132.3228,20.4836,35.1263,58.8283,14.6144,27.2696,47.4871,50.3851,65.3174
2015-09-18,163.8008,97.4572,131.8978,20.5468,35.4204,59.2755,14.9938,27.8775,48.7089,51.5045,66.3369
2015-09-25,161.6219,95.2092,131.3657,20.3091,35.6381,55.9068,15.1714,28.3352,48.6838,53.5149,66.6363
2015-10-02,163.4238,96.2176,132.7367,20.7910,35.9083,57.0854,15.3915,28.8859,51.0961,53.3307,67.1283
2015-10-09,168.7287,98.5488,137.7210,22.4484,37.1243,57.2108,15.5477,30.0517,56.1211,54.8478,70.9138
2015-10-16,170.3546,100.0197,138.6890,22.5428,37.2519,58.3142,15.8992,30.0517,57.1988,55.1571,71.0778
2015-10-23,173.9080,104.3305,142.3120,22.2270,38.0850,57.9548,15.8317,30.6023,57.1675,57.2355,73.0240
2015-10-30,174.2600,104.8393,142.4088,22.1521,37.4395,59.6350,15.5335,30.2877,56.9419,56.7525,72.8529
2015-11-06,176.0284,106.1899,144.5471,22.7284,36.9141,59.9777,15.0009,30.0087,58.9156,56.1506,71.0920
2015-11-13,169.7428,101.6108,139.2781,21.4846,35.9008,58.1554,15.1039,29.5939,55.5635,54.9543,69.8944
2015-11-20,175.4165,105.9032,144.1406,21.7841,36.8391,59.7855,15.4057,30.3449,56.4514,56.3364,71.3629
2015-11-27,175.6261,105.7459,144.0110,22.0674,37.4996,60.2619,15.1785,31.0965,57.3139,56.2472,71.8192
2015-12-04,175.6763,106.5137,144.4320,21.0678,37.8598,60.0028,15.0790,31.1974,56.8953,57.8298,72.5520
2015-12-11,169.1897,102.4896,139.8259,19.6871,37.1393,58.7656,14.8376,30.4623,54.8215,57.7927,70.1973
2015-12-18,168.6286,101.9118,138.7488,19.3167,37.3070,59.1741,15.2493,30.6280,56.9588,58.0528,70.2835
2015-12-25,173.4002,104.4729,142.1728,20.2302,38.4639,60.8194,15.5937,31.3775,58.3794,59.2862,72.1787
2016-01-01,171.8743,103.7955,141.1749,19.8195,38.1765,60.4668,15.5255,30.9595,57.0539,59.0039,71.7336
2016-01-08,161.7997,96.5114,132.4523,18.4165,37.0650,57.1006,15.4645,29.9146,52.0880,56.4478,69.7881
2016-01-15,158.3347,93.5700,129.6319,17.8579,36.5206,56.1352,15.5721,29.9074,53.0647,55.7122,67.4333
2016-01-22,160.6194,96.2887,130.5329,18.3146,37.2692,56.9579,15.7120,30.3110,52.9822,57.9817,68.8117
2016-01-29,163.3173,96.6228,133.4393,19.1262,38.3807,55.7994,16.2931,30.9307,54.8405,61.2270,71.2885
2016-02-05,158.4528,91.0461,131.4666,18.3803,37.5263,54.0617,16.7057,30.5848,52.5637,60.8597,69.8671
2016-02-12,157.3400,90.9533,129.8755,18.1635,37.8589,54.0365,16.3434,31.0676,54.1809,60.7023,70.7070
2016-02-19,161.8672,94.3030,133.3925,18.6662,38.4412,55.3461,16.5730,31.5433,55.5553,61.3019,71.4896
2016-02-26,164.4722,95.9733,135.4948,18.8042,38.6302,56.4962,16.5622,31.0893,54.1745,60.7848,70.6137
2016-03-04,168.9741,98.0518,138.5423,20.0297,39.3485,56.5885,16.8994,31.7883,56.4738,62.5761,72.3040
2016-03-11,170.9385,98.8126,140.3432,20.4897,39.6585,57.5791,17.2725,32.8278,60.7448,61.2720,73.2512
2016-03-18,173.1930,99.9247,143.4702,21.0100,40.0144,56.3113,17.5758,33.1184,62.7422,62.3213,73.2368
2016-03-25,172.1252,99.8224,142.8576,20.4640,39.7636,56.7747,17.6770,33.1038,60.9182,62.1264,72.7957
2016-04-01,175.3454,102.7074,145.1279,20.2058,40.7516,57.7519,18.0023,34.0117,60.5393,62.6061,75.0371
2016-04-08,173.2946,101.4417,143.4457,20.6393,40.5920,58.4259,17.6553,34.0407,61.8687,62.3587,75.9771
2016-04-15,176.0741,102.9680,146.0177,21.0265,40.3108,58.9904,17.6698,33.4815,62.4468,62.1895,75.0299
2016-04-22,177.0825,101.4231,147.0147,22.1847,39.4900,60.5490,17.1132,32.3485,65.5168,61.1694,73.7356
2016-04-29,174.8454,98.3892,145.1271,22.3370,39.7484,58.7966,17.4999,32.5373,65.6259,60.5422,74.4442
2016-05-06,174.3285,98.2589,144.9227,21.5990,40.4628,58.2827,17.6481,32.9150,65.4204,62.0610,75.8903
2016-05-13,173.5149,98.1844,143.4028,21.5063,40.4628,58.2490,17.8505,32.9368,64.7011,61.3809,75.3264
2016-05-20,174.1335,99.0871,143.3164,21.8935,39.6420,58.7124,17.4529,31.9200,64.7684,60.4666,72.3763
2016-05-27,178.1588,102.4933,146.3835,22.2145,40.2804,59.9676,17.6481,32.5228,66.2158,61.5321,73.7212
2016-06-03,178.1926,102.4282,146.0227,22.0193,40.7060,60.9028,18.0999,32.7116,65.3331,62.3179,74.6892
2016-06-10,178.0146,101.3859,146.5558,22.2939,41.1392,60.4731,18.2770,33.4016,66.1899,62.8696,75.2574
2016-06-17,175.9165,99.3697,145.0499,22.2808,40.8821,59.2617,18.4192,32.7795,65.9237,62.8167,75.3303
2016-06-24,173.1225,97.3168,142.6669,22.2442,40.5992,58.6273,18.3682,32.1502,66.1379,62.1593,74.2886
2016-07-01,178.8126,100.8534,147.3425,22.8504,41.9678,61.0380,19.1224,33.0211,67.5983,64.0635,76.9474
2016-07-08,181.1381,102.9250,148.9777,22.5540,42.5795,62.3322,19.1443,33.2113,68.0007,64.8116,78.8706
2016-07-15,183.8469,104.3247,152.0306,23.0603,42.5871,62.6621,18.9475,33.3943,69.4676,64.9929,79.8831
2016-07-22,185.0479,106.0510,152.5486,22.7572,42.4342,63.4318,19.2245,33.5407,68.5784,65.2814,79.5408
2016-07-29,184.9456,107.5253,151.4137,22.4441,41.8225,63.6095,18.9913,31.9306,66.5144,65.1824,79.3441
2016-08-05,185.8486,108.9717,152.3430,22.4940,41.7384,63.6518,18.4848,31.8208,65.2358,65.3271,79.1547
2016-08-12,186.0871,109.3636,152.8692,22.8837,42.1207,63.2542,18.5467,32.2233,66.3067,66.2867,79.1037
2016-08-19,186.1553,109.4196,152.9307,23.4533,41.9907,62.8989,18.3172,32.1428,67.1103,66.4923,78.7978
2016-08-26,185.0905,108.9717,151.6928,23.1103,41.5243,61.8078,17.9091,31.7037,66.4544,66.6979,78.2733
2016-09-02,186.0104,109.2890,152.5511,23.0103,41.9143,61.4525,18.0840,31.9525,66.1986,67.1700,79.1350
2016-09-09,181.6747,106.6388,149.2915,23.2168,40.2857,60.4882,17.6576,30.9353,66.4216,65.6774,76.3326
2016-09-16,182.6695,109.7218,149.6316,22.6032,40.6121,61.2319,18.1022,31.0921,64.1719,67.0558,77.2350
2016-09-23,184.9125,110.6947,150.8305,22.6668,41.0353,62.0810,18.7196,31.5348,65.0770,66.8350,78.7462
2016-09-30,185.1779,111.0595,151.1282,23.6621,40.9353,61.2319,18.0030,31.2249,67.5038,68.3505,79.7953
2016-10-07,184.0992,110.8257,150.6652,23.6621,40.2583,61.0281,17.3158,30.7896,67.0775,68.5409,77.7558
2016-10-14,182.4554,109.5815,149.8962,23.3907,40.2890,59.1175,17.5473,30.7453,66.2970,67.3452,78.3720
2016-10-21,183.1917,110.5263,149.9870,23.5214,40.1813,59.1939,17.6392,31.0847,66.4413,64.7186,77.4844
2016-10-28,181.9589,109.5441,150.1028,23.2466,40.5198,57.5551,17.8082,31.1585,68.0941,66.6449,78.5481
2016-11-04,178.5430,106.3167,147.9096,22.7104,39.7044,56.4512,17.6208,30.7601,68.7238,65.2942,77.6238
2016-11-11,185.2806,108.3279,155.9874,23.2767,38.8812,59.8563,16.9152,30.2731,69.9437,64.1430,75.7017
2016-11-18,187.0613,109.7499,156.4197,23.8364,38.8504,59.1854,17.0108,30.1846,72.3398,62.9305,74.3225
2016-11-25,189.6469,111.1344,158.7768,24.3692,39.4043,58.9987,17.3305,30.6420,73.5322,64.0510,74.9534
2016-12-02,188.0716,108.2344,159.1420,25.0763,38.9043,58.0900,17.1982,30.0305,74.8571,63.2375,74.3476
2016-12-09,193.9188,111.7892,164.0804,25.6694,40.0352,58.4637,17.6245,31.2508,76.7186,64.7493,76.5426
2016-12-16,193.7959,112.2136,164.8539,25.7748,40.3415,59.3427,17.9621,31.0573,78.2224,64.9872,78.2424
2016-12-23,194.3729,112.7766,165.5692,25.7209,40.3493,59.2404,18.0363,30.9532,78.4476,65.2021,77.6659
2016-12-30,192.4956,111.1628,164.2883,25.3739,40.0780,58.7969,18.0214,30.8490,77.9707,64.5268,77.3260
2017-01-06,195.6646,114.3997,165.9518,25.5660,40.3958,60.5112,18.1179,31.0573,77.4009,65.2559,77.2742
2017-01-13,195.5268,115.5537,165.2781,25.0573,39.9307,60.4856,17.9992,30.4174,77.0962,64.4731,75.0497
2017-01-20,195.2599,115.6382,164.8239,25.1112,40.7523,59.5645,18.0474,30.7448,76.5795,67.6449,76.2987
2017-01-27,197.1803,118.0307,167.0469,25.0067,40.5973,59.4877,17.9546,30.8416,75.3805,67.0803,76.4760
2017-02-03,197.4989,117.9181,166.8388,24.7271,41.0778,60.9120,18.1439,30.9085,75.2347,67.6140,77.6807
2017-02-10,199.3676,119.5131,168.8038,24.6867,41.5583,61.2873,18.2886,30.1942,74.8903,68.0472,78.4124
2017-02-17,202.4506,121.7931,171.8852,24.2454,42.2094,62.8225,18.3925,30.6779,73.7880,70.4606,79.9274
2017-02-24,203.8715,122.2152,173.5966,23.9152,42.8449,63.7777,19.1420,31.0871,73.6475,70.4297,81.1690
2017-03-03,205.3183,122.9283,175.2498,24.2521,42.7364,64.6476,19.1160,31.6079,75.9415,70.0042,82.2697
2017-03-10,204.6896,123.2755,174.6152,23.5851,42.6667,64.8011,18.9082,31.4666,73.9752,70.4451,81.5479
2017-03-17,205.0093,123.8140,174.7134,23.6554,42.8366,64.3342,19.1529,31.5491,72.0157,70.3910,82.8873
2017-03-24,202.2675,122.8173,172.1119,23.2352,42.6184,63.5894,19.3996,31.6167,72.2230,70.0584,83.4305
2017-03-31,203.8935,124.4627,172.6055,23.6893,42.5249,63.6494,19.1828,31.8569,71.8084,69.5014,83.2370
2017-04-07,203.4265,124.0772,172.6390,23.8452,42.6184,63.6922,19.2164,31.9845,72.8049,69.0218,83.0510
2017-04-14,201.0999,122.6011,170.9575,23.4893,42.7275,63.3241,19.3211,32.1196,70.9590,69.6406,83.8472
2017-04-21,202.8988,124.6319,171.8457,22.9742,42.8521,63.0673,19.3398,32.3298,70.1497,69.0749,84.4053
2017-04-28,205.9174,127.8568,175.0524,22.9912,42.9924,64.6252,19.3286,32.3898,71.3602,68.0694,84.2937
2017-05-05,207.3185,129.3141,175.6300,22.8115,43.0236,65.0275,19.3398,32.7952,70.7517,67.4225,84.2490
2017-05-12,206.6959,130.3107,174.9938,22.9606,42.8210,64.4369,19.3398,32.7201,70.8654,67.1808,84.0184
2017-05-19,206.1163,129.5961,174.4681,23.0725,43.1248,64.2229,19.4706,32.9528,71.9646,67.2198,84.5988
2017-05-26,209.0571,132.7739,176.7941,22.5743,44.0208,64.9590,19.9641,34.0713,70.7485,68.0070,87.7390
2017-06-02,211.1847,134.8800,177.9446,22.0592,44.6208,66.2686,20.2931,34.4466,69.6608,69.0515,88.1618
2017-06-09,210.5274,131.6082,178.5827,22.5099,44.1533,66.3542,20.0651,34.0187,71.8835,68.7163,86.8656
2017-06-16,210.8848,130.2414,179.6613,22.6239,43.9284,66.7638,20.3937,34.2911,73.2009,69.8855,87.5549
2017-06-23,211.3107,133.1545,179.8129,21.9688,43.5673,69.1529,20.0545,34.2457,70.9376,69.6985,87.6298
2017-06-30,210.1547,129.7607,179.3922,22.1530,43.1354,68.0958,19.5834,33.9430,70.4850,67.9291,86.5285
2017-07-07,210.4241,129.8737,180.0735,21.8425,42.7979,68.0786,19.4062,33.5948,69.9175,68.3188,86.5435
2017-07-14,213.4226,133.9841,181.9327,22.3168,42.9627,68.8607,19.5683,33.8143,70.5593,67.8901,86.1089
2017-07-21,214.5699,135.8602,181.5168,22.2179,43.2454,69.5997,20.0846,34.0792,69.7554,69.6089,87.3826
2017-07-28,214.5960,135.6057,183.6139,22.6819,43.4495,68.7146,19.9904,34.8209,73.0455,70.8659,87.3676
2017-08-04,215.0306,135.4266,185.7614,22.3987,43.1983,68.3021,20.2693,34.4349,74.3899,71.2272,87.1878
2017-08-11,212.1712,133.9653,184.1865,21.8186,43.2768,67.5458,20.2542,34.5030,73.7954,71.7535,87.2927
2017-08-18,210.9456,133.1451,182.8030,21.2658,43.3396,67.0302,20.5407,34.5636,72.6603,72.6412,88.1093
2017-08-25,212.5535,133.8427,184.0778,21.4978,42.9235,67.8466,20.7819,34.4879,73.8545,72.6727,86.7982
2017-09-01,215.4043,137.6421,185.6650,21.6958,43.1590,69.8060,20.6538,34.6468,74.2161,72.6884,87.3980
2017-09-08,214.3092,135.9545,184.2466,21.9756,43.2532,70.9317,20.8648,35.0403,75.5946,72.9319,86.7945
2017-09-15,217.6524,137.6987,188.1885,22.7628,43.6274,71.2360,20.7923,35.2276,78.2218,73.2697,86.6511
2017-09-22,217.8707,136.3560,188.8231,23.2330,42.6003,70.3648,20.2150,34.7013,80.0369,72.4606,84.3877
2017-09-29,219.4342,137.4237,189.3475,23.6755,42.6478,70.4942,20.1467,34.3351,80.1802,71.4707,84.0708
2017-10-06,222.1768,139.5117,192.5030,23.5338,42.5134,71.4947,20.2910,34.7013,79.8595,72.5313,83.2937
2017-10-13,222.6834,140.1542,193.5013,23.5580,43.1139,71.0893,20.5644,35.2276,81.3130,73.0890,84.9687
2017-10-20,224.5700,140.5038,197.3795,23.4301,42.5845,72.3486,20.8341,35.3802,80.9581,69.8456,84.2066
2017-10-27,225.0940,142.8942,198.2601,23.2814,41.9525,70.8478,20.9062,35.1437,77.4780,68.8880,83.4446
2017-11-03,225.7405,144.8121,199.1151,23.7447,41.9841,70.3907,20.9670,35.0674,78.4674,68.5239,83.1579
2017-11-10,225.4260,145.1995,198.4802,24.0835,42.8848,70.0370,21.0809,35.5023,79.9618,69.7744,85.0667
2017-11-17,225.2251,145.4546,198.0735,23.3125,43.2640,70.0715,21.1948,34.8691,79.0091,69.9881,86.5229
2017-11-24,227.4087,147.6371,199.8388,23.4681,43.2719,70.5287,21.2214,34.9988,80.2489,70.0039,87.4433
2017-12-01,230.9899,145.9648,205.7626,24.0904,44.3938,71.8483,21.4227,35.3549,82.3152,71.5156,88.7185
2017-12-08,231.9069,146.1632,206.7556,23.9521,44.7098,71.5982,21.2176,34.8473,82.5976,71.5235,88.5589
2017-12-15,233.9702,148.9504,209.4661,23.9167,45.2729,72.4906,21.0896,35.5241,82.4667,72.7265,90.5722
2017-12-22,234.8481,148.9968,210.4444,25.0478,45.2650,71.7979,20.1045,35.0627,86.0828,72.9165,90.1012
2017-12-29,234.2775,147.4725,210.4273,25.1488,45.2809,71.5987,20.1927,35.2857,86.2274,72.7186,91.1040
2018-01-05,240.0366,153.3048,214.9696,26.0919,45.3127,73.8242,19.6752,35.4318,88.0940,72.2121,90.1543
2018-01-12,243.9872,155.7380,219.3844,26.9446,45.0899,75.1838,19.2651,35.4934,92.0200,70.9220,89.1743
2018-01-19,246.1731,157.4896,221.7443,26.5826,46.1883,76.5867,19.1616,36.2701,90.4359,72.6270,91.2939
2018-01-26,251.5898,161.8354,226.3146,26.9759,46.7295,79.2712,19.5640,37.3238,90.3601,69.9634,92.5018
2018-02-02,241.8187,155.8516,216.9696,25.2184,44.9466,75.2444,19.1194,35.9394,81.6747,67.1881,90.1543
2018-02-09,229.5719,147.7944,205.9905,23.2033,42.7498,71.0964,18.6134,33.1707,78.1757,63.7351,84.4641
2018-02-16,239.7644,156.1830,214.9910,23.7079,44.2541,73.9628,19.2114,34.5935,78.0078,65.8723,84.3730
2018-02-23,241.1690,159.2222,215.8017,23.9446,43.2592,73.8935,19.2996,33.8706,78.3209,64.6362,83.3246
2018-03-02,236.2265,157.1582,209.3508,23.3007,42.7737,72.4300,18.7591,33.6245,77.6600,63.4001,83.4505
2018-03-09,244.8211,163.9467,216.3563,23.8228,43.4582,74.9154,18.9354,34.4705,81.5416,64.0301,86.1292
2018-03-16,241.6855,161.9206,212.9390,23.5928,42.6217,74.2053,19.4109,33.7196,80.2756,62.9775,85.4404
2018-03-23,227.4505,150.3197,200.9969,23.4035,40.7088,69.2345,18.9512,32.8428,78.5922,60.5371,81.2388
2018-03-30,231.9457,151.8559,206.3566,23.6278,42.1255,70.7379,19.5190,33.6963,79.3295,63.2247,83.5348
2018-04-06,228.9225,148.5368,204.4162,23.6068,41.9574,69.4170,19.4765,34.0765,79.8304,62.5468,83.6495
2018-04-13,233.7086,153.0319,208.2202,25.0299,42.0935,71.1463,19.2332,34.5342,83.4198,62.4990,83.6189
2018-04-20,234.9955,153.9138,209.1015,25.6923,40.4126,71.3375,19.4302,33.9368,85.0824,59.3991,78.4301
2018-04-27,234.9514,153.7147,207.7930,25.8746,40.6367,72.5976,19.9748,33.6032,88.0806,58.6022,77.8408
2018-05-04,234.4754,156.3510,207.4252,25.8851,39.7723,70.3903,19.8976,32.8661,87.3223,58.2964,75.7591
2018-05-11,240.4955,160.7038,212.5740,26.8946,39.6522,72.1544,19.4611,32.6954,90.3205,59.0530,74.5652
2018-05-18,239.1557,158.8072,211.8529,27.3783,39.6522,72.3021,18.9241,32.7264,89.7188,59.1174,74.6264
2018-05-25,239.8785,160.9504,212.1703,26.1410,39.9244,72.0762,19.5074,32.8971,85.7401,59.8095,76.7693
2018-06-01,241.1566,163.8144,211.3040,26.7719,39.7483,72.4411,19.3954,33.4558,86.9049,59.1174,77.4290
2018-06-08,245.2023,165.4266,217.2308,26.9542,40.6848,73.9011,18.8083,34.0998,88.7223,62.1195,79.1591
2018-06-15,245.3649,167.8353,215.3821,26.1729,41.5725,74.5412,19.3078,34.5365,87.0383,62.2805,83.1136
2018-06-22,243.2487,166.6169,211.0442,26.5187,41.6451,74.0789,19.7794,33.8555,87.7820,62.3207,83.7006
2018-06-29,240.1854,163.1291,208.5016,26.7975,41.5644,72.7967,20.2510,34.3330,88.7153,62.8278,84.0868
2018-07-06,243.8508,166.8925,210.1080,26.7022,42.1210,75.0210,20.7225,34.9436,87.1084,63.8339,84.6197
2018-07-13,247.5429,170.6940,214.9182,26.9104,42.5404,76.2334,20.4770,35.0219,87.0383,63.8339,87.0372
2018-07-20,247.6226,170.1048,215.3976,26.4270,42.6372,75.6751,20.3796,35.4446,85.7962,63.9015,89.6014
2018-07-27,249.1631,168.8027,218.6830,27.0410,43.0566,76.7218,20.5160,36.1726,88.3925,65.4447,88.2652
2018-08-03,251.0932,171.1406,218.7949,26.5505,43.7906,78.3354,20.7732,36.4935,87.0452,66.8660,89.8254
2018-08-10,250.7037,171.5588,217.8573,26.5681,42.9437,78.1785,20.6524,36.0708,86.5471,66.1350,87.1762
2018-08-17,252.3858,170.9316,221.0830,25.6224,44.3795,79.4519,21.2487,36.4778,83.4522,67.9705,88.7904
2018-08-24,254.5551,173.4215,222.2379,26.3034,43.6051,80.1497,20.9408,35.7185,84.3094,67.7025,86.6201
2018-08-31,257.0340,177.3845,223.9616,26.2682,43.3792,80.9260,20.8395,34.8888,83.9197,67.3695,86.5120
2018-09-07,254.6348,172.1195,223.6945,25.6894,43.8552,80.7254,21.0850,35.7890,81.1852,66.5248,87.7961
2018-09-14,257.5388,174.8566,225.7199,26.2046,44.1697,81.5802,21.1629,36.3065,83.1546,67.9055,89.2211
2018-09-21,259.6918,174.5904,230.6992,26.6833,44.6929,82.5462,20.8656,36.7723,85.8112,69.7004,89.4859
2018-09-28,258.5623,176.8849,228.3502,26.9107,43.8075,83.3167,20.7044,36.4644,86.6259,67.5969,87.0640
2018-10-05,255.9832,171.5153,228.2811,27.4152,43.4095,82.5637,21.0897,36.2197,88.7866,66.7197,82.9289
2018-10-12,245.4261,165.9647,218.7635,25.9371,42.5484,79.7441,20.8223,35.2724,83.4309,64.2101,81.9866
2018-10-19,245.6929,164.7270,219.7788,25.4149,44.4249,80.1294,21.4594,36.5750,83.6930,71.5290,85.8881
2018-10-26,235.9808,158.6719,213.0467,23.6206,43.7263,76.5480,20.9875,36.2513,79.0104,71.9878,86.0127
2018-11-02,241.8152,161.2614,218.1714,24.0043,44.7660,78.1592,20.9010,37.8933,81.2773,73.5855,86.5734
2018-11-09,247.0358,163.2989,224.7652,24.3383,46.1551,81.3903,21.5774,39.2196,84.6636,75.7158,91.4873
