,US,CN,JP,KR,EU,UK,IN,BR,AU,CA,HK,TW,DE,FR
2016-11-04,2085.179931640625,3125.31689453125,16905.359375,1982.02001953125,2954.530029296875,6693.2998046875,8433.75,61598.0,5180.7998046875,14509.2998046875,22642.619140625,9068.150390625,10259.1298828125,4377.4599609375
2016-11-11,2164.449951171875,3196.0439453125,17374.7890625,1984.4300537109373,3030.02001953125,6730.39990234375,8296.2998046875,59184.0,5370.7001953125,14555.400390625,22531.08984375,8957.759765625,10667.9501953125,4489.27001953125
2016-11-18,2181.89990234375,3192.85595703125,17967.41015625,1974.5799560546875,3020.830078125,6775.7998046875,8074.10009765625,59962.0,5359.39990234375,14864.0,22344.2109375,9008.7900390625,10664.5595703125,4504.35009765625
2016-11-25,2213.35009765625,3261.93798828125,18381.220703125,1974.4599609375,3048.3798828125,6840.7998046875,8114.2998046875,61559.0,5507.7998046875,15075.400390625,22723.44921875,9159.0703125,10699.26953125,4550.27001953125
2016-12-02,2191.949951171875,3243.843017578125,18426.080078125,1970.6099853515625,3015.1298828125,6730.7001953125,8086.7998046875,60316.0,5444.0,15052.5,22564.8203125,9189.490234375,10513.349609375,4528.81982421875
2016-12-09,2259.530029296875,3232.883056640625,18996.369140625,2024.68994140625,3197.5400390625,6954.2001953125,8261.75,60501.0,5560.60009765625,15312.2001953125,22760.98046875,9392.6796875,11203.6298828125,4764.06982421875
2016-12-16,2258.070068359375,3122.98193359375,19401.150390625,2042.239990234375,3259.239990234375,7011.60009765625,8139.4501953125,58389.0,5532.89990234375,15252.2001953125,22020.75,9326.7802734375,11404.009765625,4833.27001953125
2016-12-23,2263.7900390625,3110.154052734375,19427.669921875,2035.9000244140625,3273.969970703125,7068.2001953125,7985.75,57937.0,5627.89990234375,15328.2001953125,21574.759765625,9078.6396484375,11449.9296875,4839.68017578125
2016-12-30,2238.830078125,3103.636962890625,19114.369140625,2026.4599609375,3290.52001953125,7142.7998046875,8185.7998046875,60227.0,5665.7998046875,15287.599609375,22000.560546875,9253.5,11481.0595703125,4862.31005859375
2017-01-06,2276.97998046875,3154.321044921875,19454.330078125,2049.1201171875,3321.169921875,7210.10009765625,8243.7998046875,61665.0,5755.60009765625,15496.099609375,22503.009765625,9372.2197265625,11599.009765625,4909.83984375
2017-01-13,2274.639892578125,3112.763916015625,19287.279296875,2076.7900390625,3324.340087890625,7337.7998046875,8400.349609375,63652.0,5721.10009765625,15497.2998046875,22937.380859375,9378.830078125,11629.1796875,4922.490234375
2017-01-20,2271.31005859375,3123.138916015625,19137.91015625,2065.610107421875,3299.43994140625,7198.39990234375,8349.349609375,64521.0,5654.7998046875,15547.900390625,22885.91015625,9331.4599609375,11630.1298828125,4850.669921875
2017-01-27,2294.68994140625,3159.166015625,19467.400390625,2083.590087890625,3303.330078125,7184.5,8641.25,66034.0,5714.0,15575.7998046875,23360.779296875,9447.9501953125,11814.26953125,4839.97998046875
2017-02-03,2297.419921875,3140.169921875,18918.19921875,2073.159912109375,3273.110107421875,7188.2998046875,8740.9501953125,64954.0,5621.60009765625,15476.400390625,23129.2109375,9455.5595703125,11651.490234375,4825.419921875
2017-02-10,2316.10009765625,3196.698974609375,19378.9296875,2075.080078125,3270.830078125,7258.7998046875,8793.5498046875,66125.0,5720.60009765625,15729.099609375,23574.98046875,9665.58984375,11666.9697265625,4828.31982421875
2017-02-17,2351.159912109375,3202.075927734375,19234.619140625,2080.580078125,3308.81005859375,7300.0,8821.7001953125,67748.0,5805.7998046875,15838.599609375,24033.740234375,9759.759765625,11757.01953125,4867.580078125
2017-02-24,2367.340087890625,3253.43310546875,19283.5390625,2094.1201171875,3304.090087890625,7243.7001953125,8939.5,66662.0,5739.0,15533.5,23965.69921875,9750.4697265625,11804.0302734375,4845.240234375
2017-03-03,2383.1201171875,3218.31201171875,19469.169921875,2078.75,3403.389892578125,7374.2998046875,8897.5498046875,66786.0,5729.60009765625,15608.5,23552.720703125,9648.2099609375,12027.3603515625,4995.1298828125
2017-03-10,2372.60009765625,3212.760009765625,19604.609375,2097.35009765625,3416.27001953125,7343.10009765625,8934.5498046875,64675.0,5775.60009765625,15506.7001953125,23568.669921875,9627.8896484375,11963.1796875,4993.31982421875
2017-03-17,2378.25,3237.447021484375,19521.58984375,2164.580078125,3448.409912109375,7425.0,9160.0498046875,64210.0,5799.60009765625,15490.5,24309.9296875,9908.6904296875,12095.240234375,5029.240234375
2017-03-24,2343.97998046875,3269.445068359375,19262.529296875,2168.949951171875,3444.14990234375,7336.7998046875,9108.0,63854.0,5753.5,15442.7001953125,24358.26953125,9902.98046875,12064.26953125,5020.89990234375
2017-03-31,2362.719970703125,3222.513916015625,18909.259765625,2160.22998046875,3500.929931640625,7322.89990234375,9173.75,64984.0,5864.89990234375,15547.7998046875,24111.58984375,9811.51953125,12312.8701171875,5122.509765625
2017-04-07,2355.5400390625,3286.615966796875,18664.630859375,2151.72998046875,3495.800048828125,7349.39990234375,9198.2998046875,64593.0,5862.5,15667.099609375,24267.30078125,9873.3701171875,12225.0595703125,5135.27978515625
2017-04-14,2328.949951171875,3244.48291015625,18335.630859375,2134.8798828125,3448.260009765625,7327.60009765625,9150.7998046875,62826.0,5889.89990234375,15535.5,24261.66015625,9732.9296875,12109.0,5071.10009765625
2017-04-21,2348.68994140625,3173.15087890625,18620.75,2165.0400390625,3440.27001953125,7114.60009765625,9119.400390625,63761.0,5854.10009765625,15614.5,24042.01953125,9717.41015625,12048.5703125,5059.2001953125
2017-04-28,2384.199951171875,3154.657958984375,19196.740234375,2205.43994140625,3559.590087890625,7203.89990234375,9304.0498046875,65403.0,5924.10009765625,15586.099609375,24615.130859375,9872.0,12438.009765625,5267.330078125
2017-05-05,2399.2900390625,3103.0380859375,19445.69921875,2241.239990234375,3658.7900390625,7297.39990234375,9285.2998046875,65710.0,5836.60009765625,15582.0,24476.349609375,9899.9404296875,12716.8896484375,5432.39990234375
2017-05-12,2390.89990234375,3083.512939453125,19883.900390625,2286.02001953125,3637.52001953125,7435.39990234375,9400.900390625,68222.0,5836.89990234375,15537.900390625,25156.33984375,9986.8203125,12770.41015625,5405.419921875
2017-05-19,2381.72998046875,3090.631103515625,19590.759765625,2288.47998046875,3587.010009765625,7470.7001953125,9427.900390625,62639.0,5727.39990234375,15458.5,25174.869140625,9947.6201171875,12638.6904296875,5324.39990234375
2017-05-26,2415.820068359375,3110.05908203125,19686.83984375,2355.300048828125,3579.02001953125,7547.60009765625,9595.099609375,64085.0,5751.7001953125,15416.900390625,25639.26953125,10101.9501953125,12602.1796875,5336.64013671875
2017-06-02,2439.070068359375,3105.5400390625,20177.279296875,2371.719970703125,3591.820068359375,7547.60009765625,9653.5,62511.0,5788.10009765625,15442.7998046875,25924.05078125,10152.5302734375,12822.9404296875,5343.41015625
2017-06-09,2431.77001953125,3158.39990234375,20013.259765625,2381.68994140625,3586.070068359375,7527.2998046875,9668.25,62211.0,5677.7998046875,15473.2001953125,26030.2890625,10199.650390625,12815.7197265625,5299.7099609375
2017-06-16,2433.14990234375,3123.166015625,19943.259765625,2361.830078125,3543.8798828125,7463.5,9588.0498046875,61626.0,5774.0,15192.5,25626.490234375,10156.73046875,12752.73046875,5263.31005859375
2017-06-23,2438.300048828125,3157.873046875,20132.669921875,2378.60009765625,3543.679931640625,7424.10009765625,9574.9501953125,61087.0,5715.89990234375,15319.599609375,25670.05078125,10377.7001953125,12733.41015625,5266.1201171875
2017-06-30,2423.409912109375,3192.427001953125,20033.4296875,2391.7900390625,3441.8798828125,7312.7001953125,9520.900390625,62900.0,5721.5,15182.2001953125,25764.580078125,10395.0703125,12325.1201171875,5120.68017578125
2017-07-07,2425.179931640625,3217.95703125,19929.08984375,2379.8701171875,3463.840087890625,7350.89990234375,9665.7998046875,62322.0,5703.60009765625,15027.2001953125,25340.849609375,10297.25,12388.6796875,5145.16015625
2017-07-14,2459.27001953125,3222.4169921875,20118.859375,2414.6298828125,3525.93994140625,7378.39990234375,9886.349609375,65436.0,5765.10009765625,15174.7998046875,26389.23046875,10443.91015625,12631.7197265625,5235.31005859375
2017-07-21,2472.5400390625,3237.98193359375,20099.75,2450.06005859375,3451.7099609375,7452.89990234375,9915.25,64684.0,5722.7998046875,15183.099609375,26706.08984375,10436.7001953125,12240.0595703125,5117.66015625
2017-07-28,2472.10009765625,3253.239990234375,19959.83984375,2400.989990234375,3467.72998046875,7368.39990234375,10014.5,65497.0,5702.7998046875,15128.7001953125,26979.390625,10423.0498046875,12162.7001953125,5131.39013671875
2017-08-04,2476.830078125,3262.0810546875,19952.330078125,2395.449951171875,3507.409912109375,7511.7001953125,10066.400390625,66898.0,5720.60009765625,15258.0,27562.6796875,10506.5595703125,12297.7197265625,5203.43994140625
2017-08-11,2441.320068359375,3208.541015625,19729.740234375,2319.7099609375,3406.340087890625,7310.0,9710.7998046875,67359.0,5693.10009765625,15033.400390625,26883.509765625,10329.5703125,12014.0595703125,5060.919921875
2017-08-18,2425.550048828125,3268.72412109375,19470.41015625,2358.3701171875,3446.030029296875,7324.0,9837.400390625,68715.0,5747.10009765625,14952.2998046875,27047.5703125,10321.330078125,12165.1904296875,5114.14990234375
2017-08-25,2443.050048828125,3331.52197265625,19452.609375,2378.510009765625,3438.550048828125,7401.5,9857.0498046875,71074.0,5743.89990234375,15056.0,27848.16015625,10515.509765625,12167.9404296875,5104.330078125
2017-09-01,2476.550048828125,3367.118896484375,19691.470703125,2357.68994140625,3443.8798828125,7438.5,9974.400390625,71923.0,5724.60009765625,15191.599609375,27953.16015625,10594.8203125,12142.6396484375,5123.259765625
2017-09-08,2461.429931640625,3365.242919921875,19274.8203125,2343.719970703125,3447.68994140625,7377.60009765625,9934.7998046875,73079.0,5672.60009765625,14985.2998046875,27668.470703125,10609.9501953125,12303.98046875,5113.490234375
2017-09-15,2500.22998046875,3353.618896484375,19909.5,2386.070068359375,3515.550048828125,7215.5,10085.400390625,75757.0,5695.0,15173.0,27807.58984375,10580.41015625,12518.8095703125,5213.91015625
2017-09-22,2502.219970703125,3352.529052734375,20296.44921875,2388.7099609375,3541.419921875,7310.60009765625,9964.400390625,75390.0,5682.10009765625,15454.2001953125,27880.529296875,10449.6796875,12592.349609375,5281.2900390625
2017-09-29,2519.360107421875,3348.943115234375,20356.279296875,2394.469970703125,3594.85009765625,7372.7998046875,9788.599609375,74294.0,5681.60009765625,15634.900390625,27554.30078125,10329.9404296875,12828.8603515625,5329.81005859375
2017-10-06,2549.330078125,3348.943115234375,20690.7109375,2394.469970703125,3603.320068359375,7522.89990234375,9979.7001953125,76055.0,5710.7001953125,15728.2998046875,28458.0390625,10532.8095703125,12955.9404296875,5359.89990234375
2017-10-13,2553.169921875,3390.52294921875,21155.1796875,2473.6201171875,3604.550048828125,7535.39990234375,10167.4501953125,76990.0,5814.2001953125,15807.2001953125,28476.4296875,10724.08984375,12991.8701171875,5351.740234375
2017-10-20,2575.2099609375,3378.64794921875,21457.640625,2489.5400390625,3605.090087890625,7523.2001953125,10146.5498046875,76391.0,5907.0,15857.2001953125,28487.240234375,10728.8798828125,12991.2802734375,5372.3798828125
2017-10-27,2581.070068359375,3416.81201171875,22008.44921875,2496.6298828125,3652.22998046875,7505.0,10323.0498046875,75976.0,5903.2001953125,15953.5,28438.849609375,10709.1103515625,13217.5400390625,5494.1298828125
2017-11-03,2587.840087890625,3371.743896484375,22539.119140625,2557.969970703125,3689.9599609375,7560.39990234375,10452.5,73915.0,5959.89990234375,16020.2001953125,28603.609375,10800.76953125,13478.8603515625,5517.97021484375
2017-11-10,2582.300048828125,3432.673095703125,22681.419921875,2542.949951171875,3593.760009765625,7433.0,10321.75,72166.0,6029.39990234375,16039.2998046875,29120.919921875,10732.669921875,13127.4697265625,5380.72021484375
2017-11-17,2578.85009765625,3382.907958984375,22396.80078125,2533.989990234375,3547.4599609375,7380.7001953125,10283.599609375,73437.0,5957.2998046875,15998.599609375,29199.0390625,10701.6396484375,12993.73046875,5319.169921875
2017-11-24,2602.419921875,3353.821044921875,22550.849609375,2544.330078125,3581.22998046875,7409.60009765625,10389.7001953125,74157.0,5982.60009765625,16108.099609375,29866.3203125,10854.08984375,13059.83984375,5390.4599609375
2017-12-01,2642.219970703125,3317.616943359375,22819.029296875,2475.409912109375,3527.550048828125,7300.5,10121.7998046875,72264.0,5989.7998046875,16039.0,29074.240234375,10600.3701171875,12861.490234375,5316.89013671875
2017-12-08,2651.5,3289.991943359375,22811.080078125,2464.0,3591.449951171875,7394.0,10265.650390625,72732.0,5994.39990234375,16096.099609375,28639.849609375,10398.6201171875,13153.7001953125,5399.08984375
2017-12-15,2675.81005859375,3266.136962890625,22553.220703125,2482.070068359375,3560.530029296875,7490.60009765625,10333.25,72608.0,5997.0,16042.0,28848.109375,10491.4404296875,13103.5595703125,5349.2998046875
2017-12-22,2683.340087890625,3297.06298828125,22902.759765625,2440.5400390625,3553.389892578125,7592.7001953125,10493.0,75187.0,6069.7001953125,16165.2998046875,29578.009765625,10537.26953125,13072.7900390625,5364.72021484375
2017-12-29,2673.610107421875,3307.172119140625,22764.939453125,2467.489990234375,3503.9599609375,7687.7998046875,10530.7001953125,76402.0,6065.10009765625,16209.099609375,29919.150390625,10642.8603515625,12917.6396484375,5312.56005859375
2018-01-05,2743.14990234375,3391.75,23714.529296875,2497.52001953125,3607.6298828125,7724.2001953125,10558.849609375,79071.0,6122.2998046875,16349.400390625,30814.640625,10879.7998046875,13319.6396484375,5470.75
2018-01-12,2786.239990234375,3428.94091796875,23653.8203125,2496.419921875,3612.610107421875,7778.60009765625,10681.25,79349.0,6070.10009765625,16308.2001953125,31412.5390625,10883.9599609375,13245.0302734375,5517.06005859375
2018-01-19,2810.300048828125,3487.864013671875,23808.060546875,2520.260009765625,3649.070068359375,7730.7998046875,10894.7001953125,81220.0,6005.7998046875,16353.5,32254.890625,11150.849609375,13434.4501953125,5526.509765625
2018-01-26,2872.8701171875,3558.12890625,23631.880859375,2574.760009765625,3647.409912109375,7665.5,11069.650390625,85531.0,6050.0,16239.2001953125,33154.12109375,11147.099609375,13340.169921875,5529.14990234375
2018-02-02,2762.1298828125,3462.0810546875,23274.529296875,2525.389892578125,3523.280029296875,7443.39990234375,10760.599609375,84041.0,6121.39990234375,15606.0,32601.779296875,11126.23046875,12785.16015625,5364.97998046875
2018-02-09,2619.550048828125,3129.85107421875,21382.619140625,2363.77001953125,3325.989990234375,7092.39990234375,10454.9501953125,80899.0,5838.0,15034.5,29507.419921875,10371.75,12107.48046875,5079.2099609375
2018-02-16,2732.219970703125,3199.158935546875,21720.25,2421.830078125,3426.800048828125,7294.7001953125,10452.2998046875,84525.0,5904.0,15452.599609375,31115.4296875,10421.08984375,12451.9599609375,5281.580078125
2018-02-23,2747.300048828125,3289.02392578125,21892.779296875,2451.52001953125,3441.4599609375,7244.39990234375,10491.0498046875,87293.0,5999.7998046875,15638.5,31267.169921875,10794.5498046875,12483.7900390625,5317.3701171875
2018-03-02,2691.25,3254.528076171875,21181.640625,2402.159912109375,3324.75,7069.89990234375,10458.349609375,85761.0,5928.89990234375,15384.599609375,30583.44921875,10698.169921875,11913.7099609375,5136.580078125
2018-03-09,2786.570068359375,3307.166015625,21469.19921875,2459.449951171875,3420.5400390625,7224.5,10226.849609375,86371.0,5963.2001953125,15577.7998046875,30996.2109375,10864.8203125,12346.6796875,5274.39990234375
2018-03-16,2752.010009765625,3269.882080078125,21676.509765625,2493.969970703125,3437.39990234375,7164.10009765625,10195.150390625,84886.0,5949.39990234375,15711.2998046875,31501.970703125,11027.7001953125,12389.580078125,5282.75
2018-03-23,2588.260009765625,3152.760986328125,20617.859375,2416.760009765625,3298.070068359375,6921.89990234375,9998.0498046875,84377.0,5820.7001953125,15223.7001953125,30309.2890625,10823.330078125,11886.3095703125,5095.22021484375
2018-03-30,2640.8701171875,3168.89697265625,21454.30078125,2445.85009765625,3361.5,7056.60009765625,10113.7001953125,85366.0,5759.39990234375,15367.2998046875,30093.380859375,10906.2197265625,12096.73046875,5167.2998046875
2018-04-06,2604.469970703125,3131.111083984375,21567.51953125,2429.580078125,3408.10009765625,7183.60009765625,10331.599609375,84820.0,5788.7001953125,15207.400390625,29844.939453125,10821.5302734375,12241.26953125,5258.240234375
2018-04-13,2656.300048828125,3159.052001953125,21778.740234375,2455.070068359375,3448.0,7264.60009765625,10480.599609375,84334.0,5829.10009765625,15274.0,30808.380859375,10965.3896484375,12442.400390625,5315.02001953125
2018-04-20,2670.139892578125,3071.54296875,22162.240234375,2476.330078125,3494.199951171875,7368.2001953125,10564.0498046875,85550.0,5868.7998046875,15484.2998046875,30418.330078125,10779.3798828125,12540.5,5412.830078125
2018-04-27,2669.909912109375,3082.23193359375,22467.869140625,2492.39990234375,3518.780029296875,7502.2001953125,10692.2998046875,86445.0,5953.60009765625,15668.900390625,30280.669921875,10553.4296875,12580.8701171875,5483.18994140625
2018-05-04,2663.419921875,3091.032958984375,22472.779296875,2461.3798828125,3550.590087890625,7567.10009765625,10618.25,83118.0,6062.89990234375,15729.400390625,29926.5,10529.3701171875,12819.599609375,5516.0498046875
2018-05-11,2727.719970703125,3163.262939453125,22758.48046875,2477.7099609375,3565.52001953125,7724.60009765625,10806.5,85220.0,6116.2001953125,15983.2998046875,31122.060546875,10858.98046875,13001.240234375,5541.93994140625
2018-05-18,2712.969970703125,3193.302978515625,22930.359375,2460.64990234375,3573.760009765625,7778.7998046875,10596.400390625,83082.0,6087.39990234375,16162.2998046875,31047.91015625,10830.83984375,13077.7197265625,5614.509765625
2018-05-25,2721.330078125,3141.302978515625,22450.7890625,2460.800048828125,3515.360107421875,7730.2998046875,10605.150390625,78898.0,6032.7998046875,16075.7001953125,30588.0390625,10942.2998046875,12938.009765625,5542.5498046875
2018-06-01,2734.6201171875,3075.136962890625,22171.349609375,2438.9599609375,3453.5400390625,7701.7998046875,10696.2001953125,77240.0,5990.39990234375,16043.5,30492.91015625,10949.080078125,12724.26953125,5465.52978515625
2018-06-08,2779.030029296875,3067.14794921875,22694.5,2451.580078125,3447.300048828125,7681.10009765625,10767.650390625,72942.0,6045.2001953125,16202.7001953125,30958.2109375,11156.419921875,12766.5498046875,5450.22021484375
2018-06-15,2779.659912109375,3021.90087890625,22851.75,2404.0400390625,3505.02001953125,7633.89990234375,10817.7001953125,70758.0,6094.0,16314.400390625,30309.490234375,11087.4697265625,13010.5498046875,5501.8798828125
2018-06-22,2754.8798828125,2889.760009765625,22516.830078125,2357.219970703125,3441.60009765625,7682.2998046875,10821.849609375,70641.0,6225.2001953125,16450.099609375,29338.69921875,10899.2802734375,12579.7197265625,5387.3798828125
2018-06-29,2718.3701171875,2847.41796875,22304.509765625,2326.1298828125,3395.60009765625,7636.89990234375,10714.2998046875,72763.0,6194.60009765625,16277.7001953125,28955.109375,10836.91015625,12306.0,5323.52978515625
2018-07-06,2759.820068359375,2747.22900390625,21788.140625,2272.8701171875,3448.489990234375,7617.7001953125,10772.650390625,75010.0,6272.2998046875,16371.7998046875,28315.619140625,10608.5703125,12496.169921875,5375.77001953125
2018-07-13,2801.31005859375,2831.18408203125,22597.349609375,2310.89990234375,3454.5400390625,7661.89990234375,11018.900390625,76594.0,6268.39990234375,16561.099609375,28525.439453125,10864.5400390625,12540.73046875,5429.2001953125
2018-07-20,2801.830078125,2829.27099609375,22697.880859375,2289.18994140625,3460.030029296875,7678.7998046875,11010.2001953125,78571.0,6285.89990234375,16435.5,28224.48046875,10932.1103515625,12561.419921875,5398.31982421875
2018-07-27,2818.820068359375,2873.593994140625,22712.75,2294.989990234375,3527.179931640625,7701.2998046875,11278.349609375,79866.0,6300.2001953125,16394.0,28804.279296875,11075.7802734375,12860.400390625,5511.759765625
2018-08-03,2840.35009765625,2740.443115234375,22525.1796875,2287.679931640625,3482.39990234375,7659.10009765625,11360.7998046875,81435.0,6234.7998046875,16420.19921875,27676.3203125,11012.4296875,12615.759765625,5478.97998046875
2018-08-10,2833.280029296875,2795.31005859375,22298.080078125,2282.7900390625,3426.280029296875,7667.0,11429.5,76514.0,6278.39990234375,16326.5,28366.619140625,10983.6796875,12424.349609375,5414.68017578125
2018-08-17,2850.1298828125,2668.966064453125,22270.380859375,2247.050048828125,3372.93994140625,7558.60009765625,11470.75,76029.0,6339.2001953125,16323.7001953125,27213.41015625,10690.9599609375,12210.5498046875,5344.93017578125
2018-08-24,2874.68994140625,2729.430908203125,22601.76953125,2293.2099609375,3427.43994140625,7577.5,11557.099609375,76262.0,6247.2998046875,16356.099609375,27671.869140625,10809.349609375,12394.51953125,5432.5
2018-08-31,2901.52001953125,2725.25,22865.150390625,2322.8798828125,3392.89990234375,7432.39990234375,11680.5,76678.0,6319.5,16262.900390625,27888.55078125,11063.9404296875,12364.0595703125,5406.85009765625
2018-09-07,2871.679931640625,2702.301025390625,22307.060546875,2281.580078125,3293.360107421875,7277.7001953125,11589.099609375,76416.0,6143.7998046875,16090.2998046875,26973.470703125,10846.990234375,11959.6298828125,5252.22021484375
2018-09-14,2904.97998046875,2681.64306640625,23094.669921875,2318.25,3344.6298828125,7304.0,11515.2001953125,75429.0,6165.2998046875,16013.5,27286.41015625,10868.1396484375,12124.330078125,5352.56982421875
2018-09-21,2929.669921875,2797.485107421875,23869.9296875,2339.169921875,3430.81005859375,7490.2001953125,11143.099609375,79444.0,6194.60009765625,16224.099609375,27953.580078125,10972.41015625,12430.8798828125,5494.169921875
2018-09-28,2913.97998046875,2821.35009765625,24120.0390625,2343.070068359375,3399.199951171875,7510.2001953125,10930.4501953125,79342.0,6207.60009765625,16073.099609375,27788.51953125,11006.33984375,12246.73046875,5493.490234375
2018-10-05,2885.570068359375,2821.35009765625,23783.720703125,2267.52001953125,3345.510009765625,7318.5,10316.4501953125,82322.0,6185.5,15946.2001953125,26572.5703125,10517.1201171875,12111.900390625,5359.35986328125
2018-10-12,2767.1298828125,2606.9130859375,22694.66015625,2161.85009765625,3194.409912109375,6995.89990234375,10472.5,82921.0,5895.7001953125,15414.2998046875,25801.490234375,10045.8095703125,11523.8095703125,5095.97998046875
2018-10-19,2767.780029296875,2550.465087890625,22532.080078125,2156.260009765625,3210.820068359375,7049.7998046875,10303.5498046875,84220.0,5939.5,15470.099609375,25561.400390625,9919.259765625,11553.830078125,5084.66015625
2018-10-26,2658.68994140625,2598.846923828125,21184.599609375,2027.1500244140625,3134.889892578125,6939.60009765625,10030.0,85720.0,5665.2001953125,14888.2998046875,24717.630859375,9489.1796875,11200.6201171875,4967.3701171875
2018-11-02,2723.06005859375,2676.47607421875,22243.66015625,2096.0,3214.409912109375,7094.10009765625,10553.0,88419.0,5849.2001953125,15119.2998046875,26486.349609375,9906.58984375,11518.990234375,5102.1298828125
2018-11-09,2781.010009765625,2598.8720703125,22250.25,2086.090087890625,3229.489990234375,7105.2998046875,10585.2001953125,85641.0,5921.7998046875,15274.400390625,25601.919921875,9830.009765625,11529.16015625,5106.75
2018-11-16,2736.27001953125,2679.110107421875,21680.33984375,2092.39990234375,3180.739990234375,7013.89990234375,10682.2001953125,88515.0,5730.60009765625,15155.5,26183.529296875,9797.08984375,11341.0,5025.2001953125
2018-11-23,2632.56005859375,2579.48291015625,21646.55078125,2057.47998046875,3137.2099609375,6952.89990234375,10526.75,86230.0,5716.2001953125,15010.7001953125,25927.6796875,9667.2998046875,11192.6904296875,4946.9501953125
2018-11-30,2760.169921875,2588.18798828125,22351.060546875,2096.860107421875,3173.1298828125,6980.2001953125,10876.75,89504.0,5667.2001953125,15197.7998046875,26506.75,9888.0302734375,11257.240234375,5003.919921875
2018-12-07,2633.080078125,2605.887939453125,21678.6796875,2075.760009765625,3058.530029296875,6778.10009765625,10693.7001953125,88115.0,5681.5,14795.099609375,26063.759765625,9760.8798828125,10788.08984375,4813.1298828125
2018-12-14,2599.949951171875,2593.740966796875,21374.830078125,2069.3798828125,3092.60009765625,6845.2001953125,10805.4501953125,87450.0,5602.0,14595.099609375,26094.7890625,9774.16015625,10865.76953125,4853.7001953125
2018-12-21,2416.6201171875,2516.2509765625,20166.189453125,2061.489990234375,3000.610107421875,6721.2001953125,10754.0,85697.0,5467.60009765625,13935.400390625,25753.419921875,9676.669921875,10633.8203125,4694.3798828125
2018-12-28,2485.739990234375,2493.89599609375,20014.76953125,2041.0400390625,2986.530029296875,6734.0,10859.900390625,87887.0,5654.2998046875,14222.0,25504.19921875,9727.41015625,10558.9599609375,4678.740234375
2019-01-04,2531.93994140625,2514.867919921875,19561.9609375,2010.25,3041.85009765625,6837.39990234375,10727.349609375,91841.0,5619.39990234375,14426.599609375,25626.029296875,9382.509765625,10767.6904296875,4737.1201171875
2019-01-11,2596.260009765625,2553.8310546875,20359.69921875,2075.570068359375,3070.0400390625,6918.2001953125,10794.9501953125,93658.0,5774.60009765625,14939.2001953125,26667.26953125,9759.400390625,10887.4599609375,4781.33984375
2019-01-18,2670.7099609375,2596.006103515625,20666.0703125,2124.280029296875,3134.919921875,6968.2998046875,10906.9501953125,96097.0,5879.60009765625,15303.7998046875,27090.810546875,9836.0595703125,11205.5400390625,4875.93017578125
2019-01-25,2664.760009765625,2601.722900390625,20773.560546875,2177.72998046875,3163.239990234375,6809.2001953125,10780.5498046875,97677.0,5905.60009765625,15366.099609375,27569.189453125,9969.6103515625,11281.7900390625,4925.81982421875
2019-02-01,2706.530029296875,2618.23193359375,20788.390625,2203.4599609375,3171.1201171875,7020.2001953125,10893.650390625,97861.0,5862.7998046875,15506.2998046875,27930.740234375,9932.259765625,11180.66015625,5019.259765625
2019-02-08,2707.8798828125,2618.23193359375,20333.169921875,2177.050048828125,3135.6201171875,7071.2001953125,10943.599609375,95343.0,6071.5,15633.2998046875,27946.3203125,9932.259765625,10906.7802734375,4961.64013671875
2019-02-15,2775.60009765625,2682.385009765625,20900.630859375,2196.090087890625,3241.25,7236.7001953125,10724.400390625,97526.0,6066.10009765625,15838.2001953125,27900.83984375,10064.7802734375,11299.7998046875,5153.18994140625
2019-02-22,2792.669921875,2804.22607421875,21425.509765625,2230.5,3270.550048828125,7178.60009765625,10791.650390625,97886.0,6167.2998046875,16013.0,28816.30078125,10322.919921875,11457.7001953125,5215.85009765625
2019-03-01,2803.68994140625,2994.0048828125,21602.689453125,2195.43994140625,3312.10009765625,7106.7001953125,10863.5,94604.0,6192.7001953125,16068.2998046875,28812.169921875,10389.169921875,11601.6796875,5265.18994140625
2019-03-08,2743.070068359375,2969.861083984375,21025.560546875,2137.43994140625,3283.60009765625,7104.2998046875,11035.400390625,95365.0,6203.7998046875,15996.2001953125,28228.419921875,10241.75,11457.83984375,5231.22021484375
2019-03-15,2822.47998046875,3021.7509765625,21450.849609375,2176.110107421875,3386.080078125,7228.2998046875,11426.849609375,99137.0,6175.2001953125,16140.400390625,29012.259765625,10439.240234375,11685.6904296875,5405.31982421875
2019-03-22,2800.7099609375,3104.14892578125,21627.33984375,2186.949951171875,3305.72998046875,7207.60009765625,11456.900390625,93735.0,6195.2001953125,16089.2998046875,29113.359375,10639.0703125,11364.169921875,5269.919921875
2019-03-29,2834.39990234375,3090.758056640625,21205.810546875,2140.669921875,3351.7099609375,7279.2001953125,11623.900390625,95415.0,6180.7001953125,16102.099609375,29051.359375,10641.0400390625,11526.0400390625,5350.52978515625
2019-04-05,2892.739990234375,3246.571044921875,21807.5,2209.610107421875,3447.469970703125,7446.89990234375,11665.9501953125,97108.0,6181.2998046875,16396.19921875,29936.3203125,10704.3798828125,12009.75,5476.2001953125
2019-04-12,2907.409912109375,3188.6259765625,21870.560546875,2233.449951171875,3447.830078125,7437.10009765625,11643.4501953125,92875.0,6251.2998046875,16480.5,29909.759765625,10805.2998046875,11999.9296875,5502.7001953125
