mode,sim,nav
quad4,155,13.258922858608067
quad4,156,12.95657548994953
quad4,157,14.801541868467927
quad4,158,12.392977427627386
quad4,159,12.226696037877947
quad4,160,12.520411746383566
quad4,161,12.530955885296443
quad4,162,12.652552031836855
quad4,163,12.15748832860859
quad4,164,12.59666195835094
quad4,165,13.240950564568763
quad4,166,12.776535173488464
quad4,167,12.802053262048123
quad4,168,17.51868514766499
quad4,169,13.152026775759298
quad4,170,12.472178230944044
quad4,171,12.741745032879294
quad4,172,12.950990240980959
quad4,173,13.084459123911431
quad4,174,13.223580292422916
quad4,175,12.128160576261152
quad4,176,15.564083358142595
quad4,177,13.831414660109644
quad4,178,14.045271696327914
quad4,179,12.866171281172765
quad4,180,14.114431030152705
quad4,181,12.231256306045292
quad4,182,12.890896128752752
quad4,183,13.736762791253371
quad4,184,15.228324172041717
quad4,185,13.331656114467446
quad4,186,12.359724498949163
quad4,187,13.775554578297239
quad4,188,12.69847099748848
quad4,189,15.767255622608959
quad4,190,14.149992758851253
quad4,191,16.87050501439756
quad4,192,13.1743005382283
quad4,193,13.467132257970148
quad4,194,12.895347931817103
quad4,195,13.343608598457035
quad4,196,12.965336236633734
quad4,197,12.805873375617331
quad4,198,14.198479601044069
quad4,199,13.8815055141517
quad4,200,12.369759538928607
quad4,201,13.799322647690879
quad4,202,13.45178084857455
quad4,203,12.863165938930287
quad4,204,12.204179234400753
quad4,205,12.152455750630324
quad4,206,13.11339062992382
quad4,207,13.532102873548808
quad4,208,15.043606987490868
quad4,209,14.722707655841328
quad4,210,12.952168427685951
quad4,211,15.071245680794396
quad4,212,13.392993834275469
quad4,213,13.7956379081763
quad4,214,12.559425058298002
quad4,215,13.133259271241617
quad4,216,14.544910302481433
quad4,217,14.106523694023474
quad4,218,13.753727250249124
quad4,219,13.031135007666032
quad4,220,12.923928665604981
quad4,221,14.920519716654917
quad4,222,13.691002224214401
quad4,223,12.938217879029958
quad4,224,12.764446630906669
quad4,225,12.825419728123483
quad4,226,17.95768849360234
quad4,227,18.24661129437868
quad4,228,14.165527774334471
quad4,229,14.12440750217449
quad4,230,13.009181052880638
quad4,231,14.310845145533584
quad4,232,12.300355609183
quad4,233,13.321602533876321
quad4,234,13.963947532361425
quad4,235,13.532298477179316
quad4,236,12.974712637676825
quad4,237,12.720238660107293
quad4,238,13.905138802442798
quad4,239,12.951226412398512
quad4,240,13.13820065902371
quad4,241,12.835425840533578
quad4,242,13.046355019559988
quad4,243,13.680892611482255
quad4,244,14.24186547354774
quad4,245,13.28146686006545
quad4,246,14.358949660454307
quad4,247,12.911316860481252
quad4,248,12.382862852516418
quad4,249,12.732448212158033
quad4,250,15.105099559751142
quad4,251,15.544931808491208
quad4,252,13.199908646175263
quad4,253,13.38843730451128
quad4,254,14.3522448772387
quad4,255,13.962888776632816
quad4,256,13.543063766685316
quad4,257,12.24824855537109
quad4,258,14.156959713183591
quad4,259,12.791553219718368
quad4,260,12.991098486338098
quad4,261,12.653341592892955
quad4,262,15.261777301874886
quad4,263,13.178288000800366
quad4,264,12.185028791590664
quad4,265,13.971087541446584
quad4,266,14.125226402292656
quad4,267,14.06349825743418
quad4,268,12.010769079614434
quad4,269,14.120895008031988
quad4,270,12.681531215133777
quad4,271,13.753782661054265
quad4,272,11.526832983380482
quad4,273,14.660747070101552
quad4,274,12.773457362682265
quad4,275,13.220755546537818
quad4,276,14.052032106193392
quad4,277,15.301389535626575
quad4,278,13.01360155850522
quad4,279,13.550294474803417
quad4,280,12.685448530828491
quad4,281,12.386615558667243
quad4,282,17.19862920318326
quad4,283,12.020226110600145
quad4,284,13.259253951883998
quad4,285,12.359038356574137
quad4,286,14.032048771550176
quad4,287,12.548613230675162
quad4,288,15.913970390933509
quad4,289,14.812644262735303
quad4,290,12.556023567327905
quad4,291,15.042005536204815
quad4,292,14.182474864393019
quad4,293,13.51778202370002
quad4,294,13.917854470289415
quad4,295,11.947644568783257
quad4,296,12.624911012826217
quad4,297,13.543295526554859
quad4,298,12.080501091294384
quad4,299,12.624325550583903
quad4,300,12.283946962614893
quad4,301,13.231460878771914
quad4,302,13.914618026194994
quad4,303,11.731012399931068
quad4,304,12.390435501599589
quad4,305,13.620781063198008
quad4,306,12.11500696022774
quad4,307,12.101711939108641
quad4,308,11.961720015073807
quad4,309,14.557470742356331
quad4,310,13.607475426857912
quad4,311,13.769434023391414
quad4,312,15.822932667325224
quad4,313,12.738449354066248
quad4,314,12.469609477584356
quad4,315,12.253832697825375
quad4,316,13.1278265070141
quad4,317,13.591648005061296
quad4,318,17.714804020998656
quad4,319,13.913386144875808
quad4,320,12.807230491615758
quad4,321,15.73632782461759
quad4,322,13.42942378744272
quad4,323,14.718095412180471
quad4,324,15.179910596715876
quad4,325,12.392170862718956
quad4,326,12.647825934925411
quad4,327,12.740788284284607
quad4,328,12.718056381832785
quad4,329,13.979567477687285
quad4,330,13.638658063950068
quad4,331,13.793808566663182
quad4,332,13.270392461686667
quad4,333,13.330744148460349
quad4,334,13.72717854009014
quad4,335,13.750380143567423
quad4,336,11.680322865390028
quad4,337,13.201636561212974
quad4,338,13.809255262911305
quad4,339,12.583407167100233
quad4,340,13.599681879142304
quad4,341,13.413262672337323
quad4,342,13.320489744206634
quad4,343,14.858593362969955
quad4,344,11.91971071430585
quad4,345,13.79815687564204
quad4,346,12.61144197864183
quad4,347,13.263895267469447
quad4,348,13.09030581163852
quad4,349,12.128122337435178
quad4,350,12.540790352805509
quad4,351,15.120944502443733
quad4,352,12.212634470463204
quad4,353,12.924391572541376
quad4,354,12.975719828716128
quad4,355,13.011729303465819
quad4,356,13.800765636930478
quad4,357,12.767244311454851
quad4,358,14.403967753397943
quad4,359,12.876132050401816
quad4,360,14.949877653689377
quad4,361,13.799532446731005
quad4,362,15.243248220434086
quad4,363,12.334506964972277
quad4,364,12.711124156510374
quad4,365,11.830754465384937
quad4,366,15.327149221934137
quad4,367,14.764239838261656
quad4,368,11.850665218407539
quad4,369,12.17330574270762
quad4,370,12.574961012527478
quad4,371,12.877424724023044
quad4,372,14.972980511014873
quad4,373,13.651851838080153
quad4,374,13.763747006067172
quad4,375,16.782987734822925
quad4,376,12.20570615596222
quad4,377,12.504381660902714
quad4,378,13.228534710697831
quad4,379,12.525650219298782
quad4,380,16.30384054929086
quad4,381,12.532496228768283
quad4,382,15.50801190982143
quad4,383,14.555863001009277
quad4,384,13.221084363415807
quad4,385,13.757906921844437
quad4,386,14.012854345190652
quad4,387,14.279488795980818
quad4,388,13.597709783071554
quad4,389,13.354833052854325
quad4,390,11.897106270174259
quad4,391,12.957025355142935
quad4,392,13.922849621151686
quad4,393,13.994965262517308
quad4,394,15.67897993938233
quad4,395,13.82322578795558
quad4,396,13.354070633941895
quad4,397,12.07519501805464
quad4,398,13.925211772004374
quad4,399,13.39597233192061
quad4,400,12.197100793965499
quad4,401,14.492206583055902
quad4,402,13.180397662338498
quad4,403,14.291444938294577
quad4,404,11.879271627342849
quad4,405,13.748446488101063
quad4,406,12.638041569413547
quad4,407,14.653271694950092
quad4,408,12.872526348937429
quad4,409,13.018531925946784
quad4,410,13.549200170681004
quad4,411,13.813142567757241
quad4,412,12.075398354259134
quad4,413,13.241649102445772
quad4,414,12.647136948455723
quad4,415,13.03777862176045
quad4,416,13.101466650957063
quad4,417,12.669648757699008
quad4,418,15.466397097540217
quad4,419,15.218753071193264
quad4,420,12.382697386401382
quad4,421,13.010377346940347
quad4,422,13.772670202976837
quad4,423,13.3725275991071
quad4,424,12.964060500662812
quad4,425,13.038873984422535
quad4,426,15.48530044667754
quad4,427,12.096316336417278
quad4,428,13.423366229009016
quad4,429,13.746593173000752
quad4,430,13.222299787629877
quad4,431,11.61370460929854
quad4,432,13.264515514307845
quad4,433,13.63837225676336
quad4,434,13.283727956765524
quad4,435,13.579093941936508
quad4,436,13.733983320744255
quad4,437,13.868206828055
quad4,438,14.213795257711604
quad4,439,12.95929069193787
quad4,440,12.49064887010168
quad4,441,13.655979401023227
quad4,442,13.538604518517648
quad4,443,14.499397907680335
quad4,444,13.51662242477077
quad4,445,12.926496400943757
quad4,446,12.463696703011719
quad4,447,12.698494112241114
quad4,448,12.519449363617236
quad4,449,14.35726825381027
quad4,450,13.289763652410247
quad4,451,14.34486705812114
quad4,452,13.681230135748324
quad4,453,13.180370066763457
quad4,454,14.938171921545752
quad4,455,14.435697577743632
quad4,456,13.769507164922361
quad4,457,12.990115758676918
quad4,458,12.987911239626492
quad4,459,14.191515929782547
quad4,460,13.377166349562598
quad4,461,14.478282395377937
quad4,462,12.253882679818014
quad4,463,12.697701960026862
quad4,464,13.06294749889124
quad4,465,16.6070972578676
quad4,466,12.086375673763468
quad4,467,14.379067682383662
quad4,468,14.16682273227937
quad4,469,13.101412426888357
quad4,470,12.641038695350982
quad4,471,11.463093069454807
quad4,472,13.146966542742089
quad4,473,12.434385820521976
quad4,474,13.239857136161032
quad4,475,13.387019473617343
quad4,476,11.859541540922608
quad4,477,12.304008851363221
quad4,478,12.629680004992466
quad4,479,14.508397213852442
quad4,480,14.090691449724908
quad4,481,14.394982973710052
quad4,482,11.98680349254089
quad4,483,13.493754456216674
quad4,484,12.488358495769171
quad4,485,11.846508390381747
quad4,486,11.88810454763966
quad4,487,11.66410487382001
quad4,488,13.757702784227563
quad4,489,12.83807615292301
quad4,490,13.14005591440095
quad4,491,13.822468757283682
quad4,492,13.62984093555201
quad4,493,13.339860119610353
quad4,494,16.61925520426105
quad4,495,13.228937607051046
quad4,496,12.778944658798231
quad4,497,12.4451510458678
quad4,498,14.204796508962104
quad4,499,12.2100696399198
quad4,500,16.363778355448837
quad4,501,12.601969536644823
quad4,502,12.85749728389789
quad4,503,14.476541668961836
quad4,504,12.618908292812153
quad4,505,13.24440549518069
quad4,506,13.278941160030163
quad4,507,12.796015859614654
quad4,508,12.713045980869856
quad4,509,12.273564265936692
quad4,510,13.574662081845318
quad4,511,15.25047094581955
quad4,512,12.679328555248066
quad4,513,12.188770379111164
quad4,514,14.142174734288703
quad4,515,17.70243851828697
quad4,516,12.971829060293915
quad4,517,14.211776171297128
quad4,518,12.2057003060443
quad4,519,12.046713526814823
quad4,520,14.359596975468287
quad4,521,14.408041184759394
quad4,522,13.346813613654904
quad4,523,14.573532161954867
quad4,524,13.62831827455733
quad4,525,13.574900065506482
quad4,526,13.093654835421491
quad4,527,13.668463752787847
quad4,528,13.168474799101993
quad4,529,13.523443090492803
quad4,530,11.800340501341552
quad4,531,15.316920923227098
quad4,532,12.809560039197054
quad4,533,14.227104661658394
quad4,534,14.097737587642678
quad4,535,14.709167054420048
quad4,536,14.66039419104782
quad4,537,12.78447655180047
quad4,538,12.05434800180243
quad4,539,11.57688069615846
quad4,540,15.990771716155265
quad4,541,12.77496843055615
quad4,542,13.370422052247013
quad4,543,14.243593570439161
quad4,544,12.775282961882317
quad4,545,12.537693283390327
quad4,546,12.628908227660286
quad4,547,12.919941545301532
quad4,548,16.21154793587739
quad4,549,12.934417212124872
quad4,550,14.221876450754442
quad4,551,13.745092242909987
quad4,552,13.170324748633325
quad4,553,12.623158216913312
quad4,554,13.252330371027124
quad4,555,14.129721204833583
quad4,556,13.746088932465723
quad4,557,11.862384596534998
quad4,558,12.353697520893837
quad4,559,13.54445111549416
quad4,560,12.104977656896033
quad4,561,12.709293750465088
quad4,562,14.804445940339072
quad4,563,12.891492083292489
quad4,564,13.029310517229378
quad4,565,13.047563873033456
quad4,566,12.264124164064842
quad4,567,15.734192015369374
quad4,568,15.05638124075309
quad4,569,14.789415360907185
quad4,570,13.089384080672524
quad4,571,13.691540304750163
quad4,572,12.49518458944329
quad4,573,12.50643959224775
quad4,574,13.47044075556263
quad4,575,13.269697842516855
quad4,576,12.017261402914551
quad4,577,15.026957851003738
quad4,578,13.649738364081784
quad4,579,12.409839908130756
quad4,580,12.42493315566676
quad4,581,13.377053480915167
quad4,582,15.780116582475193
quad4,583,12.322357637005501
quad4,584,13.822148573155205
quad4,585,13.019844410428366
quad4,586,12.6192666187965
quad4,587,15.405507382111818
quad4,588,13.120977318769391
quad4,589,14.215017725588618
quad4,590,14.35023552160687
quad4,591,14.548258253110214
quad4,592,12.920246323859844
quad4,593,13.819580119383787
quad4,594,13.153791236947782
quad4,595,13.07681010190046
quad4,596,12.833121380018206
quad4,597,11.831351763647845
quad4,598,15.46242337777383
quad4,599,13.81496169226643
quad4,600,13.292127840677631
quad4,601,12.189081241606992
quad4,602,13.405809557546547
quad4,603,13.561753739628454
quad4,604,15.758127932868984
quad4,605,12.113371875739027
quad4,606,12.284029117742142
quad4,607,13.590792563091291
quad4,608,12.918838217361992
quad4,609,13.055008993678452
quad4,610,15.37715526563502
quad4,611,13.845392812155339
quad4,612,11.741106507542511
quad4,613,12.129979214458379
quad4,614,16.091028980837923
quad4,615,12.98640398946516
quad4,616,13.27396845738855
quad4,617,13.193896960024496
quad4,618,13.061432650641898
quad4,619,15.733468373464959
quad4,620,13.137613498058705
quad4,621,12.768133997708023
quad4,622,13.62181512691791
quad4,623,15.760022125370709
quad4,624,14.999832630273998
quad4,625,12.589214565226357
quad4,626,13.162442533118888
quad4,627,14.160268926614823
quad4,628,14.544970649342723
quad4,629,14.70691120304059
quad4,630,13.109673705406342
quad4,631,13.292314872945505
quad4,632,12.843063376630337
quad4,633,14.673238555507087
quad4,634,12.70162306178389
quad4,635,12.23065819753736
quad4,636,12.798319194552962
quad4,637,13.124917773792161
quad4,638,12.218230228507961
quad4,639,13.756325247917282
quad4,640,14.09974892788634
quad4,641,12.99168863261181
quad4,642,14.436525577834692
quad4,643,12.735295819156228
quad4,644,12.176843071634995
quad4,645,14.519047155275349
quad4,646,14.423493242909071
quad4,647,14.186702272649097
quad4,648,12.334146512207319
quad4,649,12.30493822995661
quad4,650,12.989207328899122
quad4,651,11.567175792556528
quad4,652,13.972264096932408
quad4,653,11.694813697616368
quad4,654,12.511657579602296
quad4,655,12.446681418404607
quad4,656,12.482568957572205
quad4,657,13.634565099041662
quad4,658,13.296523469199697
quad4,659,13.049068810004547
quad4,660,12.59791556247702
quad4,661,12.844788077177666
quad4,662,14.412618304294737
quad4,663,12.384869699296189
quad4,664,13.533150839811572
quad4,665,12.271506296842169
quad4,666,13.17826078114893
quad4,667,12.376951019907736
quad4,668,13.173965955461895
quad4,669,14.293785413822029
quad4,670,11.740542148745247
quad4,671,13.873319494006125
quad4,672,14.497797471196177
quad4,673,15.159140685868326
quad4,674,13.979435630703483
quad4,675,12.309595179635217
quad4,676,15.916376621135443
quad4,677,12.618227899381093
quad4,678,12.143771458572228
quad4,679,13.271544913805808
quad4,680,15.24368705110679
quad4,681,12.000795905831007
quad4,682,14.212089146524185
quad4,683,12.435955226890009
quad4,684,12.787378585010408
quad4,685,12.657216258611403
quad4,686,12.777109828152343
quad4,687,12.87367905034831
quad4,688,12.688825717962423
quad4,689,13.854506076991065
quad4,690,12.352716194284952
quad4,691,13.044990802134201
quad4,692,12.678010076598577
quad4,693,13.703307595518533
quad4,694,12.402675696419337
quad4,695,14.22900086914555
quad4,696,13.791174381746924
quad4,697,14.57507747652117
quad4,698,11.759356884431545
quad4,699,13.519471065197852
quad4,700,13.602889901626773
quad4,701,13.509760152188841
quad4,702,13.186073190334914
quad4,703,12.476123642498965
quad4,704,12.625685198565918
quad4,705,14.776020310143588
quad4,706,13.528132183656966
quad4,707,14.424549832810209
quad4,708,14.296970560312168
quad4,709,13.295553583812342
quad4,710,13.054543967148506
quad4,711,12.633921479028173
quad4,712,16.309285132231825
quad4,713,14.130774795439931
quad4,714,14.71368782946595
quad4,715,12.810321612942671
quad4,716,13.198190499512883
quad4,717,13.44603143810667
quad4,718,15.862702503591525
quad4,719,13.622922121064633
quad4,720,12.881928067609804
quad4,721,12.430974602450982
quad4,722,12.984398951501646
quad4,723,12.44924943603422
quad4,724,14.4607151812583
quad4,725,12.550211805301364
quad4,726,14.468181180820354
quad4,727,12.592648598314666
quad4,728,14.579871898658762
quad4,729,11.975215492054245
quad4,730,14.596324533859708
quad4,731,13.04224590405997
quad4,732,14.131061355674506
quad4,733,12.868938873132791
quad4,734,13.248397576013156
quad4,735,12.578851197599647
quad4,736,13.365665169554362
quad4,737,15.952175635465615
quad4,738,13.823615324064944
quad4,739,14.540848259729168
quad4,740,13.198309077252915
quad4,741,13.993469297765087
quad4,742,12.728688499242674
quad4,743,14.03418124795336
quad4,744,12.238681290363475
quad4,745,15.783923473559447
quad4,746,13.300957461011386
quad4,747,12.511768553614763
quad4,748,14.113429781888694
quad4,749,13.15255000120587
quad4,750,15.708570773458883
quad4,751,12.766481426769952
quad4,752,14.137224863705141
quad4,753,13.923430287009294
quad4,754,14.144370495296643
quad4,755,13.78204448606496
quad4,756,14.373813430758243
quad4,757,12.830903256506318
quad4,758,17.493378469684522
quad4,759,12.153408472712128
quad4,760,12.924984905127033
quad4,761,14.339641953198258
quad4,762,17.58856134963446
quad4,763,13.005319318932832
quad4,764,11.89963794883708
quad4,765,13.587842348464603
quad4,766,13.054526751677681
quad4,767,14.343644053772426
quad4,768,12.23795261132388
quad4,769,12.831693833676923
quad4,770,12.213709257099634
quad4,771,13.019487227334274
quad4,772,12.971987601158007
quad4,773,14.510006595028567
quad4,774,13.160298658109982
quad4,775,12.969975985354338
quad4,776,13.615414261852324
quad4,777,14.831823968682059
quad4,778,14.685269357296342
quad4,779,12.080466865136543
quad4,780,16.77033819700706
quad4,781,12.60242272866111
quad4,782,13.489341191828306
quad4,783,14.064566431634699
quad4,784,14.068219813138656
quad4,785,13.511035169799706
quad4,786,13.933639373376193
quad4,787,13.154518513379422
quad4,788,13.353705822204324
quad4,789,12.558697924444616
quad4,790,12.736073868188871
quad4,791,12.04356218964193
quad4,792,14.81021604298595
quad4,793,12.303899275326897
quad4,794,12.50385940016769
quad4,795,12.728989174025086
quad4,796,13.298024563309502
quad4,797,13.249768803328918
quad4,798,14.121832730969818
quad4,799,12.719701461768784
quad4,800,12.746042537043813
quad4,801,12.157212590634158
quad4,802,15.013810351583711
quad4,803,12.012120621796353
quad4,804,13.461346156487561
quad4,805,12.381438708534079
quad4,806,13.089502760741807
quad4,807,14.844429739190257
quad4,808,12.623829504530725
quad4,809,13.061056466482157
quad4,810,13.241101847390642
quad4,811,13.022816508185267
quad4,812,12.989545180672437
quad4,813,13.559358966492432
quad4,814,14.376359043254118
quad4,815,14.284410432413106
quad4,816,14.363767240356442
quad4,817,12.8513123822288
quad4,818,14.831988423501203
quad4,819,14.138384539379265
quad4,820,11.591291857730711
quad4,821,17.801623741438043
quad4,822,13.912786905136564
quad4,823,16.26793929164502
quad4,824,13.542780521637997
quad4,825,12.92909875780956
quad4,826,13.625164376644008
quad4,827,14.22193357566146
quad4,828,11.478344303340714
quad4,829,13.860246292713564
quad4,830,13.138747142797316
quad4,831,13.720515093350313
quad4,832,12.350847408232838
quad4,833,13.822058651710691
quad4,834,12.674979820354459
quad4,835,12.285054784793706
quad4,836,12.676823012707061
quad4,837,14.61761685307264
quad4,838,13.639949048386773
quad4,839,12.875825169365676
quad4,840,14.066994598844206
quad4,841,12.757670126086143
quad4,842,14.072446197895616
quad4,843,12.068957961272053
quad4,844,12.502071101526381
quad4,845,14.332165701779576
quad4,846,11.95461780237246
quad4,847,12.358739690692888
quad4,848,14.611768694879538
quad4,849,16.125890734914545
quad4,850,13.897295300447736
quad4,851,12.80195299160767
quad4,852,12.594441637120624
quad4,853,11.5824476062471
quad4,854,13.672354381745535
quad4,855,13.476421043913922
quad4,856,13.407343875293643
quad4,857,12.157507269299945
quad4,858,13.658963952859299
quad4,859,15.658390017913005
quad4,860,12.962521401486706
quad4,861,14.003762390957156
quad4,862,12.844678920350628
quad4,863,13.402811268490495
quad4,864,13.52070244209498
quad4,865,13.653522401505857
quad4,866,12.545743925542256
quad4,867,13.745913274681627
quad4,868,12.625767748950297
quad4,869,12.407792806710058
quad4,870,13.796908499529284
quad4,871,12.215715641973697
quad4,872,13.553237752023533
quad4,873,14.367836252421302
quad4,874,15.458830936780224
quad4,875,13.796458272771877
quad4,876,13.073731248028585
quad4,877,13.798804784356689
quad4,878,14.564559990082177
quad4,879,13.366432779919034
quad4,880,13.637262124976276
quad4,881,12.420744237425042
quad4,882,13.993375370603394
quad4,883,11.262641203235345
quad4,884,12.133299798042675
quad4,885,13.241514798174252
quad4,886,14.376157285975337
quad4,887,15.475834872691152
quad4,888,15.687110004047739
quad4,889,12.878665441146603
quad4,890,13.224676453605332
quad4,891,16.77037845557741
quad4,892,14.551835721760865
quad4,893,14.195074303727234
quad4,894,13.729066880107625
quad4,895,12.949570900658637
quad4,896,12.875696567790769
quad4,897,13.264606492488365
quad4,898,12.670838866832938
quad4,899,14.287555063029686
quad4,900,13.782906616534655
quad4,901,12.5142355324475
quad4,902,12.327162173262815
quad4,903,15.819396157601465
quad4,904,12.789850601528467
quad4,905,13.603487296991345
quad4,906,13.529425302967542
quad4,907,12.925173059548698
quad4,908,13.27094424385575
quad4,909,13.054440749785547
quad4,910,14.8233780528556
quad4,911,12.594680532297943
quad4,912,11.899262461045277
quad4,913,13.972514723883245
quad4,914,13.312355063394358
quad4,915,14.264538167609853
quad4,916,12.331810359120771
quad4,917,13.47373704701268
quad4,918,12.480712058153726
quad4,919,13.869452054444317
quad4,920,13.847216614592584
quad4,921,14.537012077846196
quad4,922,12.915520727403637
quad4,923,12.697221498547304
quad4,924,13.145103266676802
quad4,925,15.397493179670814
quad4,926,13.980446502291217
quad4,927,12.874762669434158
quad4,928,12.527809386610038
quad4,929,12.55083376827692
quad4,930,16.30608914503132
quad4,931,13.468608840244144
quad4,932,12.27122909150567
quad4,933,15.813018310018021
quad4,934,12.415304870255932
quad4,935,11.808909205981376
quad4,936,12.320293384829638
quad4,937,12.564987931757482
quad4,938,13.167428136924846
quad4,939,12.850804550178928
quad4,940,12.404953811890145
quad4,941,12.528233163378435
quad4,942,12.345405198136778
quad4,943,12.479769345817122
quad4,944,13.748804626062359
quad4,945,11.810239491749256
quad4,946,12.525808022138824
quad4,947,13.294492530683153
quad4,948,13.130285502165165
quad4,949,12.494753623382678
quad4,950,12.19669823841639
quad4,951,13.017274913471512
quad4,952,12.298496794388356
quad4,953,12.575757382112549
quad4,954,11.895296208456182
quad4,955,13.683648960736871
quad4,956,12.088073183604664
quad4,957,14.314233096247678
quad4,958,12.758409054721914
quad4,959,14.852032035013842
quad4,960,12.229973067260792
quad4,961,13.411428802327437
quad4,962,12.042821588479377
quad4,963,14.473297509578636
quad4,964,15.414564511315598
quad4,965,13.54336696306896
quad4,966,13.380605084924154
quad4,967,13.080134883002076
quad4,968,11.935974426411757
quad4,969,12.987438267366167
quad4,970,13.390897974346316
quad4,971,14.204385566492057
quad4,972,13.350791399084567
quad4,973,13.024298705140655
quad4,974,11.635388289842822
quad4,975,12.518594132532336
quad4,976,13.255116064931405
quad4,977,12.558010158323906
quad4,978,12.730870480054907
quad4,979,13.722583423597198
quad4,980,12.684640811860111
quad4,981,13.560659169859385
quad4,982,11.730870981890877
quad4,983,16.576417819964714
quad4,984,12.87846242756403
quad4,985,13.287689730416922
quad4,986,12.239896451676973
quad4,987,13.861288947746267
quad4,988,13.168915311162703
quad4,989,12.673626767237508
quad4,990,13.263476387057517
quad4,991,12.330055911614238
quad4,992,14.799199488617184
quad4,993,12.63248875489325
quad4,994,12.714731409213867
quad4,995,13.11219529872566
quad4,996,13.095101327185336
quad4,997,14.517205454724415
