Date,SPY,QQQ,DIA,XLE,XLP,XLV,XLU,AAPL,NVDA,MSFT,XLK
2009-08-31,75.4006,34.9004,65.7908,14.7104,15.6946,21.3106,8.0367,5.0939,0.3459,18.2030,
2009-09-07,77.4028,35.9035,67.0237,15.4725,16.0042,21.6323,8.0423,5.1492,0.3736,18.3804,
2009-09-14,79.2189,36.7346,68.4624,15.9993,16.1630,21.6072,8.3330,5.5339,0.3484,18.6762,
2009-09-21,77.5339,36.0941,67.5065,15.5296,16.0612,21.4344,8.1983,5.4546,0.3319,18.8906,
2009-09-28,76.0789,35.3843,66.1945,15.0686,16.1057,21.1489,8.0074,5.5303,0.3171,18.4543,
2009-10-05,79.6198,36.7692,68.8671,16.2835,16.4939,21.6973,8.2123,5.6969,0.3244,18.8906,
2009-10-12,80.8297,37.0288,69.8395,17.1040,16.7803,21.9678,8.3359,5.6245,0.3026,19.5930,
2009-10-19,80.2285,37.3318,69.7277,16.9039,16.5894,21.5696,8.2629,6.0998,0.3010,20.7168,
2009-10-26,76.8732,35.4535,67.7930,16.0196,16.4366,21.0888,7.9709,5.6380,0.2738,20.5024,
2009-11-02,79.5233,36.8730,70.1050,16.5502,16.6721,21.9077,8.1197,5.8126,0.3013,21.0864,
2009-11-09,81.3716,38.0935,71.8791,16.6053,17.0030,22.3735,8.2432,6.1150,0.3104,21.9071,
2009-11-16,81.2306,37.6001,72.3525,16.4110,17.1112,22.8318,8.2123,5.9795,0.2953,21.9966,
2009-11-23,81.3345,37.6607,72.3034,16.5328,17.1048,23.1323,8.2853,5.9996,0.2928,21.6995,
2009-11-30,82.4034,38.1887,72.8710,16.2081,17.2130,23.2750,8.6026,5.7821,0.3265,22.2639,
2009-12-07,82.4777,38.1974,73.5227,16.1008,17.1812,23.5004,8.9339,5.8225,0.3482,22.1674,
2009-12-14,82.2500,38.5472,72.5561,16.3692,16.8557,23.5169,8.9064,5.8452,0.3851,22.5461,
2009-12-21,83.9441,39.8651,73.8646,16.8531,17.1383,23.7662,8.9433,6.2523,0.4141,23.0214,
2009-12-28,83.1680,39.6657,73.2104,16.6199,17.0034,23.4716,8.8127,6.3029,0.4276,22.6352,
2010-01-04,85.5039,40.3593,74.6454,17.5790,17.0677,24.0080,8.7274,6.3402,0.4247,22.7689,
2010-01-11,84.8098,39.7524,74.5751,17.2758,17.1961,24.3404,8.7814,6.1593,0.3917,22.9174,
2010-01-18,81.5037,38.2871,71.4939,16.4129,16.8878,23.9173,8.4718,5.9146,0.3768,21.5064,
2010-01-25,80.1455,37.0993,70.7341,15.8882,16.8300,23.6302,8.3894,5.7444,0.3523,20.9272,
2010-02-01,79.6006,37.2640,70.4598,15.8124,16.6887,23.2903,8.2161,5.8461,0.3713,20.8083,
2010-02-08,80.6306,37.9403,71.2406,16.2059,16.9842,23.3205,8.1848,5.9933,0.3972,20.7415,
2010-02-15,82.9441,38.8680,73.3406,16.7219,17.4210,23.8191,8.4547,6.0319,0.3796,21.4652,
2010-02-22,82.6455,38.8073,72.8540,16.3662,17.3632,23.7209,8.2786,6.1201,0.3709,21.3906,
2010-03-01,85.2651,40.2639,74.5889,16.9522,17.7229,24.1893,8.5115,6.5487,0.3931,21.3309,
2010-03-08,86.1681,41.0616,75.0544,17.0543,17.6522,24.0533,8.4774,6.7775,0.3949,21.8383,
2010-03-15,86.9051,41.2182,75.8487,16.7571,17.9141,24.4446,8.5873,6.6474,0.3949,22.0770,
2010-03-22,87.3622,41.6609,76.6190,16.4060,18.0044,24.1793,8.4411,6.9061,0.3970,22.1293,
2010-03-29,88.2765,41.7997,77.2195,17.1257,18.1334,24.4901,8.6188,7.0578,0.3942,21.7562,
2010-04-05,89.5879,42.5548,77.7708,17.5031,18.0883,24.3157,8.6675,7.2318,0.3890,22.6366,
2010-04-12,89.4455,42.9888,77.9191,17.3480,18.0044,23.9746,8.5500,7.3996,0.3906,22.8828,
2010-04-19,91.2815,43.8481,79.1779,18.1642,18.0818,23.7624,8.7736,8.1004,0.3764,23.0992,
2010-04-26,89.0333,42.7371,77.8625,17.5265,17.8238,23.4062,8.7249,7.8091,0.3596,22.7858,
2010-05-03,83.3756,39.4129,73.3931,16.0871,17.2496,22.5269,8.3408,7.0545,0.3196,21.0474,
2010-05-10,85.3464,40.7322,75.3237,16.4528,17.5915,22.7164,8.5787,7.5917,0.2967,21.5846,
2010-05-17,81.7644,38.9182,72.2935,15.5254,17.1722,21.8296,8.2032,7.2477,0.2914,20.1156,
2010-05-24,81.9592,39.5778,72.0308,15.5196,16.9981,21.8826,8.2433,7.6832,0.3008,19.3362,
2010-05-31,80.0483,39.1352,70.5898,15.0808,16.8174,21.5870,8.0599,7.6557,0.2770,19.3287,
2010-06-07,82.1916,39.4910,72.6271,15.8911,17.0755,22.1024,8.3752,7.5824,0.2658,19.2313,
2010-06-14,84.1261,40.8702,74.3097,16.3427,17.3214,22.5119,8.7126,8.1973,0.2816,19.8158,
2010-06-21,81.2198,39.4433,72.3397,15.4258,16.8147,22.1005,8.3535,7.9769,0.2537,18.3844,
2010-06-28,76.9506,37.0037,68.8906,14.5118,16.5353,21.3539,8.1565,7.3859,0.2347,17.4400,
2010-07-05,81.2875,38.8769,72.6171,15.4640,17.2045,22.1157,8.6315,7.7651,0.2369,18.1895,
2010-07-12,80.3088,38.6329,71.8993,15.2024,17.2305,21.8491,8.5997,7.4744,0.2301,18.6542,
2010-07-19,83.1322,40.1316,74.2197,15.8049,17.6398,21.6587,8.8285,7.7747,0.2372,19.3437,
2010-07-26,83.0268,39.9138,74.5258,15.8225,17.5293,21.7653,8.7966,7.6943,0.2104,19.3437,
2010-08-02,84.6231,40.7415,75.9423,16.3515,17.6008,22.6338,8.9762,7.7792,0.2186,19.1488,
2010-08-09,81.5511,38.9641,73.5649,15.6785,17.4124,22.1691,8.8922,7.4505,0.2150,18.2869,
2010-08-16,80.9638,39.1383,72.9755,15.3376,17.3669,21.8415,8.8256,7.4666,0.2282,18.2564,
2010-08-23,80.4593,38.3977,72.5754,15.3112,17.3409,21.7653,9.0197,7.2268,0.2317,18.0303,
2010-08-30,83.4937,40.0880,74.7188,15.9283,17.7308,22.2224,9.1587,7.7397,0.2266,18.3016,
2010-09-06,83.9379,40.6021,74.8617,16.0224,17.8802,22.6795,9.1066,7.8785,0.2305,17.9701,
2010-09-13,85.1518,41.9111,75.9199,15.9100,18.0273,22.9263,9.0273,8.2362,0.2415,19.0023,
2010-09-20,86.9156,43.3696,77.7093,16.3174,18.3480,23.4776,9.2058,8.7432,0.2807,18.6708,
2010-09-27,86.7566,42.8019,77.5304,16.7721,18.2760,23.3475,9.2322,8.4501,0.2598,18.3694,
2010-10-04,88.2175,43.4482,78.8474,17.2297,18.4461,23.5619,9.3199,8.7955,0.2486,18.5126,
2010-10-11,89.0956,44.9678,79.2860,17.4807,18.7210,23.8528,9.3346,9.4138,0.2585,19.2434,
2010-10-18,89.5877,45.0987,79.7731,17.5072,18.8518,23.9141,9.3258,9.1963,0.2701,19.1229,
2010-10-25,89.6936,45.5704,79.7373,17.4895,18.8257,23.8682,9.2819,9.0022,0.2752,20.0948,
2010-11-01,92.8956,46.8716,82.0511,18.3959,19.0481,24.0826,9.3785,9.4852,0.2887,20.2305,
2010-11-08,90.9881,45.8585,80.3462,18.5819,18.7864,23.6844,9.1707,9.2131,0.3036,19.7935,
2010-11-15,91.0562,45.8236,80.4978,18.7738,18.8518,23.7380,9.1093,9.1742,0.3148,19.4754,
2010-11-22,89.9283,46.0856,79.5132,18.4549,18.6490,23.4164,9.0302,9.4215,0.3113,19.1418,
2010-11-29,93.0243,47.0463,81.8848,19.4321,18.8518,23.8069,9.1532,9.4945,0.3386,20.4836,
2010-12-06,94.2279,47.5877,82.1364,19.4558,19.0678,23.9601,9.1063,9.5878,0.3422,20.7262,
2010-12-13,94.5865,47.7083,82.7996,19.5393,19.3795,24.3768,9.2242,9.5893,0.3290,21.1508,
2010-12-20,95.5757,47.9008,83.3615,19.9901,19.4059,24.3614,9.2864,9.6788,0.3416,21.4540,
2010-12-27,95.6899,47.6558,83.4682,20.2392,19.3465,24.2460,9.2805,9.6476,0.3526,21.1583,
2011-01-03,96.7476,48.8897,84.1468,20.2481,19.1617,24.6847,9.3516,10.0532,0.4549,21.6814,
2011-01-10,98.3912,49.8785,84.9553,20.9509,19.3597,24.7694,9.3989,10.4229,0.5400,21.4540,
2011-01-17,97.6836,48.7234,85.6154,20.7878,19.4653,24.7771,9.4611,9.7721,0.5087,21.2417,
2011-01-24,97.1889,48.7672,85.2975,21.0873,19.1287,24.3306,9.3723,10.0526,0.5439,21.0370,
2011-01-31,99.7990,50.2110,87.2271,21.9828,19.3399,24.8848,9.4167,10.3637,0.5877,21.0522,
2011-02-07,101.2905,51.1386,88.6437,21.9769,19.5247,24.9233,9.4759,10.6733,0.5373,20.6580,
2011-02-14,102.3710,51.3923,89.5485,22.8399,19.6699,25.2543,9.4493,10.4851,0.5867,20.6352,
2011-02-21,100.6969,50.4473,87.7662,23.1127,19.5049,24.8694,9.4049,10.4133,0.5293,20.2463,
2011-02-28,100.8035,50.7273,88.0053,23.2313,19.5247,25.5006,9.4789,10.7675,0.4753,19.7888,
2011-03-07,99.5631,49.4322,87.2445,22.2735,19.6237,25.1696,9.6299,10.5279,0.4132,19.5829,
2011-03-14,97.6417,47.7143,85.8517,22.4318,19.2840,24.7199,9.2344,9.8902,0.4034,18.9118,
2011-03-21,100.3472,49.8087,88.5303,23.4137,19.7088,25.2611,9.3870,10.5144,0.4265,19.5371,
2011-03-28,101.7611,50.3520,89.6191,23.8005,19.9611,25.7328,9.6053,10.3057,0.4167,19.4303,
2011-04-04,101.5395,49.9051,89.7571,23.7201,20.0806,25.7637,9.5634,10.0215,0.4018,19.8803,
2011-04-11,100.9128,49.6421,89.5048,22.9673,20.4722,26.2276,9.5993,9.7942,0.4283,19.3465,
2011-04-18,102.2426,51.1231,90.6673,23.4999,20.5121,26.4828,9.6411,10.4893,0.4240,19.4608,
2011-04-25,104.2678,51.7716,93.0286,23.9463,20.9236,27.2483,9.9163,10.4723,0.4579,19.7659,
2011-05-02,102.5635,51.2370,91.7427,22.2562,20.8705,27.4493,9.9551,10.3685,0.4423,19.7278,
2011-05-09,102.4413,51.1844,91.5174,21.9557,21.3153,27.8978,10.1406,10.1842,0.4180,19.0872,
2011-05-16,102.1126,50.6236,91.0102,22.2056,21.4547,27.8669,10.2063,10.0263,0.4141,18.7978,
2011-05-23,102.0362,50.3257,90.5583,22.7144,21.2688,27.5963,10.0538,10.0918,0.4464,19.0051,
2011-05-30,99.6746,49.3793,88.4370,22.3931,20.7842,27.2096,9.9252,10.2722,0.4226,18.3526,
2011-06-06,97.5194,47.8808,87.0156,21.8188,20.5187,26.9158,9.8595,9.7476,0.3919,18.1991,
2011-06-13,97.5805,47.2416,87.4374,21.4065,20.8163,27.0166,9.9660,9.5789,0.3619,18.6213,
2011-06-20,97.3961,47.7598,87.0431,21.1825,20.4621,26.9467,9.9086,9.7610,0.3603,18.6520,
2011-06-27,102.8570,50.8601,91.7020,22.7146,21.0370,27.9413,10.2349,10.2668,0.3697,19.9722,
2011-07-04,103.2256,51.8437,92.2934,22.9624,21.2174,27.8014,10.1986,10.7588,0.3532,20.6630,
2011-07-11,101.1442,50.8074,91.0392,22.9535,20.9634,27.3430,10.0778,10.9146,0.3228,20.5555,
2011-07-18,103.3639,52.3444,92.5302,23.8106,21.2174,27.6538,10.2167,11.7635,0.3434,21.1312,
2011-07-25,99.3316,50.9391,88.5323,22.8310,20.6091,26.5116,10.0204,11.6791,0.3166,21.0314,
2011-08-01,92.2272,47.2768,83.5038,20.3284,19.9941,24.7167,9.6337,11.1748,0.2965,19.7112,
2011-08-08,90.7218,47.0484,82.4440,19.9969,19.7468,24.5846,9.5763,11.2756,0.2949,19.2660,
2011-08-15,86.5129,43.9394,79.1713,18.8860,19.7535,24.1106,9.7847,10.6487,0.2685,18.5766,
2011-08-22,90.6066,46.6620,82.6857,19.6535,20.1679,25.0508,9.9690,11.4727,0.2978,19.5035,
2011-08-29,90.5145,46.7937,82.3775,19.7760,20.2816,25.2140,10.0566,11.1877,0.2958,19.9283,
2011-09-05,89.0321,46.7059,80.5726,19.3788,20.0543,24.8410,9.9086,11.2903,0.3178,19.8820,
2011-09-12,93.8160,49.7930,84.4256,20.1144,20.7632,25.7951,10.3699,11.9788,0.3539,20.9479,
2011-09-19,87.6553,47.6460,78.9790,17.5990,19.8610,24.5921,10.1959,12.0925,0.3157,19.3567,
2011-09-26,87.3542,46.1854,80.0668,17.5420,19.9687,24.7874,10.2600,11.4051,0.2864,19.2254,
2011-10-03,89.3306,47.5756,81.6030,18.2586,20.2448,24.9202,10.1929,11.0606,0.3239,20.2759,
2011-10-10,94.6266,51.1920,85.5134,19.9675,20.7834,25.6858,10.3699,12.6219,0.3599,21.0638,
2011-10-17,95.7075,50.4177,86.7625,20.5522,21.1873,25.8654,10.6445,11.7506,0.3315,20.9788,
2011-10-24,99.2819,51.8607,89.8472,21.8983,21.2142,26.7247,10.6842,12.1119,0.3571,20.8398,
2011-10-31,96.8733,50.8576,88.0509,21.3647,20.8642,25.9279,10.6750,11.9710,0.3393,20.2759,
2011-11-07,97.7842,50.9016,89.4717,21.6645,21.1940,26.6154,10.7910,11.5038,0.3429,20.7857,
2011-11-14,94.1712,48.7459,86.8843,20.4322,20.9113,25.6623,10.5713,11.2143,0.3189,19.6893,
2011-11-21,89.8170,46.5286,82.7589,19.1371,20.4467,24.7718,10.2020,10.8742,0.3214,18.9110,
2011-11-28,96.3946,49.8194,88.6038,21.1128,21.3691,26.1779,10.6049,11.6558,0.3599,19.6270,
2011-12-05,97.3133,50.1713,89.8732,21.0439,21.5509,26.4201,10.6811,11.7730,0.3411,20.0006,
2011-12-12,94.4654,48.4132,87.5081,19.9136,21.3924,26.2462,10.6588,11.3962,0.3093,20.2340,
2011-12-19,98.1946,49.4898,90.7725,20.9553,22.1261,27.3381,11.0477,12.0635,0.3244,20.2574,
2011-12-26,97.5032,49.3122,90.1951,20.8138,22.0718,27.2517,11.1032,12.1134,0.3173,20.2029,
2012-01-02,99.2202,51.0611,91.4387,21.2082,21.8476,27.5974,10.8070,12.6338,0.3329,21.8761,
2012-01-09,100.0981,51.3879,91.9050,20.9071,21.8340,27.8330,10.7668,12.5564,0.3143,21.9850,
2012-01-16,102.5143,52.7923,94.1021,21.4912,22.0106,28.1630,10.6804,12.5710,0.3255,23.1213,
2012-01-23,102.4133,53.3488,93.7241,21.5213,21.8884,28.1394,10.7175,13.3780,0.3413,22.7477,
2012-01-30,104.5265,54.8061,95.1473,21.9097,22.0650,28.4536,10.7483,13.7489,0.3622,23.5337,
2012-02-06,104.3867,55.1771,94.7618,21.9910,22.1533,28.1316,10.7391,14.7580,0.3640,23.7361,
2012-02-13,105.9793,56.0250,96.0317,22.5420,22.4590,28.4694,10.8162,15.0182,0.3629,24.4798,
2012-02-20,106.3834,56.4931,96.3215,22.9515,22.4590,28.4301,10.8255,15.6251,0.3615,24.6600,
2012-02-27,106.6786,57.2969,96.2695,22.5029,22.5609,28.5244,10.7884,16.3061,0.3521,25.1300,
2012-03-05,106.8805,57.4294,95.9722,22.3373,22.7375,28.6500,10.8532,16.3058,0.3393,25.0595,
2012-03-12,109.4793,58.8540,98.3166,22.6079,22.9467,29.0947,10.8322,17.5142,0.3342,25.5374,
2012-03-19,108.9721,59.2256,97.2370,21.8402,23.0560,28.9131,10.7761,17.8276,0.3331,25.0752,
2012-03-26,109.8772,59.7653,98.1305,21.6861,23.2745,29.6947,10.9131,17.9323,0.3526,25.2710,
2012-04-02,109.0813,59.9157,97.0806,21.3083,23.2540,29.6158,10.8664,18.9531,0.3349,24.6913,
2012-04-09,107.0135,58.5620,95.5990,20.7642,22.9672,28.8815,10.6920,18.1022,0.3242,24.1352,
2012-04-16,107.6455,58.1108,96.8868,20.8428,23.4316,29.4421,10.9069,17.1376,0.3065,25.3964,
2012-04-23,109.5495,59.4910,98.3925,21.3989,23.4043,29.6315,11.0907,18.0355,0.2972,25.0517,
2012-04-30,106.9042,57.2437,96.9688,20.6433,23.2745,29.1736,11.0782,16.9064,0.2807,24.2684,
2012-05-07,105.8195,56.7837,95.5451,20.3532,23.2404,29.2210,11.1903,16.9501,0.3024,24.4093,
2012-05-14,101.2391,53.8020,92.2304,19.3255,22.8921,28.4788,11.0315,15.8635,0.2765,23.0793,
2012-05-21,103.0806,54.9168,92.9410,19.6852,23.1447,28.7552,11.1436,16.8179,0.2839,22.9137,
2012-05-28,100.0061,53.4481,90.5102,18.7513,22.6462,28.0367,11.1218,16.7790,0.2743,22.4327,
2012-06-04,103.8609,55.6246,93.8161,19.4948,23.2813,28.8894,11.4675,17.3572,0.2775,23.3789,
2012-06-11,105.2148,55.8589,95.4108,19.9291,23.6067,29.4182,11.6088,17.1720,0.2814,23.6706,
2012-06-18,104.6814,56.1782,94.5792,19.2670,23.3179,29.7039,11.3982,17.4104,0.2976,24.2068,
2012-06-25,106.7522,56.8964,96.2424,20.1569,23.9092,30.1723,11.6277,17.4672,0.3164,24.1201,
2012-07-02,106.2737,56.8610,95.5831,20.1326,24.0399,29.8707,11.5774,18.1216,0.3068,23.8047,
2012-07-09,106.4776,56.2047,95.6206,20.2784,24.2943,30.2675,11.7377,18.0944,0.2875,23.1739,
2012-07-16,107.0424,56.9674,96.0913,20.8918,24.0949,30.3628,11.8414,18.0744,0.2933,23.7495,
2012-07-23,108.7758,57.5261,97.9675,21.3261,24.4869,30.8232,11.9735,17.5019,0.3086,23.4656,
2012-07-30,109.3013,58.1734,98.1101,21.3930,24.5831,30.5533,11.9012,18.4154,0.3141,23.4577,
2012-08-06,110.4701,59.2908,99.0106,21.9791,24.5006,30.7121,11.8006,18.6747,0.3347,23.9860,
2012-08-13,111.5211,60.5855,99.6407,22.0398,24.6863,30.5454,11.6591,19.4680,0.3354,24.5259,
2012-08-20,110.9956,60.5589,98.8582,21.8607,24.4800,30.7518,11.5114,19.9218,0.3342,24.2560,
2012-08-27,110.7211,60.4436,98.4819,21.7240,24.3837,30.8311,11.4265,19.9825,0.3212,24.4624,
2012-09-03,113.2075,61.5698,100.0320,22.3071,24.5900,31.3789,11.5114,20.4391,0.3068,24.5656,
2012-09-10,115.4900,62.2349,102.2293,23.2547,24.6038,31.4900,11.4862,20.7647,0.3168,24.7720,
2012-09-17,115.0262,62.3857,102.1468,22.7822,24.9021,32.0613,11.4458,21.0293,0.3129,24.7561,
2012-09-24,113.5280,60.9806,101.0762,22.4009,24.8120,32.0055,11.5601,20.0384,0.3054,23.6211,
2012-10-01,115.2391,61.3452,102.5163,22.4466,25.2829,32.8431,11.6713,19.6025,0.3045,23.6925,
2012-10-08,112.6763,59.2998,100.3825,22.1355,24.8259,32.1571,11.5951,18.9153,0.2891,23.1766,
2012-10-15,113.0706,58.4105,100.5063,22.5229,24.7290,32.3884,11.7888,18.3184,0.2772,22.7321,
2012-10-22,111.4619,58.1170,98.7544,21.9524,24.4796,32.1650,11.6205,18.1430,0.2759,22.3908,
2012-10-29,111.6275,57.9569,98.6639,21.6779,24.3758,32.0214,11.5188,17.3259,0.2859,23.4147,
2012-11-05,108.9464,56.4095,96.5875,21.2172,23.9603,31.2476,11.0137,16.5077,0.2791,22.8829,
2012-11-12,107.5349,55.4046,95.0804,21.0250,23.8287,31.0562,10.9152,15.9229,0.2605,21.2224,
2012-11-19,111.4619,57.7168,98.3279,21.8457,24.7013,31.9257,10.8295,17.2451,0.2742,22.1667,
2012-11-26,112.0928,58.5172,98.4870,21.6779,24.9575,32.1012,11.2202,17.6610,0.2758,21.3024,
2012-12-03,112.2978,57.7435,99.5922,21.8304,25.0544,32.2927,11.2647,16.0909,0.2756,21.1744,
2012-12-10,112.0533,57.5301,99.5164,21.7267,24.9021,32.3166,11.1853,15.3830,0.2901,21.4545,
2012-12-17,113.3961,58.3065,100.0766,22.0980,24.6283,32.2505,11.3436,15.6709,0.2846,21.9666,
2012-12-24,111.2042,57.0367,98.0111,21.4112,24.1241,31.6490,11.0674,15.3770,0.2788,21.2464,
2012-12-31,116.2391,59.5854,101.8004,22.6254,25.0764,32.8039,11.4818,15.9023,0.3030,21.3984,
2013-01-07,116.7950,60.1487,102.3015,22.5702,25.1535,33.5017,11.3725,15.7002,0.2813,21.4705,
2013-01-14,117.7956,59.9788,103.4523,23.1467,25.5456,33.8306,11.4625,15.0876,0.2804,21.8066,
2013-01-21,119.3204,59.9162,105.3756,23.5759,25.7417,34.3679,11.6392,13.2735,0.2859,22.3107,
2013-01-28,120.1066,60.5065,106.2269,23.9377,26.0288,34.6888,11.7838,13.6881,0.2850,22.3507,
2013-02-04,120.5513,60.8016,106.2193,24.0941,26.2459,34.8010,11.7870,14.4162,0.2850,22.0466,
2013-02-11,120.7975,60.5869,106.2777,24.0543,26.3369,34.8171,11.7966,13.9664,0.2933,22.4147,
2013-02-18,120.6228,60.0414,106.5521,23.9071,26.7921,34.8010,11.9444,13.6826,0.2885,22.3986,
2013-02-25,120.7975,60.2560,107.2609,23.8519,26.7641,35.1138,12.0472,13.0652,0.2946,22.5519,
2013-03-04,123.4420,61.4991,109.5625,24.2198,27.0442,35.7234,12.1982,13.1032,0.2972,22.5923,
2013-03-11,124.3021,61.4084,110.6002,24.5162,27.0863,36.0311,12.3560,13.4656,0.2930,22.6245,
2013-03-18,124.1187,61.4801,110.6613,24.2544,27.6563,36.1922,12.3689,14.0195,0.2893,22.7940,
2013-03-25,124.9721,61.8207,110.9820,24.4269,27.9871,37.0138,12.6703,13.4352,0.2974,23.0845,
2013-04-01,123.7676,60.8258,110.9744,23.8079,27.9097,37.3843,12.8226,12.8446,0.2888,23.1571,
2013-04-08,126.6712,62.6901,113.3496,24.0235,28.6486,38.6087,13.0689,13.0449,0.3035,23.2297,
2013-04-15,124.0229,61.0319,110.9523,22.9640,28.8597,38.3429,13.1985,11.8530,0.2914,24.0204,
2013-04-22,126.2245,62.3585,112.2825,23.7709,28.7752,38.2946,13.2795,12.6625,0.3109,25.6503,
2013-04-29,128.7212,64.6442,114.1784,24.4762,29.0145,38.3993,13.2503,13.6574,0.3215,27.0220,
2013-05-06,130.3485,65.4778,115.4626,24.7226,28.9653,38.8101,12.9069,13.8391,0.3371,26.3765,
2013-05-13,133.1643,66.5982,117.3983,25.2924,29.5142,39.5512,13.0656,13.2370,0.3447,28.3327,
2013-05-20,131.8641,65.8005,117.1146,25.1661,29.3453,39.5673,12.5828,13.6002,0.3388,27.8452,
2013-05-27,130.3804,65.6570,115.8344,24.7934,28.1841,38.7537,12.2101,13.7402,0.3371,28.3571,
2013-06-03,131.4573,65.7825,116.7697,25.0429,28.6275,39.0679,12.3041,13.4982,0.3367,28.9828,
2013-06-10,130.1650,64.7876,115.4971,24.6117,28.6415,39.1001,12.3138,13.1389,0.3344,27.9508,
2013-06-17,127.5580,63.3291,113.4847,24.1912,27.9289,38.2656,11.9625,12.6333,0.3360,27.0327,
2013-06-24,128.6405,64.0844,114.1147,24.2314,28.0989,38.5246,12.3194,12.1148,0.3271,28.0646,
2013-07-01,130.7255,65.2623,116.0121,24.7452,28.3539,39.0182,12.0804,12.7530,0.3318,27.7965,
2013-07-08,134.3260,67.7081,118.4319,25.3486,29.3455,40.3614,12.6500,13.0307,0.3411,28.9828,
2013-07-15,135.6572,67.0696,119.3200,25.9088,29.6076,40.9197,12.8956,12.9831,0.3318,25.5133,
2013-07-22,135.6091,67.7710,119.3507,25.6859,29.4164,41.3810,12.8825,13.4731,0.3309,25.6920,
2013-07-29,137.0845,69.2097,120.1507,25.8066,29.5722,41.5590,12.9447,14.1315,0.3439,25.9114,
2013-08-05,135.7694,68.7781,118.5430,25.5590,29.4447,41.1948,12.8137,13.9760,0.3376,26.5695,
2013-08-12,132.9788,67.8699,116.0602,25.1382,28.5381,39.9811,12.2899,15.4485,0.3539,26.0203,
2013-08-19,133.6123,68.9399,115.5435,25.3022,28.4814,40.2886,12.3292,15.4082,0.3503,28.4342,
2013-08-26,131.2307,67.8609,114.0167,25.2434,27.9856,39.8273,12.2113,14.9838,0.3454,27.3295,
2013-09-02,133.1472,69.1738,114.9730,25.6488,28.1697,40.6203,12.1066,15.3221,0.3484,25.4885,
2013-09-09,135.7854,70.1898,118.5204,25.9799,28.8427,41.4376,12.1819,14.2974,0.3700,27.0268,
2013-09-16,137.5674,71.2393,119.2226,26.1284,29.2104,41.8767,12.4043,14.3746,0.3698,26.8304,
2013-09-23,136.1089,71.3114,117.6077,25.9761,28.6758,41.1941,12.3647,14.8464,0.3648,27.2232,
2013-09-30,136.0928,71.6091,116.2324,26.0351,28.3764,41.6167,12.2787,14.8550,0.3651,27.7223,
2013-10-07,137.1966,71.4557,117.5768,26.2061,28.9181,41.6248,12.5993,15.1557,0.3573,27.9269,
2013-10-14,140.5247,74.0892,118.8133,27.0300,29.5739,42.6973,12.7018,15.6503,0.3702,28.6060,
2013-10-21,141.7817,74.7656,120.2443,26.9243,29.9517,42.8517,12.9563,16.1752,0.3569,29.2361,
2013-10-28,141.9913,74.6845,120.5615,26.7627,30.3010,43.1604,12.9100,15.9929,0.3573,29.0724,
2013-11-04,142.8616,74.4410,121.8222,26.9088,30.4150,43.1929,12.8737,16.1026,0.3644,30.9135,
2013-11-11,145.0856,75.7216,123.4542,27.2539,30.8855,44.1354,13.0125,16.2397,0.3787,30.9626,
2013-11-18,145.6980,75.7487,124.3065,27.4311,30.7643,44.8911,12.7778,16.0791,0.3574,30.9748,
2013-11-25,145.8511,77.3180,124.5546,26.8746,30.6574,44.8992,12.5696,17.2011,0.3673,31.4365,
2013-12-02,145.8027,77.5615,124.1207,26.8653,30.7073,44.8667,12.7051,17.3233,0.3642,31.6261,
2013-12-09,143.5223,76.5243,122.1754,26.4673,30.1299,43.7210,12.3977,17.1503,0.3536,30.2493,
2013-12-16,147.0966,78.2602,125.8614,27.0716,30.5600,44.7985,12.6373,16.9830,0.3694,30.3400,
2013-12-23,148.9520,79.1830,127.7726,27.5776,30.7683,45.1820,12.6306,17.3254,0.3711,30.7439,
2013-12-30,148.1742,78.3869,127.7104,27.1528,30.4308,45.0841,12.4503,16.7343,0.3689,30.4307,
2014-01-06,149.1869,78.9840,127.5473,27.1435,30.4523,46.2915,12.7676,16.4856,0.3703,29.7134,
2014-01-13,148.7818,79.5088,127.5731,26.8655,30.2153,46.5200,12.7142,16.7247,0.3765,29.9937,
2014-01-20,144.9334,78.4774,123.2190,26.3407,29.7915,45.4104,12.6874,16.8917,0.3663,30.3482,
2014-01-27,144.3582,78.0521,121.8740,26.0440,29.2744,45.6552,13.0616,15.4852,0.3696,31.1974,
2014-02-03,145.5735,78.9840,122.6748,26.2501,29.3965,45.9734,12.9881,16.1716,0.3736,30.1421,
2014-02-10,149.0896,81.2549,125.6370,26.8717,30.0501,47.4908,13.4558,16.9281,0.4217,31.0160,
2014-02-17,148.9844,81.3635,125.3687,26.9904,29.8777,47.9804,13.5460,16.3450,0.4389,31.5476,
2014-02-24,150.9287,82.0737,127.0916,27.3777,30.4164,48.4943,13.5126,16.3758,0.4347,31.8217,
2014-03-03,152.5248,82.2463,128.1207,27.4933,30.6390,48.5025,13.3589,16.5065,0.4342,31.4812,
2014-03-10,149.6082,80.5565,125.2440,26.9810,30.5816,47.6785,13.6595,16.3275,0.4214,31.3150,
2014-03-17,151.5216,81.0412,127.0070,27.3272,30.6792,47.6306,13.6454,16.5821,0.4385,33.3584,
2014-03-24,150.9439,79.2656,127.1787,27.9549,30.8596,47.2458,13.8138,16.7063,0.4233,33.4747,
2014-03-31,151.6844,78.6464,127.9832,28.3002,31.0040,47.4914,13.9654,16.5494,0.4293,33.1175,
