Date,AAPL,ADBE,AMAT,AMD,AMZN,ASML,AVGO,AXP,BABA,BKNG,COIN,CRM,CRWD,DASH,DDOG,ENPH,EQIX,FSLR,FTNT,GOOGL,HOOD,ISRG,LLY,LRCX,MA,META,MRVL,MSFT,MU,NEE,NET,NFLX,NOW,NVDA,NVO,ORCL,PANW,PLTR,PYPL,QCOM,REGN,SNOW,SPOT,TER,TSLA,VRT,VRTX,ZS,KO,ABBV,SPY,CWB
2019-04-29,50.45676,285.58,40.896964,28.22,98.123,197.992367,26.293462,108.585822,183.863575,71.445161,,160.562205,,,,13.83,416.431193,61.76,17.192,58.954734,,169.313333,106.577717,19.029112,237.986908,193.768418,23.837707,120.582965,42.252698,40.196767,,38.503,53.704,4.536327,21.335158,49.321271,41.795,,110.998695,75.496743,334.130277,,136.17,47.900563,17.002,10.046813,173.87,67.4,39.104297,58.204632,264.034,45.98466
2019-05-06,47.165891,278.48,37.957145,27.96,94.499,188.561448,25.31488,107.776091,167.653893,71.671552,,157.220026,,,,14.02,418.901895,59.99,16.58,57.868863,,165.103333,105.948698,18.124272,237.487802,186.700485,22.69844,118.927171,37.971845,40.060974,,36.104,54.98,4.184595,21.69007,49.195245,39.158333,,109.462004,72.579689,310.297125,,137.85,46.757074,15.968,10.026918,168.85,73.55,38.678901,57.272884,258.709,44.806442
2019-05-13,45.209217,279.85,39.724758,27.5,93.45,190.895458,24.143079,108.331075,159.71388,70.004562,,151.94135,,,,14.65,428.03389,58.38,16.524,57.925362,,163.38,106.350547,17.781751,242.402071,183.686948,21.839163,120.249997,35.16345,41.569319,,35.445,54.598,3.879959,21.020679,49.060217,37.603333,,111.831483,68.910119,302.442003,,132.76,44.479787,14.068666,10.046813,168.73,78.79,39.489561,58.759243,256.679,44.379551
2019-05-20,42.810019,274.77,36.935672,26.44,91.164,180.079314,21.315602,108.731391,145.990749,66.917733,,151.88237,,,,15.36,435.714134,57.31,15.548,56.43012,,158.843333,107.065601,16.658944,241.375066,179.483858,21.163327,118.531737,33.154667,42.486443,,35.439,53.79,3.597879,21.82934,47.502893,36.043333,,108.906812,55.982074,309.999582,,124.65,40.593862,12.708666,10.016971,171.77,73.76,39.81864,59.202933,253.932,43.67945
2019-05-28,41.87713,270.9,36.178257,27.41,88.7535,178.418941,20.957482,104.364303,140.584382,64.870813,,148.835089,,,,15.17,426.298174,58.04,14.496,54.838732,,154.95,106.286375,15.991304,241.384664,175.925109,21.530209,116.128052,31.799226,41.670284,,34.328,52.386,3.361523,21.204874,45.549486,33.356666,,108.80767,56.497843,299.248381,,125.58,40.924051,12.344,10.026918,166.18,68.63,39.433376,56.725668,247.188,43.150106
2019-06-03,45.4843,278.16,38.815183,32.41,90.2015,186.550025,22.89216,110.187087,145.265505,69.65205,,158.527408,,,,16.36,438.416945,62.53,14.764,52.948988,,166.346666,108.495709,17.096711,255.119662,171.840974,23.2198,123.376666,33.144916,42.969524,,36.087,54.91,3.610672,22.161789,47.943984,32.59,,113.041008,58.609841,304.207422,,140.08,43.905466,13.633333,10.046813,173.51,75.51,41.327591,57.258095,258.305,44.294721
2019-06-10,46.103834,274.28,38.55336,30.36,93.4835,182.185616,22.147605,110.996818,148.910564,69.542772,,147.458898,,,,17.33,447.473116,61.24,15.142,53.837609,,165.513333,102.436084,16.285579,249.648698,179.751507,23.007394,124.362552,31.847983,43.509822,,33.973,54.45,3.58933,22.894076,47.961988,33.881666,,115.172547,58.635439,302.739546,,144.59,42.759515,14.328,10.046813,170.22,77.67,41.504609,58.189842,259.75,44.354579
2019-06-17,47.548615,299.33,40.171049,29.1,95.565,191.910658,23.037648,113.480599,157.81129,73.635827,,154.172745,18.0575,,,17.64,445.867225,62.91,15.226,55.773939,,175.743333,105.873844,16.859443,253.843103,189.476111,23.142561,128.606559,32.423314,43.63386,,36.921,57.148,3.766017,22.840165,50.518521,34.081666,,115.212204,62.048445,317.636506,,148.31,44.721228,14.790666,,183.97,77.24,41.698745,58.256396,265.292,45.013014
2019-06-24,47.342901,294.65,41.994456,30.37,94.6815,197.280779,24.203866,112.306944,159.600854,73.428628,,149.149647,17.0725,,,18.23,442.532589,65.68,15.366,53.664147,,174.85,101.565185,17.302506,253.900693,191.319919,23.046013,125.780351,37.630547,43.068333,,36.732,54.914,4.075468,22.930016,51.28368,33.96,,113.47723,64.906837,310.435978,,146.22,46.527558,14.897333,10.086602,183.38,76.64,41.189138,53.775134,264.39,45.209689
2019-07-01,48.852267,303.98,41.124831,31.5,97.1455,199.007566,23.766639,114.446961,163.227076,75.388595,,151.951179,16.8025,,,19.64,454.721562,66.84,15.778,56.135483,,179.083333,103.426159,16.915632,261.204909,194.690322,23.46117,128.691064,38.439911,43.75159,,38.055,58.906,3.976205,22.727851,53.363113,34.903333,,116.154047,65.410255,304.485128,,146.31,45.556413,15.54,10.076655,178.34,83.06,42.151728,53.974795,269.317,45.785148
2019-07-08,48.629809,309.42,43.490584,33.21,100.55,197.517975,23.996183,116.783358,159.242942,73.732964,,155.391658,18.375,,,19.67,454.572381,65.98,16.942,56.763663,,175.416666,99.273344,17.615691,268.633311,203.08659,24.58196,130.418713,43.403359,43.881935,,37.325,60.226,4.159345,21.357621,53.840212,36.156666,,119.088632,63.908533,290.163417,,152.3,44.925169,16.338666,10.126391,175.79,81.87,42.159817,52.763284,271.293,46.076501
2019-07-15,48.459975,306.87,44.706189,32.51,98.226,212.167209,24.383802,113.917621,162.935095,73.717688,,154.084276,20.88,,,20.81,444.568472,66.53,17.472,56.080223,,176.27,97.89824,18.281668,264.847036,196.63326,25.085212,128.277931,44.388248,44.092168,,31.51,57.948,4.179942,21.559786,52.006455,37.043333,,117.611425,63.993858,295.667953,,144.11,44.633825,17.212,10.126391,174.13,82.68,41.569321,51.456965,268.153,45.896548
2019-07-22,49.691867,311.27,47.445974,34.02,97.1525,219.026921,25.301978,115.706425,168.350881,77.037567,,157.249516,23.22,,,20.8,428.948333,65.02,17.072,61.713769,,175.876666,99.25501,19.412815,271.064599,198.01116,26.449801,132.709726,46.309269,43.974437,,33.578,57.866,4.344469,21.941654,52.874133,37.838333,,114.498386,64.181573,306.64727,,155.38,54.724022,15.202666,10.176128,166.83,88.21,43.81806,50.871374,272.52,46.410699
2019-07-29,48.802034,293.71,44.463068,29.44,91.162,208.647218,23.41938,113.452167,151.642004,72.307249,,143.222195,22.0025,,,29.12,459.9078,66.63,17.21,59.290259,,171.2,103.059464,18.799343,258.936988,187.374565,24.223876,128.540834,42.98405,44.445359,,31.883,53.172,4.000028,21.887743,50.469942,36.926666,,106.17051,60.70884,302.739546,,153.47,51.927124,15.622666,10.196023,178.39,83.48,42.329686,49.062047,264.047,45.32219
2019-08-05,48.25992,294.83,44.089036,34.19,90.379,204.927982,23.18395,115.149706,149.871277,75.112069,,140.931819,23.725,,,31.85,484.768392,63.5,16.706,58.92252,,171.833333,104.297058,17.991512,264.222397,186.21475,23.92386,129.301375,40.487699,45.511241,,30.893,52.764,3.826071,22.584089,48.716509,35.865,,103.92,61.007478,302.392413,,155.01,50.664636,15.667333,10.136339,182.98,85.18,43.211386,49.234721,263.145,45.305026
2019-08-12,49.582932,287.45,43.602794,31.18,89.6285,201.948799,23.01999,113.744217,164.451515,75.288325,,141.442976,24.0125,,,32.03,484.233095,61.69,16.132,58.442278,,165.15,101.885654,18.893298,263.655416,182.100876,24.136775,128.243478,42.467228,45.731985,,30.28,51.382,3.959579,23.354968,48.436321,33.211666,,105.248495,62.526265,294.418275,,147.74,51.422129,14.662666,10.186076,184.94,80.91,44.012196,48.371349,260.645,44.970323
2019-08-19,48.656103,282.44,42.38128,29.54,87.481,199.719155,22.881255,107.474275,154.976244,74.367093,,148.992368,22.1075,,,33.4,484.279501,60.89,16.07,57.172042,,161.526666,100.95456,18.458525,261.281787,176.202672,23.014134,125.662216,41.891897,46.650703,,29.144,52.614,4.031048,23.630743,46.61962,33.595,,105.129525,62.731046,284.500192,,138.02,50.48983,14.093333,10.141312,180.18,71.28,43.470234,49.527517,257.036,44.781517
2019-08-26,50.12078,284.51,45.105254,31.45,88.8145,211.208936,23.764957,109.856305,164.856521,77.020333,,153.41584,20.32,,,29.67,490.326164,62.07,15.836,59.003303,,170.446666,104.144248,19.390708,270.39191,184.053727,23.198015,129.873253,44.144464,46.316296,,29.375,52.368,4.160978,23.558408,47.053459,33.936666,,108.113681,66.357364,287.673979,,134.95,51.441552,15.040666,10.196023,180.02,68.74,44.521802,49.354842,263.894,45.219205
2019-09-03,51.206082,284.94,47.059001,30.56,91.6755,226.34205,24.544398,109.692028,166.420035,77.068118,,148.500871,18.995,,,25.4,488.395815,62.81,16.02,59.785864,,168.42,105.139874,20.994395,280.011354,185.857884,24.059351,131.041415,47.752472,46.540394,,29.017,52.7,4.437697,23.757328,48.047674,35.986666,,109.105095,67.270343,289.608005,,136.06,54.554505,15.163333,10.136339,181.33,64.05,44.675493,50.766268,268.947,45.464152
2019-09-09,52.524292,278.35,48.233128,30.69,91.967,236.237874,24.410708,108.788499,168.755887,80.838821,,150.378389,16.215,,,22.08,473.155757,63.7,15.622,61.45655,,174.406666,102.226748,21.698139,265.538944,185.560496,25.027145,129.364537,49.244432,46.191563,,29.415,50.392,4.519422,22.378453,48.580934,34.725,,106.081282,67.434629,279.313035,,130.63,56.266629,16.346666,10.186076,174.94,47.48,44.211759,52.935959,271.69,45.696243
2019-09-16,52.279379,277.91,47.8668,30.05,89.708,233.201763,24.121102,106.598126,171.901752,79.57252,,152.560636,16.7425,,,27.47,499.290385,66.7,15.646,60.951528,,177.053333,107.085031,21.675111,260.589879,188.276644,24.039995,131.361717,47.937748,47.720077,19.87,27.075,54.234,4.28965,23.933643,48.327862,34.708333,,103.741546,65.740378,293.446303,,120.7,56.626564,16.041333,10.225865,178.12,51.45,43.926575,54.347384,270.403,45.644667
2019-09-23,52.5411,277.54,46.429669,28.72,86.2725,231.228291,23.262362,108.231779,156.332545,76.152371,,145.738659,13.365,,32.27,22.255,508.254607,58.46,15.243,60.758738,,177.91,103.591123,21.19336,258.629473,175.55833,23.962572,129.750784,42.135681,48.891303,18.24,26.308,50.052,4.266549,23.341405,48.888237,33.733333,,101.322496,65.903783,271.21988,,112.24,55.838598,16.142,10.215918,166.74,46.99,44.2525,56.194249,267.792,44.810857
2019-09-30,54.507609,276.96,47.791656,29.01,86.9825,233.438959,23.88096,104.816234,160.439124,77.677964,,145.51257,15.96,,34.72,23.445,512.688238,59.315,15.498,60.015825,,176.393333,99.746903,21.595138,263.367121,178.879168,23.648039,130.11819,43.442365,49.383895,17.27,27.279,53.296,4.520167,23.201257,49.83726,35.095,,101.90743,66.643405,280.612304,,116.42,58.324097,15.428666,10.215918,172.42,49.21,44.439907,56.051605,266.84,45.130047
2019-10-07,56.716631,278.29,48.608849,29.75,86.596,246.683992,23.836835,106.639364,162.888001,77.442173,,146.829782,15.0675,,35.67,24.28,499.431415,56.82,15.832,60.251238,,172.676666,99.894404,21.948777,265.46679,182.586611,23.326745,131.587813,43.97869,48.527673,16.47,28.293,54.066,4.620024,23.160569,51.6483,35.07,,100.707819,65.963985,298.306163,,115.49,59.515774,16.526,10.176128,172.41,48.12,43.429539,56.084372,268.59,45.397037
2019-10-14,56.764653,265.52,48.543097,30.97,87.8755,241.389774,24.330696,106.969176,159.299454,78.865929,,141.639575,11.76,,31.57,24.75,508.069505,55.22,15.311,61.673625,,188.75,100.152529,21.634946,260.386638,184.23216,22.977426,129.449323,42.389217,49.149227,15.29,27.53,48.6,4.731805,23.743765,49.523902,35.435,,100.35091,66.80681,297.730914,,115.33,57.326979,17.13,10.166181,176.23,42.84,44.635462,58.239999,270.122,45.353974
2019-10-21,59.206582,270.98,52.337875,32.71,88.0665,250.469642,24.5929,108.343395,164.178371,80.526652,,147.930735,12.5275,,34.3,24.55,498.664564,52.66,16.096,62.659384,,183.09,101.590654,25.000073,259.963292,186.254402,24.01568,132.576983,46.835843,50.079443,16.17,27.682,48.244,5.08081,24.498755,49.178914,37.441666,,106.269651,68.948275,303.7016,,120.69,61.889401,21.875333,10.215918,194.49,42.86,43.796205,58.293318,273.413,45.784605
2019-10-28,61.425208,277.82,52.093657,34.89,89.572,256.741108,25.167374,109.149603,166.203404,79.590145,,157.023427,12.125,,34.02,18.83,495.579532,52.58,18.026,63.05339,,186.456666,103.720186,25.76012,268.48794,191.934522,24.394109,135.393761,47.177141,49.83209,16.83,28.681,50.606,5.032371,25.524999,49.93244,38.928333,,104.078626,71.880963,307.936621,,146.92,60.692859,20.887333,10.215918,200.94,45.0,43.918427,62.269421,277.528,46.150086
2019-11-04,62.650019,292.46,52.629059,36.29,89.294,254.535853,26.594648,111.284222,176.281475,73.604101,,158.370129,11.8025,,32.81,18.44,467.435227,51.97,19.246,64.87474,,182.983333,104.660499,25.243547,264.485397,189.178722,26.266847,137.503989,46.016727,46.950534,16.12,29.157,49.69,5.161292,26.162446,51.285155,39.488333,,100.549193,80.868233,338.990137,,147.85,61.782393,22.476,,201.31,43.9,42.541392,64.904921,280.067,46.279479
2019-11-11,64.003495,297.5,58.293046,38.56,86.9745,261.84939,26.55222,110.633759,174.708542,72.414569,,160.434416,14.9375,,40.63,19.32,485.152124,53.36,20.308,66.090955,,189.846666,104.947211,26.26188,270.15246,193.401638,26.063077,141.281675,46.523799,48.925129,16.74,29.503,51.992,5.072115,25.895713,51.221605,41.166666,,103.305324,78.09895,342.044906,,147.51,64.953714,23.478,,209.8,45.83,42.916206,67.509954,282.65,46.590021
2019-11-18,63.044984,299.3,52.726217,39.15,87.286,253.51691,26.72278,109.076311,175.923562,73.539082,,160.041218,13.55,,41.04,19.37,493.647509,54.38,20.762,64.114977,,189.83,107.738015,24.252987,271.874708,197.089256,25.21889,141.403214,44.729546,49.339498,17.77,31.048,55.996,5.238545,24.62082,51.194369,41.145,,100.896188,73.007597,357.705558,,140.89,60.274556,22.202666,10.196023,218.0,46.32,43.209539,65.544754,281.898,46.736666
2019-11-25,64.362334,309.53,54.573614,39.15,90.04,257.706957,26.832244,110.047426,188.37516,74.577034,,160.119858,14.5,,40.77,21.87,501.854605,55.24,21.022,64.631398,,197.633333,108.804269,24.701979,281.169077,199.884707,25.587615,143.09525,46.328771,49.696955,19.48,31.466,56.608,5.387832,25.384852,50.967403,37.87,,107.08261,71.855162,365.977239,,142.55,60.973716,21.996,10.176128,221.75,52.13,43.836032,66.824419,284.935,47.185228
2019-12-02,65.195613,306.23,53.348299,39.63,87.58,266.725082,26.818667,110.496337,190.155305,75.604802,,155.322848,12.7225,,35.91,24.11,495.072906,53.37,20.718,66.380885,,195.19,110.927506,24.982484,279.408342,199.299843,23.452888,143.445001,46.738329,49.818105,18.48,30.735,54.408,5.274229,25.651585,49.778104,37.731666,,103.444121,72.646326,369.210534,,148.09,62.288855,22.392666,10.335286,223.25,46.7,44.67335,66.25314,285.443,47.196481
2019-12-09,66.264907,317.94,56.430436,41.15,88.047,276.05746,26.765208,114.261696,192.99977,77.301951,,158.389789,12.3525,,38.79,24.62,488.565662,54.98,21.128,66.751597,,193.216666,112.679871,26.214202,284.882975,192.420256,24.9569,146.072857,49.927028,50.362217,17.95,29.85,54.596,5.568056,25.882151,49.487587,37.831666,,106.725701,76.12177,373.336456,,147.2,64.96784,23.892666,10.882389,218.98,45.98,44.67335,66.908207,287.664,47.403824
2019-12-16,67.298076,327.61,58.258982,44.15,89.325,279.580909,27.343183,115.223649,199.913139,79.247034,,161.751628,12.3725,,38.51,25.94,511.46939,57.31,21.384,66.967186,,197.103333,122.786105,27.65159,287.269107,204.504142,25.18978,148.795239,53.691058,51.586468,18.12,33.69,56.526,5.95038,26.221218,48.661433,38.335,,107.816257,77.005798,372.543009,,150.31,67.55915,27.039333,10.922179,220.69,49.13,45.124845,68.01268,292.178,48.362471
2019-12-23,69.793095,330.79,57.65575,46.18,93.49,282.513942,27.131466,114.692285,202.945979,81.177232,,162.174315,12.23,,36.11,26.755,515.710166,56.41,21.49,67.136683,,199.293333,121.942373,27.306654,289.356973,206.288472,25.956891,150.260411,52.686666,51.543959,16.69,32.909,57.376,5.888234,26.338761,48.534332,38.878333,,108.460676,76.962464,370.261851,,153.17,67.354573,28.692,10.882389,220.97,47.61,45.436786,67.944126,294.119,48.633728
2019-12-30,71.630642,331.81,57.693452,48.6,93.7485,283.732865,26.930892,114.547416,204.387049,80.900706,,163.344077,12.6875,,37.42,29.29,518.029755,57.02,22.242,67.477659,,197.78,122.174168,27.398699,289.058706,206.85351,25.937441,149.939018,53.174235,51.078489,17.17,32.59,58.22,5.868347,25.818858,48.806691,39.471666,,107.826171,75.419748,366.135928,,152.5,66.468072,29.534,11.180809,217.98,47.38,44.894993,67.563273,293.709,48.913735
2020-01-06,74.737374,339.81,57.938515,48.165,94.158,282.047323,25.647734,117.011197,210.820061,81.739685,,177.13548,14.3,,40.16,30.67,525.891568,56.5,22.864,70.820022,,199.573333,127.950483,27.366158,299.791639,216.16177,25.77211,152.510158,55.261029,51.765005,17.48,32.905,59.776,6.07343,26.528639,49.653144,39.645,,111.960366,78.227838,378.285579,,156.04,66.175819,31.876666,11.608545,228.95,55.0,45.584548,67.837487,296.715,49.657503
2020-01-13,76.760362,349.74,59.239233,50.93,93.236,285.723137,26.468029,120.909118,214.210813,80.478084,,179.130958,15.8625,,41.19,31.5,520.579532,53.52,23.498,73.325802,,200.01,129.415423,28.636192,311.824925,220.206253,27.70745,157.954924,56.226414,53.85856,18.6,33.967,62.504,6.196728,27.717636,50.273239,40.345,,115.043664,83.124661,382.77847,,148.34,68.474876,34.033333,11.339967,235.83,59.43,46.742016,67.935684,302.399,50.418773
2020-01-21,76.659213,351.37,58.438066,50.35,93.082,281.714024,27.771759,124.209481,201.325952,76.885204,,179.012998,14.8125,,42.05,32.7,524.085476,51.94,23.598,72.664169,,196.4,128.942563,28.500449,311.834559,216.042814,26.559861,156.007664,56.323928,56.05201,17.77,35.316,61.878,6.226558,27.613655,49.306621,40.483333,,115.975593,77.699154,342.451548,,146.63,70.238136,37.654666,11.847281,229.06,57.8,47.349482,64.49258,299.502,50.453774
2020-01-27,74.539892,351.14,54.658443,47.0,100.436,267.267883,26.156883,119.392238,194.582122,71.69897,,179.209597,15.2725,,46.21,31.52,522.111169,49.58,23.072,71.009343,,186.593333,129.471054,27.72597,304.387217,200.152357,23.37968,160.913624,51.770037,57.004206,17.86,34.509,67.646,5.877296,27.500633,47.829337,39.13,,112.912124,73.9377,335.171675,,141.3,64.285917,43.371333,12.334701,227.05,56.09,47.94053,62.547149,293.089,50.086264
2020-02-03,77.256364,366.09,58.164727,49.73,103.964,290.417895,27.020036,121.184915,203.944367,74.794808,,182.561606,15.5225,,47.18,38.05,536.51564,52.46,23.422,73.305482,,193.143333,135.748045,29.324204,315.042793,210.48165,23.36023,173.826038,55.465807,57.289014,18.17,36.677,68.212,6.254151,28.59469,49.899358,40.97,,117.859279,75.766425,378.741811,,154.55,67.656568,49.871333,12.812173,240.06,58.97,48.58904,71.247549,302.627,51.117161
2020-02-10,78.444069,379.67,63.009431,55.31,106.7435,301.207267,27.237753,124.908165,206.864182,77.981907,,186.71967,16.2125,,47.03,41.09,574.275363,55.26,23.838,75.269071,,201.12,131.521458,31.546298,328.482692,212.315545,24.430015,175.206135,57.04553,59.197656,17.75,38.04,71.232,7.203746,28.685108,50.583286,41.208333,,121.93399,77.655819,396.276981,,141.0,68.348233,53.335333,12.931541,243.82,62.11,49.212924,72.606262,307.546,52.308989
2020-02-18,75.571367,372.95,60.76855,53.28,104.7985,291.398747,26.100311,124.016424,200.233377,75.544092,,186.277322,15.2325,,45.68,59.09,580.773754,50.59,22.896,73.521071,,204.36,132.378883,29.454369,327.2784,208.350366,23.758968,169.277195,55.573073,58.999991,21.02,38.007,68.896,7.31014,28.865944,49.862882,40.5,,118.464041,75.428415,399.84749,,146.95,64.390378,60.066666,12.782331,246.29,54.51,49.360686,73.308779,303.793,52.396623
2020-02-24,65.990062,345.12,54.953604,45.48,94.1875,263.506364,23.367707,101.060975,195.910167,66.415599,,167.502141,14.91,,45.15,48.97,509.22275,45.77,20.412,66.373946,,177.986666,117.551031,27.281551,279.636608,190.794533,20.714941,153.56178,51.253214,54.003099,21.3,36.903,65.218,6.717552,26.27999,45.102746,30.77,,107.062782,67.862172,440.928187,,137.12,57.326949,44.532666,11.727913,224.03,51.99,43.909913,66.167812,269.886,48.339149
2020-03-02,69.772855,336.77,54.641582,48.59,95.0545,274.362395,23.095989,99.507322,192.745464,63.14233,,161.28962,12.99,,43.62,53.05,541.111403,43.37,19.9,64.217567,,185.046666,131.838333,27.372666,276.515083,179.513597,23.428307,153.144725,50.190315,58.075337,22.77,36.897,63.448,6.617312,28.278227,43.196868,29.361666,,109.937882,67.676926,490.379746,,145.14,57.483047,46.898666,9.947339,233.5,49.39,45.362905,68.568721,270.98,48.167754
2020-03-09,67.102932,335.5,48.117496,43.9,89.25,244.689242,20.076239,91.564387,182.723905,55.670644,,145.266822,9.8875,,35.26,32.86,552.15286,35.96,16.528,60.17987,,156.993333,129.890488,24.338903,260.136711,168.797699,20.209225,150.547605,41.921151,47.337104,19.06,33.6295,57.534,5.990503,25.642543,43.707534,25.261666,,109.204236,66.226769,461.736324,,131.56,53.200111,36.441333,8.853132,220.86,41.89,40.13795,65.905334,245.345,41.962469
2020-03-16,55.33934,295.34,35.920293,39.61,92.3045,205.788461,16.756257,68.140084,170.762083,46.11757,,136.980184,12.2525,,33.38,26.0,450.299419,33.69,16.982,52.941059,,131.396666,114.074734,17.469007,203.689136,148.426588,18.157181,130.187708,35.212206,40.968089,21.72,33.283,50.94,5.117697,22.36037,41.628394,23.921666,,85.935753,53.210295,434.858321,,124.36,43.209846,28.502,7.321242,206.0,53.64,31.716185,53.128793,209.712,36.863077
2020-03-23,59.805304,305.83,42.595661,46.58,95.005,240.565854,20.109775,81.571366,177.628357,49.161706,,143.517093,14.6975,,34.55,32.38,528.309713,35.63,19.456,55.025079,,163.47,124.988257,22.561885,238.594336,155.42513,21.7361,141.893701,42.398968,49.556966,21.96,35.712,54.8,6.286248,25.903222,45.44015,27.09,,92.677367,58.17228,445.837638,,122.54,53.512307,34.290666,8.176713,217.24,58.63,35.45091,56.100979,232.278,41.391969
2020-03-30,58.27722,293.61,39.976572,42.59,95.3295,232.938064,20.42098,68.037889,176.234381,48.203266,,132.025895,14.455,,34.69,28.69,555.353282,34.38,20.288,54.154796,,154.156666,130.160763,20.404093,228.36267,152.83785,21.874553,145.808337,40.195158,47.354197,24.08,36.176,49.914,6.066865,27.323264,45.048032,27.11,,91.596726,56.984199,489.278839,,122.12,51.570839,32.000666,7.858398,238.31,63.4,36.295571,56.641377,227.485,39.815181
2020-04-06,64.693725,318.7,46.888321,48.38,102.138,263.601592,22.167913,87.654247,184.956151,55.643618,,151.92169,14.5375,,36.95,38.06,610.693918,40.45,20.386,59.798254,,167.93,135.817901,24.157548,259.95036,173.664957,23.678741,156.528562,44.983082,52.404969,21.18,37.072,55.612,6.540454,27.396321,48.725407,29.646666,,104.931242,62.531488,508.757953,,131.86,59.658661,38.2,9.141605,246.61,62.59,40.576842,61.566714,254.991,44.047469
2020-04-13,68.268911,344.11,50.301647,56.6,118.75,281.542613,23.177368,80.785749,197.32298,57.611026,,159.854449,16.185,,40.4,38.96,617.814857,42.2,22.592,63.387924,,175.443333,146.591625,26.09741,250.851133,177.679701,25.312262,169.286673,44.563773,52.61435,24.83,42.296,59.918,7.270985,28.7981,50.044786,32.238333,,110.88964,66.541261,564.130606,,141.86,62.273301,50.259333,10.225865,270.46,68.0,39.798429,65.38391,262.727,45.578484
2020-04-20,68.30995,344.1,48.921188,56.18,120.511,279.109425,23.084093,76.884663,192.481739,53.376966,,151.361383,18.0,,41.81,37.73,609.058146,40.84,20.654,63.268979,,171.643333,151.84801,24.942285,249.683576,188.415425,26.458165,165.447866,43.062061,51.212782,23.28,42.499,60.588,7.20308,29.638253,48.569647,32.241666,,119.148117,66.427694,561.571741,,137.84,60.487931,48.343333,10.20597,269.86,67.5,37.620529,65.493601,259.363,45.868848
2020-04-27,69.782511,343.84,44.335418,49.88,114.302,266.886911,22.638643,81.645466,183.176006,56.746197,,153.710738,17.3025,,44.98,43.25,596.389808,41.98,20.868,65.287084,,166.286666,143.180567,21.981985,259.313511,200.509223,24.800263,165.466823,43.939685,48.510063,22.84,41.527,67.902,7.033693,28.962477,47.45184,32.446666,,119.574425,66.078259,521.195228,,144.84,56.439142,46.754666,10.235812,254.9,66.85,37.761306,64.905969,259.198,45.657369
2020-05-04,75.069132,367.51,50.878414,53.19,118.9805,291.121535,23.974994,82.736291,189.495992,56.04274,,172.908607,19.175,,51.73,57.28,602.888443,44.16,27.368,68.608631,,179.256666,143.068729,24.823499,272.532961,210.501476,26.185098,175.049624,47.050373,49.082655,26.26,43.555,75.452,7.772929,28.656552,49.082739,35.66,,143.715352,70.376316,558.78476,,152.15,63.502571,54.628,10.952021,271.63,74.02,38.183636,65.7835,268.043,48.221796
2020-05-11,74.483354,365.3,49.204844,54.2,120.489,279.778889,22.700535,76.006457,191.841263,54.220644,,168.416325,19.285,,67.16,58.375,585.552822,39.37,28.686,68.049588,,173.47,149.098291,23.555199,269.15573,209.044272,25.687728,173.608886,43.305846,48.680986,29.49,45.419,74.092,8.447744,29.181648,48.487186,37.138333,,144.26063,66.191825,571.995646,,158.83,55.502555,53.278,11.389704,288.69,76.39,35.823555,71.072193,262.397,47.393424
2020-05-18,77.189551,385.26,51.631592,55.17,121.844,305.428954,24.116213,82.579139,188.092597,63.894747,,174.825445,20.555,,73.04,56.42,598.05361,43.47,28.528,70.04093,,187.6,141.54178,24.425051,284.565556,232.865089,29.383874,174.42507,43.822669,49.962908,28.26,42.932,77.592,8.980532,29.601725,48.212315,39.655,,149.564694,68.75144,565.241432,,190.17,61.21964,54.458666,12.006439,284.96,76.94,37.28929,72.161272,270.793,49.155917
2020-05-26,76.959597,386.6,53.330811,53.8,122.1185,315.136193,25.390672,87.885354,195.335622,64.212791,,171.817484,21.9525,,71.27,58.19,622.698038,46.62,27.84,71.046018,,193.343333,143.217883,25.597012,290.335798,223.130573,31.812213,174.177942,46.718826,54.601329,29.07,41.973,77.586,8.830545,30.108557,49.265986,39.211666,,153.679061,70.655864,607.790005,,180.93,65.489868,55.666666,12.662963,287.96,98.09,38.655653,72.607872,278.932,50.072413
2020-06-01,80.241889,392.9,57.137443,53.1,124.15,341.637434,27.640589,101.437466,206.788832,70.997471,,170.92296,23.4825,,70.66,54.59,601.159825,51.38,28.096,71.368161,,197.586666,139.715857,28.519899,300.940306,228.761128,35.001236,177.932391,52.384374,54.648592,29.14,41.96,78.092,8.87887,29.446479,49.458396,38.565,,154.660561,77.955023,592.109517,,184.28,75.007495,59.044,13.926275,265.69,99.31,40.651371,73.532414,292.699,52.385153
2020-06-08,82.008905,406.54,53.682047,53.5,127.251,328.104682,26.173479,93.995822,204.989849,63.605687,,172.132042,23.28,,78.05,48.63,603.96256,49.42,26.068,70.025071,,186.136666,134.406636,26.611838,287.344535,226.590192,32.894725,178.445658,47.479433,53.043807,28.82,41.807,77.026,8.891312,29.501272,47.515976,36.975,,153.926915,75.041064,583.570048,,180.07,70.111878,62.352,14.184906,268.56,102.47,38.104362,72.443335,278.831,51.396588
2020-06-15,84.652167,428.01,57.858899,54.23,133.7505,344.936939,26.665067,93.311746,207.815477,63.7228,,183.770688,25.27,,86.79,46.72,635.01579,50.2,27.342,70.60592,,195.843333,149.763114,29.603021,286.099784,236.711313,33.138534,185.488815,49.566227,52.034104,36.0,45.372,79.974,9.218546,30.843692,49.843215,38.455,,162.948781,78.183914,638.645159,,231.29,80.860737,66.726666,13.747223,293.27,108.57,38.455324,75.773253,284.144,53.02066
