Date,AAPL,ADBE,AMAT,AMD,AMZN,ASML,AVGO,AXP,BABA,BKNG,COIN,CRM,CRWD,DASH,DDOG,ENPH,EQIX,FSLR,FTNT,GOOGL,HOOD,ISRG,LLY,LRCX,MA,META,MRVL,MSFT,MU,NEE,NET,NFLX,NOW,NVDA,NVO,ORCL,PANW,PLTR,PYPL,QCOM,REGN,SNOW,SPOT,TER,TSLA,VRT,VRTX,ZS,KO,ABBV,SPY,CWB
2016-10-10,26.923491,107.84,25.256587,6.75,41.148,93.528399,13.262247,52.682041,95.93005,56.385068,,73.006948,,,,1.14,299.6027,39.47,6.202,39.876406,,79.434444,67.884172,8.60631,95.29513,126.766794,12.138127,51.083071,16.704101,24.194492,,10.147,15.124,1.620734,16.898392,33.211125,25.081666,,38.90308,50.431844,368.635285,,,20.10596,13.100666,,79.23,,30.745315,40.28232,182.333,34.236771
2016-10-17,26.687742,109.03,25.580504,6.52,40.9495,97.357588,13.482908,58.996879,97.898571,57.474721,,72.74154,,,,1.16,306.386251,42.25,6.36,40.840854,,75.335555,67.010678,8.55286,97.156068,130.92032,12.044757,53.075863,16.518825,24.132069,,12.75,16.012,1.658802,17.718122,32.796094,25.028333,,43.770922,52.143609,360.552048,,,20.305123,13.339333,,80.76,,31.084716,40.824595,183.069,34.545482
2016-10-24,26.028559,107.6,25.787452,7.2,38.816,97.542573,13.204548,58.199861,96.0054,57.76574,,73.852323,,,,1.07,294.011861,40.65,6.356,40.617832,,74.061111,63.824994,8.430188,100.981853,130.14711,12.231498,53.262687,16.772361,24.52611,,12.657,17.224,1.732975,15.224777,33.00361,25.265,,41.401443,52.504385,352.915125,,,21.888942,13.331333,,77.58,,31.158499,38.561769,181.837,34.387362
2016-10-31,25.039512,106.2,25.391552,6.56,37.7525,94.795546,13.424429,57.376567,91.898822,55.786189,,73.105248,,,,1.17,282.043325,32.48,6.176,38.711734,,74.602222,62.078007,8.324164,97.326103,119.698861,11.68995,52.230706,16.26529,24.028682,,12.203,16.642,1.659539,14.665482,33.098721,24.666666,,40.548827,51.22248,338.593414,,,21.651843,12.704,,78.96,,30.760071,37.517388,178.423,33.440223
2016-11-07,24.945189,103.68,25.931415,6.685,36.9505,92.723715,13.063419,61.747031,87.585031,60.344169,,73.321507,,,,1.14,269.22995,32.06,6.372,38.248343,,69.084444,66.949554,8.542345,98.828078,117.983921,12.119453,52.506494,17.230675,22.148211,,11.478,16.526,2.160569,14.281234,34.110359,26.001666,,39.735867,51.337621,416.351179,,,22.590754,12.570666,,92.0,,30.273104,42.243882,185.156,33.885489
2016-11-14,25.320183,105.02,27.658977,8.71,38.008,96.737888,13.111761,62.184953,87.961781,59.039874,,76.447427,,,,1.1,277.507543,29.21,6.192,38.457488,,72.765555,66.08758,9.174981,98.97922,116.001331,13.818791,54.052419,18.732387,22.255499,,11.521,17.15,2.292949,13.841483,34.464865,26.891666,,39.735867,51.667693,394.223938,,,23.453793,12.334666,,89.44,,30.184565,40.516636,186.936,34.285473
2016-11-21,25.718183,105.02,28.776507,8.77,39.0185,96.321672,13.78154,63.814024,87.603868,59.601152,,72.476132,,,,1.14,282.937111,30.6,6.114,38.668616,,72.945555,59.579673,9.422954,99.876626,119.332082,13.688073,54.213636,19.629513,22.557821,,11.741,17.548,2.31606,13.696322,34.81937,23.585,,39.914322,52.419948,394.898367,,,23.861602,13.11,,87.77,,30.642019,40.509941,189.519,34.677911
2016-11-28,25.283374,99.73,28.379341,8.53,37.017,92.289,12.804552,62.938179,85.220922,57.694454,,67.246605,,,,1.14,275.375688,30.15,5.914,37.887046,,70.737777,58.364289,8.805213,95.50295,114.395433,13.146928,53.067205,18.322829,22.489023,,12.081,15.312,2.175611,14.486166,33.288944,21.11,,38.288403,50.934613,369.656848,,,22.758835,12.098,,75.5,,30.030512,39.786908,187.945,34.114566
2016-12-05,26.215109,104.31,29.200753,10.34,38.433,94.952783,13.963994,65.486887,87.858175,61.02295,,69.959668,,,,1.32,288.15849,33.54,6.138,40.116775,,69.467777,58.484965,9.120655,98.629704,118.638176,13.456378,55.503371,19.990314,22.897878,,12.288,15.88,2.258503,15.391285,35.035532,21.678333,,39.309559,53.007893,369.775865,,,24.565092,12.812,,76.67,,31.250781,41.199501,193.789,34.866088
2016-12-12,26.679826,103.55,29.345177,10.66,37.8885,98.264014,13.991285,65.688331,83.516127,58.136269,,68.671946,,,,1.24,291.46453,35.11,5.954,40.136103,,71.265555,63.191346,9.191938,97.703958,118.826522,13.428246,55.798935,19.766032,23.3716,,12.422,15.572,2.469792,15.207699,33.807732,21.553333,,38.982393,51.414253,375.74655,,,24.279893,13.499333,,76.8,,31.057324,41.654744,193.668,34.828132
2016-12-19,26.806358,105.02,29.697211,11.58,38.0295,102.416927,14.267315,65.662055,81.745401,58.211471,,68.681776,,,,1.13,296.969046,32.62,5.834,40.035,,71.194444,63.605094,9.50963,98.913095,116.249155,13.428246,56.640845,22.681693,23.436467,,12.559,15.204,2.700266,15.250394,33.531045,21.233333,,39.24016,51.723698,378.652548,,,24.451012,14.222666,,74.31,,30.953154,41.735081,194.245,35.230463
2016-12-27,26.645317,102.95,29.128541,11.34,37.4935,103.776566,13.861895,64.882554,82.706114,57.422628,,67.295755,,,,1.01,297.635251,32.09,6.024,39.274246,,70.463333,63.39822,9.304582,97.533923,114.04848,13.006269,55.655631,21.375009,23.481677,,12.38,14.868,2.625491,15.310166,33.245711,20.841666,,39.131105,50.439502,364.082885,,,24.146801,14.246,,73.67,,30.848985,41.922534,192.368,34.996076
2017-01-03,27.126138,108.3,28.920931,11.32,39.7995,102.777647,13.84778,66.381891,88.432719,59.557675,,72.544941,,,,1.11,308.527697,33.32,6.202,40.897849,,70.678888,65.225606,9.469148,102.005175,122.335706,13.296964,56.282585,21.492025,23.322459,,13.107,16.42,2.535958,15.643181,33.375916,22.508333,,41.094104,50.694794,355.741778,,,24.384466,15.267333,,79.39,,31.057324,42.70582,195.535,35.448381
2017-01-09,27.386104,108.53,30.50057,10.58,40.857,106.643833,14.150472,67.393408,90.674383,60.546667,,74.35365,,,,1.54,312.241787,35.75,6.458,41.181831,,73.856666,66.716821,9.727878,102.894975,127.22279,13.568905,56.157194,21.628544,23.401085,,13.37,16.706,2.544075,15.254663,34.079024,23.08,,41.242816,51.73917,365.14412,,,25.230555,15.85,,83.17,,30.417427,41.919502,195.398,35.594038
2017-01-17,27.60696,110.71,30.545703,9.75,40.4165,112.887076,14.984053,67.023985,90.476589,60.514941,,74.737018,,,,1.85,319.170316,34.75,6.464,41.044548,,72.972222,66.208256,9.887163,104.087686,125.934106,13.231324,56.19302,21.414014,23.442364,,13.86,16.68,2.558341,15.169274,34.608525,23.685,,41.332044,48.644722,359.589994,,,24.992889,16.315333,,81.37,,30.744816,41.351468,195.131,35.647701
2017-01-23,28.055573,113.99,31.628884,10.67,41.7885,112.628097,16.131303,67.595712,96.137263,62.783159,,76.879944,,,,1.6,318.912161,31.48,6.556,41.880139,,76.81,64.975633,10.405503,103.974095,131.029362,14.150296,58.915793,23.37404,23.857116,,14.245,18.018,2.749214,15.27601,34.921017,24.196666,,39.924236,41.960714,343.661554,,,27.150891,16.863333,,87.37,,30.841544,40.573804,197.05,36.199665
2017-01-30,29.695886,115.17,31.8726,12.24,40.51,113.775004,16.166591,68.642412,94.554912,62.017817,,78.845932,,,,1.43,320.461087,32.15,7.544,40.646081,,78.014444,66.570286,10.353581,100.888192,129.839808,14.741064,57.03493,23.988377,24.415362,,14.025,17.894,2.813413,14.550208,35.094624,25.17,,39.250074,40.985963,355.325219,,,27.369543,16.755333,,86.73,,30.90851,41.026878,197.368,36.468871
2017-02-06,30.527044,116.85,31.881626,13.58,41.373,115.476865,16.116404,69.029427,96.410407,64.490492,,79.268619,,,,1.56,321.818479,32.85,7.536,41.375612,,78.391111,67.052991,10.207495,101.541343,133.021865,14.516009,57.321538,23.452051,24.663034,,14.482,18.492,2.794719,14.729523,35.407116,25.881666,,40.231574,41.775047,356.92203,,,27.474116,17.948666,,88.15,,30.194207,40.85782,199.236,36.714556
2017-02-13,31.358843,119.67,32.289337,13.13,42.2535,117.354463,16.499867,70.11131,94.677356,64.133672,,80.084504,,,,1.64,311.683841,34.84,7.491,41.955471,,80.517777,69.76045,10.111572,103.576525,132.36761,14.825459,58.227718,22.769455,24.936259,,14.222,18.548,2.637544,15.139388,36.50952,25.793333,,41.599725,43.678133,368.139381,,,27.730794,18.148666,,88.33,,30.67785,41.770731,202.317,36.706878
2017-02-21,31.576036,119.31,32.859628,14.12,42.262,113.33104,16.49673,70.155289,96.966114,63.907281,,80.389232,,,,1.86,317.850242,37.9,7.43,42.017917,,81.873333,71.912533,10.453904,105.072146,134.260984,15.013004,58.227718,22.66219,25.939479,,14.325,18.364,2.498768,15.19916,37.473038,25.501666,,42.700195,44.266078,358.052691,,,27.577669,17.133333,,86.07,,31.087086,41.987125,203.737,36.745267
2017-02-27,32.296928,120.04,33.375606,13.03,42.494,113.747256,17.12015,70.260839,97.305189,67.960385,,80.821749,,,,1.47,314.543139,34.61,7.256,42.080859,,82.754444,72.702208,10.438944,105.772627,135.975924,15.088022,57.894319,24.93426,25.907787,,13.914,17.294,2.424145,14.806373,37.056381,19.258333,,42.660538,44.070867,375.558107,,,27.530023,16.771333,,90.19,,31.607933,42.832412,205.183,36.663058
2017-03-06,32.149053,121.09,34.507136,13.91,42.623,115.615604,17.749845,69.821049,97.380539,68.71006,,82.089811,,,,1.33,317.448366,32.4,7.392,42.691692,,81.573333,73.205518,10.653606,105.270931,137.581822,15.36934,58.507053,24.553956,25.761214,,14.089,17.606,2.441138,14.469088,37.047701,19.813333,,42.620882,45.788725,385.049711,,,28.34001,16.246,,93.98,,31.46656,44.550037,204.554,36.462755
2017-03-13,32.34545,127.01,35.557195,13.49,42.6155,118.297886,17.423085,69.706703,99.471503,69.43036,,81.617974,,,,1.4,314.501277,31.83,7.426,43.235124,,83.314444,72.858408,11.173035,106.804417,138.622681,15.116154,58.452988,25.158541,25.794886,,14.511,17.742,2.612304,14.524591,39.634443,19.301666,,42.710109,44.937604,377.174754,,,29.378699,17.433333,,91.92,,31.54913,44.421553,204.876,36.724689
2017-03-20,32.495636,127.7,35.276576,13.7,42.2805,122.31206,17.248996,68.783144,101.760262,68.6658,,80.222123,,,,1.24,324.92493,28.31,7.26,41.389985,,84.222222,73.049318,11.26049,105.99981,139.118329,14.909854,58.552107,27.723152,26.303931,,14.202,16.962,2.646783,14.525053,38.757729,18.628333,,42.75968,44.445672,369.944472,,,29.226231,17.544,,89.98,,31.616687,44.374217,202.136,36.616834
2017-03-27,33.193424,130.13,35.21321,14.55,44.327,122.830018,17.248208,69.583562,101.562468,69.717853,,81.087157,,,,1.37,335.206252,27.1,7.67,42.017421,,85.163333,72.988574,11.339112,106.463642,140.813443,14.364924,59.345056,28.181467,25.426473,,14.781,17.494,2.68274,14.845522,38.723007,18.78,,42.650624,44.773627,384.335609,,,29.635989,18.553333,,109.35,,31.856889,44.063151,203.761,37.055959
2017-04-03,33.119486,130.22,35.240367,13.52,44.744,121.33164,17.192279,68.685777,102.655044,69.310114,,82.945016,,,,1.36,336.353272,26.81,7.484,41.734926,,85.235555,74.038582,11.42215,106.454865,139.554498,14.251962,59.182862,27.810915,25.537393,,14.311,17.204,2.470938,15.330556,38.445236,18.7,,42.670452,43.977166,377.432624,,,30.512681,20.169333,,115.88,,31.984497,44.320118,203.294,37.104395
2017-04-10,32.590369,129.05,33.964001,12.31,44.2335,118.74185,16.64638,66.94589,103.804132,68.104131,,81.716273,,,,1.31,334.151328,27.42,7.464,41.63977,,84.976666,74.524536,11.057312,105.487438,138.176599,13.818944,58.525074,26.07517,25.901845,,14.292,16.928,2.351738,15.48213,38.358059,18.701666,,42.184659,41.220784,367.336016,,,29.531167,20.266666,,113.8,,32.119611,43.798076,200.969,36.857084
2017-04-17,32.872257,131.52,36.01886,13.0,44.9265,120.267976,17.145802,70.293185,106.535572,68.622716,,82.365049,,,,1.23,336.436996,26.8,7.906,42.570021,,90.381111,71.062113,12.365603,108.380234,142.429254,14.026039,59.831639,26.64075,26.347507,,14.287,17.664,2.504186,15.538428,38.732922,18.091666,,43.433841,40.994339,367.088064,,,30.912909,20.373333,,116.7,,32.329789,43.586359,202.767,37.212594
2017-04-24,33.191113,133.74,36.761143,13.3,46.2495,122.979126,17.393938,69.9929,108.786655,72.336233,,84.655425,,,,1.19,349.715642,29.55,7.8,45.819706,,92.874444,71.209635,12.795811,110.324571,148.942061,14.139001,61.687861,26.982048,26.454465,,15.22,18.896,2.568712,16.751015,39.194962,18.068333,,47.310269,41.962587,385.307581,,,33.609689,20.938,,118.3,,32.389839,45.034229,205.783,37.684031
2017-05-01,34.418017,134.84,37.865516,10.19,46.7075,126.700678,17.83822,69.171532,109.295268,74.56215,,85.49097,,,,1.16,356.874054,34.54,8.016,47.096385,,94.504444,71.600133,13.278139,111.443751,148.932148,14.270789,62.174444,27.498871,26.606981,,15.66,19.614,2.557876,17.712423,39.735462,19.385,,48.876703,42.891792,425.485733,,,33.924154,20.556666,,114.84,,32.795181,45.751335,207.183,37.707655
2017-05-08,36.216627,136.84,39.322927,11.26,48.0675,126.32759,18.587354,68.438483,113.345334,71.214462,,87.525767,,,,0.8255,360.909556,36.38,7.824,47.337249,,93.746666,70.036233,13.213652,111.092822,149.021365,14.619087,61.615775,28.210721,26.848628,,16.081,19.38,3.149689,17.582503,39.299575,19.41,,48.946102,43.196321,438.428831,,,33.571572,21.654,,114.6,,32.720118,45.116184,206.561,37.730874
2017-05-15,35.51132,136.43,39.90227,11.41,47.992,125.777285,18.440836,67.829081,116.057936,70.826698,,85.913657,,,,0.724,357.284302,36.34,8.008,47.312964,,96.703333,67.948858,13.462766,111.519628,146.771125,15.070932,61.343644,27.128319,27.193273,,15.702,19.86,3.352951,17.690769,38.628309,19.416666,,48.96593,45.031306,446.323624,,,33.20946,20.722,,118.02,,32.952814,44.788364,205.982,37.761833
2017-05-22,35.638925,141.89,41.279975,11.0,49.789,125.171017,19.000914,68.411987,116.783181,73.005222,,89.285326,,,,0.7194,371.147007,36.84,7.898,49.226992,,101.151111,68.167203,13.703046,115.36088,150.805696,16.633565,63.400817,29.020085,28.067441,,16.243,21.206,3.49693,18.050214,39.456494,19.68,,50.750475,45.356492,451.441355,,,33.914625,21.676,,119.92,,34.071259,45.116184,208.921,38.05594
2017-05-30,36.065822,143.48,42.459403,10.9,50.3365,125.637377,20.050175,69.321674,116.915043,74.260948,,89.314815,,,,0.824,373.754676,38.33,7.81,49.36824,,102.743333,69.98383,14.022831,118.746874,152.272812,16.558257,65.032056,30.434034,28.466381,,16.518,21.46,3.541308,19.050598,39.805204,23.018333,,53.060469,46.192338,476.494431,,,33.675924,22.656666,,129.9,,34.446575,45.928904,211.047,38.369547
2017-06-05,34.564722,138.05,40.590463,12.28,48.9155,121.281575,19.168702,70.929082,131.335162,72.152143,,85.785868,,,,0.7815,369.456228,36.65,7.464,48.079666,,101.815555,70.778605,13.97765,116.698205,148.29772,16.247613,63.727065,29.8392,27.97369,,15.803,20.748,3.688246,18.552572,39.255986,22.34,,52.9415,44.985881,471.89244,,,32.501516,23.821333,,122.66,,34.018714,47.581661,210.39,38.61023
2017-06-12,33.007941,137.84,39.111642,11.44,49.3855,120.908487,18.689451,71.93592,127.030789,70.604616,,84.537466,,,,0.77,359.420908,35.83,7.566,47.50972,,101.648888,71.512243,13.129849,115.673871,149.328666,16.313508,63.437067,29.117599,28.492312,,15.238,20.24,3.738047,18.708476,39.308293,21.931666,,51.394894,44.804518,456.142526,,,31.06931,24.76,,123.14,,34.291104,48.524143,210.747,38.517062
2017-06-19,33.938298,145.41,40.000749,14.17,50.187,125.581414,19.402221,72.615977,134.697658,73.411786,,87.112909,,,,0.888,365.132544,39.74,7.658,48.871148,,105.437777,73.267734,13.446113,117.618209,153.720103,16.633565,64.533622,30.941105,28.552153,,15.802,21.558,3.792532,19.245478,44.416889,23.068333,,53.863515,44.875486,513.092155,,,30.97383,25.563333,,133.5,,34.245696,49.610046,211.173,39.068304
2017-06-26,33.413957,141.44,37.478588,12.48,48.4,121.542737,18.436302,74.400024,132.7103,73.264514,,85.127262,,,,0.865,361.002333,39.88,7.488,46.075438,,103.93,71.879062,12.529212,115.190158,149.665707,15.606657,62.467386,29.117599,27.951748,,14.941,21.2,3.563989,18.574225,43.710752,22.301666,,53.209182,43.542863,487.116697,,,28.672753,24.107333,,128.87,,33.942971,49.521261,210.018,38.524826
2017-07-03,33.451078,142.22,39.501761,13.36,48.938,123.949154,18.956047,74.760632,134.15137,75.143795,,86.424814,,,,0.7987,356.072997,39.4,7.698,46.627047,,104.918888,71.870328,13.122762,116.113,150.121702,15.238219,62.947695,29.449145,28.021563,,15.018,21.258,3.618228,18.193126,43.02205,22.691666,,53.506606,43.645373,492.432789,,,29.980834,20.881333,,130.35,,33.594838,49.193441,210.287,38.630572
2017-07-10,34.578643,146.16,41.842471,13.92,50.0905,130.506176,19.800138,75.60283,143.005003,76.411663,,88.469441,,,,0.8249,368.186041,42.94,8.024,48.416182,,105.75,73.669488,13.935127,120.683406,158.577448,15.66334,65.956425,30.999614,28.256938,,16.112,22.076,4.066685,18.613201,44.076897,23.16,,56.669216,44.796633,500.763978,,,32.453776,21.852,,130.99,,33.814313,50.379854,213.283,39.440404
2017-07-17,34.864014,149.52,42.468475,13.88,51.2835,143.909361,20.023225,75.877653,143.061515,78.135838,,88.164713,,,,0.8633,371.332067,45.15,8.074,49.255242,,103.052222,73.940235,14.48704,122.830831,162.998623,15.351584,66.871731,31.214144,28.797502,,18.854,21.638,4.144346,18.600209,44.453173,23.12,,58.166251,42.454686,511.693705,,,33.542252,21.893333,,163.17,,34.079197,51.427281,214.43,39.666223
2017-07-24,34.685367,146.73,41.053162,13.95,51.002,142.267774,19.806467,75.177298,148.401951,79.278368,,89.078897,,,,0.9624,376.766113,48.87,7.494,47.495347,,104.577777,72.577765,14.316062,121.538575,170.948809,14.728074,66.192048,28.552019,28.947104,,18.404,22.33,4.052879,18.258086,44.015642,22.283333,,58.6917,41.697693,504.542768,,,32.921629,22.338,,154.15,,34.820872,48.539966,214.456,39.829747
2017-07-31,36.28391,147.71,38.848539,13.12,49.379,142.650189,19.711536,76.214532,144.417817,79.619521,,88.911788,,,,0.926,374.814567,47.98,7.368,46.873858,,103.452222,71.887796,13.292853,123.353434,168.143444,14.690285,65.8658,27.225832,29.272241,,18.027,21.942,4.122404,18.21478,43.718121,21.745,,58.354619,41.492674,464.920029,,,31.94773,23.794,,154.54,,34.434898,48.918969,214.89,39.383824
2017-08-07,36.680278,146.47,39.084425,12.23,48.3995,141.017929,19.315992,74.725171,142.882559,72.624118,,86.788521,,,,0.8185,368.766457,47.54,7.296,46.095758,,104.694444,71.326717,13.665815,122.146695,166.61685,14.539131,65.702676,27.313595,29.358013,,17.14,21.21,3.845045,19.838779,42.213014,21.473333,,57.54166,41.571527,462.767805,,,31.966826,23.858,,153.78,,34.503011,48.670894,212.033,38.783318
2017-08-14,36.684937,147.97,40.191272,12.37,47.9235,142.01594,19.727358,75.691483,157.764197,70.894067,,89.216516,,,,0.8666,378.532598,48.06,7.33,45.901976,,109.367777,67.740604,14.217728,124.607683,165.952682,14.784757,66.043621,29.62467,29.906556,,16.654,21.446,3.981629,19.708529,42.545537,21.711666,,58.929639,40.9407,464.146418,,,32.339199,23.164,,148.13,,34.563556,48.2092,210.808,39.103068
2017-08-21,37.234628,151.45,39.384028,12.43,47.263,143.844071,19.428327,75.77127,161.75775,70.247012,,92.499715,,,,0.9375,393.902036,47.42,7.436,46.116078,,108.736666,69.252397,13.984737,126.137486,164.872171,16.107355,66.344275,29.536908,30.136762,,16.595,22.118,4.042136,20.12294,43.088076,21.438333,,59.455089,41.027439,473.885975,,,32.96937,23.203333,,153.27,,34.487875,49.945723,212.415,39.352629
2017-08-28,38.210564,155.06,41.011768,13.19,48.9125,146.698194,19.993163,76.365242,161.098437,72.492905,,94.377233,,,,0.9801,393.7077,47.84,7.66,47.181133,,111.861111,70.386241,14.782043,126.603078,170.522552,16.863125,67.364676,31.789475,30.148809,,17.474,23.098,4.206229,20.607147,44.295662,24.445,,60.932295,41.497827,499.871351,,,34.172422,23.693333,,162.24,,34.646805,51.971667,215.264,39.837791
2017-09-05,36.948136,155.34,40.329754,12.25,48.295,148.974031,19.311246,74.68971,159.17701,72.013097,,94.790091,,,,1.3,390.361742,46.91,7.512,46.656783,,115.843333,72.882456,14.683709,130.384827,169.461866,16.296297,67.401118,31.643204,29.767331,,17.642,23.28,4.039174,20.925589,45.135722,24.005,,60.605129,39.57641,467.627665,,,33.560781,22.893333,,158.83,,35.040347,58.807506,214.169,39.595069
2017-09-11,37.239287,154.49,42.866845,12.52,49.3395,151.483047,19.820706,77.118788,166.429454,72.194445,,93.020702,,,,1.53,384.709101,50.45,7.732,46.353472,,115.336666,72.460561,15.36578,134.527648,170.14586,17.326034,68.612844,33.788506,30.134754,,18.235,23.222,4.44435,21.021558,42.650545,23.908333,,61.963366,41.609445,429.89928,,,35.273261,25.320666,,153.61,,35.227623,60.206372,217.508,40.158811
2017-09-18,35.378254,148.5,43.439737,13.3,47.755,154.794203,19.003349,78.368788,167.785755,72.935895,,93.32543,,,,1.41,373.175686,51.41,7.668,46.74847,,114.613333,73.752616,15.697984,134.822206,169.055435,16.882019,67.792879,35.173201,29.385853,,18.735,23.162,4.41696,21.470867,42.143009,23.376666,,64.521214,41.529718,429.17526,,,34.87145,23.406,,151.26,,34.701268,60.282172,217.727,40.002216
2017-09-25,35.897666,149.18,47.368137,12.75,48.0675,159.681656,19.265475,80.195029,162.67137,71.709545,,91.831279,,,,1.52,377.096202,45.88,7.168,48.258084,,116.208888,75.185303,16.436117,134.166576,169.382563,16.910361,67.865765,38.352148,29.424,,18.135,23.506,4.411285,21.004109,42.30927,24.016666,,63.480229,41.330401,443.457298,,,35.675072,22.74,,152.04,,34.335108,61.233126,219.289,39.986557
2017-10-02,36.172512,151.12,47.650036,13.23,49.479,158.040069,19.519658,81.47467,168.784144,75.124211,,94.681961,,,,1.49,379.233898,48.21,7.806,49.24533,,120.49,76.538884,16.417464,136.582486,170.730724,17.250117,69.241484,38.683695,29.608716,,19.802,24.35,4.473715,21.427245,42.353024,24.561666,,65.482885,41.848625,466.10028,,,36.258655,23.792,,155.1,,34.701268,62.356353,222.03,40.472954
2017-10-09,36.566147,153.93,49.050438,14.22,50.147,164.438527,19.695998,82.640501,168.077737,75.557409,,95.291418,,,,1.39,391.054592,47.6,7.816,49.950576,,120.763333,76.073041,16.867805,140.217833,172.227579,17.325942,70.598982,39.395545,30.227112,,19.949,24.458,4.801655,20.733651,42.704567,24.985,,68.070475,42.111724,439.331376,,,36.937906,23.704666,,152.91,,35.227623,62.916269,222.536,40.449401
