date,close
2016-01-04,21.2665
2016-01-05,21.9109
2016-01-06,21.6994
2016-01-07,21.3014
2016-01-08,21.0222
2016-01-11,21.1478
2016-01-12,20.9174
2016-01-13,20.701
2016-01-14,20.7708
2016-01-15,20.4217
2016-01-19,20.5614
2016-01-20,20.0098
2016-01-21,20.1634
2016-01-22,20.5823
2016-01-25,20.5823
2016-01-26,20.7652
2016-01-27,20.5823
2016-01-28,20.3589
2016-01-29,20.3798
2016-02-01,20.8127
2016-02-02,20.5474
2016-02-03,20.5683
2016-02-04,20.6919
2016-02-05,20.3156
2016-02-08,19.239
2016-02-09,19.0882
2016-02-10,19.4932
2016-02-11,19.0044
2016-02-12,19.1929
2016-02-16,19.1929
2016-02-17,19.7934
2016-02-18,20.0377
2016-02-19,20.0098
2016-02-22,20.317
2016-02-23,20.2123
2016-02-24,20.229
2016-02-25,20.3589
2016-02-26,20.5055
2016-02-29,20.4776
2016-03-01,20.9663
2016-03-02,21.1967
2016-03-03,21.226
2016-03-04,21.2875
2016-03-07,21.2735
2016-03-08,21.2414
2016-03-09,21.1765
2016-03-10,21.0766
2016-03-11,21.5667
2016-03-14,21.6366
2016-03-15,21.7797
2016-03-16,21.6156
2016-03-17,22.3389
2016-03-18,22.1817
2016-03-21,22.069
2016-03-22,22.0302
2016-03-23,21.9492
2016-03-24,21.9844
2016-03-28,22.1254
2016-03-29,22.6047
2016-03-30,22.5553
2016-03-31,22.6681
2016-04-01,22.7153
2016-04-04,22.6822
2016-04-05,22.4792
2016-04-06,22.5412
2016-04-07,22.358
2016-04-08,22.5694
2016-04-11,22.5553
2016-04-12,22.654
2016-04-13,22.5673
2016-04-14,22.4778
2016-04-15,22.6329
2016-04-18,22.7174
2016-04-19,22.6399
2016-04-20,22.4144
2016-04-21,21.8956
2016-04-22,22.1747
2016-04-25,22.3305
2016-04-26,22.3932
2016-04-27,22.3086
2016-04-28,22.3312
2016-04-29,22.1183
2016-05-02,22.3509
2016-05-03,22.4637
2016-05-04,22.7879
2016-05-05,22.8091
2016-05-06,22.9289
2016-05-09,23.1601
2016-05-10,23.2461
2016-05-11,22.8232
2016-05-12,22.9007
2016-05-13,22.5701
2016-05-16,22.8781
2016-05-17,22.4989
2016-05-18,21.9442
2016-05-19,21.8998
2016-05-20,22.0492
2016-05-23,22.1183
2016-05-24,22.2663
2016-05-25,22.4172
2016-05-26,22.4003
2016-05-27,22.4884
2016-05-31,22.4989
2016-06-01,22.4144
2016-06-02,22.4848
2016-06-03,22.5863
2016-06-06,22.5976
2016-06-07,22.6159
2016-06-08,22.7245
2016-06-09,22.7724
2016-06-10,22.661
2016-06-13,22.654
2016-06-14,22.5483
2016-06-15,22.7809
2016-06-16,22.8979
2016-06-17,22.8624
2016-06-20,22.8837
2016-06-21,23.0684
2016-06-22,23.0471
2016-06-23,23.1466
2016-06-24,22.8552
2016-06-27,22.8197
2016-06-28,23.239
2016-06-29,23.6796
2016-06-30,23.8715
2016-07-01,23.8573
2016-07-05,24.0314
2016-07-06,23.9994
2016-07-07,23.7009
2016-07-08,24.1117
2016-07-11,24.2979
2016-07-12,24.3477
2016-07-13,24.4614
2016-07-14,24.3256
2016-07-15,24.2901
2016-07-18,24.2979
2016-07-19,24.3676
2016-07-20,24.3334
2016-07-21,24.4045
2016-07-22,24.5893
2016-07-25,24.5537
2016-07-26,24.4152
2016-07-27,24.2339
2016-07-28,24.3832
2016-07-29,24.6447
2016-08-01,24.7243
2016-08-02,24.3477
2016-08-03,24.1629
2016-08-04,24.1202
2016-08-05,24.1202
2016-08-08,24.1131
2016-08-09,24.2766
2016-08-10,24.2268
2016-08-11,23.9994
2016-08-12,24.0776
2016-08-15,24.0492
2016-08-16,23.7578
2016-08-17,23.8573
2016-08-18,23.8075
2016-08-19,23.6228
2016-08-22,23.7365
2016-08-23,23.7223
2016-08-24,23.6583
2016-08-25,23.7578
2016-08-26,23.5233
2016-08-29,23.7578
2016-08-30,23.6867
2016-08-31,23.7223
2016-09-01,23.7152
2016-09-02,23.8715
2016-09-06,24.0705
2016-09-07,24.1905
2016-09-08,23.8833
2016-09-09,22.976
2016-09-12,23.0689
2016-09-13,22.6616
2016-09-14,22.7045
2016-09-15,22.876
2016-09-16,22.7974
2016-09-19,23.0331
2016-09-20,22.9903
2016-09-21,23.2546
2016-09-22,23.7118
2016-09-23,23.8047
2016-09-26,23.8547
2016-09-27,23.6475
2016-09-28,23.8119
2016-09-29,23.5189
2016-09-30,23.4118
2016-10-03,22.9617
2016-10-04,22.6116
2016-10-05,22.1901
2016-10-06,22.233
2016-10-07,22.1758
2016-10-10,22.2616
2016-10-11,22.0901
2016-10-12,22.4044
2016-10-13,22.4759
2016-10-14,22.4473
2016-10-17,22.4687
2016-10-18,22.5831
2016-10-19,22.6688
2016-10-20,22.5902
2016-10-21,22.5759
2016-10-24,22.6045
2016-10-25,22.5759
2016-10-26,22.283
2016-10-27,21.7543
2016-10-28,21.8115
2016-10-31,22.1115
2016-11-01,21.6757
2016-11-02,21.34
2016-11-03,21.2471
2016-11-04,21.39
2016-11-07,21.7829
2016-11-08,21.9186
2016-11-09,21.4257
2016-11-10,21.1042
2016-11-11,21.1256
2016-11-14,21.54
2016-11-15,21.3971
2016-11-16,21.3828
2016-11-17,21.1828
2016-11-18,21.2256
2016-11-21,21.1685
2016-11-22,21.5329
2016-11-23,21.3828
2016-11-25,21.4757
2016-11-28,21.5543
2016-11-29,21.7043
2016-11-30,21.44
2016-12-01,21.1113
2016-12-02,21.3114
2016-12-05,21.4828
2016-12-06,21.5757
2016-12-07,22.0258
2016-12-08,22.1401
2016-12-09,22.1258
2016-12-12,22.3544
2016-12-13,22.4116
2016-12-14,22.0187
2016-12-15,21.84
2016-12-16,22.1463
2016-12-19,22.3428
2016-12-20,22.3573
2016-12-21,22.0736
2016-12-22,22.0445
2016-12-23,22.0663
2016-12-27,22.1245
2016-12-28,21.9572
2016-12-29,22.1609
2016-12-30,22.3719
2017-01-03,22.4446
2017-01-04,22.7284
2017-01-05,22.8448
2017-01-06,22.8448
2017-01-09,22.6993
2017-01-10,22.4155
2017-01-11,22.2918
2017-01-12,22.3792
2017-01-13,22.3282
2017-01-17,22.5101
2017-01-18,22.561
2017-01-19,22.3428
2017-01-20,22.481
2017-01-23,22.6193
2017-01-24,22.6265
2017-01-25,22.4883
2017-01-26,22.4737
2017-01-27,22.2846
2017-01-30,22.1609
2017-01-31,22.3428
2017-02-01,22.0954
2017-02-02,22.3573
2017-02-03,22.5028
2017-02-06,22.3646
2017-02-07,22.3209
2017-02-08,22.5101
2017-02-09,22.6047
2017-02-10,22.7575
2017-02-13,22.8666
2017-02-14,22.7502
2017-02-15,22.6847
2017-02-16,22.7793
2017-02-17,22.8448
2017-02-21,23.1576
2017-02-22,23.0703
2017-02-23,23.2231
2017-02-24,23.3395
2017-02-27,23.4559
2017-02-28,23.3832
2017-03-01,23.325
2017-03-02,23.2522
2017-03-03,23.1795
2017-03-06,23.0849
2017-03-07,23.0048
2017-03-08,22.6629
2017-03-09,22.3719
2017-03-10,22.3501
2017-03-13,22.3792
2017-03-14,22.3501
2017-03-15,22.7793
2017-03-16,22.7284
2017-03-17,22.7708
2017-03-20,22.7928
2017-03-21,22.7562
2017-03-22,22.8075
2017-03-23,22.9758
2017-03-24,22.9539
2017-03-27,22.7708
2017-03-28,22.9026
2017-03-29,22.9832
2017-03-30,23.0344
2017-03-31,23.1369
2017-04-03,23.1662
2017-04-04,23.1003
2017-04-05,23.1369
2017-04-06,23.2687
2017-04-07,23.298
2017-04-10,23.4591
2017-04-11,23.5689
2017-04-12,23.5323
2017-04-13,23.4811
2017-04-17,23.752
2017-04-18,23.8105
2017-04-19,23.7593
2017-04-20,23.752
2017-04-21,23.6714
2017-04-24,23.4371
2017-04-25,23.4884
2017-04-26,23.2907
2017-04-27,23.3053
2017-04-28,23.1735
2017-05-01,23.32
2017-05-02,23.3273
2017-05-03,23.0417
2017-05-04,23.0637
2017-05-05,23.2468
2017-05-08,23.1223
2017-05-09,23.0344
2017-05-10,23.1589
2017-05-11,23.0491
2017-05-12,22.9612
2017-05-15,23.0637
2017-05-16,22.9466
2017-05-17,23.093
2017-05-18,23.1369
2017-05-19,23.2687
2017-05-22,23.3273
2017-05-23,23.3566
2017-05-24,23.4884
2017-05-25,23.5762
2017-05-26,23.4298
2017-05-30,23.3639
2017-05-31,23.3273
2017-06-01,23.4005
2017-06-02,23.6055
2017-06-05,23.547
2017-06-06,23.4371
2017-06-07,23.5616
2017-06-08,23.4518
2017-06-09,23.5616
2017-06-12,23.7154
2017-06-13,23.7739
2017-06-14,23.8471
2017-06-15,23.9643
2017-06-16,23.951
2017-06-19,23.9658
2017-06-20,23.9215
2017-06-21,23.8698
2017-06-22,23.8846
2017-06-23,23.9879
2017-06-26,24.0987
2017-06-27,24.0027
2017-06-28,24.0322
2017-06-29,23.7886
2017-06-30,23.7738
2017-07-03,23.9953
2017-07-05,23.7074
2017-07-06,23.2791
2017-07-07,23.412
