date,close
2016-01-04,17148.9395
2016-01-05,17158.6602
2016-01-06,16906.5098
2016-01-07,16514.0996
2016-01-08,16346.4502
2016-01-11,16398.5703
2016-01-12,16516.2207
2016-01-13,16151.4102
2016-01-14,16379.0498
2016-01-15,15988.0801
2016-01-19,16016.0195
2016-01-20,15766.7402
2016-01-21,15882.6797
2016-01-22,16093.5098
2016-01-25,15885.2197
2016-01-26,16167.2305
2016-01-27,15944.46
2016-01-28,16069.6396
2016-01-29,16466.3008
2016-02-01,16449.1797
2016-02-02,16153.54
2016-02-03,16336.6602
2016-02-04,16416.5801
2016-02-05,16204.9697
2016-02-08,16027.0498
2016-02-09,16014.3799
2016-02-10,15914.7402
2016-02-11,15660.1797
2016-02-12,15973.8398
2016-02-16,16196.4102
2016-02-17,16453.8301
2016-02-18,16413.4297
2016-02-19,16391.9902
2016-02-22,16620.6602
2016-02-23,16431.7793
2016-02-24,16484.9902
2016-02-25,16697.2891
2016-02-26,16639.9707
2016-02-29,16516.5
2016-03-01,16865.0801
2016-03-02,16899.3203
2016-03-03,16943.9004
2016-03-04,17006.7695
2016-03-07,17073.9492
2016-03-08,16964.0996
2016-03-09,17000.3594
2016-03-10,16995.1309
2016-03-11,17213.3105
2016-03-14,17229.1309
2016-03-15,17251.5293
2016-03-16,17325.7598
2016-03-17,17481.4902
2016-03-18,17602.3008
2016-03-21,17623.8691
2016-03-22,17582.5703
2016-03-23,17502.5898
2016-03-24,17515.7305
2016-03-28,17535.3906
2016-03-29,17633.1094
2016-03-30,17716.6602
2016-03-31,17685.0898
2016-04-01,17792.75
2016-04-04,17737.0
2016-04-05,17603.3203
2016-04-06,17716.0508
2016-04-07,17541.9609
2016-04-08,17576.9609
2016-04-11,17556.4102
2016-04-12,17721.25
2016-04-13,17908.2793
2016-04-14,17926.4297
2016-04-15,17897.4609
2016-04-18,18004.1602
2016-04-19,18053.5996
2016-04-20,18096.2695
2016-04-21,17982.5195
2016-04-22,18003.75
2016-04-25,17977.2402
2016-04-26,17990.3203
2016-04-27,18041.5508
2016-04-28,17830.7598
2016-04-29,17773.6406
2016-05-02,17891.1602
2016-05-03,17750.9102
2016-05-04,17651.2598
2016-05-05,17660.7109
2016-05-06,17740.6309
2016-05-09,17705.9102
2016-05-10,17928.3496
2016-05-11,17711.1191
2016-05-12,17720.5
2016-05-13,17535.3203
2016-05-16,17710.7109
2016-05-17,17529.9805
2016-05-18,17526.6191
2016-05-19,17435.4004
2016-05-20,17500.9395
2016-05-23,17492.9297
2016-05-24,17706.0508
2016-05-25,17851.5098
2016-05-26,17828.2891
2016-05-27,17873.2207
2016-05-31,17787.1992
2016-06-01,17789.6699
2016-06-02,17838.5605
2016-06-03,17807.0605
2016-06-06,17920.3301
2016-06-07,17938.2793
2016-06-08,18005.0508
2016-06-09,17985.1895
2016-06-10,17865.3398
2016-06-13,17732.4805
2016-06-14,17674.8203
2016-06-15,17640.1699
2016-06-16,17733.0996
2016-06-17,17675.1602
2016-06-20,17804.8691
2016-06-21,17829.7305
2016-06-22,17780.8301
2016-06-23,18011.0703
2016-06-24,17400.75
2016-06-27,17140.2402
2016-06-28,17409.7207
2016-06-29,17694.6797
2016-06-30,17929.9902
2016-07-01,17949.3691
2016-07-05,17840.6191
2016-07-06,17918.6191
2016-07-07,17895.8809
2016-07-08,18146.7402
2016-07-11,18226.9297
2016-07-12,18347.6699
2016-07-13,18372.1191
2016-07-14,18506.4102
2016-07-15,18516.5508
2016-07-18,18533.0508
2016-07-19,18559.0098
2016-07-20,18595.0293
2016-07-21,18517.2305
2016-07-22,18570.8496
2016-07-25,18493.0605
2016-07-26,18473.75
2016-07-27,18472.1699
2016-07-28,18456.3496
2016-07-29,18432.2402
2016-08-01,18404.5098
2016-08-02,18313.7695
2016-08-03,18355.0
2016-08-04,18352.0508
2016-08-05,18543.5293
2016-08-08,18529.2891
2016-08-09,18533.0508
2016-08-10,18495.6602
2016-08-11,18613.5195
2016-08-12,18576.4707
2016-08-15,18636.0508
2016-08-16,18552.0195
2016-08-17,18573.9395
2016-08-18,18597.6992
2016-08-19,18552.5703
2016-08-22,18529.4199
2016-08-23,18547.3008
2016-08-24,18481.4805
2016-08-25,18448.4102
2016-08-26,18395.4004
2016-08-29,18502.9902
2016-08-30,18454.3008
2016-08-31,18400.8809
2016-09-01,18419.3008
2016-09-02,18491.9609
2016-09-06,18538.1191
2016-09-07,18526.1406
2016-09-08,18479.9102
2016-09-09,18085.4492
2016-09-12,18325.0703
2016-09-13,18066.75
2016-09-14,18034.7695
2016-09-15,18212.4805
2016-09-16,18123.8008
2016-09-19,18120.1699
2016-09-20,18129.9609
2016-09-21,18293.6992
2016-09-22,18392.4609
2016-09-23,18261.4492
2016-09-26,18094.8301
2016-09-27,18228.3008
2016-09-28,18339.2402
2016-09-29,18143.4492
2016-09-30,18308.1504
2016-10-03,18253.8496
2016-10-04,18168.4492
2016-10-05,18281.0293
2016-10-06,18268.5
2016-10-07,18240.4902
2016-10-10,18329.0391
2016-10-11,18128.6602
