date,close
2016-01-04,37.6926
2016-01-05,37.9346
2016-01-06,37.806
2016-01-07,37.3524
2016-01-08,37.065
2016-01-11,37.4128
2016-01-12,37.617
2016-01-13,36.9289
2016-01-14,37.1028
2016-01-15,36.5206
2016-01-19,36.9592
2016-01-20,36.4979
2016-01-21,36.6416
2016-01-22,37.2692
2016-01-25,36.9365
2016-01-26,37.2767
2016-01-27,37.239
2016-01-28,37.617
2016-01-29,38.3807
2016-02-01,38.5092
2016-02-02,38.0177
2016-02-03,37.9346
2016-02-04,37.5868
2016-02-05,37.5263
2016-02-08,37.428
2016-02-09,37.6775
2016-02-10,37.6321
2016-02-11,37.3297
2016-02-12,37.859
2016-02-16,38.1614
2016-02-17,38.5546
2016-02-18,38.3807
2016-02-19,38.4412
2016-02-22,38.6302
2016-02-23,38.6226
2016-02-24,38.7436
2016-02-25,39.1822
2016-02-26,38.6302
2016-02-29,38.5017
2016-03-01,38.8722
2016-03-02,38.9856
2016-03-03,39.1822
2016-03-04,39.3485
2016-03-07,39.1066
2016-03-08,39.22
2016-03-09,39.5149
2016-03-10,39.53
2016-03-11,39.6585
2016-03-14,39.6358
2016-03-15,39.7341
2016-03-16,39.8249
2016-03-17,40.0668
2016-03-18,40.0144
2016-03-21,40.0372
2016-03-22,39.8016
2016-03-23,39.8092
2016-03-24,39.7636
2016-03-28,39.9764
2016-03-29,40.2728
2016-03-30,40.5388
2016-03-31,40.326
2016-04-01,40.7516
2016-04-04,40.7668
2016-04-05,40.4932
2016-04-06,40.8124
2016-04-07,40.3716
2016-04-08,40.592
2016-04-11,40.3032
2016-04-12,40.554
2016-04-13,40.2424
2016-04-14,40.06
2016-04-15,40.3108
2016-04-18,40.5388
2016-04-19,40.516
2016-04-20,40.06
2016-04-21,39.3456
2016-04-22,39.49
2016-04-25,39.7636
2016-04-26,39.604
2016-04-27,39.794
2016-04-28,39.832
2016-04-29,39.7484
2016-05-02,40.2044
2016-05-03,40.1284
2016-05-04,40.25
2016-05-05,40.2576
2016-05-06,40.4628
2016-05-09,40.6832
2016-05-10,41.086
2016-05-11,40.7592
2016-05-12,40.9796
2016-05-13,40.4628
2016-05-16,40.7212
2016-05-17,39.9232
2016-05-18,39.4596
2016-05-19,39.8472
2016-05-20,39.642
2016-05-23,39.68
2016-05-24,40.0144
2016-05-25,40.0752
2016-05-26,40.2348
2016-05-27,40.2804
2016-05-31,40.022
2016-06-01,40.4324
2016-06-02,40.4476
2016-06-03,40.706
2016-06-06,40.7516
2016-06-07,40.706
2016-06-08,40.9492
2016-06-09,41.1088
2016-06-10,41.1392
2016-06-13,40.7972
2016-06-14,40.9568
2016-06-15,40.8352
2016-06-16,41.048
2016-06-17,40.8821
2016-06-20,41.0121
2016-06-21,41.1191
2016-06-22,41.142
2016-06-23,41.3944
2016-06-24,40.5992
2016-06-27,40.5151
2016-06-28,40.7674
2016-06-29,41.2414
2016-06-30,42.1666
2016-07-01,41.9678
2016-07-05,42.2048
2016-07-06,42.243
2016-07-07,42.1589
2016-07-08,42.5795
2016-07-11,42.5871
2016-07-12,42.3577
2016-07-13,42.5947
2016-07-14,42.5871
2016-07-15,42.5871
2016-07-18,42.5412
2016-07-19,42.5106
2016-07-20,42.3577
2016-07-21,42.2354
2016-07-22,42.4342
2016-07-25,42.3883
2016-07-26,42.0595
2016-07-27,41.4326
2016-07-28,41.6161
2016-07-29,41.8225
2016-08-01,41.8684
2016-08-02,41.8072
2016-08-03,41.5779
2016-08-04,41.6696
2016-08-05,41.7384
2016-08-08,41.6925
2016-08-09,41.8225
2016-08-10,41.9754
2016-08-11,41.9754
2016-08-12,42.1207
2016-08-15,42.0137
2016-08-16,41.8302
2016-08-17,41.9449
2016-08-18,42.0901
2016-08-19,41.9907
2016-08-22,42.0519
2016-08-23,41.9678
2016-08-24,41.899
2016-08-25,41.7384
2016-08-26,41.5243
2016-08-29,41.769
2016-08-30,41.5243
2016-08-31,41.5779
2016-09-01,41.5931
2016-09-02,41.9143
2016-09-06,42.006
2016-09-07,41.639
2016-09-08,41.4096
2016-09-09,40.2857
2016-09-12,41.0427
2016-09-13,40.538
2016-09-14,40.4157
2016-09-15,40.7445
2016-09-16,40.6121
2016-09-19,40.5275
2016-09-20,40.6352
2016-09-21,40.8583
2016-09-22,41.2199
2016-09-23,41.0353
2016-09-26,40.6891
2016-09-27,40.8583
2016-09-28,40.9276
2016-09-29,40.5275
2016-09-30,40.9352
2016-10-03,40.6737
2016-10-04,40.3275
2016-10-05,40.289
2016-10-06,40.366
2016-10-07,40.2583
2016-10-10,40.2583
2016-10-11,40.0505
2016-10-12,40.2736
2016-10-13,40.2813
2016-10-14,40.289
2016-10-17,40.0967
2016-10-18,40.2198
2016-10-19,39.989
2016-10-20,39.9659
2016-10-21,40.1813
2016-10-24,40.4429
2016-10-25,40.5891
2016-10-26,40.5352
2016-10-27,40.3506
2016-10-28,40.5198
2016-10-31,40.6198
2016-11-01,40.4429
2016-11-02,40.3429
2016-11-03,40.0659
2016-11-04,39.7044
2016-11-07,40.3737
2016-11-08,40.5429
2016-11-09,39.989
2016-11-10,38.9196
2016-11-11,38.8812
2016-11-14,38.812
2016-11-15,39.0504
2016-11-16,39.0581
2016-11-17,38.9889
2016-11-18,38.8504
2016-11-21,39.112
2016-11-22,39.312
2016-11-23,39.0966
2016-11-25,39.4043
2016-11-28,39.4889
2016-11-29,39.5428
2016-11-30,38.912
2016-12-01,38.6581
2016-12-02,38.9043
2016-12-05,38.9504
2016-12-06,39.0658
2016-12-07,39.6274
2016-12-08,39.4659
2016-12-09,40.0352
2016-12-12,40.1967
2016-12-13,40.3813
2016-12-14,39.9428
2016-12-15,40.1121
2016-12-16,40.3415
2016-12-19,40.419
2016-12-20,40.3415
2016-12-21,40.3337
2016-12-22,40.2718
2016-12-23,40.3493
2016-12-27,40.3415
2016-12-28,40.0935
2016-12-29,40.2795
2016-12-30,40.078
2017-01-03,40.2252
2017-01-04,40.2252
2017-01-05,40.357
2017-01-06,40.3958
2017-01-09,40.0702
2017-01-10,39.8687
2017-01-11,39.9462
2017-01-12,39.9075
2017-01-13,39.9307
2017-01-17,40.4965
2017-01-18,40.636
2017-01-19,40.4888
2017-01-20,40.7523
2017-01-23,40.7368
2017-01-24,41.008
2017-01-25,41.0003
2017-01-26,40.822
2017-01-27,40.5973
2017-01-30,40.5663
2017-01-31,40.76
2017-02-01,40.4423
2017-02-02,40.8143
2017-02-03,41.0778
2017-02-06,40.853
2017-02-07,41.1863
2017-02-08,41.3568
2017-02-09,41.5273
2017-02-10,41.5583
2017-02-13,41.5583
2017-02-14,41.5661
2017-02-15,41.9459
2017-02-16,42.0001
2017-02-17,42.2094
2017-02-21,42.5892
2017-02-22,42.5969
2017-02-23,42.6977
2017-02-24,42.8449
2017-02-27,42.6512
2017-02-28,42.7054
2017-03-01,42.9069
2017-03-02,42.8992
2017-03-03,42.7364
2017-03-06,42.5504
2017-03-07,42.4962
2017-03-08,42.4032
2017-03-09,42.4729
2017-03-10,42.6667
2017-03-13,42.6977
2017-03-14,42.5737
2017-03-15,42.8914
2017-03-16,42.9534
2017-03-17,42.8366
2017-03-20,42.9223
2017-03-21,42.8833
2017-03-22,42.7976
2017-03-23,42.7041
2017-03-24,42.6184
2017-03-27,42.5794
2017-03-28,42.6574
2017-03-29,42.7353
2017-03-30,42.6496
2017-03-31,42.5249
2017-04-03,42.4548
2017-04-04,42.5794
2017-04-05,42.5015
2017-04-06,42.5015
2017-04-07,42.6184
2017-04-10,42.7431
2017-04-11,42.7586
2017-04-12,42.9223
2017-04-13,42.7275
2017-04-17,43.0313
2017-04-18,43.2261
2017-04-19,43.0625
2017-04-20,42.9768
2017-04-21,42.8521
2017-04-24,43.2417
2017-04-25,43.4131
2017-04-26,43.0625
2017-04-27,43.008
2017-04-28,42.9924
2017-05-01,42.8288
2017-05-02,42.5405
2017-05-03,42.5794
2017-05-04,42.9067
2017-05-05,43.0235
2017-05-08,43.008
2017-05-09,42.8521
2017-05-10,42.8833
2017-05-11,42.9456
2017-05-12,42.821
2017-05-15,42.9612
2017-05-16,42.9223
2017-05-17,42.8599
2017-05-18,42.8911
2017-05-19,43.1248
2017-05-22,43.3664
2017-05-23,43.4131
2017-05-24,43.5845
2017-05-25,43.8572
2017-05-26,44.0208
2017-05-30,44.0053
2017-05-31,44.1299
2017-06-01,44.4883
2017-06-02,44.6208
2017-06-05,44.6675
2017-06-06,44.5585
2017-06-07,44.5429
2017-06-08,44.2078
2017-06-09,44.1533
2017-06-12,44.1455
2017-06-13,44.2156
2017-06-14,44.4961
2017-06-15,44.3948
2017-06-16,43.9284
2017-06-19,44.1404
2017-06-20,43.9677
2017-06-21,43.8421
