,AAPL,GOOGL,MSFT,AMZN,META,XOM,JNJ,JPM,GE,WFC,PG,CVX,PFE,VZ,KO,PEP,WMT,BAC,INTC,ORCL,CSCO,HD,CMCSA,NFLX,MRK,BA,IBM,MO,ABT,MCD,UNH,MA,GILD,QCOM,AMGN,COST,DIS,MMM,ABBV,MDT,TXN,LMT,UPS,ACN,NKE,LIN,DHR,CAT,CL,BMY,SPY,CWB
2019-01-22,37.43124,54.591425,99.828712,83.5285,147.712856,51.088,104.180953,84.460521,42.352148,40.857359,77.300677,81.698288,26.572837,36.971201,37.6917,86.752063,28.991437,24.693633,40.485117,44.629465,37.17211,149.763311,27.079109,33.805,55.189095,353.915,93.08,24.887617,62.090466,154.460687,235.838227,194.513849,51.982912,42.87676,158.073444,188.453306,106.408337,125.83638,58.77854,70.477605,84.607172,235.007887,74.383483,132.954382,72.445169,142.102973,90.998706,117.515977,51.777333,36.825141,237.624,42.112693
2019-01-28,39.509699,55.439405,95.739433,81.3115,164.267481,54.08,109.031302,84.860808,47.114452,40.224393,80.496763,85.41447,28.28235,35.758493,38.749964,89.005157,28.070314,23.691863,41.93962,45.534601,38.147143,153.059101,27.843499,33.985,57.836961,376.488,93.17,27.67791,63.146397,148.349416,236.427713,204.894183,52.850551,41.46425,148.768924,189.534973,106.609487,127.930441,58.749348,71.522378,83.278865,237.906186,78.263847,135.484762,73.254009,148.29381,93.540474,112.40696,54.464998,37.547645,241.451,43.004527
2019-02-04,40.606076,54.634542,98.431464,79.411,165.873379,53.282,107.568885,82.80219,45.357486,39.188149,80.69497,84.844415,27.85363,35.365182,39.386514,89.659665,28.584708,23.61673,42.300733,45.731759,38.026271,153.20023,28.456525,34.757,58.646452,395.47,93.994,27.475389,63.992887,146.695679,230.427277,207.587511,50.904021,42.032597,147.917998,187.769279,106.810637,128.354392,58.143609,72.089309,85.369206,246.846704,79.746648,136.228991,74.017915,144.232191,93.497683,110.423459,55.000857,37.796006,241.817,43.225325
2019-02-11,40.608459,55.489461,100.806785,80.3975,161.085424,55.969,110.802452,86.225051,46.652093,40.479343,81.330883,86.987354,27.965757,36.158359,35.996887,91.956393,29.903588,24.301273,44.743159,46.350119,39.83129,159.717093,28.585185,35.687,60.378913,408.226,97.031,27.419133,65.668413,151.077662,238.548101,212.887903,50.994558,43.445107,150.937007,195.650618,107.845122,135.088797,59.00478,74.729587,87.835156,251.538019,81.79011,139.416044,76.732025,150.78088,95.200753,116.949263,55.662307,38.887289,247.986,43.811287
2019-02-19,41.216084,55.337311,103.809865,81.578,160.480734,56.48,110.981191,85.775749,47.02198,40.314859,82.792659,87.016508,28.335116,37.31207,36.028714,92.630735,29.771999,24.276229,45.462029,47.031211,40.379242,159.717093,29.220916,36.302,61.105185,414.164,97.889,28.971796,66.436363,153.763935,235.011187,214.047663,49.59879,44.397923,150.263825,195.48793,110.393022,135.405725,58.399041,75.944439,87.622855,251.456146,81.413877,141.403574,76.174823,155.218243,97.117776,119.078735,56.013964,38.367989,249.569,44.218913
2019-02-25,41.692653,56.921265,105.269209,83.5865,160.867339,57.618,113.148473,85.31011,49.398462,41.1455,81.297849,88.940652,28.598944,37.338291,36.108283,92.917593,29.287512,24.593157,46.163577,47.058097,41.426798,153.723239,29.591759,35.732,61.770934,430.348,97.854,29.674995,68.583131,156.331126,216.569967,217.814488,49.802497,45.300592,153.196975,198.334973,109.205279,134.202693,58.457426,74.583805,87.173759,255.197298,83.445503,143.767597,78.533264,150.637739,109.347359,118.039759,55.260413,40.053832,250.713,44.62598
2019-03-04,41.201787,56.993128,103.379546,81.04,168.123618,56.905,112.911299,84.150095,46.128391,40.956344,81.273073,88.641827,26.969807,37.056418,35.678612,92.157809,29.18583,24.039371,45.453368,47.291102,41.152822,150.452356,28.903051,34.96,60.371348,412.689,94.965,31.1489,66.872698,151.642459,209.57153,212.657868,47.705073,45.260843,144.950496,205.909012,109.013708,129.933872,56.618316,73.31226,85.622333,248.171477,79.389693,141.569931,76.406847,152.392347,107.010986,112.78477,54.716182,38.676558,245.385,43.664726
2019-03-11,44.349527,58.991904,108.431121,85.618,164.53513,57.726,112.535092,87.041963,47.958119,41.663622,84.601296,91.331256,27.556824,38.275681,36.359291,92.501711,29.59243,24.584767,47.055668,47.443452,42.869202,152.409031,30.628606,36.146,62.129174,370.155,98.015,31.925232,69.691422,156.567671,222.033303,221.571728,49.994837,47.856598,153.261088,211.13311,110.115244,134.5843,59.362385,75.960637,90.423586,244.213268,81.503179,145.685082,78.208895,158.660343,110.134708,113.918199,56.265148,37.600328,252.611,44.47286
2019-03-18,45.52427,59.85178,109.497564,88.2385,162.909407,57.964,111.970781,81.495131,48.05442,39.730944,83.957124,89.713225,27.602994,39.173741,36.86495,96.548561,29.550336,22.663295,46.128932,47.291102,42.498528,157.862067,29.864215,36.101,62.677574,353.727,98.03,31.906671,68.042075,157.817982,218.226766,221.178751,48.577948,48.042613,149.622699,214.71225,103.668866,132.372274,58.209292,73.608239,89.558054,242.448566,79.888297,144.678183,74.055174,152.752059,110.990522,111.42809,55.260413,36.245632,250.762,44.234673
2019-03-25,45.262156,58.327298,110.330139,89.0375,165.23895,58.194,114.326166,82.695992,48.102571,39.739168,85.930934,89.778821,28.011927,38.760764,37.611399,98.012145,29.32483,23.149956,46.51002,48.133505,43.505793,160.488223,30.257763,35.656,63.347841,372.528,99.189,32.768243,69.761235,160.428429,218.376908,225.674021,49.52254,48.220173,152.251315,218.85176,106.350865,134.390263,58.815031,74.170134,86.610346,247.520022,83.15527,154.116762,75.875242,158.210702,113.132808,116.339615,57.387102,35.906958,253.662,44.44734
2019-04-01,46.942063,60.04011,112.154318,91.864,174.190343,59.412,111.373756,86.687272,48.198872,40.117479,85.600589,92.140271,28.354903,38.734544,37.298372,97.268356,29.715707,24.400171,48.155626,48.330664,44.770561,168.993957,30.750966,36.549,61.809274,382.793,100.722,31.250507,68.940925,161.112721,219.719352,226.805026,51.449813,49.031875,156.602955,222.223021,110.153558,139.325279,60.902274,72.419302,92.783385,249.515619,85.08271,155.981714,76.947461,166.025463,112.764325,120.521281,56.867989,35.411366,259.131,45.175556
2019-04-08,47.387655,60.599153,113.145924,92.153,177.54092,58.281,111.210187,91.543933,43.335649,38.234145,86.765055,87.28618,27.510654,38.901496,37.515083,97.756218,30.53655,25.314758,48.865835,49.060217,45.646348,170.491033,31.420457,35.114,60.499207,370.79,101.474,32.27184,68.355594,161.864597,197.145083,229.233366,49.728218,48.152531,153.405341,218.680034,124.578885,140.625329,59.73536,70.644039,95.339154,255.386963,85.179455,157.706251,77.704321,162.185529,112.798602,121.242554,57.579676,34.598969,260.559,45.41431
2019-04-15,48.576695,61.527917,115.409778,93.0845,176.728058,58.432,112.469664,93.396049,45.020925,39.130579,88.20086,87.359064,25.973856,38.43791,38.109031,101.643113,31.023643,25.197288,50.658679,49.078221,45.735549,172.004836,32.280146,36.035,55.746405,371.21,98.648,31.022277,64.771766,164.660901,195.846798,231.210592,47.953298,67.548827,142.225712,222.168792,126.868163,141.569644,57.361622,68.583758,94.318479,259.147262,84.948757,157.679766,80.371353,162.230493,108.633889,123.843405,58.429211,34.561007,260.433,45.064707
2019-04-22,48.68154,63.309618,121.509087,97.5315,189.823064,57.971,114.816872,94.227443,46.08024,39.443098,88.042838,85.347459,26.363002,37.471002,38.735085,101.09127,30.52753,25.465791,45.410063,49.879388,45.313873,170.290307,32.774656,37.485,58.366539,371.913,98.023,30.120765,68.837526,166.781361,209.315405,236.767939,49.629188,73.256107,145.431341,220.370184,134.023355,123.970457,58.936719,71.132644,95.706596,270.749763,77.358067,159.639618,79.569441,160.306029,112.198747,120.102878,60.072137,34.841929,263.477,45.516633
2019-04-29,50.45676,58.954734,120.582965,98.123,193.768418,55.796,116.141776,95.585662,50.558258,40.010565,88.22581,85.471362,27.299591,37.908097,39.104297,102.106981,30.692901,25.767856,44.821109,49.321271,44.551614,167.739424,32.934421,38.503,60.933357,367.684,98.592,30.674225,68.951438,166.865842,204.855309,237.986908,51.137489,75.496743,142.097487,221.093242,128.668934,119.798655,58.204632,72.948623,96.551835,275.483121,79.367367,156.240776,77.217768,162.734091,115.326566,120.128794,60.61978,36.914678,264.034,45.98466
2019-05-06,47.165891,57.868863,118.927171,94.499,186.700485,55.767,113.720963,92.614044,48.776681,39.151798,88.167592,88.911498,27.095885,37.689549,38.678901,102.378904,30.804562,24.819706,40.259264,49.195245,43.27037,162.738019,32.827911,36.104,59.55474,348.412,96.265,29.732772,66.988657,168.952509,212.486048,237.487802,49.94913,72.579689,137.721805,223.865354,128.391156,113.744689,57.272884,71.930697,92.549047,281.486405,74.887371,153.874829,75.640976,163.300639,112.841449,113.459772,60.240643,35.692288,258.709,44.806442
2019-05-13,45.209217,57.925362,120.249997,93.45,183.686948,55.294,113.361112,91.181741,48.150721,37.947766,89.365227,88.704339,27.59495,38.471023,39.489561,104.378336,30.487177,23.829603,39.117713,49.060217,45.695003,161.065308,33.124618,35.445,59.958423,348.756,95.554,29.869711,66.568061,168.30201,213.183766,242.402071,50.550927,68.910119,137.339396,225.070685,129.349013,109.365913,58.759243,71.442093,87.773648,278.715659,74.679678,157.432578,76.199611,169.964319,112.344426,106.047827,60.63663,35.570808,256.679,44.379551
2019-05-20,42.810019,56.43012,118.531737,91.164,179.483858,53.975,114.334401,90.309189,45.502432,38.338038,88.733142,87.372155,27.914351,39.28561,39.81864,103.570565,31.034289,23.645008,38.838861,47.502893,44.089393,161.910027,32.462734,35.439,61.824507,348.638,94.102,29.89824,67.453065,167.077043,218.703687,241.375066,50.954664,55.982074,138.446776,224.119107,127.193834,108.344689,59.202933,75.758098,86.351713,279.367114,72.012547,157.856329,74.028143,168.939137,113.149946,106.168768,59.987885,35.540438,253.932,43.67945
2019-05-28,41.87713,54.838732,116.128052,88.7535,175.925109,51.55,107.993926,87.222328,45.454281,36.843378,85.589349,83.795129,27.628221,35.994149,39.433376,102.370906,30.662494,22.319276,38.377012,45.549486,42.191854,158.782058,31.192222,34.328,60.33164,335.582,90.339,27.992512,66.70826,168.480359,213.554705,241.384664,47.420061,56.497843,134.744731,217.122749,126.475442,104.208947,56.725668,75.391644,85.735268,280.976869,69.811224,157.203046,69.698462,163.1437,113.124238,103.499431,58.656693,34.44712,247.188,43.150106
2019-06-03,45.4843,52.948988,123.376666,90.2015,171.840974,54.325,114.087369,89.856449,48.05442,37.88964,90.46306,89.410912,28.559808,37.908097,41.327591,107.527218,32.058992,23.22443,40.111124,47.943984,45.354419,166.170353,31.557399,36.087,62.807058,347.459,94.835,29.316251,70.747733,174.607072,217.944146,255.119662,49.781541,58.609841,141.865913,232.012668,132.222584,108.683898,57.258095,79.080607,91.373691,294.82901,73.800652,161.484703,75.363608,180.763762,117.845961,107.516394,62.338534,35.494883,258.305,44.294721
2019-06-10,46.103834,53.837609,124.362552,93.4835,179.751507,54.157,115.355464,90.399736,49.258188,37.856426,92.48407,88.917783,28.453341,38.596854,41.504609,106.931053,32.968831,23.654668,40.25055,47.961988,44.397541,173.303971,32.188851,33.973,63.471895,341.034,96.144,29.476642,72.04457,174.445619,217.667353,249.648698,51.032365,58.635439,142.326648,235.764601,135.680448,108.736084,58.189842,79.3982,88.20105,290.60448,76.347574,163.294476,75.390714,183.167319,119.654097,109.909295,61.799317,36.109874,259.75,44.354579
2019-06-17,47.548615,55.773939,128.606559,95.565,189.476111,56.59,117.002341,90.086935,50.461956,38.935903,92.48407,91.950158,29.058873,38.259098,41.698745,107.921976,33.591512,23.722156,41.357244,50.518521,46.246424,176.352814,33.139834,36.921,64.844385,365.279,99.025,27.819088,74.480521,173.570374,223.797204,253.843103,53.354814,62.048445,151.242271,241.18406,134.320291,113.08057,58.256396,80.92916,92.318908,298.256772,76.760792,163.815337,77.477873,182.643235,123.167539,115.662622,61.462306,37.461337,265.292,45.013014
2019-06-24,47.342901,53.664147,125.780351,94.6815,191.319919,55.818,114.688479,92.029599,50.606918,39.29296,91.194948,91.589512,28.825976,37.835248,41.189138,105.642047,33.398058,24.464528,41.714523,51.28368,44.381322,175.156859,32.166028,36.732,64.292322,357.587,98.1,27.442371,73.691904,176.459531,216.460899,253.900693,51.955192,64.906837,148.954763,239.489346,133.755155,113.074047,53.775134,79.308622,94.324411,301.726032,77.587227,163.117913,75.851515,181.441456,122.621356,117.735894,60.383872,34.431935,264.39,45.209689
2019-07-01,48.852267,56.135483,128.691064,97.1455,194.690322,55.454,115.750714,94.08213,50.606918,39.666625,94.105868,90.9271,29.225228,38.616722,42.151728,107.164685,33.848443,24.683865,41.897519,53.363113,46.187385,178.096213,33.089511,38.055,65.634142,349.581,100.576,28.271148,74.848543,179.501644,219.104453,261.204909,52.701144,65.410255,150.296552,243.10534,137.291723,112.199931,53.974795,80.333975,95.138119,307.021218,76.948618,168.962155,78.444652,182.914313,123.934053,117.044803,61.622386,35.150664,269.317,45.785148
2019-07-08,48.629809,56.763663,130.418713,100.55,203.08659,56.547,110.587757,95.582602,49.980356,39.326175,95.63618,92.722972,28.21379,38.27332,42.159817,107.374148,34.640397,24.84415,43.500919,53.840212,47.289028,183.798055,34.129292,37.325,61.133296,358.884,101.543,28.688434,73.809557,180.98871,235.879485,268.633311,50.955462,63.908533,141.397095,253.246435,139.63373,113.074047,52.763284,81.267425,97.250473,306.631134,79.570671,173.217328,80.522776,184.314882,120.141817,119.52409,62.667119,33.909782,271.293,46.076501
2019-07-15,48.459975,56.080223,128.277931,98.226,196.63326,54.624,107.302238,94.123579,48.389853,38.221787,96.272181,92.03112,28.459995,37.871781,41.569321,104.804194,34.428806,24.80197,43.805913,52.006455,46.807569,179.426924,33.685856,31.51,62.406107,370.702,106.48,29.285386,76.949454,181.736492,227.673824,264.847036,50.017254,63.993858,144.193837,255.122402,134.785872,112.597849,51.456965,82.536589,96.37923,296.264852,77.617279,171.204507,78.200699,183.772726,121.497412,118.589594,61.60726,33.189764,268.153,45.896548
2019-07-22,49.691867,61.713769,132.709726,97.1525,198.01116,54.492,107.648082,96.345274,50.655115,40.937087,96.037799,91.059582,28.67293,38.199705,43.81806,105.714554,34.162807,25.957708,44.956178,52.874133,46.130263,182.686322,34.121647,33.578,62.436778,338.912,107.676,28.897077,77.17813,183.189568,224.382689,271.064599,51.463017,64.181573,141.728501,254.995525,139.412059,113.491535,50.871374,83.969516,105.338241,306.639434,90.592309,173.852955,79.095195,181.586031,122.072253,115.708206,62.446203,34.752357,272.52,46.410699
2019-07-29,48.802034,59.290259,128.540834,91.162,187.374565,52.264,107.928051,93.617895,48.197065,39.392604,97.4692,88.858902,25.522507,37.20255,42.329686,103.05598,33.068581,24.785098,42.420367,50.469942,43.45368,178.677346,32.607847,31.883,64.76771,333.568,104.752,27.778518,75.480651,182.254841,221.818974,258.936988,49.948042,60.70884,151.331185,246.956962,136.57852,111.254059,49.062047,83.789376,100.723953,300.373186,88.0529,170.392317,73.31259,169.613425,119.42112,108.413331,60.336134,35.227262,264.047,45.32219
2019-08-05,48.25992,58.92252,129.301375,90.379,186.21475,51.601,108.726786,90.973415,44.100314,38.878822,97.753806,90.102765,24.414293,37.329704,43.211386,103.603808,32.587388,23.899313,40.338077,48.716509,42.784534,176.883414,32.82192,30.893,65.572801,333.62,97.961,26.752689,76.184269,187.922688,220.559294,264.222397,50.171059,61.007478,158.630195,248.261983,133.504033,106.635597,49.234721,83.248958,99.723494,312.905681,86.963508,169.041608,74.071557,173.462731,120.382049,103.921499,60.607307,36.246011,263.145,45.305026
2019-08-12,49.582932,58.442278,128.243478,89.6285,182.100876,50.372,108.166848,89.298855,42.36522,37.274965,99.76279,86.11395,23.272496,37.911935,44.012196,106.149593,34.321858,22.802627,40.794271,48.436321,38.320841,171.518461,33.013056,30.28,65.220094,326.603,96.255,26.93815,74.565947,185.645352,217.951225,263.655416,48.556111,62.526265,166.07906,248.406985,130.304254,106.314517,48.371349,84.141467,101.550779,312.897381,87.361745,170.577708,72.535553,170.589306,120.416368,101.353494,61.251345,35.985579,260.645,44.970323
2019-08-19,48.656103,57.172042,125.662216,87.481,176.202672,49.775,105.177767,87.889571,38.413061,37.300157,98.205828,85.645495,23.064287,37.423397,43.470234,104.949207,33.665736,22.330209,39.443234,46.61962,38.03523,183.157966,32.439647,29.144,65.128084,351.865,93.24,26.897581,72.059307,182.407796,204.618135,261.281787,48.071626,62.731046,162.057736,248.325421,126.90208,102.595155,49.527517,86.835369,99.458909,312.806085,84.315828,170.215753,72.680118,166.49603,116.169406,99.290385,61.208974,35.679188,257.036,44.781517
2019-08-26,50.12078,59.003303,129.873253,88.8145,184.053727,50.505,106.488549,91.072894,39.762578,39.105545,100.641721,87.534187,23.876977,38.922474,44.521802,110.153566,34.707633,23.207558,41.59261,47.053459,38.198437,191.950761,33.838765,29.375,66.301218,359.851,97.529,25.350144,75.040889,186.199853,207.581044,270.39191,48.86372,66.357364,169.823613,267.721317,132.289659,106.459342,49.354842,88.34199,102.319728,320.63335,89.907586,174.947647,76.545694,171.497375,121.909239,103.590705,62.836016,36.820493,263.894,45.219205
2019-09-03,51.206082,59.785864,131.041415,91.6755,185.857884,52.312,106.364107,93.352618,41.979643,39.59258,102.851603,87.93572,24.51504,39.524782,44.675493,111.43395,34.850401,23.547335,44.671919,48.047674,39.854981,195.851442,35.436664,29.017,66.377893,358.774,101.156,25.413896,75.674146,187.959599,203.145551,280.011354,49.848069,67.270343,169.099124,275.895736,134.496736,107.920755,50.766268,88.997042,105.081327,322.678472,90.983507,177.551954,80.341274,172.051149,123.831096,106.811592,63.302095,36.973689,268.947,45.464152
2019-09-09,52.524292,61.45655,129.364537,91.967,185.560496,53.573,108.496201,99.669525,45.064725,41.078876,102.223795,90.344918,24.790414,40.12709,44.211759,110.679538,35.670553,25.619296,46.093139,48.580934,40.826058,198.266432,35.841873,29.415,63.762498,375.338,103.387,24.816363,74.11739,179.229211,208.212343,265.538944,51.633213,67.434629,159.119076,265.123668,133.022139,112.857961,52.935959,89.799481,107.164929,321.259408,92.945926,171.81365,79.100237,174.447809,120.991209,116.456845,59.920899,37.862221,271.69,45.696243
2019-09-16,52.279379,60.951528,131.361717,89.708,188.276644,53.16,109.217961,98.566968,45.209472,40.835359,102.324244,92.441812,24.642652,40.347936,43.926575,109.27617,35.533861,25.126781,44.49646,48.327862,40.475165,190.377465,35.44431,27.075,65.730714,374.973,102.099,24.107492,73.510519,178.870428,207.57062,260.589879,51.555592,65.740378,160.315705,260.091859,127.480353,109.777145,54.347384,91.035892,104.73406,324.089189,91.453275,170.462942,78.520483,176.21807,125.667156,111.564578,60.124279,38.735435,270.403,45.644667
2019-09-23,52.5411,60.758738,129.750784,86.2725,175.55833,52.717,106.687655,97.588759,43.617249,42.581967,104.274633,88.188537,24.326979,40.354628,44.2525,109.998134,35.980389,24.922981,44.549098,48.888237,39.854981,194.775288,34.259265,26.308,63.994052,378.402,103.077,23.705799,71.98015,182.090933,191.857322,258.629473,48.823348,65.903783,158.687639,259.719469,125.254001,108.309148,56.194249,88.318416,105.122668,323.771986,90.127316,168.953327,83.620509,173.894036,121.598117,110.197877,62.081814,38.467343,267.792,44.810857
2019-09-30,54.507609,60.015825,130.11819,86.9825,178.879168,50.866,110.885474,95.780055,41.349538,41.322394,103.797499,84.656534,24.132202,40.086936,44.439907,113.79453,35.892298,24.0908,44.671919,49.83726,39.071527,193.139874,34.342792,27.279,65.607218,371.326,102.897,24.603702,72.112078,180.835193,195.903741,263.367121,48.559438,66.643405,159.21676,264.914766,125.552775,102.575406,56.051605,89.338867,107.603146,321.334535,89.021088,167.417227,84.308968,169.019011,121.675426,105.366546,61.073387,39.19991,266.84,45.130047
2019-10-07,56.716631,60.251238,131.587813,86.596,182.586611,50.874,108.952486,97.050214,42.459269,41.322394,101.361606,86.366767,24.253098,40.524335,43.429539,111.652973,36.52412,24.549349,45.698356,51.6483,38.282203,198.84264,34.988016,28.293,65.097797,370.555,102.732,25.147169,70.317182,178.554357,197.926951,265.46679,49.669412,65.963985,163.457873,270.3008,125.311828,104.076317,56.084372,88.532382,107.561805,318.429627,87.907282,163.294476,85.042719,176.345165,119.158595,111.7735,59.751415,39.864184,268.59,45.397037
2019-10-14,56.764653,61.673625,129.449323,87.8755,184.23216,49.863,105.941007,100.743705,43.231256,41.960577,98.959432,85.31832,24.488174,41.281673,44.635462,110.525411,36.189983,25.772146,45.05793,49.523902,38.405535,201.613523,35.003378,27.53,65.360226,339.995,96.493,26.186845,73.107616,178.11015,218.667079,260.386638,50.383521,66.80681,165.020817,275.078294,126.150324,107.367788,58.239999,88.976772,107.040905,310.925283,88.915011,165.866808,87.053742,177.743217,118.548715,114.678746,57.64982,40.961009,270.122,45.353974
2019-10-21,59.206582,62.659384,132.576983,88.0665,186.254402,51.073,106.480253,105.314608,43.424253,43.304122,103.828637,88.240588,24.696384,40.82186,43.796205,110.841778,36.159608,26.935501,49.53214,49.178914,38.561755,198.605378,35.064828,27.682,63.49235,335.873,97.464,27.645936,72.10094,166.244682,218.283828,259.963292,49.149354,68.948275,165.289448,269.301705,126.159962,109.336087,58.293318,86.77128,99.640811,309.464482,87.679975,162.311506,82.361355,177.026035,116.710484,122.592466,58.339127,42.467213,273.413,45.784605
2019-10-28,61.425208,63.05339,135.393761,89.572,191.934522,51.331,108.844637,106.793675,50.082638,43.816348,104.350939,86.411382,25.784448,40.82186,43.918427,111.077024,35.728268,27.003435,49.576005,49.93244,38.668643,201.113578,34.373517,28.681,65.560907,341.171,97.529,26.618074,72.99282,165.672338,224.790185,268.48794,50.18947,71.880963,177.418543,269.513572,127.942971,111.969264,62.269421,89.347097,98.33428,316.509717,90.551623,166.877543,80.785148,180.475773,117.311775,126.768663,56.974669,44.151071,277.528,46.150086
2019-11-04,62.650019,64.87474,137.503989,89.294,189.178722,52.835,110.337932,108.949603,55.583044,45.863366,100.838035,89.921077,25.124938,40.132142,42.541392,107.994481,36.281111,28.243215,51.401392,51.285155,40.148625,197.300436,34.711491,29.157,64.51891,348.909,100.191,27.415553,73.946512,165.390437,229.032686,264.485397,50.748338,80.868233,179.990888,275.457453,132.964311,113.983645,64.904921,88.079762,100.058712,318.755177,94.180962,168.189724,81.355844,184.288641,116.160733,129.988547,56.821167,44.815345,280.067,46.279479
2019-11-11,64.003495,66.090955,141.281675,86.9745,193.401638,51.656,111.947373,108.239317,55.583044,45.60904,101.54567,90.589347,25.28091,40.240333,42.916206,108.546094,36.107968,27.962991,51.127933,51.221605,37.073551,201.071209,34.227574,29.503,65.530033,369.465,97.854,28.337084,75.686119,165.697965,240.111319,270.15246,50.507714,78.09895,180.982008,276.404104,139.431335,113.147611,67.509954,92.219174,98.300957,328.51333,94.480065,174.493514,84.281792,190.380153,122.826467,127.488093,56.599443,45.25562,282.65,46.590021
2019-11-18,63.044984,64.114977,141.403214,87.286,197.089256,51.79,114.544047,109.292212,55.727791,46.015961,101.335065,89.080025,25.992952,40.40262,43.209539,108.757005,36.25681,28.175282,50.81919,51.194369,36.87622,184.750962,34.411923,31.048,65.954551,369.127,97.81,28.945531,73.946512,164.988942,246.742456,271.874708,50.655193,73.007597,189.078097,272.444551,142.92025,111.285293,65.544754,91.198722,97.476229,326.1677,91.112595,174.360522,84.553552,186.022589,123.109933,126.233478,56.88939,43.602659,281.898,46.736666
2019-11-25,64.362334,64.631398,143.09525,90.04,199.884707,50.864,114.853129,110.102775,54.376814,46.168557,102.826153,87.953665,26.121798,40.733955,43.836032,110.184709,36.174795,28.294165,51.207324,50.967403,37.254438,186.852427,33.912643,31.466,67.28985,363.998,97.89,29.359039,75.456526,167.198317,249.44304,281.169077,52.192081,71.855162,192.339477,272.899672,146.091116,112.726159,66.824419,91.667801,100.142018,328.409019,91.42567,178.350263,84.910411,187.202762,125.394837,126.979228,57.835983,43.98114,284.935,47.185228
2019-12-02,65.195613,66.380885,143.445001,87.58,199.299843,51.895,117.267309,112.843645,53.556578,46.092259,104.620514,88.614463,25.965827,41.37634,44.67335,112.206297,36.54759,28.747467,50.11349,49.778104,36.045786,182.734648,33.981774,30.735,68.578839,351.98,96.995,29.778454,75.483017,167.946273,250.688333,279.408342,52.067888,72.646326,191.561007,268.471345,142.313063,113.854948,66.25314,93.066807,101.941425,324.906818,89.745753,179.582649,88.098298,187.380543,127.318966,125.21575,58.194154,46.306101,285.443,47.196481
2019-12-09,66.264907,66.751597,146.072857,88.047,192.420256,51.686,118.102665,114.322712,54.714558,45.600563,105.698816,88.576917,25.992952,41.119386,44.67335,112.680086,36.703202,29.404894,50.977972,49.487587,37.246215,182.564091,33.474813,29.85,69.313314,339.634,97.716,29.630772,76.25127,169.467977,255.42134,284.882975,51.530018,76.12177,193.99475,265.672351,141.924661,112.075445,66.908207,93.420673,105.498587,324.579274,90.578076,183.226612,88.797635,190.589707,127.576662,127.68111,58.577907,49.295335,287.664,47.403824
2019-12-16,67.298076,66.967186,148.795239,89.325,204.504142,52.216,122.012132,114.682034,53.267083,45.210597,105.606149,89.868476,26.603275,41.971391,45.124845,112.663749,36.703202,29.84887,52.001236,48.661433,39.013972,188.627389,33.866556,33.69,71.170684,326.046,98.72,30.203776,76.525015,169.485171,261.782716,287.269107,52.376186,77.005798,199.173625,268.366667,142.409442,116.444522,68.01268,93.601721,107.422953,324.579274,89.646485,187.163156,90.786659,193.379491,131.296073,129.470909,58.714353,49.055887,292.178,48.362471
2019-12-23,69.793095,67.136683,150.260411,93.49,206.288472,52.178,121.753172,116.269733,53.991477,45.710771,106.221118,90.334038,26.664307,41.606246,45.436786,112.353335,36.489617,30.181852,52.998037,48.534332,39.27708,187.586992,34.64236,32.909,71.108512,328.173,98.487,30.265722,77.178471,170.370683,264.80683,289.356973,51.671046,76.962464,197.919879,267.711293,141.313836,117.699469,67.944126,93.725633,107.106391,330.56745,90.822427,188.156158,92.248909,193.516246,131.467594,130.093829,58.995773,49.542507,294.119,48.633728
2019-12-30,71.630642,67.477659,149.939018,93.7485,206.85351,52.507,120.525198,116.343372,57.806617,45.286895,103.264213,90.867182,26.399834,40.842146,44.894993,110.793099,35.970908,29.797642,53.015679,48.806691,39.449865,186.700096,34.573229,32.59,70.914227,330.777,97.81,29.803329,75.845067,172.012748,259.053856,289.058706,50.981577,75.419748,195.412385,265.544917,142.041008,118.489622,67.563273,94.163874,106.506588,347.482156,89.127238,186.010564,92.566789,187.134385,132.559718,130.234206,58.006541,48.834377,293.709,48.913735
2020-01-06,74.737374,70.820022,152.510158,94.158,216.16177,51.619,121.176776,114.434311,56.35783,44.506963,104.435181,87.43554,26.77959,40.303833,45.584548,109.894534,35.510173,29.661034,51.992415,49.653144,39.035737,191.211325,34.713378,32.905,69.577542,327.954,99.521,30.15763,75.377052,178.194134,264.055275,299.791639,50.950237,78.227838,195.240303,270.56035,140.218229,119.830888,67.837487,98.099772,108.297665,347.557743,88.478179,184.113221,91.640395,190.617058,135.973679,128.207522,59.822976,50.740147,296.715,49.657503
2020-01-13,76.760362,73.325802,157.954924,93.236,220.206253,51.185,124.61009,116.225632,57.033931,41.692428,106.490693,86.78976,27.471289,41.082717,46.742016,115.39212,35.076899,29.63542,52.574617,50.273239,40.601142,197.769238,36.658191,33.967,70.696627,322.218,100.701,30.638039,78.925149,182.243414,267.043601,311.824925,49.344086,83.124661,197.887101,277.332551,139.937056,120.415202,67.935684,98.422251,109.713865,357.493244,90.562804,186.195667,94.937269,195.193763,140.221781,130.564611,60.701346,51.899166,302.399,50.418773
