,AAPL,GOOGL,MSFT,AMZN,META,XOM,JNJ,JPM,GE,WFC,PG,CVX,PFE,VZ,KO,PEP,WMT,BAC,INTC,ORCL,CSCO,HD,CMCSA,NFLX,MRK,BA,IBM,MO,ABT,MCD,UNH,MA,GILD,QCOM,AMGN,COST,DIS,MMM,ABBV,MDT,TXN,LMT,UPS,ACN,NKE,LIN,DHR,CAT,CL,BMY,SPY,CWB
2021-08-02,142.663672,134.545453,277.79382,167.247,360.345615,48.134,150.398598,138.979011,63.509933,43.425433,124.366947,83.040311,34.592172,40.259486,48.852459,131.732063,45.418467,35.523185,49.664117,83.684902,48.337332,291.242141,46.714786,52.055,64.544743,231.33,113.114,32.173217,110.84877,210.622807,380.252639,363.614564,57.30677,131.312462,196.621404,416.62529,171.738729,138.592462,95.261331,109.987748,168.332998,316.393625,153.656019,292.632697,159.080231,285.829501,265.801442,191.181141,69.794614,55.505322,413.485,78.075232
2021-08-09,145.553261,136.516971,281.047192,164.6985,360.018488,47.944,153.126642,141.167379,63.752987,44.850094,126.328182,83.048456,37.209419,40.733384,49.361338,133.601389,46.935311,36.832633,49.268057,84.488845,49.102521,292.548951,47.21624,51.592,65.639881,234.46,113.705,33.022563,111.656295,212.905015,375.260404,352.177885,59.28976,133.430984,196.219875,424.386728,175.568504,140.306243,96.950982,109.731246,164.616691,312.836873,154.756981,294.105726,158.058362,289.128216,272.704253,200.558973,70.513597,55.008284,416.69,77.568015
2021-08-16,144.664907,136.22159,292.652485,159.9975,356.241655,44.541,155.898126,136.525921,60.793808,42.223376,127.603425,77.844794,37.393624,40.478208,48.852459,135.16343,47.537971,35.717833,47.904872,83.142707,50.624203,290.712353,47.287876,54.688,67.316813,212.67,110.473,32.934231,114.614198,212.610824,393.617175,344.644045,60.356243,127.551188,192.440455,434.972231,169.789907,136.852195,98.898658,111.065053,161.362742,312.129018,154.981208,302.471077,154.468009,293.286654,278.136539,188.052138,69.945511,56.385324,414.298,76.635097
2021-08-23,145.065154,142.738305,288.190967,167.4815,369.386225,47.1,151.135009,143.876367,64.463919,44.351462,125.158477,81.42747,35.766479,39.931403,47.998576,132.252743,45.990516,37.593528,49.636485,83.525983,51.31983,285.538089,47.279917,55.892,65.280539,221.75,110.711,33.654476,113.044514,211.710422,383.586903,345.362478,59.389743,130.028781,191.794769,426.774863,174.657114,137.479505,99.531236,114.40812,166.204409,316.341191,155.029329,305.208001,154.529269,293.931445,276.025906,195.291971,68.73833,54.2668,420.737,79.071552
2021-08-30,150.629565,142.47613,289.556345,173.9025,372.984626,46.339,152.979078,140.735,63.649689,39.329534,126.688768,80.478144,35.950684,40.412592,48.930084,135.00701,46.847423,36.505588,49.286478,84.133614,51.667643,293.166631,49.12654,59.053,66.101893,218.17,110.846,34.632922,116.991408,214.072238,387.34253,330.314216,59.956312,130.435944,194.885455,438.345945,175.490939,137.014309,92.905809,115.109223,165.64609,313.35688,158.269466,312.182158,150.573364,293.886653,287.55654,193.034685,69.155518,53.460132,423.381,80.435614
2021-09-07,145.426353,139.637798,284.335216,173.4575,375.393472,45.588,145.926169,138.855474,61.978695,39.472,126.759126,79.305931,34.991283,39.537702,47.964075,133.606148,45.792768,35.811938,49.590431,83.834473,50.337257,294.595456,47.200321,59.872,62.842144,210.3,108.813,34.381516,116.864382,214.394933,371.282867,337.265542,59.148118,128.677318,184.020701,440.81937,178.515976,130.07866,88.794048,112.125258,166.317817,304.449094,154.997248,310.900077,150.850001,291.083089,285.445906,188.11637,68.383277,51.439386,416.242,79.002341
2021-09-13,142.585575,139.562466,288.335197,173.126,361.545082,46.584,143.985964,139.137844,61.049014,41.377484,126.943817,79.875527,33.686497,39.574156,47.309318,132.463114,45.42866,36.016476,49.977281,80.758922,49.432943,297.896842,45.457172,58.935,61.87738,213.36,107.391,33.633799,115.040644,217.361933,386.220221,333.04232,60.266086,120.488434,188.867656,435.46502,177.88576,127.921842,89.668005,110.894052,171.203103,300.136036,152.406742,304.971589,144.238383,290.032924,280.722931,183.289815,67.664294,49.956419,413.801,79.356124
2021-09-20,143.425118,140.965029,287.835199,171.276,349.887454,48.637,143.645117,143.867543,63.121482,42.668582,126.249029,83.045453,33.724873,39.639773,46.831358,132.523273,44.938999,37.474921,49.940438,84.077525,49.328599,299.512037,44.764689,59.239,63.543442,221.39,109.186,33.530012,112.8449,220.884686,374.1968,347.721657,59.912619,120.740954,183.900173,443.273842,170.643123,127.604663,89.118661,111.713612,175.041542,307.65308,150.794694,308.454121,137.940287,290.914312,280.69698,180.601258,68.019347,49.076417,416.154,79.66455
2021-09-27,139.256691,135.342882,277.979476,164.163,340.02407,51.457,140.245387,147.476585,64.349858,41.867211,122.757503,86.124574,32.949677,39.588738,46.075313,129.730143,43.018019,38.310859,49.608853,83.890562,47.946042,292.740645,45.536768,61.315,70.268119,226.0,113.816,31.731043,106.348402,217.756338,360.730201,349.682786,57.699244,116.078341,184.167057,424.870041,170.652818,124.531551,90.799988,109.385172,169.057067,306.139109,145.557542,295.387807,135.607318,279.278115,261.691778,178.316444,67.087332,48.884893,407.089,77.896542
2021-10-04,139.500744,138.556882,283.508296,164.431,327.176888,52.513,140.647412,151.108332,63.68094,42.739815,124.64838,89.19544,32.581267,39.276898,47.031232,134.09602,43.83726,39.431371,49.562799,88.544411,48.217418,296.716508,43.731461,63.266,69.60342,226.39,113.736,32.333006,107.419054,222.032046,375.465326,345.050327,57.270034,114.130324,179.888306,428.205848,171.360599,124.721858,92.539579,107.632397,170.322007,311.376394,147.16157,295.687868,140.605221,277.721621,259.484467,179.078049,67.096208,47.036615,410.483,77.805732
2021-10-11,141.394596,140.125473,292.508255,170.451,321.932937,52.859,140.97078,147.90365,63.492427,43.078172,127.014175,90.483222,31.844447,38.561298,47.344078,136.485221,44.116619,41.236641,50.161495,89.426197,48.366237,310.978141,43.187816,62.829,67.617957,217.04,114.84,33.696071,107.014048,217.146803,393.491265,346.061292,56.916568,117.422111,178.93269,428.717592,171.089122,128.239021,92.102983,109.763221,169.632833,321.824557,155.390235,311.731911,145.704558,289.020266,260.878103,182.61997,67.682046,47.940217,417.992,79.304092
2021-10-18,145.153013,136.357386,297.267848,166.7775,321.784243,53.307,143.085778,152.493181,63.273509,45.108313,124.624489,93.116572,33.126207,39.048201,47.318008,137.482153,46.561787,42.303796,45.556143,92.165361,48.24368,324.804914,43.347711,66.478,70.052307,212.97,101.554,33.363953,115.421058,213.731615,412.877653,348.656752,56.588348,118.702752,180.137972,456.7687,164.263397,127.435501,91.942921,105.759334,173.663194,329.728896,163.458497,322.648274,150.748567,294.561758,271.265445,185.132258,67.422044,47.31591,424.788,79.767221
2021-10-25,146.236609,146.744778,318.863901,168.6215,320.753296,54.447,142.351646,150.815383,63.772156,45.55352,126.535935,94.511669,33.571369,39.092465,48.986522,138.883015,46.900783,42.490548,45.13245,89.99842,48.99653,329.907862,41.117167,69.031,76.008696,207.03,99.347,30.520199,117.397571,220.10484,423.274051,326.153047,54.602202,119.983392,178.183694,466.572571,163.92405,125.941235,96.601564,102.984107,164.559708,292.513366,171.205953,327.208158,154.261853,299.296875,269.87181,188.232404,68.038219,47.973076,430.535,79.894355
2021-11-01,147.89694,147.543694,323.133112,175.9495,338.160435,54.912,142.832328,149.181972,66.125529,45.08583,129.234967,94.718045,37.636691,38.539166,49.39496,142.664484,47.155031,41.770219,47.22659,89.069731,49.959478,326.943715,43.091878,64.572,70.4494,224.46,102.679,31.274382,113.280595,228.315634,418.990478,339.052579,55.814088,147.03016,184.037919,487.05643,170.284384,128.140344,98.716066,105.664821,169.755961,299.176601,166.995379,336.026973,163.685944,311.289378,252.827912,189.957783,69.51168,48.835605,439.235,80.98923
2021-11-08,146.635788,147.371224,323.767725,176.2575,337.922524,54.637,144.213195,148.125581,65.426207,45.550632,129.69513,94.297039,38.50386,38.612939,49.195086,139.785411,46.379733,41.716861,46.660836,87.747052,49.740626,330.69771,42.772087,68.261,72.512555,220.96,100.157,31.080647,116.996803,224.694279,421.913603,353.351909,56.790329,148.752712,181.98894,490.900713,154.771373,129.45135,98.539156,102.511545,166.841846,298.446021,170.981389,338.553149,155.921674,316.005742,263.474938,193.08561,69.681352,48.819176,438.054,80.807518
2021-11-15,156.959635,147.617539,330.515501,183.8285,342.294135,51.94,142.360386,142.852502,60.786352,43.637791,129.925211,93.449598,39.332316,37.521094,47.90894,140.782344,44.694168,40.374025,45.928137,88.150422,46.615423,362.699856,41.500916,67.88,69.663847,214.13,97.707,30.028942,115.530358,225.841639,404.457581,330.235793,57.80865,166.844014,178.907031,506.676511,149.312732,127.356979,97.924181,100.71581,171.300793,300.540935,168.021941,337.239902,161.260762,311.476908,271.914654,184.938498,68.940156,47.504845,439.572,79.281133
2021-11-22,153.303273,140.93331,317.578475,175.228,330.220163,52.437,140.046799,143.749103,59.497166,43.28919,130.500415,95.620708,41.809943,38.214563,46.692315,138.48768,45.482021,40.694171,45.241812,86.611988,47.858501,357.383914,40.853339,66.564,68.33445,199.21,97.505,30.264191,114.655956,224.102672,404.374851,315.119913,59.138359,158.492794,174.574994,518.38971,143.602005,124.720733,98.151637,95.414526,165.24435,301.667612,165.466996,322.474998,154.935003,300.581451,280.423618,183.360745,68.815135,46.436951,430.273,77.54578
2021-11-29,158.220787,140.753405,311.15331,169.4895,304.168933,52.129,140.205143,140.517788,56.414064,42.681371,132.633093,95.537204,42.018992,37.934225,46.888011,142.512374,43.162406,39.201182,45.677721,82.775282,49.224136,363.41569,41.396984,60.213,63.310366,198.49,100.056,30.388735,118.654524,224.732172,414.371841,313.117424,58.540832,159.789001,175.746988,502.063372,141.769531,122.638738,100.122926,91.823056,169.738406,296.255847,161.783682,329.606657,157.264265,301.708123,270.884576,182.502669,68.556163,46.264446,425.07,74.29777
2021-12-06,175.436976,146.70067,329.966424,172.212,326.879499,53.944,145.580055,141.876006,58.955951,44.871305,137.570994,98.818921,40.865348,37.026813,49.287584,146.198263,44.44552,39.782006,46.920526,96.274107,51.867865,370.17944,38.734722,61.166,62.68883,205.06,104.476,31.198271,122.388949,238.829197,441.033218,340.151032,59.121527,166.460833,183.082801,530.43513,148.061996,125.843447,105.699819,96.600226,172.038099,306.080455,168.537766,346.040479,156.174205,314.220496,274.82311,187.72494,70.967282,46.297304,441.307,75.817579
2021-12-13,167.312812,140.479336,311.914311,170.0175,330.884331,51.392,147.990408,139.159571,55.611363,42.860141,139.340851,94.860819,46.052878,39.225257,50.557431,145.618557,43.726979,39.210117,46.94835,90.636307,52.927108,345.744389,38.974565,58.673,65.958872,192.63,107.263,33.384711,124.884638,235.881801,449.231753,339.558062,61.388312,160.051529,193.161948,519.794534,144.232221,124.173588,109.120089,86.461628,163.523969,305.423706,166.506705,361.361689,149.061101,314.060563,271.291413,185.796575,73.655234,50.568879,432.648,74.599889
2021-12-20,172.337867,145.625206,322.404573,171.0685,332.321708,52.24,148.008002,139.603433,57.212085,43.22662,141.677063,97.207289,45.456699,38.863768,50.986552,146.899101,43.960189,39.692648,47.588302,84.163625,54.520349,353.844849,39.997897,61.409,65.993729,204.22,109.983,32.93271,126.75185,239.712514,456.849289,350.513429,61.617849,165.428826,194.281854,522.414342,148.953994,124.329915,112.119143,88.97521,164.489489,307.979701,171.020174,367.809365,153.042591,319.084328,277.679629,190.253035,73.932066,50.971393,442.743,76.39814
2021-12-27,173.599019,143.578851,323.974741,166.717,333.422046,52.385,150.48873,140.571052,57.498145,42.886957,144.756614,97.992229,45.719947,38.3326,51.853551,150.299463,45.598966,39.755199,47.764521,81.80907,55.474542,369.831896,40.237741,60.244,66.786735,201.32,112.534,33.419296,128.19097,241.623364,463.083495,349.288605,61.728367,165.546511,195.306263,538.864077,150.175644,126.220054,114.065159,89.450782,165.428676,315.425813,172.753024,378.059984,153.966371,325.91439,284.979987,190.751273,76.209234,51.21783,446.844,76.113723
2022-01-03,168.319778,135.812716,302.51257,162.554,328.901741,58.969,153.02224,149.281377,61.716015,48.956203,144.013274,104.405354,43.141667,40.496735,52.834399,150.619599,45.661996,43.94607,49.563806,82.395448,53.828968,350.761506,40.212015,54.106,69.976185,215.5,113.519,35.097665,123.472843,240.713006,422.930041,359.801739,60.580683,163.31955,197.320356,508.945113,153.026159,127.868596,113.627095,90.929379,157.502635,319.623681,175.831855,338.1154,145.005708,316.365474,256.101738,206.851736,75.405528,52.064426,438.499,73.122754
2022-01-10,169.199652,138.254563,298.813525,162.138,329.010783,61.529,147.647329,141.002852,62.78722,51.896972,141.420433,107.687071,42.545488,39.779979,53.762701,151.969361,45.715571,42.811229,51.65988,82.564927,54.031498,331.503976,41.521617,52.569,70.917334,225.96,112.997,35.83107,117.144401,232.285437,432.23524,362.2254,61.014253,170.815176,204.326275,477.440976,147.315432,127.008796,115.648842,93.860632,164.147168,330.699661,166.466406,323.091609,136.885684,309.168508,254.057567,211.234384,74.521451,53.804603,437.211,72.682366
2022-01-18,158.77804,129.205801,285.163661,142.643,300.53088,61.785,145.034647,129.562947,58.611955,47.972967,144.68391,105.975234,40.87309,39.690384,52.93949,150.740731,44.180794,40.139436,48.265353,77.414623,49.910452,311.096877,39.954915,39.75,69.697326,205.44,108.905,35.485524,115.014669,229.473243,425.300147,345.619915,58.24281,149.305988,197.693658,457.146958,133.198592,122.681373,112.33778,91.309836,154.167203,329.439413,162.766974,306.880339,132.054316,297.399351,242.918566,198.491322,75.123792,52.652772,412.053,69.673048
2022-01-24,166.520926,132.178937,296.944736,143.978,299.08359,64.448,151.122108,130.929306,56.05567,48.43777,142.797735,109.064891,42.385276,39.496263,53.281035,149.399622,43.339345,40.988334,44.267972,75.776318,48.968247,326.638353,39.946881,38.436,70.499045,190.57,113.241,35.598355,114.575926,230.825259,429.809802,372.319122,58.540357,151.007894,198.926422,467.417364,134.410546,115.895349,117.393746,89.174085,156.645989,348.920003,159.78486,313.481883,134.788704,296.28923,243.490241,186.503406,74.56712,53.78803,415.788,68.617952
2022-01-31,168.749578,142.033554,294.709896,157.6395,235.026112,69.696,150.981357,136.242923,60.261367,50.576682,143.714131,113.465565,41.347684,39.802378,53.386125,149.24388,43.909765,43.141852,44.866859,77.311052,48.563187,320.516223,39.63354,41.017,68.459889,206.45,115.472,35.393848,118.561176,234.403596,445.588984,372.017381,54.323683,162.468597,192.823372,494.11642,137.697365,114.211278,119.717448,88.828215,151.459504,345.529759,181.175479,317.733569,134.308338,280.333603,249.137697,183.953772,72.834254,53.854322,422.139,70.327792
2022-02-07,165.078768,133.10225,284.210001,153.2935,217.638799,69.434,147.532969,137.457464,58.934533,52.354452,139.052074,115.912239,39.615762,39.809844,52.799368,145.860822,42.649168,42.820165,44.511737,75.088983,47.46248,312.157333,38.259663,39.131,66.786735,212.3,113.089,35.520783,114.703893,229.987009,440.940996,359.918542,52.767934,149.04346,198.110367,484.514911,144.920611,113.365689,120.875043,89.053031,145.256927,351.617999,172.067944,300.982838,129.495446,277.276068,236.171069,186.577577,71.406659,55.420481,414.387,70.621551
2022-02-14,163.767065,129.256848,277.934487,152.6015,204.36536,66.966,144.628791,135.867844,56.414767,49.948177,142.263911,112.581077,37.860436,40.190621,54.769821,145.108071,43.487465,41.068755,42.091301,70.21173,50.377151,309.109635,37.472295,39.129,66.551447,209.03,105.981,36.486904,106.751674,225.876879,431.423687,360.093747,51.900796,151.759267,193.303393,487.366845,146.753085,105.909571,122.594412,86.96916,147.324453,342.982639,169.965341,293.668109,132.054316,284.924609,231.20789,177.96445,71.424616,55.97568,408.525,69.217015
2022-02-22,161.368802,133.277694,286.988859,153.7885,208.647754,67.382,146.966083,132.143847,58.654559,48.583423,140.787,118.453991,37.228518,40.407141,55.041305,145.687776,42.980075,40.228794,44.5865,71.887698,49.34689,282.179393,37.817773,39.08,66.507875,201.48,105.836,36.303552,111.888625,224.840333,438.746113,359.256659,51.960305,154.737601,198.784569,491.94895,144.978785,107.982994,127.284373,91.517359,150.929369,363.421728,170.444322,294.884183,128.22063,279.872621,241.879157,173.430738,70.158636,57.0115,411.837,69.914693
2022-02-28,159.72428,130.747133,279.797487,145.641,198.318461,72.792,150.047058,120.025228,54.254098,43.806787,138.028913,133.870393,37.954053,41.146296,54.796094,144.355457,45.009636,36.770852,44.922931,72.019515,49.760756,288.960966,37.930254,36.173,67.823741,180.84,107.916,37.720999,110.974577,213.728379,459.864948,321.947852,52.589406,147.501671,203.933022,499.563612,136.436933,105.271043,128.15257,93.65311,150.187181,409.406832,170.801528,287.249433,121.457943,264.763695,236.067128,181.404138,69.458307,57.475547,406.587,68.327358
2022-03-07,151.46251,128.729028,270.347347,145.5245,185.976839,73.511,149.931964,115.104551,56.215677,43.51947,127.423623,144.20706,39.217888,39.60079,50.723825,133.886965,44.773274,36.214126,42.829581,73.271783,48.158126,284.007804,36.170727,34.032,68.198458,176.23,105.649,35.598355,104.219761,205.625535,446.630106,316.136905,49.307881,138.483943,200.378138,501.388849,127.739951,101.131372,126.875811,89.770712,150.522933,392.329969,165.532733,284.890433,113.541603,265.193167,227.388062,199.177405,66.234996,57.069506,395.204,66.93874
2022-03-14,160.517175,134.929051,290.000548,161.2505,214.605437,68.1,154.792469,125.115584,58.232082,46.168169,133.589283,136.469326,42.525703,37.928358,53.035871,141.777526,46.012604,38.521845,44.343522,76.906184,49.28525,305.479401,37.689223,38.06,69.552405,192.83,109.74,36.444592,111.925187,216.547154,468.135169,340.762859,51.158972,139.983867,206.857483,533.644212,136.029716,106.411784,135.506702,95.270055,159.128787,380.838161,178.42464,296.200834,121.513496,294.379906,253.087452,204.814414,64.825359,58.851115,419.491,69.853918
2022-03-21,171.030374,140.427793,293.137724,164.7735,219.889039,73.753,156.633972,126.740925,57.27566,47.191734,135.973693,142.865403,41.176052,38.286736,54.29779,143.911287,45.383031,39.26714,48.43677,76.953262,48.404685,278.530082,37.865979,37.385,71.51299,188.95,111.947,38.463122,108.726018,218.958067,474.526567,339.721366,50.719876,143.601867,209.081475,528.282578,134.905023,107.947121,137.3197,94.342682,163.369865,405.394529,174.82822,299.638757,123.791179,301.067353,249.268934,207.085906,67.141833,60.723876,427.201,70.368902
2022-03-28,170.629032,138.918674,298.67846,163.56,222.892662,71.953,157.758351,120.837899,56.343606,43.734958,137.984428,138.570412,40.232076,38.913898,55.480287,147.847858,47.774775,36.725955,44.960312,77.216897,49.012275,270.649693,38.323938,37.347,73.429615,190.76,110.925,37.810353,108.387821,225.909836,474.119589,354.273067,51.374215,133.620551,212.872768,547.162375,132.830158,107.394687,138.468783,97.874226,160.878232,398.531614,167.757155,311.461189,123.62452,304.836126,252.875371,203.757475,68.61432,61.622738,427.419,71.108106
2022-04-04,166.498147,132.115995,286.660662,154.4605,220.394599,75.173,161.237729,120.096202,54.668344,43.752915,142.441852,143.388565,43.040598,40.45329,56.327449,150.782868,49.799533,35.621483,43.941673,76.507563,48.124413,278.915585,38.313999,35.588,77.087029,175.2,108.862,38.814612,112.656425,227.912888,504.985136,343.360658,53.638572,124.257386,220.665494,570.424642,127.856299,107.480781,148.921185,97.830734,153.836275,412.418293,155.035733,309.888522,118.652503,300.198363,259.464053,201.217112,72.053117,64.92008,422.37,69.413741
2022-04-11,161.799511,125.616131,270.115679,151.7065,208.350366,76.03,159.272279,113.465676,55.332357,41.615998,141.080603,144.789289,41.441301,40.680004,57.377577,149.711633,49.695131,33.735798,42.680055,75.099159,45.3671,273.007534,38.443275,34.113,76.410056,181.94,107.865,39.438688,108.003082,227.051848,494.681205,348.770291,53.225305,124.457376,222.416668,561.250924,126.49891,105.737384,139.328032,94.829792,153.438674,417.905051,152.640826,292.974371,123.568966,300.859551,240.122802,211.211677,72.672639,64.70304,413.14,69.386115
2022-04-18,158.373422,118.583987,264.517026,144.35,182.507307,73.693,160.724233,114.086444,54.26019,41.60702,144.270158,135.811155,37.548378,39.229036,57.580543,149.929363,49.62553,33.726818,43.493098,72.036588,45.535554,269.053891,36.665738,21.552,74.370344,176.92,117.828,39.833218,109.79258,226.743686,481.842913,342.298225,53.595523,120.730291,219.203263,543.483381,114.670239,107.021614,133.044493,93.768589,153.129429,398.361828,151.934531,285.023428,119.50432,292.54747,229.355508,201.50202,73.243345,63.233844,402.052,66.816941
2022-04-25,154.320847,113.106557,267.885871,124.2815,198.724892,73.796,159.768068,107.383944,45.41481,39.173808,143.643869,132.19965,38.281714,34.989489,57.015768,149.546157,48.401184,32.038682,40.73623,69.380469,43.425456,269.313881,32.124939,19.036,77.975007,148.84,112.68,39.861911,104.157956,225.828264,470.382795,354.189672,51.090094,126.984521,204.178186,506.299008,108.23234,103.47025,126.082813,90.776344,150.425741,386.146197,146.113689,275.449282,115.458191,294.663272,217.712612,196.136086,69.585693,62.833155,388.802,65.315954
2022-05-02,154.184868,114.729169,265.192726,114.7725,201.996165,79.371,156.147036,111.306481,47.656615,40.218517,139.57299,144.02986,38.25831,36.478243,57.130488,148.413958,47.488033,33.628044,41.727,68.520302,43.735764,263.854089,32.318852,18.097,77.711251,148.9,117.334,40.579239,103.029196,227.296565,462.123001,338.340907,52.674283,127.793572,207.07638,479.294871,106.933125,107.279895,131.190334,89.984791,148.957778,401.614564,146.064979,271.212447,106.004878,291.546242,216.074111,199.964904,69.396037,64.001833,388.18,63.435703
2022-05-09,144.215005,115.030497,252.055198,113.055,196.890997,77.706,156.571998,107.141035,45.719403,38.494222,137.443608,141.650317,39.26243,36.410228,57.995299,151.296712,47.00858,31.58073,41.067657,67.272588,43.939681,265.3961,33.51465,18.764,79.487207,127.2,115.262,38.047072,100.835914,222.094067,448.970227,324.383078,53.69884,122.657466,213.117932,473.496028,104.063218,107.114883,131.765467,89.306317,150.994883,388.871704,145.779059,262.986385,104.634564,291.650143,216.030764,190.350938,70.80491,63.275583,379.101,61.436059
2022-05-16,134.88235,107.950774,244.36017,107.591,191.855218,80.329,156.687092,105.566622,45.84124,37.618532,126.859323,142.773086,41.268023,37.43044,53.812437,141.272391,37.848178,30.404421,39.230916,64.871684,38.070418,257.470884,33.942875,18.635,82.247851,120.7,110.845,36.648282,103.919356,212.006298,449.27546,327.677594,54.964469,119.630346,218.448969,396.520906,99.302663,104.233268,129.628034,89.18454,151.057153,379.024136,140.047463,253.705699,99.995867,297.704738,218.293457,184.286314,67.851695,63.601143,367.692,61.648003
2022-05-23,146.695217,111.329316,264.368755,115.1465,193.431377,85.34,161.356073,118.098947,47.979483,41.428232,133.059584,151.671944,42.400593,38.843623,57.07754,149.598413,40.794747,33.241928,41.96248,68.794421,40.446494,276.539813,35.680013,19.519,81.834633,132.23,120.154,39.044157,107.085391,228.284495,469.050869,348.731303,55.791003,127.048155,225.298117,448.253444,105.992649,108.349551,128.761043,86.183597,158.316009,402.624342,149.455469,278.924954,107.393709,311.353553,231.028687,202.284552,71.220347,63.559405,391.879,63.739796
2022-05-31,142.51905,113.534264,261.253299,122.35,189.119244,86.652,157.194977,117.10032,46.88904,40.462266,130.527587,151.093434,41.842173,38.397752,55.568533,144.57022,39.79139,32.683806,40.869854,67.858636,40.118454,275.236917,34.686208,19.898,79.047614,139.25,121.802,38.606587,106.975268,226.350737,449.164466,348.770291,54.62869,129.051163,219.28746,453.480973,105.362433,105.784121,126.331751,83.052178,153.298858,398.065414,151.879115,279.658605,112.263564,314.649533,230.647236,207.650487,71.283566,62.749678,387.425,63.481889
2022-06-06,134.431402,110.184468,244.776209,109.65,174.041649,87.85,153.746703,107.55488,43.392313,36.183124,127.002474,149.221781,39.301755,38.405309,54.191895,142.526856,38.641973,29.956392,36.904376,63.463279,38.558046,260.946394,33.635845,18.294,76.647436,127.0,117.497,35.106027,100.606491,216.343767,448.258016,326.28376,52.295455,121.722241,211.83813,441.159621,96.374582,99.754637,122.923876,80.668821,140.355677,386.825455,141.69325,262.289417,106.490275,294.731526,218.016038,200.458644,69.206381,62.682896,367.852,61.755433
2022-06-13,128.971015,106.201783,239.609582,106.22,162.31463,75.31,150.99343,101.689068,40.206271,34.738688,118.422314,126.23448,36.596171,37.052584,52.823533,137.738542,37.559237,28.827496,34.822736,64.011517,38.469386,244.247052,31.276569,17.551,75.005589,136.8,116.488,33.134464,94.090883,213.609622,419.623564,302.832267,51.0224,110.564369,207.169059,425.334206,91.468592,94.094748,118.700513,76.737151,133.612769,363.284483,140.072027,252.541028,99.631013,275.571938,206.849955,179.460699,66.86729,61.580999,346.748,58.404077
2022-06-21,138.872256,116.938082,259.008622,116.46,168.678743,75.992,162.425306,105.548629,40.864192,36.797009,129.149751,123.163268,40.575897,38.511109,56.032232,145.692755,39.283361,29.179712,36.367483,66.828326,39.098869,255.316794,31.971425,19.085,82.548694,141.53,122.561,31.737712,100.441307,225.931501,460.07659,322.141248,54.988774,114.320213,216.568984,461.212764,94.803889,97.34864,130.769715,79.079337,138.727772,376.799411,150.085944,274.541389,104.800984,287.469654,222.880712,172.79986,72.593096,65.913457,369.703,60.989145
2022-06-27,136.19598,107.781773,251.152253,109.56,158.636926,76.56,159.957161,102.606726,38.753891,36.03868,130.724421,124.643575,41.142182,39.024994,57.223272,148.551711,38.937265,28.502374,34.229327,66.989017,37.768976,251.78025,32.553164,17.995,81.919363,139.84,121.75,30.896736,101.147929,230.543092,480.275255,310.191318,54.361128,112.885499,216.727856,462.536309,93.213806,93.116406,132.022989,80.096097,132.13609,389.81978,151.469715,257.373955,93.913414,270.604287,223.939445,166.092442,74.029063,64.589301,361.325,59.900334
2022-07-05,144.146382,118.304466,258.96992,115.54,169.392476,75.275,158.852288,103.795712,38.577017,36.273401,129.749199,121.461765,41.818578,38.635967,56.121115,150.735392,39.816792,28.710091,35.783493,67.934255,38.815629,258.447357,32.504359,18.6975,82.23846,139.07,121.189,30.362899,100.266945,230.798279,481.417,315.372072,54.779559,124.290105,219.313939,477.561883,92.942328,93.283086,131.207503,78.430715,138.354155,377.977359,151.805423,255.924994,100.17864,259.455512,228.894664,166.847026,70.759754,63.362071,368.367,60.926563
2022-07-11,147.214787,110.795053,248.385108,113.55,163.266273,73.928,158.807736,102.515964,38.33915,37.131035,129.793934,117.105918,40.701738,39.041534,55.55226,150.068887,40.982083,29.125525,36.376902,67.165188,38.529365,263.806303,33.268976,18.911,84.170772,147.74,120.715,30.706602,100.307039,232.411425,491.739112,324.65576,54.570344,131.929729,219.49929,497.948293,92.302416,94.30491,133.101954,78.115169,142.810879,358.222006,149.504597,249.886865,97.180613,262.583994,221.969507,161.518355,70.579129,63.589024,365.012,60.214674
2022-07-18,151.057645,106.951634,251.906928,122.42,167.796491,76.149,153.363562,104.158761,41.589988,38.972691,128.790778,122.669832,40.292754,34.014037,54.743419,148.744647,41.979091,30.191203,36.923215,71.114964,39.772825,276.599208,34.651794,22.044,79.871822,158.16,110.647,31.511014,100.657312,231.481815,483.997528,335.696614,53.001228,140.455769,217.080905,504.394626,99.593532,97.196454,128.639807,79.517596,145.799819,354.948929,153.917926,265.063037,101.283176,270.699089,237.642231,167.55884,70.391732,61.319489,374.452,61.703168
2022-07-25,159.311946,115.297628,271.625254,134.95,157.715021,84.763,155.502026,104.703334,45.078692,39.604632,125.089686,139.33605,40.034725,35.345521,57.036617,153.436492,41.928287,30.534387,34.20107,73.906393,40.586888,271.501894,30.519608,22.49,79.189308,159.31,112.838,32.074103,100.325475,240.030575,503.425748,345.370783,52.085911,132.560272,218.422491,516.310661,102.870655,103.805697,124.342283,81.095326,160.182546,372.096612,159.57583,281.858984,106.666629,286.303583,252.941795,185.97324,71.545695,62.017161,390.469,62.840341
