| date | open | last | high | low | volume | amount | exchange |
| 2021-02-19 | 168.14 | 167.01 | 170.07 | 165.73 | 0 | 0 | 0.00 |
| 2021-02-12 | 171.98 | 170.69 | 173.22 | 169.88 | 0 | 0 | 0.00 |
| 2021-02-05 | 175.02 | 169.81 | 175.26 | 167.34 | 0 | 0 | 0.00 |
| 2021-01-29 | 174.82 | 172.61 | 175.16 | 171.66 | 0 | 0 | 0.00 |
| 2021-01-22 | 172.71 | 173.9 | 175.51 | 171.92 | 0 | 0 | 0.00 |
| 2021-01-15 | 172.14 | 171.13 | 174.46 | 170.98 | 0 | 0 | 0.00 |
| 2021-01-08 | 181.97 | 173.34 | 183.21 | 171.48 | 0 | 0 | 0.00 |
| 2020-12-31 | 177.26 | 178.36 | 178.4 | 175.57 | 0 | 0 | 0.00 |
| 2020-12-24 | 176.29 | 176.35 | 176.94 | 174.34 | 0 | 0 | 0.00 |
| 2020-12-18 | 171.91 | 176.44 | 177.87 | 170.91 | 0 | 0 | 0.00 |
| 2020-12-11 | 172.56 | 172.49 | 175.93 | 171.24 | 0 | 0 | 0.00 |
| 2020-12-04 | 166.68 | 172.32 | 173.32 | 166.03 | 0 | 0 | 0.00 |
| 2020-11-27 | 175.1 | 167.79 | 175.24 | 166.78 | 0 | 0 | 0.00 |
| 2020-11-20 | 177.23 | 175.69 | 177.91 | 174.17 | 0 | 0 | 0.00 |
| 2020-11-13 | 176.42 | 177.16 | 177.8 | 173.64 | 0 | 0 | 0.00 |
| 2020-11-06 | 177.45 | 183.19 | 183.53 | 177.13 | 0 | 0 | 0.00 |
| 2020-10-30 | 178.75 | 176.2 | 179.43 | 174.83 | 0 | 0 | 0.00 |
| 2020-10-23 | 179.41 | 178.64 | 181.31 | 177.72 | 0 | 0 | 0.00 |
| 2020-10-16 | 180.57 | 178.3 | 180.83 | 177.1 | 0 | 0 | 0.00 |
| 2020-10-09 | 179.02 | 181.08 | 181.17 | 176.43 | 0 | 0 | 0.00 |
| 2020-10-02 | 175.83 | 178.54 | 179.5 | 175.09 | 0 | 0 | 0.00 |
| 2020-09-25 | 179.84 | 174.94 | 180.29 | 173.77 | 0 | 0 | 0.00 |
| 2020-09-18 | 183.57 | 183.2 | 185.01 | 181.48 | 0 | 0 | 0.00 |
| 2020-09-11 | 179.5 | 182.45 | 184.68 | 179.02 | 0 | 0 | 0.00 |
| 2020-09-04 | 184.79 | 181.64 | 186.99 | 180.05 | 0 | 0 | 0.00 |
| 2020-08-28 | 182.91 | 184.39 | 185.4 | 179.37 | 0 | 0 | 0.00 |
| 2020-08-21 | 184.69 | 182.03 | 189.4 | 180.47 | 0 | 0 | 0.00 |
| 2020-08-14 | 191.2 | 182.54 | 192.61 | 179.04 | 0 | 0 | 0.00 |
| 2020-08-07 | 185.05 | 190.81 | 194.45 | 184.2 | 0 | 0 | 0.00 |
| 2020-07-31 | 181.85 | 185.43 | 186.14 | 181.42 | 0 | 0 | 0.00 |
| 2020-07-24 | 170.76 | 178.7 | 179.16 | 170.27 | 0 | 0 | 0.00 |
| 2020-07-17 | 170.29 | 170.12 | 170.43 | 168.65 | 0 | 0 | 0.00 |
| 2020-07-10 | 167.75 | 169.19 | 170.856 | 167.19 | 0 | 0 | 0.00 |
| 2020-07-02 | 166.56 | 166.98 | 167.991 | 165.34 | 0 | 0 | 0.00 |
| 2020-06-26 | 165.06 | 166.54 | 166.99 | 164.22 | 0 | 0 | 0.00 |
| 2020-06-19 | 160.52 | 164.03 | 164.09 | 160.16 | 0 | 0 | 0.00 |
| 2020-06-12 | 158.9 | 162.62 | 164.06 | 158.47 | 0 | 0 | 0.00 |
| 2020-06-05 | 162.924 | 158.01 | 164.08 | 157.035 | 0 | 0 | 0.00 |
| 2020-05-29 | 162.58 | 162.91 | 163.4 | 159.2 | 0 | 0 | 0.00 |
| 2020-05-22 | 164.33 | 163.21 | 164.96 | 161.37 | 0 | 0 | 0.00 |
| 2020-05-15 | 160.34 | 163.93 | 164.8 | 158.89 | 0 | 0 | 0.00 |
| 2020-05-08 | 160.33 | 160.42 | 162 | 158.1 | 0 | 0 | 0.00 |
| 2020-05-01 | 161.88 | 159.78 | 162 | 157.8 | 0 | 0 | 0.00 |
| 2020-04-24 | 158.62 | 162.64 | 163.6 | 157.04 | 0 | 0 | 0.00 |
| 2020-04-17 | 159.17 | 158.57 | 164.42 | 158.12 | 0 | 0 | 0.00 |
| 2020-04-09 | 154.16 | 158.69 | 159.08 | 153.96 | 0 | 0 | 0.00 |
| 2020-04-03 | 152.41 | 152.65 | 153.09 | 147.85 | 0 | 0 | 0.00 |
| 2020-03-27 | 142.675 | 152.25 | 155.66 | 142.28 | 0 | 0 | 0.00 |
| 2020-03-20 | 137.56 | 140.11 | 146.2 | 136.12 | 0 | 0 | 0.00 |
| 2020-03-13 | 158.6 | 143.28 | 159.37 | 141.58 | 0 | 0 | 0.00 |
| 2020-03-06 | 150 | 157.55 | 159.25 | 149.04 | 0 | 0 | 0.00 |
| 2020-02-28 | 158.5 | 148.38 | 158.53 | 147.05 | 0 | 0 | 0.00 |
| 2020-02-21 | 149.88 | 154.7 | 155.222 | 149.47 | 0 | 0 | 0.00 |
| 2020-02-14 | 148.21 | 149 | 149.13 | 147.01 | 0 | 0 | 0.00 |
| 2020-02-07 | 148.66 | 147.79 | 148.78 | 145.8 | 0 | 0 | 0.00 |
| 2020-01-31 | 149.24 | 149.33 | 149.68 | 147.53 | 0 | 0 | 0.00 |
| 2020-01-24 | 145.77 | 147.98 | 148.38 | 145.551 | 0 | 0 | 0.00 |
| 2020-01-17 | 146.35 | 146.58 | 146.99 | 145.082 | 0 | 0 | 0.00 |
| 2020-01-10 | 148.44 | 146.91 | 148.61 | 145.44 | 0 | 0 | 0.00 |
| 2020-01-03 | 142.56 | 145.86 | 146.32 | 142.46 | 0 | 0 | 0.00 |
| 2019-12-27 | 139.53 | 142.33 | 142.73 | 139.53 | 0 | 0 | 0.00 |
| 2019-12-20 | 139.2 | 139.52 | 139.55 | 138.8 | 0 | 0 | 0.00 |
| 2019-12-13 | 137.8 | 139.05 | 139.85 | 137.45 | 0 | 0 | 0.00 |
| 2019-12-06 | 137.32 | 137.62 | 139.57 | 137.3 | 0 | 0 | 0.00 |
| 2019-11-29 | 137.32 | 137.86 | 138.134 | 136.58 | 0 | 0 | 0.00 |
| 2019-11-22 | 138.44 | 137.74 | 139 | 137.66 | 0 | 0 | 0.00 |
| 2019-11-15 | 137.61 | 138.21 | 138.94 | 136.19 | 0 | 0 | 0.00 |
| 2019-11-08 | 142.26 | 137.39 | 142.45 | 137.39 | 0 | 0 | 0.00 |
| 2019-11-01 | 141.25 | 142.56 | 142.9 | 139.55 | 0 | 0 | 0.00 |
| 2019-10-25 | 140.72 | 141.86 | 142.83 | 139.6 | 0 | 0 | 0.00 |
| 2019-10-18 | 140.45 | 140.46 | 141.12 | 139.21 | 0 | 0 | 0.00 |
| 2019-10-11 | 141.16 | 140.03 | 142.58 | 138.91 | 0 | 0 | 0.00 |
| 2019-10-04 | 139.77 | 141.9 | 143.25 | 137.8 | 0 | 0 | 0.00 |
| 2019-09-27 | 143.22 | 141.06 | 144.77 | 140.16 | 0 | 0 | 0.00 |
| 2019-09-20 | 141.6 | 142.95 | 143.03 | 139.81 | 0 | 0 | 0.00 |
| 2019-09-13 | 142.37 | 140.15 | 143.1 | 140.06 | 0 | 0 | 0.00 |
| 2019-09-06 | 144.96 | 141.92 | 146.82 | 141.86 | 0 | 0 | 0.00 |
| 2019-08-30 | 144.35 | 143.75 | 145.68 | 143.02 | 0 | 0 | 0.00 |
| 2019-08-23 | 141.33 | 144.17 | 144.33 | 140.85 | 0 | 0 | 0.00 |
| 2019-08-16 | 141.67 | 142.78 | 144.02 | 139.35 | 0 | 0 | 0.00 |
| 2019-08-09 | 137.93 | 141.26 | 142.47 | 137.05 | 0 | 0 | 0.00 |
| 2019-08-02 | 134.06 | 135.89 | 136.6 | 132.305 | 0 | 0 | 0.00 |
| 2019-07-26 | 134.56 | 133.64 | 134.95 | 133.09 | 0 | 0 | 0.00 |
| 2019-07-19 | 133.18 | 134.47 | 136.63 | 132.13 | 0 | 0 | 0.00 |
| 2019-07-12 | 132.18 | 133.53 | 133.87 | 131.158 | 0 | 0 | 0.00 |
| 2019-07-05 | 131.56 | 132.14 | 134.1 | 130.55 | 0 | 0 | 0.00 |
| 2019-06-28 | 132.77 | 133.2 | 135.55 | 132.26 | 0 | 0 | 0.00 |
| 2019-06-21 | 126.7 | 131.98 | 132.17 | 126.17 | 0 | 0 | 0.00 |
| 2019-06-14 | 125.46 | 126.56 | 127.63 | 124.884 | 0 | 0 | 0.00 |
| 2019-06-07 | 124.09 | 126.59 | 127.25 | 123.9 | 0 | 0 | 0.00 |
| 2019-05-31 | 120.8 | 123.33 | 123.4 | 120.46 | 0 | 0 | 0.00 |
| 2019-05-24 | 120.51 | 121.3 | 121.52 | 119.83 | 0 | 0 | 0.00 |
| 2019-05-17 | 122.63 | 120.65 | 122.85 | 120.33 | 0 | 0 | 0.00 |
| 2019-05-10 | 120.61 | 121.43 | 121.73 | 120.54 | 0 | 0 | 0.00 |
| 2019-05-03 | 120.88 | 120.65 | 121.55 | 119.54 | 0 | 0 | 0.00 |
| 2019-04-26 | 120.46 | 121.37 | 121.67 | 119.55 | 0 | 0 | 0.00 |
| 2019-04-18 | 121.2 | 120.37 | 121.82 | 120.15 | 0 | 0 | 0.00 |
| 2019-04-12 | 122.97 | 121.83 | 123.77 | 121.79 | 0 | 0 | 0.00 |
| 2019-04-05 | 122.4 | 121.98 | 122.43 | 120.96 | 0 | 0 | 0.00 |
| 2019-03-29 | 124.56 | 122.01 | 125.11 | 121.705 | 0 | 0 | 0.00 |
| 2019-03-22 | 123.3 | 123.97 | 124.42 | 122.65 | 0 | 0 | 0.00 |
| 2019-03-15 | 122.52 | 122.97 | 123.88 | 121.92 | 0 | 0 | 0.00 |
| 2019-03-08 | 121.56 | 122.84 | 122.89 | 121.03 | 0 | 0 | 0.00 |
| 2019-03-01 | 125.78 | 121.88 | 125.9 | 121.87 | 0 | 0 | 0.00 |
| 2019-02-22 | 125.98 | 125.5 | 127.21 | 125.05 | 0 | 0 | 0.00 |
| 2019-02-15 | 123.19 | 124.8 | 125 | 123.19 | 0 | 0 | 0.00 |
| 2019-02-08 | 123.99 | 124.21 | 124.42 | 123.4 | 0 | 0 | 0.00 |
| 2019-02-01 | 122.75 | 124.5 | 125.23 | 122.718 | 0 | 0 | 0.00 |
| 2019-01-25 | 121.18 | 122.86 | 122.91 | 120.86 | 0 | 0 | 0.00 |
| 2019-01-18 | 122.15 | 121.02 | 122.44 | 121.02 | 0 | 0 | 0.00 |
| 2019-01-11 | 122.16 | 121.8 | 122.335 | 121.06 | 0 | 0 | 0.00 |
| 2019-01-04 | 120.98 | 121.44 | 122.46 | 120.69 | 0 | 0 | 0.00 |
| 2018-12-28 | 119.57 | 121.06 | 121.08 | 119.57 | 0 | 0 | 0.00 |
| 2018-12-21 | 117.37 | 118.72 | 119.74 | 117.35 | 0 | 0 | 0.00 |
| 2018-12-14 | 117.7 | 117.06 | 117.95 | 116.58 | 0 | 0 | 0.00 |
| 2018-12-07 | 116.6 | 118.09 | 118.23 | 116.295 | 0 | 0 | 0.00 |
| 2018-11-30 | 115.84 | 115.54 | 116.24 | 114.59 | 0 | 0 | 0.00 |
| 2018-11-23 | 115.45 | 115.77 | 116.35 | 115.37 | 0 | 0 | 0.00 |
| 2018-11-16 | 114.01 | 115.62 | 115.88 | 113.42 | 0 | 0 | 0.00 |
| 2018-11-09 | 116.28 | 114.48 | 116.67 | 114.14 | 0 | 0 | 0.00 |
| 2018-11-02 | 116.41 | 116.65 | 117.07 | 114.66 | 0 | 0 | 0.00 |
| 2018-10-26 | 115.57 | 116.77 | 117.65 | 115.43 | 0 | 0 | 0.00 |
| 2018-10-19 | 116.12 | 116.01 | 116.6 | 115.63 | 0 | 0 | 0.00 |
| 2018-10-12 | 112.25 | 115.23 | 116.04 | 111.9 | 0 | 0 | 0.00 |
| 2018-10-05 | 112.4 | 113.8 | 114.33 | 112.15 | 0 | 0 | 0.00 |
| 2018-09-28 | 113.68 | 112.76 | 113.96 | 111.85 | 0 | 0 | 0.00 |
| 2018-09-21 | 113.6 | 113.49 | 114.37 | 112.79 | 0 | 0 | 0.00 |
| 2018-09-14 | 113.26 | 113.02 | 114.78 | 112.42 | 0 | 0 | 0.00 |
| 2018-09-07 | 112.75 | 113.23 | 114.26 | 112.61 | 0 | 0 | 0.00 |
| 2018-08-31 | 114.12 | 113.51 | 114.867 | 113.24 | 0 | 0 | 0.00 |
| 2018-08-24 | 112.38 | 114.16 | 114.42 | 112.06 | 0 | 0 | 0.00 |
| 2018-08-17 | 113.81 | 112.13 | 113.81 | 111.06 | 0 | 0 | 0.00 |
| 2018-08-10 | 114.56 | 114.69 | 115.23 | 114.31 | 0 | 0 | 0.00 |
| 2018-08-03 | 115.8 | 114.92 | 116.35 | 114.42 | 0 | 0 | 0.00 |
| 2018-07-27 | 116.25 | 115.83 | 116.837 | 115.76 | 0 | 0 | 0.00 |
| 2018-07-20 | 117.51 | 116.56 | 117.625 | 115.12 | 0 | 0 | 0.00 |
| 2018-07-13 | 119.65 | 117.61 | 119.73 | 117.447 | 0 | 0 | 0.00 |
| 2018-07-06 | 118.18 | 118.86 | 119.33 | 117.4 | 0 | 0 | 0.00 |
| 2018-06-29 | 120 | 118.65 | 120.23 | 118.01 | 0 | 0 | 0.00 |
| 2018-06-22 | 121.35 | 120.34 | 121.44 | 119.821 | 0 | 0 | 0.00 |
| 2018-06-15 | 123.1 | 121.34 | 123.86 | 120.83 | 0 | 0 | 0.00 |
| 2018-06-08 | 122.85 | 123.01 | 123.35 | 122.281 | 0 | 0 | 0.00 |
| 2018-06-01 | 122.84 | 122.49 | 123.78 | 122.44 | 0 | 0 | 0.00 |
| 2018-05-25 | 122.16 | 123.21 | 123.82 | 121.97 | 0 | 0 | 0.00 |
| 2018-05-18 | 125.16 | 122.41 | 125.21 | 122.01 | 0 | 0 | 0.00 |
| 2018-05-11 | 124.5 | 125 | 125.59 | 123.79 | 0 | 0 | 0.00 |
| 2018-05-04 | 124.41 | 124.54 | 125.2 | 123.39 | 0 | 0 | 0.00 |
| 2018-04-27 | 125.62 | 125.5 | 126.34 | 124.69 | 0 | 0 | 0.00 |
| 2018-04-20 | 127.74 | 126.63 | 128.54 | 126.55 | 0 | 0 | 0.00 |
| 2018-04-13 | 126.45 | 127.45 | 129.47 | 126.23 | 0 | 0 | 0.00 |
| 2018-04-06 | 126.65 | 126.39 | 127.54 | 125.425 | 0 | 0 | 0.00 |
| 2018-03-29 | 128.05 | 125.79 | 128.58 | 125.31 | 0 | 0 | 0.00 |
| 2018-03-23 | 124.57 | 127.61 | 128.06 | 123.96 | 0 | 0 | 0.00 |
| 2018-03-16 | 125.04 | 124.6 | 125.99 | 124.21 | 0 | 0 | 0.00 |
| 2018-03-09 | 125.35 | 125.54 | 126.956 | 124.78 | 0 | 0 | 0.00 |
| 2018-03-02 | 126.45 | 125.39 | 126.62 | 123.575 | 0 | 0 | 0.00 |
| 2018-02-23 | 127.28 | 126.14 | 127.4 | 125.44 | 0 | 0 | 0.00 |
| 2018-02-16 | 125.19 | 127.96 | 128.7 | 125.11 | 0 | 0 | 0.00 |
| 2018-02-09 | 126.82 | 124.77 | 127.31 | 124.39 | 0 | 0 | 0.00 |
| 2018-02-02 | 127.58 | 126.39 | 128.15 | 125.955 | 0 | 0 | 0.00 |
| 2018-01-26 | 126.51 | 128.07 | 129.515 | 126.28 | 0 | 0 | 0.00 |
| 2018-01-19 | 126.6 | 126.42 | 127.22 | 125.8 | 0 | 0 | 0.00 |
| 2018-01-12 | 125.2 | 126.96 | 127.13 | 124.23 | 0 | 0 | 0.00 |
| 2018-01-05 | 124.66 | 125.33 | 125.85 | 124.101 | 0 | 0 | 0.00 |
| 2017-12-29 | 121.55 | 123.65 | 124.085 | 121.51 | 0 | 0 | 0.00 |
| 2017-12-22 | 119.63 | 120.94 | 121.14 | 119.53 | 0 | 0 | 0.00 |
| 2017-12-15 | 118.37 | 119.18 | 119.5 | 117.4 | 0 | 0 | 0.00 |
| 2017-12-08 | 121.15 | 118.48 | 121.2 | 118.1 | 0 | 0 | 0.00 |
| 2017-12-01 | 123.26 | 121.59 | 123.33 | 120.64 | 0 | 0 | 0.00 |
| 2017-11-24 | 122.3 | 122.32 | 122.95 | 121.04 | 0 | 0 | 0.00 |
| 2017-11-17 | 121.43 | 122.86 | 123.17 | 120.77 | 0 | 0 | 0.00 |
| 2017-11-10 | 120.72 | 121.13 | 122.41 | 120.68 | 0 | 0 | 0.00 |
| 2017-11-03 | 120.93 | 120.62 | 121.96 | 120.184 | 0 | 0 | 0.00 |
| 2017-10-27 | 120.98 | 120.9 | 121.9 | 120.21 | 0 | 0 | 0.00 |
| 2017-10-20 | 123.82 | 121.61 | 123.97 | 121.39 | 0 | 0 | 0.00 |
| 2017-10-13 | 121.64 | 123.82 | 123.86 | 121.551 | 0 | 0 | 0.00 |
| 2017-10-06 | 121.17 | 121.09 | 121.34 | 119.784 | 0 | 0 | 0.00 |
| 2017-09-29 | 122.78 | 121.58 | 124.66 | 121.55 | 0 | 0 | 0.00 |
| 2017-09-22 | 124.71 | 123.24 | 125.06 | 122.49 | 0 | 0 | 0.00 |
| 2017-09-15 | 126.74 | 125.53 | 126.94 | 125.41 | 0 | 0 | 0.00 |
| 2017-09-08 | 126.65 | 127.97 | 128.32 | 126.55 | 0 | 0 | 0.00 |
| 2017-09-01 | 123.33 | 126.06 | 126.17 | 123.33 | 0 | 0 | 0.00 |
| 2017-08-25 | 122.54 | 122.74 | 123.02 | 121.29 | 0 | 0 | 0.00 |
| 2017-08-18 | 121.98 | 122.3 | 123.54 | 120.583 | 0 | 0 | 0.00 |
| 2017-08-11 | 119.43 | 122.79 | 122.83 | 118.97 | 0 | 0 | 0.00 |
| 2017-08-04 | 120.5 | 119.65 | 121.14 | 119.22 | 0 | 0 | 0.00 |
| 2017-07-28 | 119.52 | 120.69 | 120.856 | 118.55 | 0 | 0 | 0.00 |
| 2017-07-21 | 117.42 | 119.26 | 119.39 | 117.23 | 0 | 0 | 0.00 |
| 2017-07-14 | 115.02 | 116.77 | 117.25 | 114.83 | 0 | 0 | 0.00 |
| 2017-07-07 | 116.54 | 115.28 | 116.85 | 114.8 | 0 | 0 | 0.00 |
| 2017-06-30 | 118.29 | 118.02 | 119.06 | 117.91 | 0 | 0 | 0.00 |
| 2017-06-23 | 118.74 | 119.43 | 119.66 | 118.07 | 0 | 0 | 0.00 |
| 2017-06-16 | 120.33 | 119.34 | 121.88 | 119.128 | 0 | 0 | 0.00 |
| 2017-06-09 | 121.91 | 120.54 | 123.31 | 120.4 | 0 | 0 | 0.00 |
| 2017-06-02 | 120.24 | 121.61 | 121.71 | 119.95 | 0 | 0 | 0.00 |
| 2017-05-26 | 119.63 | 120.54 | 120.79 | 118.915 | 0 | 0 | 0.00 |
| 2017-05-19 | 117.52 | 119.4 | 120.02 | 116.99 | 0 | 0 | 0.00 |
| 2017-05-12 | 117.03 | 116.83 | 117.16 | 115.56 | 0 | 0 | 0.00 |
| 2017-05-05 | 120.21 | 117.01 | 120.75 | 116.63 | 0 | 0 | 0.00 |
| 2017-04-28 | 120.77 | 120.77 | 121.51 | 119.87 | 0 | 0 | 0.00 |
| 2017-04-21 | 122.55 | 122.31 | 123.07 | 121.28 | 0 | 0 | 0.00 |
| 2017-04-13 | 119.04 | 122.6 | 122.65 | 118.85 | 0 | 0 | 0.00 |
| 2017-04-07 | 118.69 | 119.46 | 120.67 | 118.4 | 0 | 0 | 0.00 |
| 2017-03-31 | 119.93 | 118.72 | 120.08 | 118.32 | 0 | 0 | 0.00 |
| 2017-03-24 | 117.31 | 118.86 | 119.25 | 117.205 | 0 | 0 | 0.00 |
| 2017-03-17 | 114.63 | 116.99 | 117.29 | 114.02 | 0 | 0 | 0.00 |
| 2017-03-10 | 117.35 | 114.72 | 117.35 | 114.13 | 0 | 0 | 0.00 |
| 2017-03-03 | 119.73 | 117.51 | 120.4 | 116.44 | 0 | 0 | 0.00 |
| 2017-02-24 | 117.04 | 119.7 | 119.88 | 116.77 | 0 | 0 | 0.00 |
| 2017-02-17 | 116.73 | 117.68 | 118.4 | 116.15 | 0 | 0 | 0.00 |
| 2017-02-10 | 117.07 | 117.6 | 118.59 | 116.67 | 0 | 0 | 0.00 |
| 2017-02-03 | 113.61 | 116.13 | 116.57 | 113.535 | 0 | 0 | 0.00 |
| 2017-01-27 | 115.51 | 113.49 | 116.17 | 112.81 | 0 | 0 | 0.00 |
| 2017-01-20 | 115.89 | 115.05 | 115.96 | 113.935 | 0 | 0 | 0.00 |
| 2017-01-13 | 112.39 | 114.21 | 114.93 | 112.17 | 0 | 0 | 0.00 |
| 2017-01-06 | 109.62 | 111.75 | 112.94 | 109.37 | 0 | 0 | 0.00 |
| 2016-12-30 | 108.61 | 109.61 | 110.62 | 108.24 | 0 | 0 | 0.00 |
| 2016-12-23 | 108.6 | 107.93 | 108.88 | 107.294 | 0 | 0 | 0.00 |
| 2016-12-16 | 110.59 | 108.05 | 111.11 | 107 | 0 | 0 | 0.00 |
| 2016-12-09 | 111.15 | 110.4 | 112.5 | 110.19 | 0 | 0 | 0.00 |
| 2016-12-02 | 113.23 | 112.14 | 113.84 | 110.63 | 0 | 0 | 0.00 |
| 2016-11-25 | 115.72 | 112.61 | 115.94 | 112.35 | 0 | 0 | 0.00 |
| 2016-11-18 | 116.12 | 115.15 | 117.27 | 114.96 | 0 | 0 | 0.00 |
| 2016-11-11 | 122.66 | 117.1 | 124.35 | 116.23 | 0 | 0 | 0.00 |
| 2016-11-04 | 121.51 | 124.39 | 124.76 | 121.23 | 0 | 0 | 0.00 |
| 2016-10-28 | 121.28 | 121.58 | 122.48 | 120.16 | 0 | 0 | 0.00 |
| 2016-10-21 | 119.7 | 120.83 | 121.59 | 119.58 | 0 | 0 | 0.00 |
| 2016-10-14 | 120.16 | 119.36 | 120.42 | 119.289 | 0 | 0 | 0.00 |
| 2016-10-07 | 125.32 | 119.74 | 125.46 | 118.42 | 0 | 0 | 0.00 |
| 2016-09-30 | 127.96 | 125.64 | 128.035 | 125.235 | 0 | 0 | 0.00 |
| 2016-09-23 | 125.61 | 127.65 | 128.2 | 125.17 | 0 | 0 | 0.00 |
| 2016-09-16 | 126.31 | 125.06 | 126.92 | 124.67 | 0 | 0 | 0.00 |
| 2016-09-09 | 127.4 | 126.75 | 129.08 | 126.7 | 0 | 0 | 0.00 |
| 2016-09-02 | 126 | 126.57 | 126.57 | 124.55 | 0 | 0 | 0.00 |
| 2016-08-26 | 127.63 | 126.05 | 128.22 | 125.82 | 0 | 0 | 0.00 |
| 2016-08-19 | 127.62 | 127.97 | 129.17 | 127.46 | 0 | 0 | 0.00 |
| 2016-08-12 | 127.29 | 127.4 | 129.26 | 127.2 | 0 | 0 | 0.00 |
| 2016-08-05 | 128.57 | 127.55 | 130.55 | 127.39 | 0 | 0 | 0.00 |
| 2016-07-29 | 125.53 | 128.98 | 129.41 | 125.11 | 0 | 0 | 0.00 |
| 2016-07-22 | 127.02 | 126.35 | 127.5 | 125.31 | 0 | 0 | 0.00 |
| 2016-07-15 | 129.49 | 126.84 | 129.895 | 126.03 | 0 | 0 | 0.00 |
| 2016-07-08 | 128.8 | 130.52 | 131.15 | 128.17 | 0 | 0 | 0.00 |
| 2016-07-01 | 126.44 | 128.41 | 128.42 | 125.06 | 0 | 0 | 0.00 |
| 2016-06-24 | 122.26 | 126 | 126.82 | 120.06 | 0 | 0 | 0.00 |
| 2016-06-17 | 122.8 | 123.95 | 125.67 | 122.03 | 0 | 0 | 0.00 |
| 2016-06-10 | 118.89 | 121.74 | 122.1 | 118.41 | 0 | 0 | 0.00 |
| 2016-06-03 | 115.76 | 118.88 | 118.89 | 115.2 | 0 | 0 | 0.00 |
| 2016-05-27 | 118.86 | 115.62 | 119.6 | 115.29 | 0 | 0 | 0.00 |
| 2016-05-20 | 122.93 | 119.71 | 122.97 | 118.92 | 0 | 0 | 0.00 |
| 2016-05-13 | 121.2 | 121.71 | 122.39 | 120.08 | 0 | 0 | 0.00 |
| 2016-05-06 | 123.78 | 123.18 | 123.96 | 121.25 | 0 | 0 | 0.00 |
| 2016-04-29 | 118.14 | 123.65 | 123.93 | 118.11 | 0 | 0 | 0.00 |
| 2016-04-22 | 118.53 | 117.89 | 120.55 | 117.28 | 0 | 0 | 0.00 |
| 2016-04-15 | 119.47 | 117.92 | 120.345 | 116.95 | 0 | 0 | 0.00 |
| 2016-04-08 | 116.67 | 118.43 | 118.85 | 115 | 0 | 0 | 0.00 |
| 2016-04-01 | 116.73 | 116.93 | 118.81 | 115.55 | 0 | 0 | 0.00 |
| 2016-03-24 | 119 | 116.33 | 120.16 | 116.16 | 0 | 0 | 0.00 |
| 2016-03-18 | 120.27 | 119.8 | 121.18 | 117.34 | 0 | 0 | 0.00 |
| 2016-03-11 | 121.18 | 119.41 | 121.88 | 118.84 | 0 | 0 | 0.00 |
| 2016-03-04 | 117.59 | 120.54 | 122.37 | 117.34 | 0 | 0 | 0.00 |
| 2016-02-26 | 115.44 | 117.11 | 119.86 | 115.41 | 0 | 0 | 0.00 |
