datetime,close
2007-01-22,23.16
2007-01-29,22.07
2007-02-05,21.82
2007-02-12,21.07
2007-02-19,23.1
2007-02-26,22.0
2007-03-05,23.5
2007-03-12,23.11
2007-03-19,23.82
2007-03-26,22.86
2007-04-02,23.0
2007-04-09,22.5
2007-04-16,23.2
2007-04-23,22.22
2007-04-30,22.040001
2007-05-07,21.62
2007-05-14,20.89
2007-05-21,20.56
2007-05-28,20.48
2007-06-04,20.41
2007-06-11,23.39
2007-06-18,22.18
2007-06-25,20.61
2007-07-02,21.24
2007-07-09,20.0
2007-07-16,21.68
2007-07-23,20.049999
2007-07-30,18.91
2007-08-06,19.89
2007-08-13,19.85
2007-08-20,19.17
2007-08-27,19.76
2007-09-03,20.29
2007-09-10,20.2
2007-09-17,21.97
2007-09-24,23.01
2007-10-01,24.86
2007-10-08,25.53
2007-10-15,23.8
2007-10-22,25.5
2007-10-29,24.66
2007-11-05,23.040001
2007-11-12,25.41
2007-11-19,24.07
2007-11-26,24.09
2007-12-03,24.97
2007-12-10,25.2
2007-12-17,25.040001
2007-12-24,24.52
2007-12-31,23.08
2008-01-07,23.42
2008-01-14,22.95
2008-01-21,23.3
2008-01-28,23.47
2008-02-04,23.12
2008-02-11,23.1
2008-02-18,23.46
2008-02-25,21.24
2008-03-03,20.0
2008-03-10,20.22
2008-03-17,20.040001
2008-03-24,20.42
2008-03-31,21.71
2008-04-07,20.69
2008-04-14,21.35
2008-04-21,24.25
2008-04-28,24.36
2008-05-05,23.53
2008-05-12,24.41
2008-05-19,25.24
2008-05-26,26.58
2008-06-02,25.85
2008-06-09,25.6
2008-06-16,25.0
2008-06-23,28.38
2008-06-30,28.32
2008-07-07,30.0
2008-07-14,30.26
2008-07-21,30.21
2008-07-28,32.67
2008-08-04,31.91
2008-08-11,32.68
2008-08-18,33.0099983
2008-08-25,33.46
2008-09-01,31.15
2008-09-08,34.55
2008-09-15,32.39
2008-09-22,30.99
2008-09-29,31.25
2008-10-06,30.24
2008-10-13,30.92
2008-10-20,27.98
2008-10-27,35.92
2008-11-03,32.32
2008-11-10,29.84
2008-11-17,32.41
2008-11-24,32.23
2008-12-01,32.24
2008-12-08,34.28
2008-12-15,34.0
2008-12-22,32.89
2008-12-29,38.26
2009-01-05,35.65
2009-01-12,39.24
2009-01-19,39.37
2009-01-26,37.060001
2009-02-02,39.2
2009-02-09,40.029999
2009-02-16,37.25
2009-02-23,31.22
2009-03-02,31.78
2009-03-09,20.57
2009-03-16,19.8
2009-03-23,22.51
2009-03-30,22.69
2009-04-06,24.66
2009-04-13,23.3
2009-04-20,23.57
2009-04-27,24.02
2009-05-04,28.09
2009-05-11,26.94
2009-05-18,26.64
2009-05-25,27.92
2009-06-01,27.73
2009-06-08,27.28
2009-06-15,28.1
2009-06-22,30.049999
2009-06-29,31.68
2009-07-06,30.23
2009-07-13,31.25
2009-07-20,30.33
2009-07-27,28.44
2009-08-03,29.53
2009-08-10,29.1
2009-08-17,28.5
2009-08-24,28.52
2009-08-31,29.54
2009-09-07,26.79
2009-09-14,29.4
2009-09-21,28.23
2009-09-28,27.4
2009-10-05,28.58
2009-10-12,28.52
2009-10-19,28.98
2009-10-26,26.66
2009-11-02,27.94
2009-11-09,28.16
2009-11-16,28.15
2009-11-23,28.95
2009-11-30,29.1
2009-12-07,29.52
2009-12-14,28.4
2009-12-21,29.02
2009-12-28,29.08
2010-01-04,29.08
2010-01-11,33.32
2010-01-18,33.79
2010-01-25,34.07
2010-02-01,24.15
2010-02-08,24.37
2010-02-15,25.35
2010-02-22,24.25
2010-03-01,24.96
2010-03-08,24.27
2010-03-15,24.24
2010-03-22,24.48
2010-03-29,25.99
2010-04-05,24.64
2010-04-12,25.11
2010-04-19,27.34
2010-04-26,26.18
2010-05-03,24.52
2010-05-10,26.76
2010-05-17,25.35
