datetime,close
1972-05-29,1.59722
1972-06-05,1.55324
1972-06-12,1.57639
1972-06-19,1.59259
1972-06-26,1.55324
1972-07-03,1.5463
1972-07-10,1.625
1972-07-17,1.56944
1972-07-24,1.62037
1972-07-31,1.62963
1972-08-07,1.62268
1972-08-14,1.62732
1972-08-21,1.61574
1972-08-28,1.6088
1972-09-04,1.57176
1972-09-11,1.53704
1972-09-18,1.47454
1972-09-25,1.54398
1972-10-02,1.52778
1972-10-09,1.4838
1972-10-16,1.5
1972-10-23,1.55324
1972-10-30,1.58333
1972-11-06,1.58333
1972-11-13,1.66435
1972-11-20,1.63426
1972-11-27,1.61343
1972-12-04,1.65741
1972-12-11,1.63194
1972-12-18,1.5787
1972-12-25,1.61343
1973-01-01,1.58102
1973-01-08,1.59028
1973-01-15,1.6088
1973-01-22,1.56944
1973-01-29,1.54167
1973-02-05,1.55324
1973-02-12,1.56018
1973-02-19,1.54861
1973-02-26,1.54167
1973-03-05,1.6088
1973-03-12,1.62268
1973-03-19,1.53935
1973-03-26,1.54398
1973-04-02,1.53009
1973-04-09,1.53472
1973-04-16,1.56018
1973-04-23,1.54861
1973-04-30,1.55556
1973-05-07,1.53472
1973-05-14,1.52315
1973-05-21,1.55556
1973-05-28,1.53472
1973-06-04,1.52315
1973-06-11,1.52315
1973-06-18,1.49074
1973-06-25,1.52315
1973-07-02,1.46991
1973-07-09,1.49074
1973-07-16,1.50232
1973-07-23,1.56713
1973-07-30,1.56713
1973-08-06,1.55556
1973-08-13,1.49074
1973-08-20,1.46991
1973-08-27,1.49074
1973-09-03,1.50232
1973-09-10,1.52315
1973-09-17,1.5787
1973-09-24,1.5787
1973-10-01,1.59954
1973-10-08,1.59954
1973-10-15,1.59954
1973-10-22,1.63194
1973-10-29,1.56713
1973-11-05,1.53472
1973-11-12,1.50232
1973-11-19,1.42593
1973-11-26,1.24074
1973-12-03,1.31713
1973-12-10,1.21759
1973-12-17,1.24074
1973-12-24,1.27315
1973-12-31,1.31713
1974-01-07,1.28472
1974-01-14,1.24074
1974-01-21,1.20833
1974-01-28,1.20833
1974-02-04,1.13194
1974-02-11,1.099537
1974-02-18,1.17593
1974-02-25,1.17593
1974-03-04,1.18518
1974-03-11,1.16435
1974-03-18,1.17593
1974-03-25,1.1088
1974-04-01,1.076389
1974-04-08,1.076389
1974-04-15,1.14352
1974-04-22,1.1088
1974-04-29,1.06713
1974-05-06,1.055556
1974-05-13,1.0
1974-05-20,1.023148
1974-05-27,1.034722
1974-06-03,1.16435
1974-06-10,1.18518
1974-06-17,1.1088
1974-06-24,1.13194
1974-07-01,1.06713
1974-07-08,1.06713
1974-07-15,0.99074101
1974-07-22,0.92592603
1974-07-29,0.914352
1974-08-05,0.881944
1974-08-12,0.773148
1974-08-19,0.773148
1974-08-26,0.773148
1974-09-02,0.78240699
1974-09-09,0.75
1974-09-16,0.75
1974-09-23,0.631944
1974-09-30,0.56481498
1974-10-07,0.71759301
1974-10-14,0.74074101
1974-10-21,0.75
1974-10-28,0.79398102
1974-11-04,0.79398102
1974-11-11,0.74074101
1974-11-18,0.71759301
1974-11-25,0.74074101
1974-12-02,0.68518502
1974-12-09,0.71759301
1974-12-16,0.74074101
1974-12-23,0.71759301
1974-12-30,0.78240699
1975-01-06,0.81713003
1975-01-13,0.881944
1975-01-20,0.82638901
1975-01-27,0.92592603
1975-02-03,1.0
1975-02-10,1.099537
1975-02-17,1.034722
1975-02-24,0.95833302
1975-03-03,1.034722
1975-03-10,1.076389
1975-03-17,1.099537
1975-03-24,1.1088
1975-03-31,1.076389
1975-04-07,1.1088
1975-04-14,1.17593
1975-04-21,1.17593
1975-04-28,1.21759
1975-05-05,1.28472
1975-05-12,1.24074
1975-05-19,1.24074
1975-05-26,1.24074
1975-06-02,1.25232
1975-06-09,1.25232
1975-06-16,1.21759
1975-06-23,1.24074
1975-06-30,1.18518
1975-07-07,1.25232
1975-07-14,1.20833
1975-07-21,1.16435
1975-07-28,1.1088
1975-08-04,1.1088
1975-08-11,1.13194
1975-08-18,1.099537
1975-08-25,1.099537
1975-09-01,1.055556
1975-09-08,1.023148
1975-09-15,1.099537
1975-09-22,1.099537
1975-09-29,1.14352
1975-10-06,1.25232
1975-10-13,1.25232
1975-10-20,1.31713
1975-10-27,1.28472
1975-11-03,1.31713
1975-11-10,1.34954
1975-11-17,1.31713
1975-11-24,1.31713
1975-12-01,1.25232
1975-12-08,1.28472
1975-12-15,1.28472
1975-12-22,1.32639
1975-12-29,1.30556
1976-01-05,1.34954
1976-01-12,1.39352
1976-01-19,1.38194
1976-01-26,1.41435
1976-02-02,1.38194
1976-02-09,1.32639
1976-02-16,1.34954
1976-02-23,1.31713
1976-03-01,1.31713
1976-03-08,1.34954
1976-03-15,1.32639
1976-03-22,1.38194
1976-03-29,1.36111
1976-04-05,1.36111
1976-04-12,1.38194
1976-04-19,1.36111
1976-04-26,1.36111
1976-05-03,1.39352
1976-05-10,1.38194
1976-05-17,1.38194
1976-05-24,1.36111
1976-05-31,1.31713
1976-06-07,1.31713
1976-06-14,1.38194
1976-06-21,1.38194
1976-06-28,1.38194
1976-07-05,1.42593
1976-07-12,1.45833
1976-07-19,1.49074
1976-07-26,1.49074
1976-08-02,1.52315
1976-08-09,1.53472
1976-08-16,1.55556
1976-08-23,1.52315
1976-08-30,1.56713
1976-09-06,1.56713
1976-09-13,1.56713
1976-09-20,1.59954
1976-09-27,1.5787
1976-10-04,1.56713
1976-10-11,1.52315
1976-10-18,1.49074
1976-10-25,1.53472
1976-11-01,1.44676
1976-11-08,1.41435
1976-11-15,1.45833
1976-11-22,1.52315
1976-11-29,1.52315
1976-12-06,1.49074
1976-12-13,1.41435
1976-12-20,1.42593
1976-12-27,1.46991
1977-01-03,1.4537
1977-01-10,1.44444
1977-01-17,1.38889
1977-01-24,1.32639
1977-01-31,1.33796
1977-02-07,1.33796
1977-02-14,1.36111
1977-02-21,1.3588
1977-02-28,1.38889
1977-03-07,1.34491
1977-03-14,1.34722
1977-03-21,1.33102
1977-03-28,1.3287
1977-04-04,1.33333
1977-04-11,1.36806
1977-04-18,1.33565
1977-04-25,1.29398
1977-05-02,1.3287
1977-05-09,1.35185
1977-05-16,1.29861
1977-05-23,1.28009
1977-05-30,1.34722
1977-06-06,1.32639
1977-06-13,1.29167
1977-06-20,1.28472
1977-06-27,1.25
1977-07-04,1.30556
1977-07-11,1.33333
1977-07-18,1.38889
1977-07-25,1.35417
1977-08-01,1.40972
1977-08-08,1.42361
1977-08-15,1.4375
1977-08-22,1.45139
1977-08-29,1.41667
1977-09-05,1.41667
1977-09-12,1.39583
1977-09-19,1.36806
1977-09-26,1.40972
1977-10-03,1.4375
1977-10-10,1.38889
1977-10-17,1.40278
1977-10-24,1.39583
1977-10-31,1.35417
1977-11-07,1.45833
1977-11-14,1.48611
1977-11-21,1.54167
1977-11-28,1.48611
1977-12-05,1.47917
1977-12-12,1.49306
1977-12-19,1.51389
1977-12-26,1.55556
1978-01-02,1.47222
1978-01-09,1.43056
1978-01-16,1.4375
1978-01-23,1.4375
1978-01-30,1.4375
1978-02-06,1.44444
1978-02-13,1.38889
1978-02-20,1.38889
1978-02-27,1.38889
1978-03-06,1.42361
1978-03-13,1.4375
1978-03-20,1.45833
1978-03-27,1.45139
1978-04-03,1.5
1978-04-10,1.55556
1978-04-17,1.56944
1978-04-24,1.63194
1978-05-01,1.68056
1978-05-08,1.76389
1978-05-15,1.72917
1978-05-22,1.65278
1978-05-29,1.71528
1978-06-05,1.77778
1978-06-12,1.66667
1978-06-19,1.65972
1978-06-26,1.65278
1978-07-03,1.59028
1978-07-10,1.68056
1978-07-17,1.66667
1978-07-24,1.67361
1978-07-31,1.84722
1978-08-07,1.76389
1978-08-14,1.81944
1978-08-21,1.80556
1978-08-28,1.76389
1978-09-04,1.77083
1978-09-11,1.68056
1978-09-18,1.61111
1978-09-25,1.58333
1978-10-02,1.59028
1978-10-09,1.59722
1978-10-16,1.45833
1978-10-23,1.42361
1978-10-30,1.45833
1978-11-06,1.39583
1978-11-13,1.41667
1978-11-20,1.47222
1978-11-27,1.48611
1978-12-04,1.44444
1978-12-11,1.39583
1978-12-18,1.39583
1978-12-25,1.42361
1979-01-01,1.44444
1979-01-08,1.48611
1979-01-15,1.44444
1979-01-22,1.45833
1979-01-29,1.36806
1979-02-05,1.33333
1979-02-12,1.34028
1979-02-19,1.34722
1979-02-26,1.32639
1979-03-05,1.35417
1979-03-12,1.36111
1979-03-19,1.375
1979-03-26,1.39583
1979-04-02,1.39583
1979-04-09,1.34722
1979-04-16,1.36806
1979-04-23,1.36111
1979-04-30,1.33333
1979-05-07,1.26389
1979-05-14,1.28472
1979-05-21,1.25694
1979-05-28,1.28472
1979-06-04,1.34028
1979-06-11,1.33333
1979-06-18,1.35417
1979-06-25,1.40972
1979-07-02,1.36111
1979-07-09,1.36111
1979-07-16,1.3125
1979-07-23,1.38889
1979-07-30,1.48611
1979-08-06,1.51389
1979-08-13,1.56944
1979-08-20,1.5
1979-08-27,1.54861
1979-09-03,1.54167
1979-09-10,1.53472
1979-09-17,1.53472
1979-09-24,1.54861
1979-10-01,1.48611
1979-10-08,1.40972
1979-10-15,1.36111
1979-10-22,1.31944
1979-10-29,1.31944
1979-11-05,1.38889
1979-11-12,1.39583
1979-11-19,1.36806
1979-11-26,1.42361
1979-12-03,1.40972
1979-12-10,1.46528
1979-12-17,1.375
1979-12-24,1.38889
1979-12-31,1.38194
1980-01-07,1.39583
1980-01-14,1.28472
1980-01-21,1.36806
1980-01-28,1.36806
1980-02-04,1.30556
1980-02-11,1.25
1980-02-18,1.22917
1980-02-25,1.17361
1980-03-03,1.13889
1980-03-10,1.16667
1980-03-17,1.17361
1980-03-24,1.21528
1980-03-31,1.29861
1980-04-07,1.26389
1980-04-14,1.19444
1980-04-21,1.30556
1980-04-28,1.36111
1980-05-05,1.375
1980-05-12,1.44444
1980-05-19,1.42361
1980-05-26,1.42361
1980-06-02,1.4375
1980-06-09,1.40278
1980-06-16,1.36111
1980-06-23,1.34722
1980-06-30,1.36806
1980-07-07,1.40278
1980-07-14,1.375
1980-07-21,1.40972
1980-07-28,1.52778
1980-08-04,1.56944
1980-08-11,1.5625
1980-08-18,1.52083
1980-08-25,1.47917
1980-09-01,1.45139
1980-09-08,1.43056
1980-09-15,1.47222
1980-09-22,1.43056
1980-09-29,1.38889
1980-10-06,1.39583
1980-10-13,1.40972
1980-10-20,1.42361
1980-10-27,1.40972
1980-11-03,1.38889
1980-11-10,1.36806
1980-11-17,1.34722
1980-11-24,1.40278
1980-12-01,1.39583
1980-12-08,1.35417
1980-12-15,1.375
1980-12-22,1.44444
1980-12-29,1.52778
1981-01-05,1.61111
1981-01-12,1.61806
1981-01-19,1.57639
1981-01-26,1.6875
1981-02-02,1.66667
1981-02-09,1.75
1981-02-16,1.6875
1981-02-23,1.80556
1981-03-02,1.83333
1981-03-09,1.91667
1981-03-16,1.95139
1981-03-23,1.83333
1981-03-30,1.89583
1981-04-06,2.0
1981-04-13,1.95139
1981-04-20,1.99306
1981-04-27,1.84028
1981-05-04,1.90972
1981-05-11,1.84722
1981-05-18,1.90278
1981-05-25,1.94444
1981-06-01,1.97222
1981-06-08,2.0625
1981-06-15,1.94444
1981-06-22,2.027778
1981-06-29,1.88889
1981-07-06,1.92361
1981-07-13,1.90278
1981-07-20,1.88194
1981-07-27,1.90972
1981-08-03,1.90278
1981-08-10,1.91667
1981-08-17,1.90278
1981-08-24,1.83333
1981-08-31,1.76389
1981-09-07,1.84028
1981-09-14,1.72222
1981-09-21,1.72917
1981-09-28,1.79861
1981-10-05,1.9375
1981-10-12,1.9375
1981-10-19,1.96528
1981-10-26,2.083333
1981-11-02,1.95833
1981-11-09,1.98611
1981-11-16,2.048611
1981-11-23,2.097222
1981-11-30,2.076389
1981-12-07,1.97917
1981-12-14,2.0
1981-12-21,2.020833
1981-12-28,2.020833
1982-01-04,2.020833
1982-01-11,1.95139
1982-01-18,1.94444
1982-01-25,2.048611
1982-02-01,2.10417
1982-02-08,1.95833
1982-02-15,1.95833
1982-02-22,1.88889
1982-03-01,1.77778
1982-03-08,1.8125
1982-03-15,1.9375
1982-03-22,2.0069439
1982-03-29,2.090278
1982-04-05,2.13194
1982-04-12,2.14583
1982-04-19,2.16667
1982-04-26,2.14583
1982-05-03,2.14583
1982-05-10,2.125
1982-05-17,2.11806
1982-05-24,2.13194
1982-05-31,2.069444
1982-06-07,2.125
1982-06-14,2.13194
1982-06-21,2.13194
1982-06-28,2.11806
1982-07-05,2.14583
1982-07-12,2.27083
1982-07-19,2.21528
1982-07-26,2.16667
1982-08-02,2.083333
1982-08-09,2.0069439
1982-08-16,2.29861
1982-08-23,2.29167
1982-08-30,2.43056
1982-09-06,2.38194
1982-09-13,2.45139
1982-09-20,2.59028
1982-09-27,2.53472
1982-10-04,2.70833
1982-10-11,2.625
1982-10-18,2.40972
1982-10-25,2.375
1982-11-01,2.51389
1982-11-08,2.35417
1982-11-15,2.26389
1982-11-22,2.20833
1982-11-29,2.30556
1982-12-06,2.25694
1982-12-13,1.95833
1982-12-20,1.88889
1982-12-27,1.98611
1983-01-03,1.99306
1983-01-10,1.99306
1983-01-17,1.9375
1983-01-24,1.89583
1983-01-31,1.88889
1983-02-07,1.93056
1983-02-14,1.91667
1983-02-21,1.99306
1983-02-28,2.11111
1983-03-07,1.9375
1983-03-14,1.94444
1983-03-21,2.027778
1983-03-28,2.0
1983-04-04,1.98611
1983-04-11,1.97222
1983-04-18,2.20833
1983-04-25,2.11806
1983-05-02,2.18056
1983-05-09,2.083333
1983-05-16,2.083333
1983-05-23,2.0069439
1983-05-30,2.048611
1983-06-06,1.97917
1983-06-13,1.97222
1983-06-20,2.0
1983-06-27,2.0
1983-07-04,1.95139
1983-07-11,1.91667
1983-07-18,1.90278
1983-07-25,1.90972
1983-08-01,1.90972
1983-08-08,1.89583
1983-08-15,1.875
1983-08-22,1.89583
1983-08-29,1.84722
