datetime,close
2002-12-09,11.42
2002-12-16,10.81
2002-12-23,10.13
2002-12-30,10.75
2003-01-06,11.1
2003-01-13,10.8
2003-01-20,9.95
2003-01-27,9.18
2003-02-03,9.0
2003-02-10,8.4
2003-02-17,9.2
2003-02-24,9.27
2003-03-03,9.7
2003-03-10,8.96
2003-03-17,9.8
2003-03-24,10.35
2003-03-31,10.27
2003-04-07,10.95
2003-04-14,12.25
2003-04-21,11.36
2003-04-28,12.29
2003-05-05,12.59
2003-05-12,13.55
2003-05-19,13.32
2003-05-26,15.15
2003-06-02,15.4
2003-06-09,15.96
2003-06-16,17.31
2003-06-23,18.18
2003-06-30,19.5
2003-07-07,20.35
2003-07-14,20.030001
2003-07-21,18.89
2003-07-28,21.18
2003-08-04,21.8
2003-08-11,20.7
2003-08-18,21.94
2003-08-25,23.01
2003-09-01,23.96
2003-09-08,23.45
2003-09-15,26.81
2003-09-22,25.95
2003-09-29,27.72
2003-10-06,29.78
2003-10-13,29.62
2003-10-20,22.25
2003-10-27,22.98
2003-11-03,21.74
2003-11-10,19.91
2003-11-17,19.0
2003-11-24,19.75
2003-12-01,19.6
2003-12-08,18.75
2003-12-15,17.63
2003-12-22,18.5
2003-12-29,19.31
2004-01-05,20.43
2004-01-12,19.92
2004-01-19,16.08
2004-01-26,16.3
2004-02-02,17.32
2004-02-09,17.55
2004-02-16,17.5
2004-02-23,17.3
2004-03-01,16.4
2004-03-08,15.8
2004-03-15,15.94
2004-03-22,16.0
2004-03-29,16.11
2004-04-05,15.2
2004-04-12,14.93
2004-04-19,12.73
2004-04-26,12.51
2004-05-03,12.04
2004-05-10,12.0
2004-05-17,12.2
2004-05-24,12.3
2004-05-31,12.81
2004-06-07,13.57
2004-06-14,14.02
2004-06-21,13.98
2004-06-28,14.21
2004-07-05,13.54
2004-07-12,12.7
2004-07-19,11.92
2004-07-26,11.47
2004-08-02,10.8
2004-08-09,10.28
2004-08-16,11.67
2004-08-23,11.05
2004-08-30,11.87
2004-09-06,13.28
2004-09-13,13.79
2004-09-20,13.02
2004-09-27,13.88
2004-10-04,13.95
2004-10-11,13.23
2004-10-18,12.9
2004-10-25,12.64
2004-11-01,13.3
2004-11-08,14.19
2004-11-15,13.89
2004-11-22,14.78
2004-11-29,16.55
2004-12-06,16.7
2004-12-13,16.73
2004-12-20,16.59
2004-12-27,17.27
2005-01-03,16.66
2005-01-10,17.82
2005-01-17,17.35
2005-01-24,17.0
2005-01-31,17.68
2005-02-07,17.28
2005-02-14,17.55
2005-02-21,17.7
2005-02-28,18.96
2005-03-07,18.47
2005-03-14,19.73
2005-03-21,19.83
2005-03-28,19.4
2005-04-04,19.15
2005-04-11,16.57
2005-04-18,18.25
2005-04-25,17.58
2005-05-02,18.059999
2005-05-09,18.49
2005-05-16,20.16
2005-05-23,20.95
2005-05-30,20.62
2005-06-06,20.42
2005-06-13,19.0
2005-06-20,18.36
2005-06-27,17.35
2005-07-04,18.24
2005-07-11,19.14
2005-07-18,18.31
2005-07-25,19.37
2005-08-01,18.85
2005-08-08,18.22
2005-08-15,18.42
2005-08-22,17.27
2005-08-29,15.96
2005-09-05,16.17
2005-09-12,15.03
2005-09-19,15.13
2005-09-26,15.85
2005-10-03,15.79
2005-10-10,15.24
2005-10-17,14.27
2005-10-24,14.1
2005-10-31,15.57
2005-11-07,15.92
2005-11-14,16.98
2005-11-21,17.85
2005-11-28,18.55
2005-12-05,19.21
2005-12-12,19.59
2005-12-19,20.33
2005-12-26,19.99
2006-01-02,21.39
2006-01-09,24.23
2006-01-16,25.0
2006-01-23,26.12
2006-01-30,25.51
2006-02-06,25.17
2006-02-13,27.29
2006-02-20,25.55
2006-02-27,28.08
2006-03-06,24.28
2006-03-13,24.73
2006-03-20,24.47
2006-03-27,26.33
2006-04-03,27.2
2006-04-10,26.2
2006-04-17,25.1
2006-04-24,26.56
2006-05-01,26.48
2006-05-08,24.09
2006-05-15,24.95
2006-05-22,24.21
2006-05-29,24.12
2006-06-05,23.11
2006-06-12,21.78
2006-06-19,20.99
2006-06-26,22.64
2006-07-03,22.58
2006-07-10,22.43
2006-07-17,22.79
2006-07-24,23.44
2006-07-31,21.76
2006-08-07,19.95
2006-08-14,21.34
2006-08-21,20.56
2006-08-28,22.59
2006-09-04,20.049999
2006-09-11,22.09
2006-09-18,22.52
2006-09-25,23.09
2006-10-02,22.38
2006-10-09,21.65
2006-10-16,22.07
2006-10-23,22.17
2006-10-30,22.78
2006-11-06,23.45
2006-11-13,25.35
2006-11-20,26.69
2006-11-27,25.82
2006-12-04,26.4
2006-12-11,26.73
2006-12-18,26.54
2006-12-25,26.5
2007-01-01,26.01
2007-01-08,26.82
2007-01-15,25.95
2007-01-22,27.35
2007-01-29,26.34
2007-02-05,26.059999
2007-02-12,26.54
2007-02-19,28.0
2007-02-26,24.64
2007-03-05,24.26
2007-03-12,24.45
2007-03-19,25.040001
2007-03-26,23.3
2007-04-02,23.27
2007-04-09,22.01
2007-04-16,21.58
2007-04-23,22.1
2007-04-30,22.07
2007-05-07,22.11
2007-05-14,20.88
2007-05-21,20.3
2007-05-28,20.73
2007-06-04,20.9
2007-06-11,20.96
2007-06-18,22.19
2007-06-25,21.77
2007-07-02,23.57
2007-07-09,22.8
2007-07-16,24.63
2007-07-23,23.81
2007-07-30,23.48
2007-08-06,23.85
2007-08-13,23.75
2007-08-20,24.96
2007-08-27,25.82
2007-09-03,25.14
2007-09-10,24.67
2007-09-17,25.38
2007-09-24,25.58
2007-10-01,25.81
2007-10-08,26.72
2007-10-15,26.87
2007-10-22,26.95
2007-10-29,28.6
2007-11-05,27.1
2007-11-12,26.63
2007-11-19,25.0
2007-11-26,25.79
2007-12-03,27.87
2007-12-10,27.52
2007-12-17,25.97
2007-12-24,25.85
2007-12-31,23.31
2008-01-07,22.91
2008-01-14,19.7
2008-01-21,20.99
2008-01-28,20.93
2008-02-04,21.95
2008-02-11,22.68
2008-02-18,23.77
2008-02-25,21.57
2008-03-03,21.75
2008-03-10,22.21
2008-03-17,21.28
2008-03-24,20.3
2008-03-31,21.62
2008-04-07,20.54
2008-04-14,19.48
2008-04-21,19.39
2008-04-28,19.45
