month,available_date,fed_rate,dollar,credit,liquidity,sentiment,earnings,inflation,housing,semiconductor,ai_innovation,regulation,crypto_native,composite
2019-08,2019-10,-1.0000,-1.0000,0.0000,-1.0000,-1.0000,-0.0522,-0.2656,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.4777
2019-09,2019-11,-1.0000,-1.0000,0.0000,-1.0000,-0.3106,-0.0522,-0.1961,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.4151
2019-10,2019-12,-1.0000,-1.0000,0.0000,-1.0000,-0.2785,0.0321,-0.2516,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.4095
2019-11,2020-01,-0.9340,-1.0000,0.0000,-1.0000,0.4993,0.0321,-0.6501,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.3669
2019-12,2020-02,-0.7298,-0.6391,0.0000,-0.7042,0.1754,0.0321,-0.8854,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.3224
2020-01,2020-03,-0.8654,-0.9237,0.0000,-0.7416,0.1441,-0.3604,-1.0000,-0.8641,0.0000,0.0000,0.0000,0.0000,-0.4042
2020-02,2020-04,-0.7610,-1.0000,0.0000,-0.6860,-1.0000,-0.3604,-0.8524,-0.6077,0.0000,0.0000,0.0000,0.0000,-0.4636
2020-03,2020-05,0.0540,-1.0000,0.0000,1.0000,-1.0000,-0.3604,0.2251,-0.4576,0.0000,0.0000,0.0000,0.0000,-0.0976
2020-04,2020-06,0.4124,-1.0000,0.0000,1.0000,-1.0000,-0.7751,1.0000,-0.4954,0.0000,0.0000,0.0000,0.0000,-0.0370
2020-05,2020-07,0.4779,-1.0000,0.0000,1.0000,-1.0000,-0.7751,1.0000,-0.7582,0.0000,0.0000,0.0000,0.0000,-0.0444
2020-06,2020-08,0.4826,-1.0000,0.0000,1.0000,-1.0000,-0.7751,1.0000,-0.6990,0.0000,0.0000,0.0000,0.0000,-0.0405
2020-07,2020-09,0.4177,-0.9324,0.0000,1.0000,-0.9010,0.9925,0.9480,-0.1488,0.0000,0.0000,0.0000,0.0000,0.1408
2020-08,2020-10,0.5955,-0.4923,0.0000,1.0000,-0.4517,0.9925,0.6105,0.9334,0.0000,0.0000,0.0000,0.0000,0.2738
2020-09,2020-11,0.5907,-0.8096,0.0000,1.0000,-0.9063,0.9925,0.5131,1.0000,0.0000,0.0000,0.0000,0.0000,0.2025
2020-10,2020-12,0.8439,-0.5505,0.0000,1.0000,-1.0000,0.5470,0.8100,1.0000,0.0000,0.0000,0.0000,0.0000,0.2317
2020-11,2021-01,0.7786,0.3063,0.0000,1.0000,-0.5284,0.5470,0.9319,1.0000,0.0000,0.0000,0.0000,0.0000,0.3521
2020-12,2021-02,0.9560,0.8515,0.0000,1.0000,-0.2150,0.5470,0.7456,1.0000,0.0000,0.0000,0.0000,0.0000,0.4346
2021-01,2021-03,1.0000,0.6474,0.0000,1.0000,-0.4543,1.0000,0.6701,1.0000,0.0000,0.0000,0.0000,0.0000,0.4328
2021-02,2021-04,1.0000,0.3842,0.0000,1.0000,-0.2574,1.0000,0.2101,1.0000,0.0000,0.0000,0.0000,0.0000,0.3908
2021-03,2021-05,1.0000,0.1160,0.0000,1.0000,-0.1061,1.0000,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2889
2021-04,2021-06,1.0000,0.6559,0.0000,1.0000,0.3780,1.0000,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3793
2021-05,2021-07,1.0000,1.0000,0.0000,1.0000,0.1385,1.0000,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3912
2021-06,2021-08,1.0000,0.5060,0.0000,1.0000,0.4621,1.0000,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3724
2021-07,2021-09,1.0000,0.4759,0.0000,1.0000,0.4075,0.5056,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3239
2021-08,2021-10,1.0000,0.3496,0.0000,1.0000,0.4424,0.5056,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3151
2021-09,2021-11,1.0000,-0.0978,0.0000,1.0000,0.1993,0.5056,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2534
2021-10,2021-12,1.0000,0.0546,0.0000,1.0000,0.4189,0.7629,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3072
2021-11,2022-01,0.9218,-0.5790,0.0000,1.0000,0.3434,0.7629,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2336
2021-12,2022-02,0.7805,-0.3191,0.0000,1.0000,0.0040,0.7629,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2137
2022-01,2022-03,0.5617,-0.4097,0.0000,1.0000,-0.1949,0.1174,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.1106
2022-02,2022-04,0.2875,-0.3089,0.0000,1.0000,-0.4590,0.1174,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0675
2022-03,2022-05,-0.2101,-0.3064,0.0000,1.0000,-0.5633,0.1174,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0037
2022-04,2022-06,-0.0838,-1.0000,0.0000,1.0000,-0.2279,-0.0543,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0328
2022-05,2022-07,-0.1542,-1.0000,0.0000,1.0000,-0.7691,-0.0543,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0858
2022-06,2022-08,-0.7080,-1.0000,0.0000,1.0000,-0.6037,-0.0543,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,-0.1335
2022-07,2022-09,-1.0000,-1.0000,0.0000,1.0000,-0.1850,-0.2160,-1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,-0.1445
2022-08,2022-10,-1.0000,-1.0000,0.0000,1.0000,0.1678,-0.2160,-1.0000,0.5827,0.0000,0.0000,0.0000,0.0000,-0.1383
2022-09,2022-11,-1.0000,-1.0000,0.0000,1.0000,-0.4245,-0.2160,-1.0000,0.2122,0.0000,0.0000,0.0000,0.0000,-0.2083
2022-10,2022-12,-1.0000,-1.0000,0.0000,1.0000,-0.7075,-0.4604,-1.0000,-0.0396,0.0000,0.0000,0.0000,0.0000,-0.2662
2022-11,2023-01,-1.0000,-1.0000,0.0000,1.0000,0.1638,-0.4604,-1.0000,-0.2978,0.0000,0.0000,0.0000,0.0000,-0.2079
2022-12,2023-02,-1.0000,-1.0000,0.0000,1.0000,0.3955,-0.4604,-1.0000,-0.5987,0.0000,0.0000,0.0000,0.0000,-0.2053
2023-01,2023-03,-1.0000,-0.6949,0.0000,1.0000,0.6446,0.0414,-0.9884,-0.8830,0.0000,0.0000,0.0000,0.0000,-0.1294
2023-02,2023-04,-1.0000,-1.0000,0.0000,0.9438,0.6538,0.0414,-0.8232,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1574
2023-03,2023-05,-1.0000,-0.7264,0.0000,1.0000,0.4685,0.0414,-0.4169,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1112
2023-04,2023-06,-1.0000,-0.6663,0.0000,0.9631,1.0000,-0.3410,-0.4130,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0970
2023-05,2023-07,-1.0000,-1.0000,0.0000,0.8474,1.0000,-0.3410,-0.0963,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1173
2023-06,2023-08,-1.0000,-0.6405,0.0000,0.7971,1.0000,-0.3410,0.3047,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0599
2023-07,2023-09,-1.0000,-0.2102,0.0000,0.7222,1.0000,0.0348,0.2247,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0030
2023-08,2023-10,-1.0000,-0.8298,0.0000,0.6359,1.0000,0.0348,0.0695,-0.9069,0.0000,0.0000,0.0000,0.0000,-0.0763
2023-09,2023-11,-1.0000,-1.0000,0.0000,0.5511,1.0000,0.0348,0.0897,-0.6948,0.0000,0.0000,0.0000,0.0000,-0.0882
2023-10,2023-12,-1.0000,-1.0000,-1.0000,0.4784,0.5736,0.4544,0.2617,-0.5810,0.0000,0.0000,0.0000,0.0000,-0.1704
2023-11,2024-01,-1.0000,-0.7199,0.8305,0.3958,1.0000,0.4544,0.3144,-0.5228,0.0000,0.0000,0.0000,0.0000,0.0586
2023-12,2024-02,-1.0000,-0.2346,1.0000,0.3266,1.0000,0.4544,0.2515,-0.4511,0.0000,0.0000,0.0000,0.0000,0.1108
2024-01,2024-03,-1.0000,-0.7315,0.8085,0.2559,1.0000,-0.0483,0.3520,-0.3877,0.0000,0.0000,0.0000,0.0000,0.0083
2024-02,2024-04,-1.0000,-0.8969,1.0000,0.1938,1.0000,-0.0483,0.3379,-0.3496,0.0000,0.0000,0.0000,0.0000,0.0049
2024-03,2024-05,-1.0000,-0.8271,1.0000,0.1172,1.0000,-0.0483,0.2216,-0.3615,0.0000,0.0000,0.0000,0.0000,-0.0064
2024-04,2024-06,-1.0000,-1.0000,1.0000,0.0369,0.7755,0.0162,0.2824,-0.3945,0.0000,0.0000,0.0000,0.0000,-0.0420
2024-05,2024-07,-1.0000,-1.0000,0.9681,-0.0711,1.0000,0.0162,0.3408,-0.4661,0.0000,0.0000,0.0000,0.0000,-0.0379
2024-06,2024-08,-1.0000,-1.0000,0.8653,-0.1460,1.0000,0.0162,0.4585,-0.5451,0.0000,0.0000,0.0000,0.0000,-0.0514
2024-07,2024-09,-0.9818,-1.0000,0.7162,-0.2287,0.9956,-0.2555,0.4801,-0.6321,0.0000,0.0000,0.0000,0.0000,-0.0987
2024-08,2024-10,-0.8110,-0.9657,0.8551,-0.3235,0.0455,-0.2555,0.6202,-0.7312,0.0000,0.0000,0.0000,0.0000,-0.1485
2024-09,2024-11,-0.6372,-0.6914,1.0000,-0.4202,0.3545,-0.2555,0.7002,-0.7937,0.0000,0.0000,0.0000,0.0000,-0.0729
2024-10,2024-12,-0.5764,-1.0000,1.0000,-0.5469,-0.0812,0.2001,0.6486,-0.8442,0.0000,0.0000,0.0000,0.0000,-0.1138
2024-11,2025-01,-0.5704,-1.0000,1.0000,-0.7319,0.6698,0.2001,0.5981,-0.8195,0.0000,0.0000,0.0000,0.0000,-0.0734
2024-12,2025-02,-0.3162,-1.0000,1.0000,-0.8632,0.6662,0.2001,0.5424,-0.7793,0.0000,0.0000,0.0000,0.0000,-0.0620
2025-01,2025-03,-0.2525,-1.0000,1.0000,-1.0000,0.4611,-0.7233,0.4971,-0.7582,0.0000,0.0000,0.0000,0.0000,-0.1663
2025-02,2025-04,-0.3221,-1.0000,0.9572,-1.0000,0.3825,-0.7233,0.5787,-0.7887,0.0000,0.0000,0.0000,0.0000,-0.1802
2025-03,2025-05,-0.2413,-1.0000,-0.5401,-1.0000,-0.6305,-0.7233,0.7601,-0.8667,0.0000,0.0000,0.0000,0.0000,-0.3852
2025-04,2025-06,-0.0605,-0.6491,-1.0000,-1.0000,-1.0000,-0.8321,0.8079,-0.9522,0.0000,0.0000,0.0000,0.0000,-0.4163
2025-05,2025-07,-0.0849,-0.4726,0.0475,-1.0000,-0.3488,-0.8321,0.8178,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.2533
2025-06,2025-08,-0.0724,0.0181,0.8331,-1.0000,0.0098,-0.8321,0.7154,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1114
2025-07,2025-09,-0.1258,-0.4511,1.0000,-1.0000,0.3976,-0.1532,0.7116,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0567
2025-08,2025-10,0.0403,-0.1189,1.0000,-1.0000,0.4996,-0.1532,0.6440,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0040
2025-09,2025-11,0.0182,-0.0928,1.0000,-1.0000,0.4469,-0.1532,0.6281,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.0096
2025-10,2025-12,0.0265,-0.3397,0.7229,-1.0000,-0.1875,-0.2755,0.6281,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1203
2025-11,2026-01,0.1182,-0.2453,0.7471,-1.0000,-0.6804,-0.2755,0.7921,-1.0000,0.0000,0.0000,0.0000,0.0000,-0.1281
2025-12,2026-02,0.2878,0.0690,0.9670,-1.0000,0.4352,-0.2755,0.8367,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0365
2026-01,2026-03,0.3475,0.5147,0.7834,-1.0000,0.2306,1.0000,0.9741,-1.0000,0.0000,0.0000,0.0000,0.0000,0.1668
2026-02,2026-04,0.2643,0.5633,0.2216,-1.0000,-0.6327,1.0000,0.9734,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0381
2026-03,2026-05,0.2417,-0.1607,-0.1536,-1.0000,-1.0000,1.0000,0.5900,-0.9895,0.0000,0.0000,0.0000,0.0000,-0.1246
2026-04,2026-06,0.2885,0.4411,0.8997,-1.0000,-0.7119,1.0000,0.3683,-0.9325,0.0000,0.0000,0.0000,0.0000,0.0446
2026-05,2026-07,0.2898,0.4447,1.0000,-1.0000,-0.0294,1.0000,0.1825,-0.8801,0.0000,0.0000,0.0000,0.0000,0.1004
2026-06,2026-08,0.1782,-0.0486,1.0000,-1.0000,-0.1806,1.0000,0.5087,-0.8801,0.0000,0.0000,0.0000,0.0000,0.0539
2026-07,2026-09,0.3600,0.3225,0.7677,-1.0000,0.0631,1.0000,0.5087,-0.8801,0.2000,0.6000,-0.1000,-0.1000,0.1517
2026-08,2026-10,0.3697,0.3225,1.0000,-1.0000,0.4546,1.0000,0.5087,-0.8801,0.2000,0.6000,-0.1000,-0.1000,0.2069
