date,mult_10y_base,mult_10y_opt,mult_5y_base,mult_5y_opt,dd_10y_base,dd_10y_opt,hs300_10y
2025-03-21,7.3340,8.0038,1.9681,2.1174,-0.0028,-0.0031,1.2367
2025-03-28,7.2475,7.9001,1.9449,2.0899,-0.0145,-0.0160,1.2363
2025-04-03,7.1653,7.8038,1.9229,2.0645,-0.0257,-0.0281,1.2173
2025-04-11,6.5939,7.2077,1.7695,1.9068,-0.1034,-0.1023,1.1130
2025-04-18,6.8905,7.4930,1.8491,1.9822,-0.0630,-0.0668,1.1787
2025-04-25,6.9563,7.5645,1.8668,2.0011,-0.0541,-0.0579,1.1918
2025-04-30,6.9389,7.5456,1.8621,1.9962,-0.0565,-0.0602,1.1934
2025-05-09,6.9790,7.5892,1.8729,2.0077,-0.0510,-0.0548,1.1981
2025-05-16,7.0524,7.6445,1.8926,2.0223,-0.0410,-0.0479,1.2222
2025-05-23,7.0435,7.6994,1.8902,2.0368,-0.0423,-0.0411,1.2246
2025-05-30,6.9514,7.5754,1.8655,2.0040,-0.0548,-0.0565,1.2128
2025-06-06,6.9843,7.6205,1.8743,2.0160,-0.0503,-0.0509,1.2139
2025-06-13,7.0548,7.6728,1.8932,2.0298,-0.0407,-0.0444,1.2195
2025-06-20,7.0886,7.7380,1.9023,2.0471,-0.0361,-0.0362,1.2146
2025-06-27,7.1252,7.7510,1.9121,2.0505,-0.0311,-0.0346,1.2121
2025-07-04,7.3382,7.9864,1.9692,2.1128,-0.0022,-0.0053,1.2389
2025-07-11,7.3501,7.9909,1.9724,2.1140,-0.0006,-0.0047,1.2531
2025-07-18,7.5662,8.2211,2.0304,2.1749,0.0000,0.0000,1.2649
2025-07-25,8.0336,8.7757,2.1559,2.3216,0.0000,0.0000,1.2870
2025-08-01,8.1838,8.9225,2.1962,2.3604,0.0000,0.0000,1.2797
2025-08-08,8.1815,8.9312,2.1956,2.3627,-0.0003,0.0000,1.2789
2025-08-12,8.1815,8.9312,2.1956,2.3627,-0.0003,0.0000,1.2789
2025-08-15,8.2879,9.0588,2.2241,2.3965,0.0000,0.0000,1.2997
2025-08-22,8.9823,9.9168,2.4104,2.6234,0.0000,0.0000,1.3272
2025-08-29,9.6567,10.7470,2.5914,2.8431,0.0000,0.0000,1.3822
2025-09-05,10.2135,11.3949,2.7408,3.0145,0.0000,0.0000,1.3706
2025-09-12,10.1445,11.2836,2.7224,2.9850,-0.0067,-0.0098,1.3976
2025-09-19,10.7451,11.9751,2.8835,3.1679,0.0000,0.0000,1.4110
2025-09-26,10.7980,12.0092,2.8977,3.1770,0.0000,0.0000,1.4125
2025-09-30,11.2529,12.5603,3.0198,3.3228,0.0000,0.0000,1.4383
2025-10-10,11.1207,12.3805,2.9843,3.2752,-0.0117,-0.0143,1.4572
2025-10-17,10.5042,11.6810,2.8189,3.0902,-0.0665,-0.0700,1.4223
2025-10-24,10.8538,12.0672,2.9127,3.1923,-0.0355,-0.0393,1.4317
2025-10-31,11.2043,12.4606,3.0067,3.2964,-0.0043,-0.0079,1.4698
2025-11-07,11.0353,12.2758,2.9614,3.2475,-0.0193,-0.0227,1.4438
2025-11-14,10.9392,12.1055,2.9356,3.2025,-0.0279,-0.0362,1.4635
2025-11-21,10.7277,11.8658,2.8788,3.1390,-0.0467,-0.0553,1.4104
2025-11-28,10.5996,11.7076,2.8445,3.0972,-0.0581,-0.0679,1.4005
2025-12-05,11.1983,12.4339,3.0051,3.2893,-0.0049,-0.0101,1.4297
2025-12-12,11.4463,12.7448,3.0717,3.3716,0.0000,0.0000,1.4350
2025-12-18,11.4463,12.7448,3.0717,3.3716,0.0000,0.0000,1.4350
2025-12-19,11.5617,12.9182,3.1027,3.4175,0.0000,0.0000,1.4202
2025-12-26,11.9140,13.3399,3.1972,3.5290,0.0000,0.0000,1.4530
2025-12-31,11.8865,13.2986,3.1898,3.5181,-0.0023,-0.0031,1.4622
2026-01-09,11.6249,12.9460,3.1196,3.4248,-0.0243,-0.0295,1.4764
2026-01-16,11.7992,13.1464,3.1664,3.4778,-0.0096,-0.0145,1.4934
2026-01-23,11.7962,13.1480,3.1656,3.4782,-0.0099,-0.0144,1.4837
2026-01-30,11.7399,13.1198,3.1505,3.4708,-0.0146,-0.0165,1.4713
2026-02-06,11.5576,12.8932,3.1016,3.4108,-0.0299,-0.0335,1.4500
2026-02-13,12.0002,13.4464,3.2203,3.5572,0.0000,0.0000,1.4754
2026-02-27,12.2171,13.7889,3.2785,3.6478,0.0000,0.0000,1.4863
2026-03-06,11.8885,13.4042,3.1904,3.5460,-0.0269,-0.0279,1.4492
2026-03-13,11.8300,13.2983,3.1747,3.5180,-0.0317,-0.0356,1.4407
2026-03-20,12.0142,13.4732,3.2241,3.5643,-0.0166,-0.0229,1.4452
2026-03-27,11.9814,13.4669,3.2153,3.5626,-0.0193,-0.0234,1.3917
2026-04-03,12.0694,13.5656,3.2389,3.5887,-0.0121,-0.0162,1.4055
2026-04-10,12.1142,13.6159,3.2509,3.6020,-0.0084,-0.0125,1.4001
2026-04-17,12.2519,13.7417,3.2879,3.6353,0.0000,-0.0034,1.4617
2026-04-24,12.3330,13.7924,3.3096,3.6487,0.0000,0.0000,1.4951
2026-04-30,12.3354,13.7436,3.3103,3.6358,0.0000,-0.0035,1.5003
2026-05-08,12.6087,14.0040,3.3836,3.7047,0.0000,0.0000,1.5311
2026-05-15,12.6873,14.1266,3.4047,3.7371,0.0000,0.0000,1.5306
2026-05-22,12.9566,14.4419,3.4770,3.8205,0.0000,0.0000,1.5118
2026-05-29,13.1438,14.6850,3.5272,3.8848,0.0000,0.0000,1.5339
2026-06-05,13.4291,15.0672,3.6038,3.9860,0.0000,0.0000,1.5199
2026-06-12,13.1028,14.7036,3.5162,3.8898,-0.0243,-0.0241,1.4815
2026-06-18,13.3778,15.0139,3.5900,3.9718,-0.0038,-0.0035,1.5212
2026-06-26,14.6463,16.6638,3.9304,4.4083,0.0000,0.0000,1.5345
2026-07-03,14.9632,16.9936,4.0155,4.4956,0.0000,0.0000,1.5204
2026-07-10,14.8873,16.9045,3.9951,4.4720,-0.0051,-0.0052,1.4996
2026-07-17,14.3599,16.2047,3.8536,4.2869,-0.0403,-0.0464,1.4227
2026-07-24,14.4644,16.2935,3.8816,4.3104,-0.0333,-0.0412,1.4319
