date,nav_mult_3y,nav_mult_5y,nav_mult_10y,dd_3y,dd_5y,dd_10y,hs300_mult_10y,nav_3y_yuan,nav_5y_yuan,nav_10y_yuan
2017-12-04,,,1.6162,,,-0.0512,1.2619,,,3200455.5005
2017-12-08,,,1.6130,,,-0.0531,1.2527,,,3194065.0759
2017-12-13,,,1.6130,,,-0.0531,1.2527,,,3194065.0759
2017-12-15,,,1.6294,,,-0.0435,1.2589,,,3226553.0674
2017-12-22,,,1.6477,,,-0.0327,1.2567,,,3262879.2788
2017-12-29,,,1.6564,,,-0.0276,1.2606,,,3280074.2486
2018-01-05,,,1.6817,,,-0.0128,1.2812,,,3330104.5616
2018-01-12,,,1.7236,,,0.0000,1.3072,,,3413156.6457
2018-01-19,,,1.6895,,,-0.0198,1.3344,,,3345504.9534
2018-01-26,,,1.7231,,,-0.0003,1.3542,,,3412190.1076
2018-02-02,,,1.7234,,,-0.0001,1.3244,,,3412712.7767
2018-02-09,,,1.5790,,,-0.0839,1.1906,,,3126680.4358
2018-02-14,,,1.6075,,,-0.0674,1.2124,,,3183231.2108
2018-02-23,,,1.6769,,,-0.0271,1.2700,,,3320570.4629
2018-03-02,,,1.6511,,,-0.0421,1.2627,,,3269493.7159
2018-03-09,,,1.6439,,,-0.0462,1.2656,,,3255379.0208
2018-03-16,,,1.6675,,,-0.0326,1.2845,,,3302025.3724
2018-03-23,,,1.6272,,,-0.0559,1.2146,,,3222288.0147
2018-03-30,,,1.5911,,,-0.0769,1.2017,,,3150771.1413
2018-04-04,,,1.5997,,,-0.0719,1.2162,,,3167693.8785
2018-04-13,,,1.5984,,,-0.0727,1.2122,,,3165094.5755
2018-04-20,,,1.5617,,,-0.0940,1.1744,,,3092410.7782
2018-04-27,,,1.5685,,,-0.0900,1.1765,,,3106034.9575
2018-05-04,,,1.5652,,,-0.0919,1.1821,,,3099391.6488
2018-05-11,,,1.5777,,,-0.0847,1.1959,,,3124171.9652
2018-05-14,,,1.5777,,,-0.0847,1.1959,,,3124171.9652
2018-05-18,,,1.6173,,,-0.0617,1.2168,,,3202596.5417
2018-05-25,,,1.5970,,,-0.0735,1.2048,,,3162394.6901
2018-05-30,,,1.5970,,,-0.0735,1.2048,,,3162394.6901
2018-06-01,,,1.5818,,,-0.0823,1.1788,,,3132317.6074
2018-06-08,,,1.6132,,,-0.0641,1.1906,,,3194541.1429
2018-06-15,,,1.6199,,,-0.0602,1.1837,,,3207772.8676
2018-06-22,,,1.6005,,,-0.0714,1.1220,,,3169330.8955
2018-06-29,,,1.5508,,,-0.1002,1.0822,,,3071001.4939
2018-07-06,,,1.5014,,,-0.1290,1.0438,,,2973024.4629
2018-07-10,,,1.5014,,,-0.1290,1.0438,,,2973024.4629
2018-07-13,,,1.5380,,,-0.1077,1.0690,,,3045505.3552
2018-07-20,,,1.5413,,,-0.1058,1.0765,,,3052108.5527
2018-07-27,,,1.5621,,,-0.0937,1.0973,,,3093235.0682
2018-08-03,,,1.5203,,,-0.1180,1.0500,,,3010456.2479
2018-08-09,,,1.5203,,,-0.1180,1.0500,,,3010456.2479
2018-08-10,,,1.5109,,,-0.1234,1.0318,,,2992006.5542
2018-08-17,,,1.4994,,,-0.1301,1.0211,,,2969138.3511
2018-08-24,,,1.4982,,,-0.1308,1.0163,,,2966671.0411
2018-08-31,,,1.5269,,,-0.1141,1.0486,,,3023566.2316
2018-09-07,,,1.5057,,,-0.1265,1.0305,,,2981543.7722
2018-09-14,,,1.4774,,,-0.1429,1.0108,,,2925522.2741
2018-09-21,,,1.4892,,,-0.1360,1.0115,,,2949008.1227
2018-09-28,,,1.5498,,,-0.1009,1.0664,,,3068897.4101
2018-10-12,,,1.4852,,,-0.1383,0.9802,,,2941034.9392
2018-10-19,,,1.4686,,,-0.1479,0.9532,,,2908193.3823
2018-10-24,,,1.4686,,,-0.1479,0.9532,,,2908193.3823
2018-10-26,,,1.4872,,,-0.1372,0.9818,,,2944997.9298
2018-11-02,,,1.4504,,,-0.1585,0.9662,,,2872017.4788
2018-11-09,,,1.5078,,,-0.1252,1.0028,,,2985703.7128
2018-11-16,,,1.4951,,,-0.1326,0.9984,,,2960546.7825
2018-11-23,,,1.4962,,,-0.1320,0.9943,,,2962755.7021
2018-11-30,,,1.4857,,,-0.1380,0.9901,,,2942034.5345
2018-12-07,,,1.5003,,,-0.1296,1.0061,,,2970882.4014
2018-12-14,,,1.4868,,,-0.1374,0.9927,,,2944090.4858
2018-12-21,,,1.4542,,,-0.1563,0.9526,,,2879631.3744
2018-12-24,,,1.4542,,,-0.1563,0.9526,,,2879631.3744
2018-12-28,,,1.4354,,,-0.1672,0.9390,,,2842495.2852
2019-01-04,,,1.4271,,,-0.1720,0.9298,,,2826031.0511
2019-01-11,,,1.4534,,,-0.1568,0.9615,,,2878030.5014
2019-01-18,,,1.4813,,,-0.1406,0.9705,,,2933384.2362
2019-01-25,,,1.5141,,,-0.1216,0.9898,,,2998274.5915
2019-02-01,,,1.5283,,,-0.1133,0.9971,,,3026361.0437
2019-02-15,,,1.5881,,,-0.0786,1.0261,,,3144803.9991
2019-02-22,,,1.6394,,,-0.0488,1.0662,,,3246461.0222
2019-03-01,,,1.7553,,,0.0000,1.1322,,,3475822.4262
2019-03-08,,,1.7714,,,0.0000,1.1580,,,3507754.3899
2019-03-15,,,1.8196,,,0.0000,1.1563,,,3603236.2692
2019-03-20,,,1.8196,,,0.0000,1.1563,,,3603236.2692
2019-03-22,,,1.8504,,,0.0000,1.1825,,,3664211.0422
2019-03-27,,,1.8504,,,0.0000,1.1825,,,3664211.0422
2019-03-29,,,1.8319,,,-0.0100,1.1679,,,3627627.0954
2019-04-04,,,1.9249,,,0.0000,1.2356,,,3811748.2758
2019-04-08,,,1.9249,,,0.0000,1.2356,,,3811748.2758
2019-04-12,,,1.9073,,,-0.0092,1.2547,,,3776868.9319
2019-04-19,,,1.9058,,,-0.0100,1.2490,,,3773803.6008
2019-04-26,,,1.8861,,,-0.0201,1.2312,,,3734968.2112
2019-04-30,,,1.8654,,,-0.0309,1.2274,,,3693995.6800
2019-05-07,,,1.8652,,,-0.0310,1.2274,,,3693452.5468
2019-05-10,,,1.7115,,,-0.1108,1.1354,,,3389242.1621
2019-05-17,,,1.7667,,,-0.0822,1.1498,,,3498367.4261
2019-05-24,,,1.7205,,,-0.1062,1.1332,,,3406953.0183
2019-05-31,,,1.7427,,,-0.0946,1.1263,,,3451015.0997
2019-06-06,,,1.7478,,,-0.0920,1.1266,,,3461055.8583
2019-06-14,,,1.7444,,,-0.0938,1.1301,,,3454377.9461
2019-06-21,,,1.7828,,,-0.0738,1.1525,,,3530430.9816
2019-06-28,,,1.8614,,,-0.0330,1.1893,,,3685903.0806
2019-07-05,,,1.8976,,,-0.0142,1.2208,,,3757651.8672
2019-07-12,,,1.8769,,,-0.0250,1.1954,,,3716625.7575
2019-07-19,,,1.8642,,,-0.0315,1.1864,,,3691559.0657
2019-07-26,,,1.8836,,,-0.0215,1.1926,,,3729914.7421
2019-08-02,,,1.8742,,,-0.0263,1.1782,,,3711331.4463
2019-08-07,,,1.8742,,,-0.0263,1.1782,,,3711331.4463
2019-08-09,,,1.8255,,,-0.0516,1.1325,,,3614949.2769
2019-08-16,,,1.8444,,,-0.0418,1.1440,,,3652305.8511
2019-08-23,,,1.8765,,,-0.0251,1.1784,,,3715885.9508
2019-08-30,,,1.8861,,,-0.0202,1.1887,,,3734845.7663
2019-09-06,,,1.9068,,,-0.0094,1.2035,,,3775979.5824
2019-09-12,,,1.9975,,,0.0000,1.2425,,,3955582.7883
2019-09-20,,,1.9929,,,-0.0024,1.2287,,,3946281.2509
2019-09-25,,,1.9929,,,-0.0024,1.2287,,,3946281.2509
2019-09-27,,,1.9655,,,-0.0160,1.2137,,,3892179.5150
2019-09-30,,,1.9657,,,-0.0159,1.2078,,,3892550.9655
2019-10-11,,,1.9432,,,-0.0272,1.2051,,,3848002.3713
2019-10-18,,,1.9717,,,-0.0130,1.2241,,,3904323.4856
2019-10-25,,,1.9437,,,-0.0270,1.2190,,,3848899.6738
2019-11-01,,,1.9594,,,-0.0191,1.2277,,,3880069.7903
2019-11-08,,,2.0215,,,0.0000,1.2555,,,4003058.2779
2019-11-14,,,2.0220,,,0.0000,1.2555,,,4004010.0921
2019-11-15,,,2.0041,,,-0.0088,1.2279,,,3968620.0901
2019-11-22,,,2.0268,,,0.0000,1.2141,,,4013551.7628
2019-11-29,,,2.0138,,,-0.0064,1.2050,,,3987801.2104
2019-12-06,,,2.0729,,,0.0000,1.2072,,,4104754.5592
2019-12-13,,,2.1426,,,0.0000,1.2295,,,4242886.4397
2019-12-17,,,2.1426,,,0.0000,1.2295,,,4242886.4397
2019-12-20,,,2.1868,,,0.0000,1.2521,,,4330427.7898
2019-12-27,,,2.1644,,,-0.0102,1.2554,,,4286054.7108
2020-01-03,,,2.2109,,,0.0000,1.2673,,,4377998.7807
2020-01-09,,,2.2109,,,0.0000,1.2673,,,4377998.7807
2020-01-10,,,2.2492,,,0.0000,1.2992,,,4453848.8331
2020-01-17,,,2.3742,,,0.0000,1.3117,,,4701385.9148
2020-01-23,,,2.4682,,,0.0000,1.2581,,,4887485.6248
2020-02-07,,,2.3772,,,-0.0369,1.1528,,,4707306.3053
2020-02-14,,,2.5530,,,0.0000,1.2228,,,5055529.8800
2020-02-21,,,2.6237,,,0.0000,1.2668,,,5195587.2462
2020-02-28,,,2.5615,,,-0.0237,1.2441,,,5072323.5238
2020-03-06,,,2.5177,,,-0.0404,1.2570,,,4985590.6120
2020-03-10,,,2.5177,,,-0.0404,1.2570,,,4985590.6120
2020-03-13,,,2.3896,,,-0.0892,1.1925,,,4732002.9233
2020-03-20,,,2.2973,,,-0.1244,1.1095,,,4549153.5653
2020-03-27,,,2.3100,,,-0.1196,1.1160,,,4574248.1932
2020-04-03,,,2.3829,,,-0.0918,1.1521,,,4718642.3418
2020-04-10,,,2.4319,,,-0.0731,1.1905,,,4815774.1236
2020-04-17,,,2.4469,,,-0.0674,1.1846,,,4845483.4861
2020-04-24,,,2.4486,,,-0.0667,1.1972,,,4848812.3270
2020-04-30,,,2.4507,,,-0.0660,1.1934,,,4852841.6112
2020-05-08,,,2.4844,,,-0.0531,1.2244,,,4919555.9097
2020-05-15,,,2.4976,,,-0.0481,1.2375,,,4945797.7600
2020-05-22,,,2.5612,,,-0.0238,1.2093,,,5071833.7729
2020-05-29,,,2.5536,,,-0.0267,1.2036,,,5056641.5141
2020-06-05,,,2.6057,,,-0.0069,1.2357,,,5159874.1565
2020-06-12,,,2.5930,,,-0.0117,1.2438,,,5134745.6020
2020-06-19,,,2.5722,,,-0.0196,1.2526,,,5093578.0530
2020-06-24,,,2.7285,,,0.0000,1.2924,,,5402940.0834
2020-07-03,,,2.7557,,,0.0000,1.2962,,,5456815.4341
2020-07-10,,,2.8878,,,0.0000,1.4144,,,5718421.3833
2020-07-17,,,2.8279,,,-0.0207,1.4207,,,5599770.4889
2020-07-24,,,2.7779,,,-0.0380,1.4187,,,5500860.6312
2020-07-31,,,2.7833,,,-0.0362,1.4197,,,5511473.0140
2020-08-07,,,2.9131,,,0.0000,1.4689,,,5768583.1100
2020-08-14,,,2.8759,,,-0.0128,1.4462,,,5694957.5798
2020-08-21,,,2.8510,,,-0.0213,1.4768,,,5645584.7878
2020-08-28,,,2.8641,,,-0.0168,1.4820,,,5671467.2932
2020-09-04,,,2.9775,,,0.0000,1.4970,,,5896112.5985
2020-09-11,,,2.7982,,,-0.0602,1.4436,,,5541048.3064
2020-09-18,,,2.9030,,,-0.0250,1.4574,,,5748561.4931
2020-09-25,,,2.8797,,,-0.0329,1.4425,,,5702380.9668
2020-09-30,,,2.9254,,,-0.0175,1.4453,,,5792877.6672
2020-10-09,,,3.1015,,,0.0000,1.4743,,,6141558.1924
2020-10-16,,,3.0908,,,-0.0034,1.4899,,,6120529.3111
2020-10-23,,,3.0234,,,-0.0252,1.4940,,,5986908.6816
2020-10-30,,,2.9712,,,-0.0420,1.4693,,,5883573.8063
2020-11-06,,,3.1628,,,0.0000,1.4871,,,6263055.6983
2020-11-13,,,3.2734,,,0.0000,1.5284,,,6482010.7814
2020-11-20,,,3.2126,,,-0.0186,1.5356,,,6361628.6309
2020-11-27,,,3.2651,,,-0.0025,1.5417,,,6465536.1203
2020-12-04,,,3.2545,,,-0.0058,1.5710,,,6444578.4930
2020-12-11,,,3.3104,,,0.0000,1.5359,,,6555268.6815
2020-12-18,,,3.4072,,,0.0000,1.5480,,,6746941.6877
2020-12-25,,,3.5224,,,0.0000,1.5712,,,6975174.9345
2020-12-31,,,3.5900,,,0.0000,1.5944,,,7109013.0964
2021-01-08,,,3.7741,,,0.0000,1.6441,,,7473514.2043
2021-01-15,,,3.9833,,,0.0000,1.7072,,,7887783.2173
2021-01-22,,,4.0194,,,0.0000,1.7137,,,7959315.1044
2021-01-29,,,4.0764,,,0.0000,1.6748,,,8072152.1039
2021-02-05,,,4.0451,,,-0.0077,1.6919,,,8010264.4846
2021-02-10,,,4.2112,,,0.0000,1.7356,,,8339032.7857
2021-02-19,,,4.2983,,,0.0000,1.7949,,,8511635.1910
2021-02-26,,,3.8354,,,-0.1077,1.6846,,,7594997.7715
2021-03-05,,,3.6982,,,-0.1396,1.6388,,,7323290.4005
2021-03-12,,,3.4723,,,-0.1922,1.5576,,,6875905.6728
2021-03-19,,,3.4811,,,-0.1901,1.5775,,,6893327.3387
2021-03-25,,,3.4811,,,-0.1901,1.5775,,,6893327.3387
2021-03-26,,,3.3891,,,-0.2115,1.5467,,,6711246.0999
2021-04-02,,,3.4478,,,-0.1979,1.5869,,,6827485.8156
2021-04-09,,,3.5180,,,-0.1816,1.5906,,,6966337.9953
2021-04-16,,,3.4277,,,-0.2026,1.5520,,,6787536.7874
2021-04-23,,,3.4650,,,-0.1939,1.5648,,,6861426.9781
2021-04-30,,,3.5222,,,-0.1806,1.5971,,,6974631.6124
2021-05-07,,,3.6314,,,-0.1552,1.5823,,,7190868.4411
2021-05-13,,,3.6314,,,-0.1552,1.5823,,,7190868.4411
2021-05-14,,,3.5489,,,-0.1744,1.5601,,,7027581.8024
2021-05-21,,,3.5832,,,-0.1664,1.6201,,,7095548.5590
2021-05-28,,,3.6506,,,-0.1507,1.6128,,,7228900.3159
2021-06-04,,,3.7445,,,-0.1289,1.6536,,,7414858.2469
2021-06-11,,,3.7775,,,-0.1212,1.6473,,,7480369.4256
2021-06-18,,,3.8081,,,-0.1140,1.6041,,,7540951.5741
2021-06-24,,,3.8081,,,-0.1140,1.6041,,,7540951.5741
2021-06-25,,,3.8614,,,-0.1016,1.6021,,,7646491.6249
2021-07-02,,,3.9088,,,-0.0906,1.6071,,,7740220.5518
2021-07-09,,,3.8736,,,-0.0988,1.5856,,,7670482.8362
2021-07-16,,,3.8865,,,-0.0958,1.6050,,,7696178.3889
2021-07-23,,,3.8219,,,-0.1108,1.5987,,,7568277.4912
2021-07-30,,1.0000,3.7264,,0.0000,-0.1331,1.4771,,7379060.5909,7379060.5909
2021-08-06,,1.0251,3.8199,,0.0000,-0.1113,1.5080,,7564189.4662,7564189.4662
2021-08-13,,1.0406,3.8779,,0.0000,-0.0978,1.5469,,7678991.3354,7678991.3354
2021-08-20,,1.0265,3.8252,,-0.0136,-0.1101,1.4952,,7574634.1252,7574634.1252
2021-08-27,,1.0418,3.8820,,0.0000,-0.0969,1.5088,,7687235.7150,7687235.7150
2021-09-03,,1.0222,3.8092,,-0.0188,-0.1138,1.5015,,7543093.7687,7543093.7687
2021-09-10,,1.0481,3.9055,,0.0000,-0.0914,1.5322,,7733742.8232,7733742.8232
2021-09-17,,1.0416,3.8814,,-0.0062,-0.0970,1.5158,,7686031.4261,7686031.4261
2021-09-24,,1.0453,3.8953,,-0.0026,-0.0938,1.5092,,7713548.9226,7713548.9226
2021-09-30,,1.0479,3.9050,,-0.0001,-0.0915,1.5202,,7732691.6407,7732691.6407
2021-10-08,,1.0684,3.9812,,0.0000,-0.0738,1.5493,,7883607.3634,7883607.3634
2021-10-15,,1.0475,3.9034,,-0.0195,-0.0919,1.5331,,7729604.7614,7729604.7614
2021-10-21,,1.0475,3.9034,,-0.0195,-0.0919,1.5331,,7729604.7614,7729604.7614
2021-10-22,,1.1024,4.1080,,0.0000,-0.0443,1.5345,,8134765.4288,8134765.4288
2021-10-29,,1.1093,4.1336,,0.0000,-0.0383,1.5349,,8185341.3197,8185341.3197
2021-11-05,,1.1131,4.1477,,0.0000,-0.0350,1.5196,,8213314.9777,8213314.9777
2021-11-12,,1.1126,4.1458,,-0.0005,-0.0355,1.5057,,8209584.4733,8209584.4733
2021-11-19,,1.1278,4.2026,,0.0000,-0.0223,1.5296,,8322123.2613,8322123.2613
2021-11-26,,1.1402,4.2489,,0.0000,-0.0115,1.5363,,8413822.9605,8413822.9605
2021-12-03,,1.1497,4.2841,,0.0000,-0.0033,1.5235,,8483459.4271,8483459.4271
2021-12-10,,1.1432,4.2601,,-0.0056,-0.0089,1.5483,,8435930.9755,8435930.9755
2021-12-17,,1.1661,4.3454,,0.0000,0.0000,1.5692,,8604897.0752,8604897.0752
2021-12-24,,1.1276,4.2019,,-0.0330,-0.0330,1.5433,,8320732.2500,8320732.2500
2021-12-31,,1.1314,4.2160,,-0.0298,-0.0298,1.5451,,8348512.4517,8348512.4517
2022-01-07,,1.0857,4.0458,,-0.0690,-0.0690,1.5159,,8011521.9895,8011521.9895
2022-01-14,,1.0685,3.9818,,-0.0837,-0.0837,1.4961,,7884841.2292,7884841.2292
2022-01-18,,1.0685,3.9818,,-0.0837,-0.0837,1.4961,,7884841.2292,7884841.2292
2022-01-21,,1.0789,4.0203,,-0.0748,-0.0748,1.4970,,7961121.1683,7961121.1683
2022-01-28,,1.0682,3.9805,,-0.0840,-0.0840,1.4442,,7882339.2457,7882339.2457
2022-02-11,,1.0703,3.9883,,-0.0822,-0.0822,1.4323,,7897755.6138,7897755.6138
