date,大华股份,中国平安
2015-01-09,8.38698673248291,24.416637420654297
2015-01-16,8.713150024414062,26.2435302734375
2015-01-23,9.182421684265137,25.74406623840332
2015-01-30,8.553396224975586,23.226640701293945
2015-02-06,8.550067901611328,22.22772216796875
2015-02-13,8.989386558532715,23.437824249267578
2015-02-17,9.295578002929688,23.659061431884766
2015-02-27,9.225687980651855,23.558500289916992
2015-03-06,9.03930950164795,21.781892776489258
2015-03-13,10.536985397338867,23.10932159423828
2015-03-20,11.112760543823242,26.283754348754883
2015-03-27,11.282496452331543,25.717254638671875
2015-04-03,13.462448120117188,26.38431739807129
2015-04-10,13.465774536132812,28.87491798400879
2015-04-17,12.417400360107422,30.142013549804688
2015-04-24,12.214383125305176,28.44921112060547
2015-04-30,12.290932655334473,29.71964454650879
2015-05-08,13.066394805908203,29.129674911499023
2015-05-15,14.227924346923828,28.295005798339844
2015-05-22,15.0590238571167,30.02134132385254
2015-05-29,14.025069236755371,28.64027214050293
2015-06-05,14.005059242248535,29.146440505981445
2015-06-12,14.391958236694336,30.22916603088379
2015-06-19,12.140608787536621,26.964221954345703
2015-06-26,10.626367568969727,25.958599090576172
2015-07-03,11.106657028198242,24.966371536254883
2015-07-10,10.763115882873535,27.550838470458984
2015-07-17,13.007794380187988,26.97093391418457
2015-07-24,12.811009407043457,27.024566650390625
2015-07-31,13.501423835754395,22.497982025146484
2015-08-07,13.368010520935059,22.86227035522461
2015-08-14,12.92441177368164,22.86227035522461
2015-08-21,12.307374000549316,19.826555252075195
2015-08-28,12.280692100524902,20.001949310302734
2015-09-02,11.950495719909668,20.224567413330078
2015-09-11,11.106657028198242,20.252628326416016
2015-09-18,10.472942352294922,20.748085021972656
2015-09-25,10.539649963378906,21.196027755737305
2015-09-30,11.27675724029541,20.26620101928711
2015-10-09,11.556925773620605,21.501445770263672
2015-10-16,11.673662185668945,22.25480842590332
2015-10-23,11.226727485656738,22.89279556274414
2015-10-30,11.646980285644531,22.72990608215332
2015-11-06,12.207315444946289,24.562416076660156
2015-11-13,11.803741455078125,23.788684844970703
2015-11-20,11.64030933380127,23.781906127929688
2015-11-27,12.057226181030273,22.96745491027832
2015-12-04,12.567529678344727,23.72081756591797
2015-12-11,12.580873489379883,23.462900161743164
2015-12-18,12.774320602416992,24.290931701660156
2015-12-25,13.151214599609375,25.044294357299805
2015-12-31,12.307374000549316,24.433460235595703
2016-01-08,11.206716537475586,23.03532600402832
2016-01-15,10.88652229309082,21.17566680908203
2016-01-22,11.333457946777344,20.51053237915039
2016-01-29,9.885924339294434,20.483383178710938
2016-02-05,10.27615737915039,20.13045883178711
2016-02-19,11.540249824523926,20.306922912597656
2016-02-26,11.333457946777344,19.750377655029297
2016-03-04,10.75644588470459,21.41321563720703
2016-03-11,10.23946762084961,21.067073822021484
2016-03-18,11.023273468017578,21.80007553100586
2016-03-25,11.50689697265625,21.759353637695312
2016-04-01,11.910470962524414,21.66433334350586
2016-04-08,12.023871421813965,21.148517608642578
2016-04-15,11.823750495910645,21.711843490600586
2016-04-22,11.356806755065918,22.003684997558594
2016-04-29,11.635208129882812,21.745779037475586
2016-05-06,11.685541152954102,21.311405181884766
2016-05-13,11.207379341125488,21.528596878051758
2016-05-20,10.972496032714844,21.59646224975586
2016-05-27,10.695667266845703,21.4471492767334
2016-06-03,11.30804443359375,21.949390411376953
2016-06-08,11.031217575073242,21.8204402923584
2016-06-17,10.704056739807129,21.70505714416504
2016-06-24,10.754387855529785,21.41321563720703
2016-07-01,11.089938163757324,21.840801239013672
2016-07-08,11.618432998657227,21.804569244384766
2016-07-15,12.474084854125977,22.360321044921875
2016-07-22,12.289530754089355,22.16134262084961
2016-07-29,12.48247241973877,22.209369659423828
