date,贵州茅台,招商银行
2015-01-09,134.8027801513672,9.77923583984375
2015-01-16,131.82778930664062,10.109152793884277
2015-01-23,128.22239685058594,9.443093299865723
2015-01-30,125.50241088867188,8.926432609558105
2015-02-06,123.6749038696289,8.870408058166504
2015-02-13,129.26364135742188,9.106952667236328
2015-02-17,129.07241821289062,9.038477897644043
2015-02-27,135.32696533203125,9.150525093078613
2015-03-06,130.06405639648438,8.74591064453125
2015-03-13,134.51943969726562,9.399521827697754
2015-03-20,136.81446838378906,9.766786575317383
2015-03-27,137.80615234375,9.499117851257324
2015-04-03,139.40696716308594,9.7481107711792
2015-04-10,141.82240295410156,9.7481107711792
2015-04-17,164.72988891601562,11.40392017364502
2015-04-24,183.09693908691406,11.017980575561523
2015-04-30,178.6627655029297,11.341672897338867
2015-05-08,180.0369110107422,11.017980575561523
2015-05-15,173.6619415283203,10.681838989257812
2015-05-22,195.40065002441406,11.640467643737793
2015-05-29,186.87940979003906,11.248300552368164
2015-06-05,179.8031768798828,12.443471908569336
2015-06-12,188.41651916503906,12.642664909362793
2015-06-19,166.6778106689453,11.20472526550293
2015-06-26,171.7352752685547,10.8312349319458
2015-07-03,176.94863891601562,11.370438575744629
2015-07-10,188.12608337402344,12.261478424072266
2015-07-17,181.02296447753906,11.854700088500977
2015-07-24,173.82296752929688,11.557685852050781
2015-07-31,164.06175231933594,11.176734924316406
2015-08-07,164.08551025390625,11.809504508972168
2015-08-14,166.50401306152344,11.454377174377441
2015-08-21,147.750732421875,10.679561614990234
2015-08-28,152.76219177246094,11.170279502868652
2015-09-02,154.3163299560547,10.8280668258667
2015-09-11,152.96835327148438,11.054056167602539
2015-09-18,158.1383819580078,11.435006141662598
2015-09-25,153.4044952392578,11.441463470458984
2015-09-30,150.90667724609375,11.473750114440918
2015-10-09,156.171875,11.596427917480469
2015-10-16,159.17715454101562,11.996749877929688
2015-10-23,167.2969970703125,11.744935035705566
2015-10-30,169.58070373535156,11.577057838439941
2015-11-06,173.19654846191406,12.061318397521973
2015-11-13,170.57186889648438,11.712650299072266
2015-11-20,169.46966552734375,11.71910572052002
2015-11-27,164.7278289794922,11.002402305603027
2015-12-04,170.73045349121094,11.137993812561035
2015-12-11,167.63796997070312,10.924919128417969
2015-12-18,171.97540283203125,11.312328338623047
2015-12-25,178.01768493652344,11.83533000946045
2015-12-31,173.01419067382812,11.61579704284668
2016-01-08,162.26174926757812,10.85389518737793
2016-01-15,157.7974090576172,9.995138168334961
2016-01-22,160.76303100585938,9.866003036499023
2016-01-29,159.1057891845703,9.678756713867188
2016-02-05,161.6590576171875,9.594816207885742
2016-02-19,161.0564727783203,9.523791313171387
2016-02-26,171.94366455078125,9.330087661743164
2016-03-04,189.34104919433594,10.311522483825684
2016-03-11,180.83267211914062,10.17593002319336
2016-03-18,179.20712280273438,10.440658569335938
2016-03-25,194.25733947753906,10.414831161499023
2016-04-01,194.34454345703125,10.505227088928223
2016-04-08,198.12693786621094,10.4342041015625
2016-04-15,194.19390869140625,10.931374549865723
2016-04-22,196.17626953125,11.53831672668457
2016-04-29,199.18948364257812,11.460832595825195
2016-05-06,199.99832153320312,11.183191299438477
2016-05-13,198.99920654296875,11.344612121582031
2016-05-20,199.23709106445312,11.54477310180664
2016-05-27,200.1727752685547,11.402722358703613
2016-06-03,225.1111297607422,11.480204582214355
2016-06-08,217.49081420898438,11.473750114440918
2016-06-17,220.6468048095703,11.29941463470459
2016-06-24,217.08641052246094,11.137993812561035
2016-07-01,231.81956481933594,11.383352279663086
