组合,γ*预测%,实际超额pp,再平衡x,死拿x,平均相关性,平均波动%,赢家集中度,MDD,年数
"['AIG', 'PLUG', '700_HK', '992_HK']",18.088223634282212,9.534166743214211,140.22919603569818,25.36067975607206,0.17983092066927006,62.961457847969356,72.20926876289542,-0.6725140819453269,21.666666666666668
"['NFLX', 'F', 'AA', 'PLUG']",17.54243394752968,9.278938568520534,112.22044174313777,20.907324528587292,0.2089908724949574,63.5498413764248,543.3010866001293,-0.7756015477282285,21.666666666666668
"['CLF', 'PLUG', '2600_HK', '700_HK_TENCENT']",18.040269336250628,8.521480734884545,137.25833438459057,29.9164037382746,0.23761718395121048,63.34393072470726,337.65311259761535,-0.6743873650239978,21.666666666666668
"['AIG', 'MNST', 'PLUG', '857_HK']",17.280863475266127,6.15407437326414,46.0781729336059,14.63152009427129,0.10038836637923416,59.29519474729311,98.84575205119746,-0.6381296678911645,21.666666666666668
"['LRCX', 'CCL', 'CLF', 'PLUG']",18.83099555598141,3.8073853797234047,27.9663677021464,13.623828937454437,0.28271293750981946,65.8003525165093,192.44124634341452,-0.7669853120489107,21.666666666666668
"['UNG', 'AIG', 'PLUG', '2899_HK_ZIJIN']",19.48426588702754,3.6231488951535606,3.3318267290252854,1.7002692992552868,0.057781995852663554,69.53577134798601,216.4046390682071,-0.8663415974521355,19.416666666666668
"['LRCX', 'AIG', 'PLUG', '322_HK']",17.63735239830913,3.567641061195581,30.366370163814018,15.529530660970043,0.12646128365852893,60.97125086957408,20.590553458466793,-0.4632540244319705,21.666666666666668
"['MU', 'BLK', 'AIG', 'PLUG']",18.828170672428925,2.447177655880406,25.950606791460284,16.364057363416997,0.2334472996109106,64.6966066215826,13.170942647897999,-0.6919363400950373,21.666666666666668
"['LRCX', 'COP', 'CLF', 'PLUG']",17.551560367278874,2.1239794902903064,28.784247762072606,19.33871273281542,0.26515976074201614,61.55196741506771,50.0600635161252,-0.7529534292301504,21.666666666666668
"['KLAC', 'USB', 'AIG', 'PLUG']",17.41470201705523,1.9598330276001885,10.230679102672607,6.962765176271723,0.23709804773590493,60.131296680589784,36.81090287813892,-0.7636783727099626,21.666666666666668
"['CRM', 'WDC', 'AIG', 'PLUG']",19.0947798307537,1.88493374585339,31.379916591049575,22.087029187441768,0.21241210064753924,66.17996395553665,2.598118443821569,-0.6514639888935849,21.666666666666668
"['LRCX', 'SBUX', 'CLF', 'PLUG']",17.40303151207914,1.168276208889374,29.87754860825755,24.037753855610116,0.2641745212051985,60.89951024675331,25.168221754933143,-0.7655590124677906,21.666666666666668
