combo,excess,gamma,avg_vol,avg_corr,rebal,hold,tier
"AMD,WDC,2018_HK,AMD_US",6.711442560546255,6.528560964437199,53.39687733554667,0.3772068453101885,21.7254687438704,15.014026183324148,Q2
"AMD,WDC,2333_HK,2382_HK",7.96436921759609,7.248178357703544,51.363477371351486,0.27828507982407985,23.634423709872053,15.670054492275964,Q3
"AMD,WDC,2333_HK,3323_HK",6.558990735022108,7.21993212388167,50.66225098552559,0.2607620224982589,20.418723814788244,13.859733079766134,Q3
"AMD,WDC,2333_HK,AMD_US",7.494566482693599,6.8922244841088744,54.198359586641956,0.36090414999106013,23.09249517614851,15.59792869345491,Q2
"AMD,WDC,2382_HK,3323_HK",5.104251658312764,7.001169463296653,50.69229604737004,0.286479959409395,19.472706284153517,14.368454625840755,Q2
"AMD,WDC,2382_HK,AMD_US",7.365308713241325,6.730916533238462,54.648229089305445,0.3891777725439581,23.324599935453172,15.959291222211846,Q2
"AMD,WDC,3323_HK,AMD_US",5.942331873481077,6.750813472052932,54.12898473330316,0.37542551319822876,20.485693907072356,14.54336203359128,Q2
"AMD,ON,ENTG,RCL",6.066428260598977,5.528547305878884,53.959177436494144,0.5064575748101077,18.142293502741747,12.075865242142768,Q1低离散
"AMD,ON,ENTG,BIDU",6.587183667024821,6.3044409235529635,52.05548498148423,0.390338268969363,19.64818602955547,13.06100236253065,Q1低离散
"AMD,ON,ENTG,TCOM",6.358682677047134,6.074984788282581,51.360138811915,0.3926484337303046,20.607942123687863,14.249259446640728,Q1低离散
"AMD,ON,ENTG,FSLR",7.542732507310168,6.936045186215201,55.18954338351567,0.4121095172581349,20.065419776669714,12.522687269359544,Q2
"AMD,ON,ENTG,WLDN",8.014065575347985,7.438202611119735,54.564424430899614,0.3506776140518202,20.65284153366043,12.638775958312443,Q3
"AMD,ON,ENTG,27_HK",6.754910045542029,6.273760158436191,51.42527493235156,0.37352243456259315,18.805220891120268,12.050310845578238,Q1低离散
"AMD,ON,ENTG,921_HK",7.5020311947396,6.910976160607666,52.616438401147306,0.3408973726471414,20.84256042119561,13.34052922645601,Q2
"AMD,ON,ENTG,1919_HK",6.92951443991745,6.478839465245388,52.46247041114732,0.38216639871029673,19.205436629254425,12.275922189336974,Q2
"AMD,ON,ENTG,2018_HK",6.688155742777502,6.131792615830299,51.3652795422204,0.3883308029678534,19.23112973417618,12.542973991398675,Q1低离散
"AMD,ON,ENTG,2333_HK",6.4932014866251775,6.625277534920302,52.160685590538336,0.35636389554384545,21.915459466903187,15.422257980278008,Q2
"AMD,ON,ENTG,2382_HK",6.725911809873297,6.594106072469448,53.10367482954135,0.3845121900771835,20.953636111091512,14.227724301218213,Q2
"AMD,ON,ENTG,3323_HK",7.0305981659642525,6.4420191723942155,52.235359999718746,0.37806298405120115,17.392415473823487,10.361817307859233,Q2
"AMD,ON,ENTG,AMD_US",5.627689290080751,5.533434925570199,55.99856897817613,0.5360529525521388,19.83668942646468,14.209000136383931,Q1低离散
"AMD,ON,RCL,BIDU",7.3627049548316,6.882309382534732,52.49713619446046,0.34677997195833504,20.1985690245545,12.835864069722902,Q2
"AMD,ON,RCL,TCOM",6.659754490299297,6.458909112185266,51.75893226358417,0.3669826550747229,20.57392622933991,13.914171739040615,Q2
"AMD,ON,RCL,FSLR",8.32746857887705,7.448609952774731,55.71964354852066,0.37936276435076466,20.568082261363706,12.240613682486657,Q3
"AMD,ON,RCL,WLDN",8.546978174349618,7.733780778869913,55.094524595904595,0.336819148464302,20.90901586151819,12.36203768716857,Q3
"AMD,ON,RCL,27_HK",7.419054230558508,6.813749904933412,51.82406838402072,0.3317343158220569,18.968351874885926,11.549297644327417,Q2
"AMD,ON,RCL,921_HK",8.04141174485784,7.434117471529976,53.015231852816456,0.30223215762817285,20.986938204856287,12.945526459998447,Q3
"AMD,ON,RCL,1919_HK",7.520398720500299,6.979564442887444,52.871305740408445,0.3458076473438374,19.38222436216188,11.861825641661582,Q2
"AMD,ON,RCL,2018_HK",7.437400489139012,6.6966442586262,51.80693075519663,0.3452899405248016,19.733861404724664,12.29646091558565,Q2
"AMD,ON,RCL,2333_HK",7.018228119051884,7.281588399743834,52.55947904220749,0.30424325182160833,22.16863957225994,15.150411453208058,Q3
"AMD,ON,RCL,2382_HK",7.762023882326785,7.32166684152997,53.61538743935217,0.3318412008730604,21.863604995851958,14.101581113525175,Q3
"AMD,ON,RCL,3323_HK",7.833310292502316,6.920200804576204,52.73161942669585,0.3462482357713093,17.85118170918949,10.017871416687175,Q2
"AMD,ON,RCL,AMD_US",6.5735682009231855,6.205957956232738,56.500200776391495,0.49095333108470146,20.57085877770699,13.997290576783804,Q1低离散
"AMD,ON,BIDU,TCOM",6.843560231068446,6.546031819479345,49.84094816945838,0.31432956358118413,21.177412338769862,14.333852107701418,Q2
"AMD,ON,BIDU,FSLR",7.973096998125251,7.45895059511932,52.86979302941425,0.308148574388554,21.215967792055768,13.242870793930518,Q3
"AMD,ON,BIDU,WLDN",8.214033680653031,7.754827437412739,52.244674076798184,0.2599183693590855,21.560453659360856,13.346419978707825,Q4高离散
"AMD,ON,BIDU,27_HK",7.469955997993649,6.949451464229867,49.87337501114382,0.2698672266772534,20.49242255255088,13.022466554557234,Q2
"AMD,ON,BIDU,921_HK",7.547379272039745,7.502687410014813,50.70214256541439,0.23172554821197947,22.870134639847993,15.322755367808249,Q3
"AMD,ON,BIDU,1919_HK",7.2296588969049225,7.009123578003259,50.78159592657073,0.28924524304179755,20.30560958410841,13.075950687203486,Q2
"AMD,ON,BIDU,2018_HK",7.37250009099395,6.906389419372118,49.61384654728525,0.26460531567680873,21.10903121621397,13.736531125220019,Q2
"AMD,ON,BIDU,2333_HK",6.632468537514735,7.217507362280956,50.67466957160634,0.2632390531617381,23.34055018111605,16.708081643601314,Q3
"AMD,ON,BIDU,2382_HK",7.026870807221952,6.932512557588372,50.53320563773037,0.28878131477628854,21.437619077291604,14.41074827006965,Q2
"AMD,ON,BIDU,3323_HK",6.2496682438457185,6.953553633071932,50.25085108230846,0.2791121253409838,19.465901080496483,13.216232836650764,Q2
"AMD,ON,BIDU,AMD_US",6.381360371850198,6.273722806524668,53.61156447023262,0.4126774716368094,21.43955404935658,15.058193677506381,Q1低离散
"AMD,ON,TCOM,FSLR",8.14885421772158,7.511454839226281,52.84307434421424,0.3001732927435585,21.049300160818476,12.900445943096894,Q3
"AMD,ON,TCOM,WLDN",8.266347655511508,7.6935199323391625,52.21795539159817,0.26332881983027406,21.276118197569428,13.009770542057918,Q3
"AMD,ON,TCOM,27_HK",6.77109214111733,6.70811588665642,49.225029759441576,0.2737522346210082,20.66679431976639,13.89570217864906,Q2
"AMD,ON,TCOM,921_HK",7.749228004263142,7.193249887145689,50.41619322823732,0.25542494892397216,22.60654066876908,14.85731266450594,Q3
"AMD,ON,TCOM,1919_HK",6.974945530444976,6.752427537594554,50.212919614350106,0.29877800135115223,20.853237394022273,13.878291863577296,Q2
"AMD,ON,TCOM,2018_HK",7.17669339339686,6.684699849474146,49.150742730194565,0.27330454928626347,21.097173951248994,13.920480557852134,Q2
"AMD,ON,TCOM,2333_HK",7.305936448001993,7.056078109604701,49.96044041762834,0.2553936694167676,23.826486493260536,16.520550045258542,Q2
"AMD,ON,TCOM,2382_HK",7.161488609721567,7.033759224104721,50.61858238532333,0.2773431310415551,21.394489691379913,14.233001081658347,Q2
"AMD,ON,TCOM,3323_HK",7.117029792012075,6.922381109812796,49.96376559415169,0.27213086928686553,18.56687126930474,11.449841477292665,Q2
"AMD,ON,TCOM,AMD_US",6.359941399598301,6.184567374735192,53.5232217324927,0.416425976982262,20.63488252853589,14.274941128937591,Q1低离散
"AMD,ON,FSLR,WLDN",9.206097020026771,8.62491280358619,55.01541221684154,0.25952043871282965,22.03109661678806,12.824999596761288,Q4高离散
"AMD,ON,FSLR,27_HK",8.310222368527874,7.643872339087261,52.74490946840496,0.2842369566931168,20.323535518453383,12.013313149925509,Q3
"AMD,ON,FSLR,921_HK",8.190602028700233,8.30304977721681,53.90553092671394,0.2505684193357784,23.652537183405098,15.461935154704864,Q4高离散
"AMD,ON,FSLR,1919_HK",8.19933525656853,7.739246733944884,53.828955721840785,0.3038192915065358,20.50866347067739,12.309328214108861,Q4高离散
"AMD,ON,FSLR,2018_HK",8.206648393349148,7.618916151614247,52.24368794623337,0.2727870515753485,20.2943609744894,12.087712581140252,Q3
"AMD,ON,FSLR,2333_HK",8.442780705127584,7.812770953331167,53.10005640130324,0.27475345443178795,22.323840100015026,13.88105939488744,Q4高离散
"AMD,ON,FSLR,2382_HK",7.291763441961763,7.929893810937444,53.135743188184435,0.2646925981210491,20.902746955733686,13.610983513771924,Q4高离散
"AMD,ON,FSLR,3323_HK",7.957488161751924,7.706599852792487,52.9746042895607,0.28261938484136967,19.678690926549415,11.72120276479749,Q3
"AMD,ON,FSLR,AMD_US",6.7602080285902755,6.921132435662504,56.19668282607317,0.4243765258239381,20.56648928789442,13.806281259304143,Q2
"AMD,ON,WLDN,27_HK",8.286573388332252,7.751319488728238,52.1197905157889,0.2549339357606438,20.42579607758592,12.139222689253671,Q4高离散
"AMD,ON,WLDN,921_HK",8.302253849833807,8.449910436951086,53.28041197409787,0.2171358423218505,23.837277328418228,15.53502347858442,Q4高离散
"AMD,ON,WLDN,1919_HK",8.371802800978267,8.01403241732706,53.20383676922472,0.25937621883619616,20.801232128340928,12.429429327362662,Q4高离散
"AMD,ON,WLDN,2018_HK",8.279240405927734,7.7736870833930185,51.61856899361731,0.23762913862102994,20.491375574885407,12.212135168957673,Q4高离散
"AMD,ON,WLDN,2333_HK",8.551214385303197,8.048966500614016,52.47493744868718,0.23285606114387494,22.52589518934407,13.974680804040872,Q4高离散
"AMD,ON,WLDN,2382_HK",8.06681514625247,7.831019825654176,52.92415656514782,0.26955918356335595,22.708792717247594,14.641977570995124,Q4高离散
"AMD,ON,WLDN,3323_HK",8.164521648821022,8.02561076656855,52.34948533694463,0.2321366939253691,20.017653979646898,11.853132330825877,Q4高离散
"AMD,ON,WLDN,AMD_US",7.263391069217606,7.089128667269414,55.81308235614403,0.3968021681270768,21.838699732798617,14.57530866358101,Q3
"AMD,ON,27_HK,921_HK",7.8362342583435,7.4022566655824225,50.48132934867387,0.23522682570548237,20.75985995324663,12.92362569490313,Q3
"AMD,ON,27_HK,1919_HK",7.489346649026718,6.954952533903127,50.249239339677295,0.27858202320207737,19.64218367979713,12.152837030770414,Q2
"AMD,ON,27_HK,2018_HK",7.4813013046322485,6.686765256466762,49.18316957188,0.2782215056515403,19.98214794471851,12.50084664008626,Q2
"AMD,ON,27_HK,2333_HK",6.561436921131536,7.030884812839802,50.0255765380649,0.2628764024358309,21.696956457119555,15.135519535988017,Q2
"AMD,ON,27_HK,2382_HK",7.115911842374367,6.987203762088902,50.51262201879503,0.2822924109386284,21.133262843554988,14.017351001180621,Q2
"AMD,ON,27_HK,3323_HK",7.312627958914586,6.682761506108735,49.86148378821167,0.3007741960852492,17.31564530355478,10.003017344640197,Q2
"AMD,ON,27_HK,AMD_US",6.396108306067005,6.32613851934582,53.42107696975516,0.40007977062546035,20.291700228618726,13.89559192255172,Q1低离散
"AMD,ON,921_HK,1919_HK",7.254104763417968,7.334541227024159,51.06590965728702,0.25912890702685226,21.97211284509777,14.718008081679802,Q3
"AMD,ON,921_HK,2018_HK",7.514428886048918,7.361842016514725,50.01193712615057,0.2236290680438192,22.48921497703411,14.974786090985193,Q3
"AMD,ON,921_HK,2333_HK",7.701696689583892,7.530841723686592,51.21674000686064,0.2420252987414457,23.625009090776917,15.923312401193023,Q3
"AMD,ON,921_HK,2382_HK",7.6449245050120185,7.73783788720408,51.8099405879116,0.23970435716906444,24.562453420981424,16.917528915969406,Q4高离散
"AMD,ON,921_HK,3323_HK",6.489136270584894,7.533293982426166,50.92539489810902,0.2341336966176142,20.39905364726142,13.909917376676528,Q3
"AMD,ON,921_HK,AMD_US",6.764763466334256,6.926726178677935,54.70286178308089,0.3751282047005459,23.490880979319062,16.726117512984807,Q2
"AMD,ON,1919_HK,2018_HK",7.437624747149596,6.921162162513735,50.09139048730691,0.2766587739391715,19.996932924808817,12.559308177659222,Q2
"AMD,ON,1919_HK,2333_HK",6.3071544467388385,7.049503882382559,51.04409262590721,0.2901471981759825,22.315116259429857,16.00796181269102,Q2
"AMD,ON,1919_HK,2382_HK",6.0546023119290915,7.106302173100751,51.39912973296925,0.29340609796286027,19.590022292037123,13.535419980108031,Q3
"AMD,ON,1919_HK,3323_HK",7.099127509405578,6.8204119831806285,50.94914851954692,0.3135539906491848,17.67388424994907,10.574756740543489,Q2
"AMD,ON,1919_HK,AMD_US",5.819127076987551,6.380793658468728,54.43076812690808,0.4208774659407883,19.492874958881856,13.673747881894304,Q1低离散
"AMD,ON,2018_HK,2333_HK",6.291265616810104,6.8851851855942146,49.98446413234252,0.27930850822925435,22.72487085920045,16.43360524239035,Q2
"AMD,ON,2018_HK,2382_HK",6.494459453100454,6.600607137652692,50.03027638492834,0.3136469908658825,20.472544515956905,13.978085062856449,Q2
"AMD,ON,2018_HK,3323_HK",7.428705469850216,6.833275180576965,49.41957937414357,0.267601062432726,17.480470453737485,10.051764983887267,Q2
"AMD,ON,2018_HK,AMD_US",6.034493981227618,6.065095863899464,52.97051968549553,0.4139528444837744,20.03624184013233,14.00174785890471,Q1低离散
"AMD,ON,2333_HK,2382_HK",7.3723874450769555,7.033166801182228,50.85713151600463,0.28635293550474944,22.191832097444998,14.819444652368041,Q2
"AMD,ON,2333_HK,3323_HK",6.456472764550658,7.0929244924291615,50.337050312905205,0.2652094977892478,19.73756349417346,13.281090729622802,Q3
"AMD,ON,2333_HK,AMD_US",6.795097382340587,6.470693607141223,53.77200193659082,0.39199270597558683,21.474639340511015,14.679541958170429,Q2
"AMD,ON,2382_HK,3323_HK",4.859740395269174,6.887302877460474,50.185950192023185,0.28260693291599265,18.174618928715812,13.314878533446638,Q2
"AMD,ON,2382_HK,AMD_US",6.551789214575665,6.35720315745219,54.14188323395859,0.41276403179732285,21.699318151375536,15.14752893679987,Q1低离散
"AMD,ON,3323_HK,AMD_US",5.543109525756895,6.419751998010817,53.70262708325203,0.39619679576300887,18.99048960751766,13.447380081760762,Q2
"AMD,ENTG,RCL,BIDU",7.584963165063963,7.0686788349334355,54.75136603469182,0.3706134395573777,20.275134227953618,12.690171062889654,Q3
"AMD,ENTG,RCL,TCOM",6.679785499773261,6.573545045195371,53.78423418678441,0.39623659046293563,20.099704311368892,13.419918811595632,Q2
"AMD,ENTG,RCL,FSLR",8.74554257795641,7.812215809319375,58.13557177513775,0.3857901603362231,20.95652808355595,12.210985505599536,Q4高离散
"AMD,ENTG,RCL,WLDN",9.213484699539553,8.317564805359517,57.5104528225217,0.32781859901586063,21.546469301284233,12.332984601744679,Q4高离散
"AMD,ENTG,RCL,27_HK",7.690734610911765,6.888471501421856,53.849370307220966,0.3658285039138503,18.470337423475037,10.779602812563272,Q2
"AMD,ENTG,RCL,921_HK",8.210198693440706,7.6072674144715275,55.04053377601671,0.32672048891167416,20.564663153367245,12.35446445992654,Q3
"AMD,ENTG,RCL,1919_HK",7.8744161271399715,7.255452058010256,55.09079905603848,0.36054216304991865,19.23719418702521,11.362778059885237,Q3
"AMD,ENTG,RCL,2018_HK",7.512507687437142,6.7938414685002,54.06116059542799,0.38153773099403177,19.648926734231644,12.1364190467945,Q2
"AMD,ENTG,RCL,2333_HK",6.95000052648862,7.4042641290674975,54.584780965407745,0.33333988586515745,21.705318223523328,14.755317697034709,Q3
"AMD,ENTG,RCL,2382_HK",8.387859948919019,7.638381551775408,56.28075440940743,0.35284114670402245,22.784828443777517,14.396968494858498,Q3
"AMD,ENTG,RCL,3323_HK",7.958108934637131,7.021972758730621,55.097761735676634,0.3830596376724553,18.102946905731333,10.144837971094201,Q2
"AMD,ENTG,RCL,AMD_US",7.21125420938582,6.608664060064795,59.078412720664964,0.49491636871142647,21.46576950017698,14.254515290791158,Q2
"AMD,ENTG,BIDU,TCOM",7.173601642825056,6.908920325172074,52.09517800968973,0.3338292889732138,21.394884417216886,14.221282774391831,Q2
"AMD,ENTG,BIDU,FSLR",8.643563740943371,8.053737251768835,55.28572125603135,0.30431785754242857,21.86121563520469,13.217651894261317,Q4高离散
"AMD,ENTG,BIDU,WLDN",9.126474741965595,8.569792264007217,54.66060230341528,0.24065970707906034,22.44809007392363,13.321615331958036,Q4高离散
"AMD,ENTG,BIDU,27_HK",7.790790747141241,7.286652414191276,52.127604851375175,0.2923725979802165,20.672203761561047,12.881413014419806,Q3
"AMD,ENTG,BIDU,921_HK",7.90886660585477,7.913971500585674,52.956372405645745,0.24849578134422165,23.13646463231407,15.2275980264593,Q4高离散
"AMD,ENTG,BIDU,1919_HK",7.737764210823328,7.496585552884396,53.03582576680209,0.2944836520693545,20.673961933824447,12.936197723001118,Q3
"AMD,ENTG,BIDU,2018_HK",7.622752577541458,7.2038844901747545,51.8680763875166,0.2922216420483711,21.234582996233264,13.611830418691806,Q3
"AMD,ENTG,BIDU,2333_HK",6.9507882635492235,7.599435694439749,52.92889941183769,0.28145544634408054,23.583459525196872,16.632671261647648,Q3
"AMD,ENTG,BIDU,2382_HK",7.903525895870689,7.474479859921386,53.19857260778564,0.30213934393107106,22.59630681820408,14.692780922333393,Q3
"AMD,ENTG,BIDU,3323_HK",6.641197435539725,7.259503903519249,52.61699339128923,0.30782196127341677,19.931965178840795,13.290767743301068,Q3
"AMD,ENTG,BIDU,AMD_US",7.321289498054839,6.912730997071847,56.189776414506085,0.4068081618780926,22.59839745210264,15.277107954047796,Q2
"AMD,ENTG,TCOM,FSLR",8.744086114531768,8.077965587256667,55.25900257083134,0.3010034038699336,21.617890373066206,12.873804258534438,Q4高离散
"AMD,ENTG,TCOM,WLDN",9.114324795494856,8.480208850314511,54.63388361821527,0.2487309855227493,22.097916905795188,12.983592110300336,Q4高离散
"AMD,ENTG,TCOM,27_HK",6.888329288931083,6.9583140719259475,51.250331682641814,0.3023456065402403,20.288104618821624,13.39977532989054,Q2
"AMD,ENTG,TCOM,921_HK",7.905077998813859,7.5418764188683225,52.44149515143756,0.27441246403491215,22.345924732701718,14.440846733887858,Q3
"AMD,ENTG,TCOM,1919_HK",7.3390175749014075,7.211157192046966,52.43241292998013,0.3081907068509703,20.869830384569266,13.530812809667857,Q3
"AMD,ENTG,TCOM,2018_HK",7.374140180287125,6.958416112642168,51.40497257042592,0.3052185975484806,21.173797549473928,13.799657369186802,Q2
"AMD,ENTG,TCOM,2333_HK",7.300946416291709,7.354230427709449,51.98574234082859,0.27898948728775547,23.51170157980407,16.21075516351236,Q3
"AMD,ENTG,TCOM,2382_HK",7.97859616729808,7.550215403766904,53.2839493553786,0.2949360314151651,22.501229682769797,14.522633515471718,Q3
"AMD,ENTG,TCOM,3323_HK",7.428044212681573,7.21364702764316,52.329907903132465,0.3040492524756994,18.97775640320354,11.549712190521966,Q3
"AMD,ENTG,TCOM,AMD_US",7.191228432340391,6.788485632311221,56.101433676766156,0.41618006547909053,21.71274090568143,14.521512473341037,Q2
"AMD,ENTG,FSLR,WLDN",10.204713639598516,9.548169563148905,57.431340443458645,0.2272440014133592,23.002746804146177,12.798033164547661,Q4高离散
"AMD,ENTG,FSLR,27_HK",8.84092208271785,8.154521845501513,55.16083769502207,0.29155361959801956,20.823497893719022,11.982575811001173,Q4高离散
"AMD,ENTG,FSLR,921_HK",8.794555919803159,8.905789900712199,56.32145915333104,0.25036534385055537,24.238747153597707,15.444191233794546,Q4高离散
"AMD,ENTG,FSLR,1919_HK",8.925092621756958,8.416599091114568,56.24488394845789,0.29259053351020453,21.205119570372055,12.280026948615097,Q4高离散
"AMD,ENTG,FSLR,2018_HK",8.701686461284375,8.088581772405822,54.65961617285048,0.28617722076094754,20.759029510166084,12.057343048881709,Q4高离散
"AMD,ENTG,FSLR,2333_HK",9.023896548905451,8.365116059310365,55.515984627920346,0.27936599334196893,22.882178635598272,13.85828208669282,Q4高离散
"AMD,ENTG,FSLR,2382_HK",8.233465231900805,8.58915860055851,55.80111015823972,0.26337064623574985,22.162384202005157,13.928918970104354,Q4高离散
"AMD,ENTG,FSLR,3323_HK",8.437268412367649,8.153685347336268,55.39053251617781,0.2970061886267922,20.126243525558294,11.688975113190647,Q4高离散
"AMD,ENTG,FSLR,AMD_US",7.733661124361602,7.672733770003286,58.774894770346634,0.40470048698627004,21.804771898017638,14.071110773656038,Q3
"AMD,ENTG,WLDN,27_HK",9.047483834703751,8.482147165087454,54.535718742406004,0.24682265323164673,21.15658891142438,12.109105076720628,Q4高离散
"AMD,ENTG,WLDN,921_HK",9.174401452607395,9.272828730391439,55.69634020071498,0.20150482140272766,24.691883194327136,15.517481741719742,Q4高离散
"AMD,ENTG,WLDN,1919_HK",9.353674432997616,8.91156294444171,55.61976499584183,0.23271951540596506,21.75436475093273,12.400690317935116,Q4高离散
"AMD,ENTG,WLDN,2018_HK",9.008770505528062,8.463530874129559,54.034497220234414,0.23559136237272912,21.191140881387206,12.182370375859142,Q4高离散
"AMD,ENTG,WLDN,2333_HK",9.381878846304414,8.82148977653818,54.890865675304276,0.22204065462015618,23.334118946567518,13.952240100263102,Q4高离散
"AMD,ENTG,WLDN,2382_HK",9.352256897831701,8.739735265480725,55.58952353520309,0.2511007431655043,24.266688269500737,14.914431371669036,Q4高离散
"AMD,ENTG,WLDN,3323_HK",8.875103629982316,8.692874431057296,54.76541356356174,0.23109555227689182,20.69669065003832,11.821587020056,Q4高离散
"AMD,ENTG,WLDN,AMD_US",8.55125327063222,8.075915095700587,58.391294300417485,0.36105722146454283,23.36212174594654,14.81086847531432,Q4高离散
"AMD,ENTG,27_HK,921_HK",8.112510623483416,7.710968860783394,52.506631271874106,0.25905459352000304,20.442656356826696,12.33014573334328,Q3
"AMD,ENTG,27_HK,1919_HK",7.9112708096539475,7.38470984971716,52.46873265530733,0.2915716143087995,19.59081600094692,11.679545191292974,Q3
"AMD,ENTG,27_HK,2018_HK",7.674636860045125,6.9347939639034655,51.43739941211136,0.31314119982469085,20.021048275457474,12.346411415412351,Q2
"AMD,ENTG,27_HK,2333_HK",6.57406421819271,7.289122794422888,52.050878461265135,0.2913124730103994,21.313433356331892,14.73936913813918,Q3
"AMD,ENTG,27_HK,2382_HK",7.83750011404416,7.462531856578638,53.17798898885031,0.3044274490180708,22.153989004808583,14.316488890764422,Q3
"AMD,ENTG,27_HK,3323_HK",7.519515875895166,6.9341175889113025,52.22762609719245,0.3375033727368937,17.64981797576781,10.130302099872646,Q2
"AMD,ENTG,27_HK,AMD_US",7.126368638529357,6.886737200711207,55.99928891402863,0.4046807080761636,21.28320572602862,14.156837087499262,Q2
"AMD,ENTG,921_HK,1919_HK",7.610643357462865,7.838074311986559,53.28540297291705,0.2662236412909706,22.028824217156817,14.418180859693951,Q4高离散
"AMD,ENTG,921_HK,2018_HK",7.754002367387014,7.683953864560883,52.26616696638193,0.2528136240462488,22.62785473674189,14.873852369354879,Q3
"AMD,ENTG,921_HK,2333_HK",7.799281036026828,7.887508051722785,53.24204193006088,0.26085551250772215,23.378356674834766,15.579075638807938,Q4高离散
"AMD,ENTG,921_HK,2382_HK",8.634410870995367,8.309668282703273,54.47530755796688,0.2543777295027847,25.74631433495542,17.111903463960054,Q4高离散
"AMD,ENTG,921_HK,3323_HK",6.878397450335938,7.865849687578674,53.2915372070898,0.26429495052506324,20.854830264089298,13.976432813753359,Q4高离散
"AMD,ENTG,921_HK,AMD_US",7.750390058807066,7.5819353813561445,57.28107372735436,0.3722722887041861,24.646741734257226,16.896351675450163,Q3
"AMD,ENTG,1919_HK,2018_HK",7.816752503193247,7.319451894870166,52.34562032753827,0.2943115058369159,20.223190370315926,12.406437867122676,Q3
"AMD,ENTG,1919_HK,2333_HK",6.573117628899716,7.52221030807484,53.26358594153724,0.2989202971707117,22.341264819051275,15.76814719015156,Q3
"AMD,ENTG,1919_HK,2382_HK",6.954542697123811,7.736437093190536,54.06449670302453,0.29849533638054887,20.811525814884256,13.856983117760446,Q4高离散
"AMD,ENTG,1919_HK,3323_HK",7.528164690919925,7.232713964394557,53.315290828527694,0.33194119221495294,18.21853744361197,10.690372752692046,Q3
"AMD,ENTG,1919_HK,AMD_US",6.754343397946649,7.096966752205708,57.00898007118154,0.4082351119227776,20.698333867533634,13.943990469586986,Q3
"AMD,ENTG,2018_HK,2333_HK",6.47433691115562,7.177941275228301,52.23869397257388,0.30993922428178416,22.828995303775535,16.354658392619914,Q3
"AMD,ENTG,2018_HK,2382_HK",7.204703610149243,7.051833230986221,52.69564335498361,0.3395945042930686,21.483691734536634,14.278988124387393,Q2
"AMD,ENTG,2018_HK,3323_HK",7.6168081474759175,7.038719771150932,51.78572168312434,0.31082917456133013,17.794816724385388,10.17800857690947,Q2
"AMD,ENTG,2018_HK,AMD_US",6.769216176817849,6.598934513999653,55.54873162976899,0.42273584055803975,21.02801401224095,14.258797835423099,Q2
"AMD,ENTG,2333_HK,2382_HK",8.201301313129594,7.537160974671749,53.5224984860599,0.3075473102952239,23.286076879855,15.084775566725405,Q3
"AMD,ENTG,2333_HK,3323_HK",6.784667683709822,7.36316280261047,52.70319262188599,0.30119870061673654,20.139502327972746,13.354834644262926,Q3
"AMD,ENTG,2333_HK,AMD_US",7.630573794930595,7.054673358302312,56.350213880864274,0.3962631301162829,22.54197460613543,14.911400811204834,Q2
"AMD,ENTG,2382_HK,3323_HK",5.454845860331514,7.2724974646992235,52.85131716207847,0.31628235745551225,19.10212139116336,13.647275530831848,Q3
"AMD,ENTG,2382_HK,AMD_US",7.524807822858159,6.9891833337973885,56.80725020401387,0.4128273609631301,22.925003109193497,15.40019528633534,Q2
"AMD,ENTG,3323_HK,AMD_US",6.188909383219787,6.896796906528191,56.28083902752549,0.4101893192160995,19.91604377235976,13.727134389139973,Q2
"AMD,RCL,BIDU,TCOM",7.7107663535815,7.308921471035674,52.53682922266597,0.3098132378373714,21.747913919050998,14.0371475654695,Q3
"AMD,RCL,BIDU,FSLR",9.421625612156891,8.595279252896606,55.815821421036325,0.2703507656595303,22.387568140736835,12.965942528579944,Q4高离散
"AMD,RCL,BIDU,WLDN",9.671810107731972,8.894347666325636,55.19070246842026,0.22558090251601406,22.745947034734538,13.074136927002566,Q4高离散
"AMD,RCL,BIDU,27_HK",8.59051001029889,7.85067419513764,52.56925606435141,0.25170017599794087,21.239608846215074,12.649098835916185,Q4高离散
"AMD,RCL,BIDU,921_HK",8.587728347665013,8.449122455570002,53.398023618621984,0.21196448102747434,23.66031230382577,15.072583956160756,Q4高离散
"AMD,RCL,BIDU,1919_HK",8.434163665930816,8.01085707341493,53.477476979778324,0.2595434390499994,21.14026190874936,12.706098242818541,Q4高离散
"AMD,RCL,BIDU,2018_HK",8.373270890130868,7.790705057835639,52.30972760049284,0.2488658392165277,21.780529685568983,13.407258795438114,Q4高离散
"AMD,RCL,BIDU,2333_HK",7.743042969560032,8.284796727070047,53.37055062481393,0.23035657609504287,24.253431932111912,16.51038896255188,Q4高离散
"AMD,RCL,BIDU,2382_HK",8.97972805411058,8.229130215097838,53.710285217596464,0.24841913248156622,23.55510625779951,14.575378203688928,Q4高离散
"AMD,RCL,BIDU,3323_HK",7.361114172461547,7.773586026021867,53.113252818266346,0.2743419702179123,20.443905805488694,13.082791633027146,Q4高离散
"AMD,RCL,BIDU,AMD_US",8.278640872398025,7.613998676897527,56.69140821272145,0.36059645614935687,23.376759932412284,15.098119060014259,Q3
"AMD,RCL,TCOM,FSLR",9.305594708029563,8.396161882163394,55.789102735836316,0.2889108182735716,21.91313201208103,12.607537304051464,Q4高离散
"AMD,RCL,TCOM,WLDN",9.418011364240343,8.581418546411886,55.163983783220246,0.2555266872462394,22.140080846247745,12.722069482007402,Q4高离散
