combo,excess,gamma,avg_vol,avg_corr,rebal,hold,tier
"AMD,STX,RCL,TCOM",6.938383716858687,6.813117412559645,52.87896906553795,0.3550138253431229,20.960748758349546,14.022365041490858,Q2
"AMD,STX,RCL,FSLR",9.07235660374901,8.219709697880747,57.058134320040274,0.33137167457990085,21.684613049394375,12.612256445645365,Q4高离散
"AMD,STX,RCL,WLDN",9.156544191219806,8.380364488094177,56.43301536742422,0.3011131351054641,21.883246888805342,12.726702697585534,Q4高离散
"AMD,STX,RCL,27_HK",7.438205413391619,7.0190650928299805,52.94410518597451,0.3370715998511628,19.1509671492782,11.712761735886579,Q2
"AMD,STX,RCL,921_HK",8.261068072729461,7.773210708996952,54.13526865477025,0.2928826243265739,21.334612007266095,13.073543934536636,Q4高离散
"AMD,STX,RCL,1919_HK",7.622983894114466,7.3178152749178675,54.12014845494524,0.3371726790838645,20.025749839018346,12.402765944903882,Q3
"AMD,STX,RCL,2018_HK",7.560785600461828,7.067559227315999,53.07892944196718,0.3351279305009944,20.831713224814187,13.270927624352357,Q3
"AMD,STX,RCL,2333_HK",7.266322645847234,7.628131604497404,53.67951584416129,0.29384091501405457,22.50416441769387,15.23784177184664,Q3
"AMD,STX,RCL,2382_HK",8.611833744283448,7.808489045455329,55.167941233325536,0.31735533363779184,23.698989950364968,15.08715620608152,Q4高离散
"AMD,STX,RCL,3323_HK",7.777179668520007,7.150900771969765,54.03076498431704,0.35220429399019904,18.41817750185917,10.64099783333916,Q3
"AMD,STX,RCL,AMD_US",7.486281704593534,6.891879123949521,57.97673872554938,0.45252077557295983,22.219775140967315,14.733493436373779,Q2
"AMD,STX,BIDU,TCOM",7.236002841292244,6.859685929660085,51.11294685622892,0.3132688614645362,22.27538992437492,15.039387083082678,Q2
"AMD,STX,BIDU,FSLR",8.66573332758116,8.145010832841052,54.20828380093388,0.27260639208911236,22.226512038807567,13.560778711226407,Q4高离散
