name,n,hold_med,reb_med,excess_med,win,neg
纯股票,15000,4.452346911776428,4.074933171788708,-0.32834553922709286,0.3490666666666667,0.6509333333333334
纯商品+气体,14451,0.2870280271782155,1.3188922577340056,0.9081526179070876,0.9528060341844855,0.04712476645214864
混编(股+商品随机4),14712,2.4389734648167294,2.5623239351379445,0.11863236891306306,0.5498232735182165,0.4501767264817836
2股+1金属+1油,15000,3.3057385954474827,3.1628374049629704,-0.09048309934388543,0.44126666666666664,0.5587333333333333
2股+1金属+1气,15000,3.2974596960852476,3.3161437336884925,0.0701963147461182,0.5408,0.4592
2股+1金属+1债,15000,3.2062925424721445,2.81448043867335,-0.3634756170437403,0.28846666666666665,0.7115333333333334
2股+1金属+1汇,15000,3.2256462792504936,2.8205499536117618,-0.36659826859706257,0.28633333333333333,0.7136666666666667
2股+1油+1气,15000,2.8125174183649237,2.956919262104507,0.15218442953371936,0.5732666666666667,0.42673333333333335
1股+1金属+1油+1气,15000,2.3949606045867378,2.6702932422697834,0.2880881722115758,0.6498666666666667,0.35013333333333335
