组合,标的,持有,月再平衡,月超额,季再平衡,季超额
纯股票周期(MU/FCX/CAT/BA),"MU,FCX,CAT,BA",6.149845191566139,6.254999948824658,0.10515475725851875,14.770037715949492,1.7730185729064152
2股+1金属+1油(MU/FCX+XAU+OIL_BRENT),"MU,FCX,XAU,OIL_BRENT",5.82767870645835,5.503132114052267,-0.3245465924060831,13.606010295240157,1.2921671304729987
2股+1金属+1气(MU/FCX+XAU+NG_US),"MU,FCX,XAU,NG_US",5.78684986913276,5.682501343601087,-0.10434852553167229,14.967125950343775,2.7258636273799874
2股+1金属+1债(MU/FCX+XAU+TLT),"MU,FCX,XAU,TLT",5.801677212568213,5.264241605673536,-0.5374356068946762,13.789754648060448,1.5028146365311024
2股+1金属+1汇(MU/FCX+XAU+DEXUSEU),"MU,FCX,XAU,DEXUSEU",5.799288543387915,5.113247054218317,-0.6860414891695976,12.901251030111904,0.6228260020722409
2股+1油+1气(MU/FCX+OIL_BRENT+NG_US),"MU,FCX,OIL_BRENT,NG_US",5.195124649837823,4.471964860865074,-0.7231597889727492,11.821323552920425,0.7813967828601776
1股+1金属+1油+1气(MU+XAU+OIL_BRENT+NG_US),"MU,XAU,OIL_BRENT,NG_US",5.700058521842233,4.868953683419375,-0.8311048384228581,12.81052281049757,0.7443963944096854
纯商品(黄金+铜+油+气),"XAU,CU,OIL_BRENT,NG_US",3.34915195014569,3.1282313644335202,-0.22092058571216988,7.7010967409036235,1.0347122673682652
