组合,γ*预测%,实际超额pp,再平衡x,死拿x,平均相关性,平均波动%,赢家集中度,MDD,年数
"['META', 'BIDU', 'ENPH', 'PLUG']",23.349122377582393,-11.39545537726665,7.850289013165582,30.25483919453476,0.1788051922223025,72.32522684641248,5.232403898902988,-0.6966245728071552,14.333333333333334
"['CLF', 'MARA', '267_HK', '3898_HK']",23.105603440722504,-11.465548653056512,0.8606156372737798,4.179818581441922,0.16749192869035634,63.01467912346767,2.3662970569050947,-0.5853254858575384,14.416666666666666
"['EWZ', 'RTX', 'ENPH', 'MARA']",25.167247877377125,-11.491161481126767,2.344376492838084,10.32604996360276,0.21465652122522513,69.31177964124343,2.0046961995085946,-0.825268986369122,14.416666666666666
"['JPM', 'JNJ', 'ENPH', 'MARA']",24.466339136990285,-11.850961992446374,4.341972737092482,18.807879564444537,0.1873049867943505,65.24913059207236,1.9240220183356098,-0.7101631624747631,14.416666666666666
"['META', 'JPM', 'ENPH', 'MARA']",25.80435203981977,-11.867040988264366,9.969026932017208,39.63342280653608,0.18268637997052642,71.19625221703649,2.5147933828673916,-0.5474142157127884,14.333333333333334
"['DIS', 'ENPH', 'CMCSA', 'MARA']",24.769008271413252,-11.969364154070528,2.2749740797544837,10.656640567208077,0.2871567273280688,67.1797946969171,2.1324490765520814,-0.8267630258929823,14.416666666666666
"['HYG', 'ENPH', 'MARA', '345_HK']",24.20406946675365,-12.021444887318866,1.7839576913201136,8.622723404001395,0.17679437374044318,62.91140497065477,3.8832655854131763,-0.8631038363980545,14.416666666666666
"['IWM', 'WMT', 'MARA', 'WULF']",24.537484551456917,-12.181799370389989,2.825434357443475,13.15857395356233,0.26277703099486677,64.90700097188518,1.5416592607924768,-0.5430530551717911,14.333333333333334
"['PPLT', 'ENPH', 'MARA', '941_HK']",24.307157976031394,-12.198215734751617,1.8457935365414517,9.08691898598083,0.13817873963917057,63.97530202864337,3.519374238356593,-0.8536609866727773,14.416666666666666
"['GS', 'MARA', 'WULF', '2208_HK']",26.57096164139151,-12.223247594616172,4.54022973629058,20.25993270488159,0.2162149247371552,73.11655997942151,3.2809520791613953,-0.6338306712573561,14.333333333333334
"['ABT', 'ENPH', 'MARA', '700_HK']",24.871529530365937,-12.297955745434376,4.67148148448356,21.170448388627655,0.15824763878233813,67.48435599890658,2.5508383411768967,-0.6383354111679697,14.416666666666666
"['UNG', 'PLUG', 'WULF', '2601_HK']",22.866289131948662,-12.44550657657748,1.5582483206095517,7.975846648618357,0.021076755025073363,70.2575765327735,1.185422741278781,-0.952897795250621,14.333333333333334
"['SCHW', 'MARA', 'WULF', '388_HK']",25.317748541518803,-12.493236983146506,3.7756701238211274,17.713471352044703,0.14327579399220947,69.16578092677254,2.8869244870703676,-0.4896409580032265,14.333333333333334
"['ORCL', 'ENPH', 'MARA', '1093_HK']",25.37225317720628,-12.595376270210256,4.817173662342108,22.53009639610976,0.15105161215016452,70.0179920912884,1.69879003872312,-0.6748582700614184,14.416666666666666
"['DBB', 'WDC', 'ENPH', 'PLUG']",22.505313864844158,-12.888566526954515,5.89178967519029,28.20645815123958,0.18983393474684518,67.88954339444085,4.348905100569304,-0.8837083698077461,14.5
"['MCHI', 'WDC', 'ENPH', 'PLUG']",22.690770468445827,-12.8920665011538,5.8777011891861255,28.157257823819215,0.17080864817225905,69.26997221950887,4.348905100569304,-0.8809994582521208,14.5
"['EWG', 'FCX', 'ENPH', 'MARA']",27.06831691183813,-13.418922644147901,2.2179518920495096,12.427606309178184,0.2574394106294156,74.39772971878938,2.2502710405982302,-0.8441754519646685,14.416666666666666
"['EXPE', 'MARA', 'WULF', '1070_HK']",26.114209475966632,-13.639207658388063,3.017729410430321,16.593060019492125,0.1451393052827083,71.66873269065071,2.1298682558663318,-0.6527631067207205,14.333333333333334
"['ENPH', 'MARA', '2018_HK', '2319_HK']",25.726033093518335,-13.64637164372018,2.2075699274686045,12.721211828545028,0.1644818373697534,71.42368882875343,2.273138033935437,-0.8389110959848329,14.416666666666666
"['DIS', 'CAT', 'PLUG', 'MARA']",31.63431910849396,-13.748632397466999,3.1667294182899846,17.731454830716032,0.253223599387792,77.68866498959241,3.9664886892617592,-0.892950785863597,14.416666666666666
