q,tr_cagr,tr_vol,tr_g,tr_pvol,va_cagr,va_hold,va_ex,va_vol,va_g,va_pvol,va_sharpe,va_mdd
"2331_HK,AMZN,BANANA_US,DE",16.897693276235536,22.053029339445224,4.690515299935019,37.564828136895514,19.011861794557383,17.749029926756666,1.2628318678007178,17.19169216919427,3.3768836063371186,29.958696080865355,1.1058749544518176,-30.883365773505776
"2899_HK,763_HK,VRTX,WDC",24.48253984178681,28.140229906287555,6.540455940626277,45.599574028295834,24.69268967483822,21.20781380164587,3.48487587319235,22.653338512036573,5.396638349686149,38.64706889574122,1.0900243097377484,-28.448370850193783
"1398_HK,BG,CAT,MU",6.423818505838641,26.989547052970387,3.8320109119156482,38.0712946953706,21.478420185257253,26.64238524977329,-5.163965064516041,20.939490472025646,2.8052780563571402,29.193909297416017,1.0257374798088614,-26.33765295491849
"2333_HK,388_HK,ASML,BIDU",33.87429574930276,33.068325607343496,4.825086445911371,44.65379285726123,15.773616648693988,16.818715553285223,-1.0450989045912351,24.890401189325353,4.000570726146697,36.81179589566296,0.6337228768919465,-48.803353400976825
"CME,FSLR,RGLD,WEX",12.983006258164998,27.73164776228946,7.37065445468733,45.3123000114373,18.852423861098423,15.33528706365237,3.517136797446052,21.160188983402527,4.449548195121601,35.220559010961324,0.8909383501199232,-36.44044002553728
"EXPE,INFY,MSACSR,TER",9.588210447487677,21.870218123882655,4.253806682676728,36.04486318659305,16.99826103969031,15.65409090587131,1.3441701338190004,21.948660696898653,4.339412205580211,36.13633000331028,0.7744555020658807,-24.439134520122753
"1088_HK,CRM,GS,RUB_RSS3",13.929129552989107,23.27465163798563,3.0981369152206293,33.96854277563792,15.362455993228007,13.862626255140142,1.4998297380878656,15.001769808651641,2.259389881079516,25.131722439300525,1.024042908881881,-21.531664286647878
"3328_HK,F,VRTX,WIT",15.777302817048389,27.085218832623852,5.1826051010334035,41.640108756192554,8.893714924096185,8.558304732445388,0.3354101916507979,16.08650865911211,2.5120828974581246,26.206953567123048,0.5528679412395923,-25.51836298528266
"EMN,EQIX,F,KCL",12.657700646209369,27.97625824384381,4.080023285036582,39.69530661162742,6.305821678699575,3.8489911688539102,2.4568305098456644,19.141371572311265,3.0476921611740826,30.845088539639054,0.3294341607067066,-36.374331400269256
"1138_HK,AMAT,RGLD,WIT",7.8610341472063805,23.4784664497196,3.7387178964640997,35.90120509334101,18.56110348467983,20.558868117974825,-1.997764633294996,19.254131715214882,3.733897500951694,32.85609712336611,0.9640062589793436,-19.765605483506178
"2018_HK,GOOGL,RGLD,SCCO",21.267444330443517,26.016334716682316,4.862462153275855,40.011762947185616,20.0402169195665,19.075288977113214,0.9649279424532864,21.941343766626574,3.758012432882069,34.7936689258051,0.9133541287497741,-35.403344006788075
"MCO,ORANGE,SBUX,WFC",11.377138181722701,20.58946401648123,3.497986445201911,33.42268377415951,10.39658633456828,9.909599897021693,0.4869864375465882,18.087450986138816,2.3791024140380728,28.237950285497725,0.5747955498282,-27.407069675612327
"3323_HK,F,INFY,MNST",18.7702285681854,30.53130284769578,6.394086676589675,45.87049676260303,10.244888188990874,8.11535169880977,2.1295364901811054,19.607496849746127,2.733795036382008,30.194513465654442,0.5224985253088806,-26.68064388609308
"2319_HK,388_HK,ISRG,SLB",22.418977899906945,27.61683598878692,3.978397984163954,39.16187371347134,11.59648582114874,13.485237597933097,-1.8887517767843587,19.811677033425706,3.3850947296192464,31.928410600787604,0.5853359007207454,-30.28100528047386
"1211_HK,AVAV,MSACSR,PRU",11.988311333620082,24.362591398546137,7.12305750606178,43.29040441894326,20.574103133810162,18.259904814641992,2.3141983191681703,20.31751120175511,5.980119503868844,39.2292732773037,1.012629102526735,-31.97072480413061
"3968_HK,AMZN,CF,STZ",31.13005687527273,26.309940809434952,4.816570747565277,40.475309623569885,14.824779398678434,14.68422075014264,0.14055864853579347,18.685070423264165,2.8065325418714155,29.89912249009275,0.7934023829110427,-24.227880503357703
"3968_HK,ENTG,NTES,PLD",15.299939715503719,36.88321961046043,4.96220743684235,47.05833708771607,20.77549388354749,17.57711439775578,3.1983794857917136,21.59626190659424,3.250687024684011,32.81015270632036,0.9619949032570245,-42.05320467931001
"2628_HK,ADM,ICE,SQM",16.021536572258334,22.20620682214874,3.985550538342454,35.811948250748856,12.475639385378567,10.540508983220853,1.9351304021577143,17.935137439268377,2.738571532806105,28.059257467078336,0.6955976461080012,-27.651191983376787
"992_HK,EMN,MOS,MTRN",12.981223840818167,30.671206095043573,4.591253204547127,42.858199115223684,8.92916174939482,8.52385336676571,0.4053083826291104,24.533793023727036,2.9357380658785543,34.03242201142119,0.36395357785725513,-46.1822533018868
"1093_HK,2331_HK,BKR,MA",16.819633894932974,26.727473337850167,4.207472785564309,39.1699672676056,17.315403855625135,14.598838109968447,2.716565745656685,20.324946834665568,4.543346313015033,35.22016365168149,0.8519286174019676,-31.31149794475504
"2018_HK,CAT,EXPE,SMCI",18.175206312788063,30.687212309924412,5.193990257098969,44.398904882436206,23.20691411826512,19.673949920153277,3.532964198111843,29.809388563885232,7.896032122506072,47.01622790677057,0.7785102357443466,-38.984732211025566
"2018_HK,CDNS,DRI,ICE",18.332375623029186,26.64864908630828,3.973621980255889,38.25159871260816,16.74995941332331,19.1870603847339,-2.4371009714105885,20.06669756619981,3.0756148859549604,31.15525945537264,0.8347143000518836,-29.70524951244027
"MET,MNST,SBUX,STZ",22.54256679589779,22.946132610059173,3.60085419910864,34.97210104063771,7.395476883895569,6.841346133344839,0.5541307505507298,19.476185307941662,1.6339158499475945,26.574954819518148,0.37971896277244643,-30.26682921080606
"CME,EME,ICE,NDAQ",11.66887210818468,26.573014290464663,2.5265994173400586,34.73343426098837,18.84365872098406,20.144223536435547,-1.3005648154514882,17.37042074611755,1.2083360407533206,22.96666903628577,1.0848130276404382,-22.04155724288661
"AAPL,EME,MA,MSACSR",20.974610241508994,20.851244684406467,3.4589647213648336,33.556957956582366,23.28242280690165,23.655227582019343,-0.3728047751176966,16.480717071339516,2.7330507238687214,28.439243466998644,1.4127069050527246,-16.9511404771594
"1211_HK,DAP,SLB,STX",16.40222402177396,28.210230101880008,6.857782760610798,44.77157563844158,18.06457746066632,17.854995544718587,0.2095819159477319,21.548223748713664,5.786190741801871,39.01552888602482,0.8383325545217943,-43.44753102185841
"1177_HK,CRM,EXPE,NTES",28.69018729588495,25.964846329208818,4.717680759328657,40.09934029697228,17.941417467925348,13.548897872971267,4.392519594954081,22.976828374053,3.9812125872424677,36.14839580652953,0.7808483040325104,-42.23303112587501
"1093_HK,992_HK,ADBE,KLAC",13.85614296468849,27.312802031962125,3.491576814588679,37.776515091591726,18.880010205824238,21.300104664157395,-2.420094458333155,19.49973865319488,2.806191770344161,30.532613711234504,0.9682186280343248,-28.37633820226021
"921_HK,ADM,DAP,EXPE",14.775380368879043,23.675597763790897,5.990205762177937,40.89030336696497,16.607574005853778,15.011741587368332,1.5958324184854433,19.199581460911872,4.163211870206057,33.147045907967616,0.864996668790144,-31.140352634661138
"2020_HK,2333_HK,2899_HK,AAPL",19.790471342597925,32.76393775715113,5.185194957655785,45.33645385130101,24.78012936244458,23.65933319251381,1.1207961699307711,22.32326878321916,3.3169703761319944,33.68186140867088,1.110058280580857,-40.13230928485113
"AVAV,BIIB,CF,MSACSR",16.609152845933185,19.05362710491478,4.861962497541765,36.07165806275749,13.636595689571118,14.084213912087296,-0.44761822251617733,21.49126172283217,4.999001124992673,37.62330929190349,0.6345181527934068,-33.15722475119864
"1177_HK,BIIB,FXI,WDC",21.406947584820003,22.246032519408924,3.9581101950451845,35.68113151257277,11.151256336620907,9.628720149077408,1.5225361875434995,21.812217677674848,4.4737163611264865,35.59438404231482,0.5112389992345618,-38.796764005532935
"388_HK,3898_HK,MSACSR,MTRN",12.143072387231646,26.708444985824535,6.194708930456992,43.54230541451752,11.952142426385826,9.957731045855912,1.9944113805299146,15.538894624091002,3.8140448902144906,31.34290760926343,0.7691758465145654,-21.912097879415604
"388_HK,MSACSR,SBUX,VLO",16.521601696525103,19.78452224512376,4.270992355275891,35.007935762020786,10.420561936529227,6.82063807242046,3.599923864108767,17.4542928739192,3.8085214122625435,31.78875160057542,0.5970200002831387,-22.197832436628996
"1398_HK,992_HK,MSACSR,PLD",6.434972488524493,22.23376701480413,3.7840270028138696,35.19676763392368,9.501966161878507,7.586158819278888,1.915807342599618,12.35109265472185,2.310881286299776,23.725704229007583,0.7693219075840941,-12.393749289190758
"1177_HK,2018_HK,2333_HK,NDAQ",32.65794619829716,28.881267733192235,5.413294489321572,42.90548836195897,13.419491996535093,10.829352514524548,2.590139482010545,22.45051160377067,3.9877245047246666,35.21569127110644,0.5977365787192673,-48.44519813720325
"ADBE,EXPE,NUE,SBUX",13.42452786677082,26.175445328372902,2.922196381213156,35.26317449071546,14.420835213748484,11.95468848542236,2.466146728326124,26.369409188771964,3.0467843405589257,35.643093628541465,0.5468774484294795,-33.04327438685195
"AAPL,CDNS,DE,EOG",16.18883146885932,23.907401635268773,2.5052461033695934,32.779182303961534,23.694324642829343,24.297048368624008,-0.6027237257946627,20.54479984936632,2.7680854687267007,30.961078607937182,1.1533003395776653,-26.889783053870563
"CME,KLAC,MU,ORANGE",8.453628930517842,23.724560323780302,4.6608348232435866,38.277254223854115,25.396360936757812,29.507367853231294,-4.111006916473481,21.776712788104547,3.3695788333507477,32.401814843610246,1.166216461771516,-24.276915609156568
"EOG,ISRG,MOS,SCCO",18.574182560910856,29.610210625094023,4.31883868385172,41.56994398396097,15.567712251514877,16.284882653946077,-0.7171704024311998,26.15870123542379,3.346373839532568,36.609000859758545,0.5951255802575272,-51.16941828401585
"2018_HK,27_HK,ALB,KLAC",20.854674663686733,32.71166302126101,4.732757859208715,43.892083026861016,16.925413837079684,20.047083681330147,-3.121669844250463,24.93022441813254,4.466892199083944,38.53799419405406,0.6789114110328384,-38.35580004314837
"3328_HK,ADBE,FXI,SLB",10.958533529776693,25.24707245337188,2.068991869413074,32.47198059023989,7.065222035964425,6.553675168355877,0.5115468676085477,18.13121076640215,2.7961661184009308,27.667582644236578,0.3896718276010867,-32.264913510748386
"ASML,SWKS,VLO,WEX",19.501458719478148,28.823749885423833,3.5236602485381607,38.89854334630561,14.05943691549929,16.43348520587984,-2.374048290380548,30.095196023053873,2.935263958279699,38.609720523337565,0.4671654873000102,-42.434827115431276
"1109_HK,3323_HK,BANANA_US,ICE",16.179223185057822,27.588318984475958,5.298919928341152,40.835619984608115,8.946043366862465,7.617480403661192,1.328562963201274,15.081756692033869,1.9241141020289585,24.346017241965097,0.5931698508031054,-20.411799396913587
"FICO,MTRN,PRU,SBUX",11.703562501358867,30.972966789857537,3.272895512320169,39.555545309407,17.01925058938354,20.513831894411226,-3.4945813050276886,24.3382188698782,2.358737490694373,32.47443237500714,0.6992808586517864,-38.064384761456196
"1398_HK,BIDU,DAP,TEA_KOLKATA",19.430612744254105,25.402515121158224,6.185610820588315,42.49038161666191,9.027512470511368,4.024637987700985,5.002874482810382,19.473083223529073,6.204785150042031,35.116067445451336,0.463589271759674,-36.255995524485996
"1138_HK,CRM,MET,NVDA",15.849584614341161,28.66274474723804,3.9152016671918948,39.745592228022026,27.600784245977295,52.664509592421346,-25.063725346444055,21.48231328054382,3.6516980618675574,33.29678743648346,1.2848143440387714,-20.052393713832107
"DAP,MA,ORANGE,VRTX",18.837976124798182,20.142529378740107,5.234321162981669,37.78358122477115,14.18974342083812,13.915273950208773,0.274469470629346,13.0663518942675,2.2053072834339096,24.622678416304648,1.0859759124552184,-18.3911269240308
"1093_HK,AMAT,SQM,VLO",13.014983826819027,25.189468598681152,4.270493063604559,38.33155466871522,21.478938606283204,20.198753816449976,1.2801847898332275,26.66449597137121,4.40313155657451,39.54670562791275,0.8055257683979639,-44.775216287889016
"AAPL,AEM,BG,EQIX",18.726942062752315,24.636944955534084,3.967639204655244,37.01795407456345,17.839714613911916,18.133087122568647,-0.2933725086567307,17.674621660630052,2.6710444981964994,28.748345434215793,1.0093406782024423,-25.712715145837894
"F,PALM_KERNEL_OI,PLD,SMCI",9.15517659566445,29.53651859280478,4.803108660334197,42.25351957444589,18.981505586844772,15.806298325699197,3.175207261145574,27.158587851239997,7.189059087060734,42.88700328510714,0.6989135698371048,-32.692948338044545
"2318_HK,EOG,MSACSR,TEA_KOLKATA",15.280486866645294,21.284508831905463,5.792437123720885,39.364885570399174,10.800919977671942,5.004457539996521,5.79646243767542,20.41251188652453,6.777428948836457,39.73306195445419,0.5291323300981027,-31.701609174249924
"388_HK,ADBE,ALB,FICO",16.352614759730688,27.134736353906668,2.6954827996054282,35.66335207227843,20.631243644631713,20.83747507863043,-0.2062314339987159,23.357461125161592,3.5700368864455863,34.478849732072256,0.883282799191172,-25.62707395671302
"27_HK,EMN,MU,STZ",15.791118928240833,28.949096290982723,5.53534156711189,43.13030001073726,13.668136676506526,23.472827576969514,-9.804690900462987,24.25228971756073,3.0290833723146537,33.67796954308259,0.5635812880220389,-39.46915057695385
"1177_HK,EBAY,MAR,SMCI",18.393925213024296,25.04135464269171,3.438035829406034,35.91235558432723,25.111430947637036,18.795923006874915,6.315507940762122,27.810631202322188,7.5913031841163106,44.8386628485845,0.9029435817170605,-35.30609362994335
"AMAT,BLK,FSLR,VLO",11.431264813791486,31.97186131108005,5.4273239019911195,43.4923876706509,21.320272725035892,20.35444745307946,0.9658252719564331,28.46097208285403,3.904335265616489,39.09561106281768,0.7491055703568197,-40.401072847597995
"EQIX,ISRG,SCCO,TER",18.68735081444326,30.41077738151396,3.579679662235062,40.392518308956994,23.4788308037573,21.876948401362917,1.6018824023943834,23.477199740871892,2.773769204242632,32.57475067200163,1.0000694743369487,-39.95512922034523
"1171_HK,DE,MNST,NTES",24.639609226523795,25.053711571938898,4.646641696371058,39.2828519097327,20.429879405216724,17.514986870159554,2.9148925350571675,15.904065257957251,2.8008509631955776,28.310971876125958,1.2845696414000238,-23.200547854100286
"2018_HK,AXP,BIDU,DAP",24.394611897113137,25.399164621327095,5.925158416764282,42.02851437267049,10.622212720175916,10.471395650322911,0.15081706985300425,20.285294343815828,4.063547768828622,33.876418612975165,0.5236410445981131,-44.084054108078384
"2319_HK,3968_HK,ICE,PLD",12.067208140945462,29.15751321951832,3.4178088946303364,39.1563238742003,13.526233988819047,11.903348475260355,1.6228855135586917,17.206844385889987,2.0485985804270865,26.33489816038429,0.7860961420625664,-37.576099590945724
"763_HK,BIIB,MCO,ORANGE",13.917281685879423,19.224612470462795,4.670651180854061,36.02779653279692,10.157356577158684,9.333390182238244,0.823966394920439,18.669965665325712,3.7744052634545535,32.36507965405445,0.5440479516265613,-22.219048879455904
"1171_HK,2319_HK,GS,WDC",12.632788028641428,28.86912679537343,3.2449713667144513,38.37898177614159,19.857432331008297,16.465842257071305,3.3915900739369897,21.556849044493955,4.225148245160431,34.883564441463804,0.921165810922644,-34.36057319980211
"BIIB,CAT,CRM,MA",24.02283315862672,25.33952818793009,2.869839452771625,34.824877931200255,16.18124510181742,17.807743819301926,-1.6264987174845036,18.721610770395973,2.510109256560553,29.02909233834256,0.8643083813816079,-27.41790543303617
"2899_HK,DE,FSLR,FXI",10.10637047143399,34.839246236521475,5.989741416150368,46.909852128332474,20.398617980621836,20.7784255593648,-0.37980757874296334,20.9414673988569,3.3918251174554865,32.25812238763788,0.9740777755495446,-25.403825010444734
"1138_HK,AAPL,CME,TEA_KOLKATA",15.850121675635531,22.831415128351225,5.033203303099535,38.35665409188639,16.348099306415918,15.839373196471772,0.5087261099441465,19.606822735699733,5.202930457093403,33.73430527758122,0.8337964557944213,-20.27652331008608
"2018_HK,2318_HK,MSTR,STZ",24.502480212740885,26.492557046753756,4.870807955793246,40.53570620642006,15.473392717880463,12.94679476305336,2.5265979548271034,28.635161315711795,8.688106158538213,44.065049744092846,0.5403633856740448,-42.287165732790754
"1109_HK,2382_HK,STX,TEA_KOLKATA",16.303326836028464,31.65020398537248,7.371308579345355,49.33156104243346,20.50536546485415,15.876744551749212,4.628620913104942,25.792154007313183,8.160978612555613,46.055028324249186,0.795023380328762,-38.097900292166344
"2018_HK,MATX,SMCI,SWKS",24.631874715274215,30.630280565163304,4.932532891716866,43.47789114662333,16.140794337175524,14.505011631331776,1.6357827058437469,29.09431053056306,7.7211852285885465,46.24922095104349,0.5547749385647034,-34.75798086527961
"2382_HK,EBAY,LRCX,MSACSR",10.85328893883204,22.335510505924432,3.990637360402232,35.55884023676504,23.990521507714767,24.48174691603051,-0.491225408315743,21.829355306664887,5.641295722444409,39.289563642997926,1.099002749769254,-31.18497461284777
