期间,净CAGR,超额,波动,回撤,夏普,过20占比
训练期 2005-2015,23.278865300967365,10.557927192071826,41.7381769521161,-68.43469298999207,0.5636039851069883,89.28571428571429
验证期 2016-2025,24.8113647946307,4.449798024983387,23.383155596041867,-30.51298433554106,1.0643703116411058,100.0
