结构,期间,净CAGR,死拿,超额,波动,回撤,夏普,过20占比
N=12/vol≥45(采样250),训练期 2005-2015,21.698203044156394,15.498472105646421,6.199730938509973,31.356026483386252,-59.39767011840635,0.6919946650655184,67.60000000000001
N=12/vol≥45(采样250),验证期 2016-2025,26.343720686877937,21.853852643212555,4.489868043665382,22.721139993126926,-30.37212418880616,1.1594365729381022,88.4
N=12/vol≥45(采样250),全期 2005-2025,23.345757431368654,15.19101128914373,8.154746142224923,27.49623430557309,-59.39767011840635,0.8490528983685888,91.2
N=6/vol≥55(全枚举),训练期 2005-2015,24.829419364321758,12.779322762826062,12.050096601495696,41.50867344941541,-68.2404094853867,0.5981742441029863,82.14285714285714
N=6/vol≥55(全枚举),验证期 2016-2025,24.211106030377717,20.860042227323607,3.3510638030541102,24.16482323427752,-30.384846125411823,1.001915296282182,92.85714285714286
N=6/vol≥55(全枚举),全期 2005-2025,22.946313620887683,16.06682977999356,6.879483840894121,34.052086815600354,-68.2404094853867,0.6738592481907817,78.57142857142857
