,sh688981,sz002049,sh603501,sz300782,sh688012,sh688008,sz300661,sh603986,sz002185,sh600584,sz002156,sz300223,sh688521,sz300373,sh688036,sz002415,sz002236,sh600745,sz002475,sz002241,sh603160,sz300750,sz002594,sz300124,sh688599,sz002459,sh601012,sz300274,sh688223,sz002460,sh603799,sz002466,sh600438,sz300316,sh688390,sz300827,sh605117,sz002812,sh688567,sh600276,sz300760,sh600196,sz300347,sh603259,sz300759,sh688180,sz300142,sh600521,sz002422,sh688185,sz300601,sh603087,sz300529,sh688399,sh600893,sz000768,sh600760,sz002179,sh600038,sz300699,sh600967,sz002013,sh600519,sz000858,sh600887,sh603288,sz000651,sz000333,sh600690,sz002714,sh600298,sh600809,sz000568,sh600132,sh603833,sz002572,sh600111,sh601899,sh600362,sh601600,sz000933,sh600188,sh601088,sh600028,sh601857,sz000983,sh600585,sz002001,sh600309,sz000792,sh603993,sz000630,sh601168,sz002128,sz000001,sh600036,sh601318,sh600030,sh601166,sz000776,sh600837,sh600000,sz300059,sh600570,sz002230,sh601688,sh601788,sz002736,sh601633,sh600104,sh601127,sh600066,sh600031,sz002008,sh601766,sz300450,sh600150,sz002050,sh601100,sz002472,sz002027,sh600637,sz300413,sh603000,sz002739,sh600845,sz300454,sh688111,sz300496,sh600588,sz002410,sh600346,sz002648,sh603260,sz002064,sh600426,sh688065,sz002497,sh600900,sh601985,sz003035,sh600025
2005-09-16,,10.8,,,,,,,,10.322,,,,,,,,1.6,,,,,,,,,,,,,,,10.54,,,,,,,32.071,,26.039,,,,,,42.513,,,,,,,,9.826,6.504,,14.094,,5.2,,98.181,66.656,75.497,,85.84,,27.012,,10.28,9.799,52.195,18.992,,,7.265,,5.83,,17.991,11.669,,4.62,,,7.5,14.745,87.166,47.3,,,,,207.322,12.674,,7.049,,5.742,39.512,14.195,,12.81,,,,,,,,27.825,20.281,19.385,,,12.408,11.4,,,,8.313,,,,12.14,,,,37.742,,4.56,,,,12.76,,,9.676,,,
2005-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.316,,,,,,,,,,,,,,,,
2005-09-23,,,,,,,,,,9.314,,,,,,,,1.06,,,,,,,,,,,,,,,9.67,,,,,,,30.996,,24.417,,,,,,43.362,,,,,,,6.173,9.295,6.036,,13.532,,4.77,8.12,94.311,62.165,74.21,,82.761,,25.398,,9.69,9.66,,17.948,,,6.754,,5.68,,17.029,11.109,,4.5,,11.06,6.96,14.367,82.216,44.336,,18.88,,,190.189,11.756,,7.251,,5.098,37.425,13.1,,14.259,,,,,,16.68,,26.62,19.471,,,,11.715,,,,15.52,7.438,,,,,,,,36.533,,4.11,,,,11.8,,,9.595,,,
2005-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.681,,,,,,,,,,,,,,,,,,16.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.571,,,
2005-09-30,,10.31,,,,,,,,9.874,,,,,,,,1.206,,,,,,,,,,,,,,,9.68,,,,,,,31.399,,24.012,,,,,,43.8,,,,,,,6.455,9.732,5.763,,15.691,,4.5,,95.33,63.267,76.9,,79.253,,25.039,,9.8,9.672,51.323,18.976,,,6.599,,5.79,,17.051,11.109,,4.54,,11.0,7.61,14.394,85.61,46.637,,,,,,11.666,,7.319,,4.914,,13.295,,14.427,,,,,,,,26.876,18.553,20.525,,,12.342,11.02,,,16.42,6.952,,,,11.678,,,,38.036,,4.29,,,,11.815,,,,,,
2005-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66,,,,,,,,,,,,,,,,,,,,,
2005-10-14,,10.22,,,,,,,,10.322,,,,,,,,1.185,,,,,,,,,,,,,,,10.07,,,,,,,31.265,,22.593,,,,,,41.841,,,,,,,6.707,9.669,5.685,,14.769,,4.91,,87.931,61.318,79.649,,76.819,,24.919,,10.1,10.366,54.713,18.241,,,6.49,,5.69,,17.554,12.005,,4.38,,,7.41,17.256,84.267,47.456,,,,,,11.684,,6.846,,5.466,37.535,13.19,,14.049,,,,,,,,25.78,18.634,22.55,,,,,,,,6.968,,,,11.48,,,,38.503,,4.22,,,,11.455,,,9.408,,,
2005-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-21,,,,,,,,,,11.186,,,,,,,,1.206,,,,,,,,,,,,,,,10.74,,,,,,,31.092,,22.795,,,,,,40.437,,,,,,,7.211,10.356,5.061,,13.735,,5.03,,89.365,58.945,84.912,,76.962,,23.664,,9.92,10.436,,19.319,,,7.048,,5.57,,17.269,11.605,,4.35,,,7.91,19.193,96.501,46.13,,,,,208.845,11.954,,6.941,,5.489,38.249,13.925,,14.091,,,,,,,,24.867,17.851,,,,12.672,,,,,6.919,,,,13.108,,,,37.863,,4.49,,,,10.915,,,9.046,,,
2005-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-28,,,,,,,,,,10.754,,,,,,,,0.396,,,,,,,,,,,,,,,10.16,,,,,,,30.478,,22.035,,,,,,36.049,,,,,,,6.855,10.106,5.256,,13.195,,,,91.744,56.319,84.385,,74.671,,22.229,,10.19,9.602,,18.797,,,5.978,,4.96,,16.001,9.653,,4.21,,10.285,7.91,18.707,89.712,44.648,,16.012,,,179.908,11.486,,6.185,,4.799,,13.295,,10.878,,,,,,13.714,,25.269,16.582,,,,11.869,,,,,6.368,,,,12.14,,,,36.152,,4.0,,,,10.435,,,9.315,,,
2005-11-04,,,,,,,,,,,,,,,,,,0.604,,,,,,,,,,,,,,,10.75,,,,,,,28.577,,22.897,,,,,,34.265,,,,,,,7.137,10.231,5.256,,12.902,,5.38,8.247,91.159,58.267,83.625,,74.815,,22.827,,10.66,9.313,53.928,19.76,,,6.18,,5.02,,15.892,9.461,,4.45,,9.901,8.14,18.323,90.914,44.18,,16.261,,,184.477,11.612,,6.239,,4.96,,13.295,,11.172,,,,,,13.582,,23.954,17.014,,,,11.572,,,,,6.757,,,,13.57,,,,29.845,,3.93,,,,9.55,,,9.303,,,
2005-11-11,,11.502,,,,,,,,10.338,,,,,,,,0.604,,,,,,,,,,,,,,,9.95,,,,,,,29.69,,22.948,,,,,,32.685,,,,,,,7.537,10.481,4.71,,12.723,,5.11,8.559,89.516,56.319,82.28,,75.244,,22.229,,10.0,9.498,54.306,19.433,,,6.071,,4.81,,15.498,9.077,,4.52,,9.363,8.31,18.89,95.511,42.932,,15.139,,,178.385,11.342,,6.212,,4.753,38.529,13.34,,12.012,,,,,,13.099,,24.137,16.744,,,,,,,,16.918,6.919,,,,12.712,,,,28.359,,3.82,,,,9.265,,,8.953,,,
2005-11-18,,11.07,,,,,,,,10.05,,,,,,,,0.77,,,,,,,,,,,,,,,10.17,,,,,,,29.345,,23.657,,,,,,31.632,,,,,,,7.048,10.231,5.022,,12.97,,5.24,8.689,87.478,57.505,81.345,,75.888,,23.185,,10.01,9.672,53.299,18.862,,,6.32,,5.21,,15.87,9.381,,4.66,,9.824,8.66,20.024,93.248,43.439,,16.448,,,187.523,11.63,,6.495,,4.983,39.029,13.82,,11.949,,,,,,13.494,,25.342,17.446,,,,,,,,16.45,6.952,,,,13.163,,,,29.621,,4.04,,,,9.985,,,9.21,,,
2005-11-25,,11.34,,,,,,,,9.938,,,,,,,,0.956,,,,,,,,,,,,,,,9.89,,,,,,,28.942,,23.049,,,,,,29.322,,,,,,,7.078,10.886,5.1,,12.812,,5.57,8.767,87.912,57.929,83.508,,75.459,,23.245,,10.07,9.382,49.144,18.552,,,6.304,,5.02,,16.154,9.413,,4.58,,9.997,8.48,20.064,92.824,43.439,,16.137,,,191.331,11.864,,6.765,,4.822,39.1,13.94,,12.054,,,,,,13.582,,25.378,17.797,,,,,10.842,,,16.19,6.903,,,,12.69,,,,29.672,,4.13,,,,9.67,,,9.396,,,
2005-12-02,,11.61,,,,,,,,,,,,,,,,0.562,,,,,,,,,,,,,,,9.69,,,,,,,28.538,,23.15,,,,,,31.486,,,,,,,6.337,10.762,4.671,,11.935,,5.31,9.196,86.006,56.658,78.83,,73.383,,23.185,,9.8,9.313,52.166,17.801,,,5.87,,5.17,,,9.301,,4.57,,9.805,8.63,19.902,90.844,41.294,,16.199,,,189.427,11.99,,6.711,,4.477,38.957,14.015,,11.235,,,,,,13.407,,25.305,17.392,23.65,,,11.066,10.712,,,16.788,6.498,,,,12.195,,,,29.102,,4.49,,,,9.58,,,9.128,,,
2005-12-09,,11.124,,,,,,,,,,,,,,,,0.624,,,,,,,,,,,,,,,9.96,,,,,,,27.079,,22.593,,,,,,28.152,,,,,,,6.114,11.261,4.515,,11.733,,5.23,8.949,82.91,58.945,81.403,,75.602,,23.305,,10.07,9.301,54.81,17.033,,,6.009,,5.26,,16.898,9.989,,4.77,,10.669,8.43,19.112,92.682,42.932,,17.758,,,191.331,12.386,,6.981,,4.431,37.958,14.435,,11.529,,,,,,13.714,,25.451,17.851,22.475,,,11.254,9.802,,,16.918,6.66,,,,11.887,,,,30.536,,4.26,,,,9.7,,,9.303,,,
2005-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08,,,,,,,,,,,7.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-16,,11.408,,,,,,,,,,,,,,,,0.521,,,,,,,,,,,,,,,10.29,,,,,,,27.962,,22.643,,,,,,29.614,,,,,,,6.248,12.165,4.593,,12.07,,5.38,9.196,84.024,60.47,82.163,,79.754,,23.425,,9.98,9.625,56.824,17.148,,,6.289,,5.25,,,10.021,,4.8,,10.918,,19.295,94.875,42.62,,17.882,,,196.281,12.188,,,,4.5,39.6,14.81,,11.466,,,,,,14.46,,25.451,19.39,22.354,,,11.69,9.802,,,17.1,6.692,,,,12.019,,,,32.524,,4.29,,,,10.105,,,9.128,,,
2005-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-23,,11.354,,,,,,,,,,,,,,,,0.438,,,,,,,,,,,,,,,11.01,,,,,,,28.98,,22.643,,,,,,30.492,,,,,,,6.574,12.415,4.671,,12.115,,5.32,9.001,85.175,61.403,85.029,,,,23.365,,9.91,9.649,58.838,17.784,,,6.18,,5.4,,,10.325,,4.87,,11.744,9.77,18.91,99.613,45.818,,18.755,,,200.85,,,7.17,,4.523,39.743,15.455,,11.466,,,,,,14.197,,26.511,19.579,21.058,,,12.532,9.737,,,16.762,6.903,,,,12.019,,,,33.699,,4.33,,,,10.6,,,9.058,,,
2005-12-30,,11.34,,,,,,,,12.401,,,,,,,,0.334,,,,,,,,,,,,,,,11.62,,,,,,,29.268,,23.353,,,,,,30.96,,,,,,,6.959,12.228,4.632,,12.318,,5.65,9.066,88.082,61.403,85.789,,,,24.441,,10.21,9.915,57.831,18.274,,,6.599,,5.4,,,10.357,,5.07,,11.629,9.86,19.477,102.23,46.364,,18.381,,,201.23,,,7.13,,4.569,41.884,15.47,,11.529,,,,,,14.241,,26.73,19.498,21.442,,,12.256,9.529,,,16.476,6.935,,,,12.294,,,,34.597,,4.19,,,,11.2,,,8.964,,,
2006-01-06,,11.786,,,,,,,,13.119,,,,,,,,0.417,,,,,,,,,,,,,,,11.79,,,,,,,28.404,,23.91,,,,,,30.638,,,,,,,7.078,12.54,5.334,,13.352,,5.85,9.261,87.346,67.249,85.613,,93.07,,25.218,,10.41,10.1,55.565,19.221,,,6.847,,5.84,,,10.837,,5.14,,12.013,9.95,19.335,109.302,50.927,,20.002,,,211.511,13.988,,7.508,,4.799,42.527,16.925,,11.949,,,,,,14.723,,26.766,20.065,22.698,,,13.084,9.789,,,16.918,7.162,,,,12.657,,,,38.606,,4.29,,,,,,,9.303,,,
2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-13,,12.731,,,,,,,,14.048,,,,,,,,0.624,,,,,,,,,,,,,,,,,,,,,,29.306,,25.532,,,,,,29.292,,,,,,,6.959,13.351,,,13.667,,6.45,10.145,91.593,66.825,92.514,,92.211,,25.457,,11.69,10.031,54.81,21.115,,,7.079,,6.15,,20.735,11.253,,5.02,,11.418,10.34,19.092,108.241,51.512,,21.0,,,203.896,,,8.453,,5.144,42.313,16.475,,12.957,,,,,,14.943,,26.985,19.039,26.08,,,13.229,10.088,,,17.048,7.892,,,,12.965,,,,45.967,,4.45,,,,12.73,,,9.023,,,
2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.045,,,,,,
2006-01-20,,12.515,,,,,,,,13.731,,,,,,,,0.417,,,,,,,,,,,,,,,,,,,,,,29.844,,25.127,,,,,,29.965,,,,,,,7.567,13.195,5.685,,14.319,,6.23,10.47,88.761,67.164,94.444,,92.999,,25.338,,11.6,10.181,55.187,21.588,,,8.211,,6.87,,21.332,11.717,,5.49,,11.264,,19.578,105.2,54.71,,22.122,,,204.657,,,9.02,,5.075,42.313,17.51,,12.159,,,,,,14.811,,,19.525,28.125,,,12.764,10.114,,,18.218,,,,,12.701,,,,,,4.42,,,,,,,8.906,,,
2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-25,,11.799,,,,,,,,14.682,,,,,,,,0.064,,,,,,,,,,,,,,,12.93,,,,,,,28.826,,26.191,,,,,,29.556,,,,,,,7.404,13.07,6.075,,14.049,,5.68,9.404,91.14,,97.601,,88.775,,25.517,,12.17,10.274,58.461,23.466,,,8.134,,7.19,,23.037,,,5.39,,12.147,,21.38,109.867,55.451,,22.995,,,209.226,,,9.6,,5.213,40.956,17.75,,12.768,,,,,,15.909,,,18.985,27.72,,,13.505,9.386,,,18.062,,,,,12.811,,,,,,4.35,,,,,,,8.649,,,
2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.996,,,,,,,,,,,,
2006-02-10,,12.096,,,,,,,,13.943,,,,,,,,0.313,,,,,,,,,,,,,,,13.75,,,,,,,29.134,,25.127,,,,,,32.568,,,,,,,7.448,13.476,,,15.196,,5.88,9.404,101.125,,109.531,,92.211,,25.756,,13.15,10.355,63.748,25.588,,,8.924,,7.36,,25.908,,,5.52,,14.029,,19.801,99.542,55.685,,24.18,,,203.896,,,9.06,,5.259,40.885,17.45,,13.188,,,,,,16.172,,29.14,19.012,27.74,,,13.578,9.815,,,19.076,8.346,,,,12.69,,,,,,4.57,,,,,,,8.801,,,
2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-17,,11.381,,,,,,,,13.33,,,,,,,,0.666,,,,,,,,,,,,,,,,,,,,,,27.694,,24.671,,,,,,31.545,,,,,,,6.618,13.226,,,14.724,,5.39,8.793,111.941,,103.449,,96.793,,25.996,,12.3,9.996,61.356,25.604,,,8.289,,6.83,,23.975,12.773,,5.61,,13.261,,18.849,100.32,53.696,,21.436,,,205.038,,,,,5.029,38.672,18.215,,12.096,,,,,,14.767,,,18.229,26.12,,,12.735,9.412,,,17.88,,,,,12.536,,,,,,4.35,,,,,,,8.743,,,
2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-24,,11.03,,,,,,,,12.696,,,,,,,,0.562,,,,,,,,,,,,,,,,,,,,,,27.252,,24.671,,,,,,31.077,,,,,,,6.752,12.914,,,14.589,,5.31,8.806,,,,,,,,,12.02,10.042,68.281,25.963,,,8.351,,7.24,,24.146,12.517,,5.65,,13.664,,18.667,105.624,53.423,,22.808,,,235.117,,,8.763,,5.006,40.171,19.13,,12.369,,,,,,15.865,,,18.148,25.33,,,12.619,9.269,,,17.256,,,,,12.756,,,,,,4.45,,,,12.759,,,8.883,,,
2006-03-03,,10.422,,,,,,,,12.506,,,,,,,,0.417,,,,,,,,,,,,,,,14.288,,,,,,,28.826,,23.1,,,,,,30.199,,,,,,,6.411,12.696,6.722,,13.847,,5.2,8.533,,73.604,,,,,,,12.18,10.945,66.392,26.176,,,,,,,23.691,,,5.7,,13.261,11.72,18.748,,54.281,,22.871,,,216.46,14.583,,8.48,,4.983,41.313,,,11.886,,,,,,15.162,,,17.392,24.298,,,13.142,8.658,,,16.632,,,,,12.58,,,,46.641,,4.33,,,,13.138,,,8.754,,,
2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.982,,,,,,,,,,,,,,,,,,,,,
2006-03-10,,10.004,,,,,,,,11.999,,,,,,,,0.292,,,,,,,,,,,,,,,14.909,,,,,,,27.828,,,,,,,,28.707,,,,,,,5.922,11.354,6.165,,13.442,,4.91,8.169,,71.062,103.975,,96.192,,28.029,,,10.957,62.489,25.653,,,8.459,,,,21.673,,,5.2,,12.589,10.73,18.12,,52.565,,20.688,,,202.753,14.334,,8.426,,4.615,38.529,17.105,,11.781,,,,,,15.645,,30.751,17.122,23.65,,,12.343,8.32,,,,7.032,,,,12.25,,,,45.268,,4.16,,,,12.719,,,8.404,,,
2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-17,,9.855,,,,,,,,12.084,,,,,,,,0.209,,,,,,,,,,,,,,,15.346,,,,,,,29.46,,,,,,,,29.673,,,,,,,6.07,,6.215,,14.387,,4.82,8.416,,,,,103.738,,27.969,,,12.577,67.525,25.604,,,9.11,,7.14,,22.042,,,5.5,,12.742,11.88,18.586,,55.607,,21.187,,,203.515,14.311,,8.952,,4.638,39.529,17.0,,12.054,,,,,,15.909,,32.576,18.391,24.46,,,13.055,8.268,,,15.566,6.973,,,,12.437,,,,44.231,,4.23,,,,13.537,,,8.393,,,
2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.847,,,,,,,,,,,,,,,,,,,,,,,,,17.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-24,,10.098,,,,,,,,12.38,,,,,,,,0.23,,,,,,,,,,,,,,,16.036,,,,,,,31.111,,,,,,,,29.673,,,,,,,6.233,,6.52,,14.747,,5.18,9.027,,,,,102.102,,28.148,,,,68.659,28.477,,,,,7.95,,23.151,,,5.71,,13.933,11.44,19.052,,55.061,,23.743,,,207.703,14.515,,9.411,,4.983,41.17,,,12.012,,,,,,15.382,,32.353,21.496,24.905,,,13.476,8.541,,,16.372,7.483,,,,12.503,,,,48.197,,4.42,,,,14.674,,,8.334,,,
2006-03-31,,9.882,,,,,,,,12.274,,,,,,,,0.209,,,,,,,,,,,,,,,15.335,,,,,,,35.527,,23.657,,,,,,30.843,,,,,,,6.025,,6.368,,14.612,,,8.806,,66.606,,,103.284,,30.839,,,13.77,77.472,28.004,,,,,,,24.629,,,5.46,,14.682,11.78,20.591,126.699,64.733,,26.986,,,209.988,14.923,,10.437,,5.052,44.24,,,11.55,,,,,,15.031,,34.252,21.037,26.93,,,15.175,8.359,,,16.502,7.208,,,,12.437,,,,54.21,,4.49,,,,14.275,,,8.369,,,
2006-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-07,,10.598,,,,,,,,14.027,,,,,,,,0.188,,,,,,,,,,,,,,,16.462,,,,,,,35.873,,24.62,,,,,,33.036,,,,,,,6.173,,6.469,,15.219,,5.67,9.063,,77.313,,,108.557,,,,,16.837,89.306,30.534,,,,,,,23.862,13.385,,5.54,,14.106,11.44,21.117,,67.346,,30.602,,,213.795,15.422,,11.085,,5.397,44.882,,,12.579,,,,,,15.075,,35.892,25.843,30.15,,,16.307,8.749,,,17.906,7.502,,,,12.943,,,,55.014,,4.51,,,,14.455,,,8.416,,,
2006-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-14,,10.287,,,,,,,,13.605,,,,,,,,0.334,,,,,,,,,,,,,,,16.381,,,,,,,38.234,,,,,,,,33.651,,,,,,,6.766,14.63,6.672,,15.804,,,9.188,,76.718,,,113.194,,,,,,91.698,30.828,,,10.892,,,,25.396,13.665,,5.58,,14.202,11.94,21.34,,,,29.916,,,228.264,15.467,,11.76,,5.973,43.597,,,13.251,,,,,,15.821,,38.723,23.413,30.332,,,17.803,9.178,,,18.452,7.365,,,,12.877,,,,52.447,,4.57,,,,14.475,,,8.684,,,
2006-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-21,,10.044,,,,,,,,14.09,,,,,,,,,,,,,,,,,,,,,,,18.762,,,,,,,42.286,,,,,,,,33.446,,,,,,,7.226,,5.911,,16.523,,,9.516,169.834,91.291,,,113.467,,,,,,98.623,30.665,,,11.179,,12.959,,23.151,14.225,,6.39,,15.104,13.44,22.535,,,,32.036,,,227.883,15.49,,14.001,,5.904,43.098,,,12.852,,,,,,15.25,,40.828,24.79,31.284,,,20.01,8.775,,,19.259,6.796,,,,14.12,,,,61.364,,4.41,,,,14.156,,,8.626,,,
2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.834,,,,,,
2006-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.749,,,,,,,,,,,,60.612,,,,,,,,,8.451,,,
