信号,CAGR,超额,波动,夏普,胜率
NONE(基准),18.47311140418133,2.2258104253541355,24.037651537211495,0.7810880895407213,0.0
SPREAD_CONTR_DYN@0.15,18.374754564801357,2.029053001124448,24.122554467277638,0.7821015417903028,50.0
SPREAD_CONTR_DYN@0.3,18.262948637877443,1.6700235391611584,24.989956385942225,0.7291816750417205,48.333333333333336
SPREAD_CONTR_DYN@0.5,18.151480869031055,1.4862909477180941,26.44264150065423,0.6921035529054831,46.666666666666664
MOM@0.3,18.505260233706842,2.365801709457882,23.98659656259548,0.7742022331369482,48.333333333333336
MOM@0.5,18.541571581201055,1.8350908068207938,24.708390415677833,0.737292301056964,46.666666666666664
