date,equal_nav
2019-08-23,1.4753751904525416
2019-08-30,1.5731371461480872
2019-09-06,1.5765558594295768
2019-09-13,1.5801955285992133
2019-09-20,1.2671602902880452
2019-09-27,1.2454020791932436
2019-10-04,1.3150910468128898
2019-10-11,1.2991243060694695
2019-10-18,1.473257377269967
2019-10-25,1.4285453138727815
2019-11-01,1.4219539666764074
2019-11-08,1.3476454330218468
2019-11-15,1.0786565411770266
2019-11-22,1.1563246984402236
2019-11-29,1.1704277153293785
2019-12-06,1.1091811590223826
2019-12-13,1.1386914914172488
2019-12-20,1.1286350138092014
2019-12-27,1.1267150047116437
2020-01-03,1.2464855067680023
2020-01-10,1.3435631173408995
2020-01-17,1.3347431717669114
2020-01-24,1.456818817762282
2020-01-31,1.6241345489751653
2020-02-07,1.6461957436818442
2020-02-14,1.6746648829198645
2020-02-21,1.40807307842867
2020-02-28,1.316342353566323
2020-03-06,0.8629314712673783
2020-03-13,0.9161513295391371
2020-03-20,0.9277771633031189
2020-03-27,1.0672354857533943
2020-04-03,1.10986237526205
2020-04-10,1.1722493157532647
2020-04-17,1.2712871809433948
2020-04-24,1.4391119275353532
2020-05-01,1.3808286460818804
2020-05-08,1.5304914938143834
2020-05-15,1.4011932963146831
2020-05-22,1.5432052480413914
2020-05-29,1.601471886396705
2020-06-05,1.5305485827661476
2020-06-12,1.5185121043327259
2020-06-19,1.491491423917192
2020-06-26,1.4901443505497547
2020-07-03,1.5441556342501486
2020-07-10,1.5265313362574462
2020-07-17,1.7351200275847345
2020-07-24,1.9772623038351698
2020-07-31,2.0815647149133754
2020-08-07,2.1823091182418137
2020-08-14,2.078412382717033
2020-08-21,2.1500331493539666
2020-08-28,1.8447218443321027
2020-09-04,1.876866625218939
2020-09-11,1.956470400362405
2020-09-18,1.9159508267756742
2020-09-25,1.894223392241646
2020-10-02,2.0165940445329884
2020-10-09,2.0396081615524295
2020-10-16,2.272681338266226
2020-10-23,2.3469683634531613
2020-10-30,2.652984128850614
2020-11-06,2.7015517360565675
2020-11-13,3.189388574005979
2020-11-20,3.188512469712032
2020-11-27,3.3744069708012594
2020-12-04,3.333721463242722
2020-12-11,3.936860191263847
2020-12-18,4.361119780275218
2020-12-25,5.673271465732107
2021-01-01,6.764757757467929
2021-01-08,6.444266484818604
2021-01-15,6.275167145445941
2021-01-22,6.243435461713487
2021-01-29,7.441171077813209
2021-02-05,8.953726064925773
2021-02-12,10.256781220152336
2021-02-19,7.895233791942086
2021-02-26,9.122512837958277
2021-03-05,10.304819831686787
2021-03-12,9.998133773137532
2021-03-19,9.645115805280227
2021-03-26,10.591513112754901
2021-04-02,10.938309344484562
2021-04-09,10.607815101386652
2021-04-16,9.882949351731307
2021-04-23,11.853656824086826
2021-04-30,13.6859668069923
2021-05-07,11.669507075743265
2021-05-14,7.744926406629265
2021-05-21,8.349678496115631
2021-05-28,8.913517186682206
2021-06-04,8.96937286972408
2021-06-11,8.106416900116649
2021-06-18,7.559688036060735
2021-06-25,8.20046919192294
2021-07-02,7.77009417839999
2021-07-09,7.050656692617531
2021-07-16,7.98986697200323
2021-07-23,9.147803441101019
2021-07-30,10.3935503488654
2021-08-06,11.276136369835086
2021-08-13,11.437835086776406
2021-08-20,11.355866091651587
2021-08-27,12.93661908931789
2021-09-03,11.322421487772644
2021-09-10,11.344911693887816
2021-09-17,10.39547703345605
2021-09-24,11.611128309624215
2021-10-01,12.395585182073297
2021-10-08,13.959338674919092
2021-10-15,14.270257207427541
2021-10-22,14.667517415729712
2021-10-29,15.452962906913282
2021-11-05,15.750977457962296
2021-11-12,14.291551634060948
2021-11-19,14.187681302850851
2021-11-26,13.059265746045817
2021-12-03,13.028659728642442
2021-12-10,12.271846146317166
2021-12-17,13.00588722281069
2021-12-24,12.185603932903673
2021-12-31,10.391661445691179
2022-01-07,10.865182802043702
2022-01-14,8.679313518933927
2022-01-21,8.984407450678136
2022-01-28,10.292710299810594
2022-02-04,9.945317360113872
2022-02-11,9.08016720534157
2022-02-18,8.987312543395644
2022-02-25,8.96612977243009
2022-03-04,8.827815802060403
2022-03-11,9.832164104090518
2022-03-18,11.239140373848837
2022-03-25,11.565933550316291
2022-04-01,10.513036325522627
2022-04-08,9.850115123936227
2022-04-15,9.710115205149812
2022-04-22,9.42918516674008
2022-04-29,8.377104708042163
2022-05-06,7.419656966432327
2022-05-13,7.122341387664687
2022-05-20,6.63755675393346
2022-05-27,6.680367583780997
2022-06-03,5.650265394756568
2022-06-10,4.403985434487013
2022-06-17,4.576549891712126
2022-06-24,4.159313107817776
2022-07-01,4.505865816085047
2022-07-08,4.7826674987058
2022-07-15,5.43370411155073
2022-07-22,5.655462016887763
2022-07-29,5.677803712192056
2022-08-05,6.209220752771551
2022-08-12,5.337656558644575
2022-08-19,4.777920483309283
2022-08-26,5.087297815681312
2022-09-02,5.6231179104498725
2022-09-09,4.606647137516267
2022-09-16,4.4654874710869805
2022-09-23,4.4660667777797105
2022-09-30,4.590418110730866
2022-10-07,4.540158297505858
2022-10-14,4.675149785449316
2022-10-21,5.182695767144683
2022-10-28,5.1796964390974924
2022-11-04,4.0400691567207865
2022-11-11,3.901466708519399
2022-11-18,4.006019137119357
2022-11-25,4.23182626282485
2022-12-02,4.201883940890097
2022-12-09,4.025793513593827
2022-12-16,4.096544270023779
2022-12-23,4.0398182817354495
2022-12-30,4.2525046764513394
2023-01-06,5.1491639767285395
2023-01-13,5.499106526463876
2023-01-20,5.6545652114347
2023-01-27,5.529282540034657
2023-02-03,5.197755854613053
2023-02-10,5.777909148957992
2023-02-17,5.626011907523151
2023-02-24,5.360052477965889
2023-03-03,5.333383513239543
2023-03-10,6.399501212696919
2023-03-17,6.387544000021751
2023-03-24,6.446970286527977
2023-03-31,6.5732286238077915
2023-04-07,7.249830402948672
2023-04-14,6.488667666775209
2023-04-21,6.703181956744973
2023-04-28,6.6054313327416
2023-05-05,6.301356683096004
2023-05-12,6.2901035817972915
2023-05-19,6.6246826664118625
2023-05-26,6.477322570147699
2023-06-02,6.102317004714035
2023-06-09,6.099849398426173
2023-06-16,6.9016119087272
2023-06-23,6.985161329306452
2023-06-30,6.8044846501537
2023-07-07,6.912353940416094
2023-07-14,6.838414502043008
2023-07-21,6.695165613564338
2023-07-28,6.618915748278372
2023-08-04,6.662743695374431
2023-08-11,6.021802034602192
2023-08-18,5.966022446953336
2023-08-25,5.912450953952332
2023-09-01,5.865800671483823
2023-09-08,5.958186366059177
2023-09-15,5.854205767895872
2023-09-22,6.323526556730066
2023-09-29,6.145529631974117
2023-10-06,5.926687751442554
2023-10-13,6.451065687283216
2023-10-20,7.22550375210314
2023-10-27,7.446403976422241
2023-11-03,7.9532352191427655
2023-11-10,7.933904304874568
2023-11-17,8.029641135273636
2023-11-24,8.556935360440736
2023-12-01,9.290548455750264
2023-12-08,8.734500238424378
2023-12-15,9.045227285937143
2023-12-22,8.988395293345079
2023-12-29,9.088678798665274
2024-01-05,9.24023778765284
2024-01-12,9.1951905579
2024-01-19,8.915754957670144
2024-01-26,9.038257474442354
2024-02-02,10.10126226825534
2024-02-09,11.196034497409448
2024-02-16,11.53282155787062
2024-02-23,13.553157587147187
2024-03-01,14.921035096222578
2024-03-08,14.461447301173012
2024-03-15,13.999466843052819
2024-03-22,14.815613786232081
2024-03-29,14.26128669394826
2024-04-05,13.308747424773195
2024-04-12,13.20812621007963
2024-04-19,13.178668054057471
2024-04-26,13.07561192628884
2024-05-03,12.420044944158292
2024-05-10,13.243365249764302
2024-05-17,14.779264500980874
2024-05-24,14.612306385305732
2024-05-31,14.718094021207605
2024-06-07,14.21746710933126
2024-06-14,13.453073571588867
2024-06-21,13.428316234376277
2024-06-28,11.734481993268421
2024-07-05,12.86399630194611
2024-07-12,14.25166975049599
2024-07-19,13.817747965350804
2024-07-26,11.611620489671287
2024-08-02,11.45587687626072
2024-08-09,11.515876172052387
2024-08-16,12.448638946989751
2024-08-23,11.066509165661023
2024-08-30,10.55426236683338
2024-09-06,11.107196043524914
2024-09-13,12.094131775407748
2024-09-20,12.46978166839224
2024-09-27,11.765621629610212
2024-10-04,11.820031276123311
2024-10-11,13.03873978698996
2024-10-18,12.515404503876074
2024-10-25,12.523998612115008
2024-11-01,15.155418961293012
2024-11-08,16.13690608896583
2024-11-15,17.597942733441997
2024-11-22,18.089559453489006
2024-11-29,19.065472249881083
2024-12-06,19.40059193292582
2024-12-13,17.133203425677635
2024-12-20,17.080808069001343
2024-12-27,18.11402675270345
2025-01-03,17.030455190704448
2025-01-10,17.773626786122932
2025-01-17,17.960517284551695
2025-01-24,16.7518729605289
2025-01-31,16.195027571786536
2025-02-07,16.210080178785148
2025-02-14,16.491789730179764
2025-02-21,15.744391522727515
2025-02-28,13.256170695116902
2025-03-07,13.25831431607151
2025-03-14,13.886464267599578
2025-03-21,13.103236438941988
2025-03-28,12.239252240077999
2025-04-04,12.91985165824363
2025-04-11,13.07612491512798
2025-04-18,14.465666770731492
2025-04-25,14.559683654732734
2025-05-02,16.943478798479383
2025-05-09,17.201276925523477
2025-05-16,17.602622001728953
2025-05-23,17.171260051180152
2025-05-30,17.133289402356628
2025-06-06,17.179316307736052
2025-06-13,16.07798291827649
2025-06-20,17.437949935800646
2025-06-27,17.65903052288001
2025-07-04,19.53977480313624
2025-07-11,20.628594694488747
2025-07-18,21.084650914289895
2025-07-25,19.820068554802624
2025-08-01,21.702460611086853
2025-08-08,21.842033988377175
2025-08-15,21.87800821267493
2025-08-22,20.586806486388664
2025-08-29,20.797386301554024
2025-09-05,21.8014793098795
2025-09-12,21.53044193041467
2025-09-19,20.648796740784846
2025-09-26,22.655848645008593
2025-10-03,21.007709786490185
2025-10-10,19.951178071549656
2025-10-17,20.96915332660537
2025-10-24,20.056358027959725
2025-10-31,18.80434579930828
2025-11-07,16.708205368286748
2025-11-14,15.308871480649028
2025-11-21,16.056918636178086
2025-11-28,16.17589982983267
2025-12-05,15.90997721135888
2025-12-12,15.866753793394144
2025-12-19,15.694909358281379
2025-12-26,16.45655008613872
2026-01-02,16.357879104497663
2026-01-09,16.951733962613748
2026-01-16,15.313961741090901
2026-01-23,13.21282771449188
2026-01-30,12.099032211125987
2026-02-06,11.70987651330653
2026-02-13,11.549724064005044
2026-02-20,11.291011642687177
2026-02-27,11.310475790350672
2026-03-06,12.551124759078608
2026-03-13,11.73670342413412
2026-03-20,11.394808916854462
2026-03-27,11.974581143050813
2026-04-03,12.31963446668607
2026-04-10,12.813882187697796
2026-04-17,13.585517277167526
2026-04-24,13.496411663198721
2026-05-01,14.023264154300493
2026-05-08,13.040103716225982
2026-05-15,12.939978685803514
2026-05-22,12.369908319731795
2026-05-29,10.57532350393045
2026-06-05,10.929448046379228
2026-06-12,10.600339579633992
2026-06-19,9.917682407514315
2026-06-26,10.773276679446155
2026-07-03,10.82453959714016
2026-07-10,11.049247284756675
2026-07-17,11.270037349060052
2026-07-24,11.141052608582628
2026-07-31,11.135381922286228
2026-08-07,10.954797390072962
